cycles_old,cycles_new,comm,dso,symbol
0,6525464,"g4run","[kernel.vmlinux]","ip_check_mc_rcu"
0,6778551,"g4run","[kernel.vmlinux]","input_get_timestamp"
0,6350008,"g4run","[kernel.vmlinux]","run_filter"
86934678,81785288,"g4run","[kernel.vmlinux]","refill_obj_stock"
6931591,13788471,"g4run","[kernel.vmlinux]","copy_page_to_iter"
13606041,13460640,"g4run","[kernel.vmlinux]","release_pages"
0,6722256,"g4run","[kernel.vmlinux]","iommu_dma_sync_single_for_cpu"
0,6480240,"g4run","[kernel.vmlinux]","__netif_receive_skb_core.constprop.0"
20860217,67465584,"g4run","[kernel.vmlinux]","perf_swevent_start"
0,31103312,"g4run","[kernel.vmlinux]","charge_memcg"
9206816,0,"g4run","[kernel.vmlinux]","__pagevec_lru_add"
13930827,13445447,"g4run","[kernel.vmlinux]","sysvec_call_function_single"
6675813,20375112,"g4run","[kernel.vmlinux]","wake_up_process"
6636948,48182806,"g4run","[kernel.vmlinux]","rcu_qs.part.0"
13877501,39640531,"g4run","[kernel.vmlinux]","__free_one_page"
32754265,27009572,"g4run","[kernel.vmlinux]","xas_load"
0,6694190,"g4run","[kernel.vmlinux]","tick_do_update_jiffies64"
101437331,80407282,"g4run","[kernel.vmlinux]","tick_sched_handle"
132815132,180881165,"g4run","[kernel.vmlinux]","__get_user_nocheck_4"
0,6939774,"g4run","[kernel.vmlinux]","skb_pull_rcsum"
0,6833719,"g4run","[kernel.vmlinux]","net_rx_action"
19283276,12286823,"g4run","[kernel.vmlinux]","futex_wait"
6374743,0,"g4run","[kernel.vmlinux]","vmacache_update"
0,6967109,"g4run","[kernel.vmlinux]","invalidate_user_asid"
65547781,164844325,"g4run","[kernel.vmlinux]","__rcu_read_lock"
16317744,13488268,"g4run","[kernel.vmlinux]","mprotect_fixup"
6907066,0,"g4run","[kernel.vmlinux]","sched_clock_tick_stable"
0,6890276,"g4run","[kernel.vmlinux]","sched_rt_period_timer"
6592166,12606076,"g4run","[kernel.vmlinux]","vtime_task_switch_generic"
303929471,461222848,"g4run","[kernel.vmlinux]","timerqueue_add"
6587777,19138427,"g4run","[kernel.vmlinux]","send_call_function_single_ipi"
0,6893731,"g4run","[kernel.vmlinux]","put_pid_ns"
290884973,266759104,"g4run","[kernel.vmlinux]","timerqueue_del"
19331618,33786819,"g4run","[kernel.vmlinux]","rcu_segcblist_accelerate"
148179562,317952805,"g4run","[kernel.vmlinux]","sysvec_apic_timer_interrupt"
13765568,13400201,"g4run","[kernel.vmlinux]","__page_set_anon_rmap"
6898319,0,"g4run","[kernel.vmlinux]","rcu_segcblist_add_len"
21589516,54956531,"g4run","[kernel.vmlinux]","rmqueue_bulk"
0,6331652,"g4run","[kernel.vmlinux]","lockref_put_return"
87788583,46373438,"g4run","[kernel.vmlinux]","entry_SYSCALL_64"
6943637,0,"g4run","[kernel.vmlinux]","end_extent_writepage"
112644037,175906784,"g4run","[kernel.vmlinux]","note_gp_changes"
161613003,317739942,"g4run","[kernel.vmlinux]","account_user_time"
151426579,94460941,"g4run","[kernel.vmlinux]","irqentry_exit_to_user_mode"
290347959,236114837,"g4run","[kernel.vmlinux]","clear_page_rep"
6940061,6893558,"g4run","[kernel.vmlinux]","mod_node_page_state"
73617268,123832082,"g4run","[kernel.vmlinux]","try_to_wake_up"
0,34103723,"g4run","[kernel.vmlinux]","add_interrupt_randomness"
186107903,187039051,"g4run","[kernel.vmlinux]","cgroup_rstat_updated"
6800516,0,"g4run","[kernel.vmlinux]","kmem_cache_alloc"
6963352,0,"g4run","[kernel.vmlinux]","userfaultfd_unmap_complete"
0,6966286,"g4run","[kernel.vmlinux]","__udp6_lib_lookup"
304041,0,"g4run","[kernel.vmlinux]","unlink_anon_vmas"
0,20613615,"g4run","[kernel.vmlinux]","generic_smp_call_function_single_interrupt"
6468962,47530050,"g4run","[kernel.vmlinux]","clear_buddies"
6972368,20094071,"g4run","[kernel.vmlinux]","kthread_blkcg"
6110467,120083567,"g4run","[kernel.vmlinux]","flush_smp_call_function_queue"
13940482,0,"g4run","[kernel.vmlinux]","down_read"
13935154,13688248,"g4run","[kernel.vmlinux]","finish_task_switch.isra.0"
0,13797288,"g4run","[kernel.vmlinux]","input_to_handler"
6416148,6965411,"g4run","[kernel.vmlinux]","folio_end_writeback"
382931620,262314316,"g4run","[kernel.vmlinux]","__irq_exit_rcu"
13585632,6828443,"g4run","[kernel.vmlinux]","iommu_v1_unmap_page"
122016807,101140587,"g4run","[kernel.vmlinux]","arch_perf_update_userpage"
114705881,137038318,"g4run","[kernel.vmlinux]","vtime_account_system"
6967970,27714779,"g4run","[kernel.vmlinux]","switch_ldt"
102711720,111541665,"g4run","[kernel.vmlinux]","error_entry"
6822614,0,"g4run","[kernel.vmlinux]","filemap_add_folio"
274025232,248670976,"g4run","[kernel.vmlinux]","irq_work_tick"
6967973,20801284,"g4run","[kernel.vmlinux]","__common_interrupt"
0,6536504,"g4run","[kernel.vmlinux]","dma_sync_single_for_cpu"
0,6463908,"g4run","[kernel.vmlinux]","autofs_expire_wait"
159799214,186380574,"g4run","[kernel.vmlinux]","_raw_spin_lock"
6560755,0,"g4run","[kernel.vmlinux]","poll_idle"
20654747,6665241,"g4run","[kernel.vmlinux]","perf_iterate_sb"
386031951,225679597,"g4run","[kernel.vmlinux]","osq_lock"
6519928,13879357,"g4run","[kernel.vmlinux]","new_sync_read"
0,6701898,"g4run","[kernel.vmlinux]","hrtimer_wakeup"
6969621,0,"g4run","[kernel.vmlinux]","tsc_cs_tick_stable"
0,6687010,"g4run","[kernel.vmlinux]","available_idle_cpu"
88295528,72939665,"g4run","[kernel.vmlinux]","scheduler_tick"
0,6181670,"g4run","[kernel.vmlinux]","dequeue_top_rt_rq"
6794073,0,"g4run","[kernel.vmlinux]","obj_cgroup_uncharge_pages"
10798079,0,"g4run","[kernel.vmlinux]","do_set_pte"
6876661,6692833,"g4run","[kernel.vmlinux]","inode_to_bdi"
423155911,435912222,"g4run","[kernel.vmlinux]","__do_softirq"
6749598,26867882,"g4run","[kernel.vmlinux]","page_add_new_anon_rmap"
6687872,0,"g4run","[kernel.vmlinux]","free_iova"
0,3291380,"g4run","[kernel.vmlinux]","add_mm_counter_fast"
0,4506509,"g4run","[kernel.vmlinux]","cpuidle_enter_state"
6952562,0,"g4run","[kernel.vmlinux]","arch_vma_name"
0,59670725,"g4run","[kernel.vmlinux]","__sysvec_call_function_single"
6338279,19097289,"g4run","[kernel.vmlinux]","irq_chip_ack_parent"
6524496,0,"g4run","[kernel.vmlinux]","fuse_readahead"
13472412,0,"g4run","[kernel.vmlinux]","btrfs_writepage_endio_finish_ordered"
20741427,0,"g4run","[kernel.vmlinux]","vma_wants_writenotify"
0,13891107,"g4run","[kernel.vmlinux]","refcount_dec_not_one"
47107957,13699765,"g4run","[kernel.vmlinux]","rwsem_spin_on_owner"
40000447,140438344,"g4run","[kernel.vmlinux]","__switch_to_asm"
288542331,179667135,"g4run","[kernel.vmlinux]","irq_enter_rcu"
0,6746276,"g4run","[kernel.vmlinux]","locks_remove_file"
0,6733797,"g4run","[kernel.vmlinux]","prepare_ring"
11424405,20176797,"g4run","[kernel.vmlinux]","ttwu_queue_wakelist"
4486223,0,"g4run","[kernel.vmlinux]","plist_add"
173545383,114472311,"g4run","[kernel.vmlinux]","sched_clock_cpu"
32721794,80452781,"g4run","[kernel.vmlinux]","irq_exit_rcu"
6735954,0,"g4run","[kernel.vmlinux]","plist_del"
6527222,0,"g4run","[kernel.vmlinux]","ip6_sublist_rcv"
416603597,393333069,"g4run","[kernel.vmlinux]","__sysvec_apic_timer_interrupt"
60393197,49023211,"g4run","[kernel.vmlinux]","__irqentry_text_end"
0,6953540,"g4run","[kernel.vmlinux]","udp4_lib_lookup2"
208303783,260832703,"g4run","[kernel.vmlinux]","rcu_core"
13502975,0,"g4run","[kernel.vmlinux]","memcg_account_kmem"
93424433,81621757,"g4run","[kernel.vmlinux]","__rcu_read_unlock"
78255298,27234029,"g4run","[kernel.vmlinux]","memcg_slab_free_hook"
0,13844338,"g4run","[kernel.vmlinux]","cpus_share_cache"
6898536,12854073,"g4run","[kernel.vmlinux]","fetch_pte"
6530657,0,"g4run","[kernel.vmlinux]","insert_work"
13729288,0,"g4run","[kernel.vmlinux]","vma_set_page_prot"
161198309,58302694,"g4run","[kernel.vmlinux]","idle_cpu"
0,13627079,"g4run","[kernel.vmlinux]","enter_lazy_tlb"
13559989,13463986,"g4run","[kernel.vmlinux]","fuse_dev_wake_and_unlock"
0,13477929,"g4run","[kernel.vmlinux]","rethook_flush_task"
0,6883018,"g4run","[kernel.vmlinux]","get_acl.part.0"
104215407,59408412,"g4run","[kernel.vmlinux]","update_cfs_group"
6750752,6964820,"g4run","[kernel.vmlinux]","put_prev_task_fair"
91718073,153782141,"g4run","[kernel.vmlinux]","trace_hardirqs_on_prepare"
402074083,729095465,"g4run","[kernel.vmlinux]","ktime_get_update_offsets_now"
18581493,0,"g4run","[kernel.vmlinux]","perf_event_mmap_output"
0,6897213,"g4run","[kernel.vmlinux]","acpi_processor_ffh_cstate_enter"
265488311,421387392,"g4run","[kernel.vmlinux]","find_busiest_group"
67710137,32363268,"g4run","[kernel.vmlinux]","kmem_cache_free"
0,40464206,"g4run","[kernel.vmlinux]","usb_hcd_submit_urb"
0,13913026,"g4run","[kernel.vmlinux]","perf_event_delayed_put"
6969488,0,"g4run","[kernel.vmlinux]","eth_type_trans"
205693286,350469487,"g4run","[kernel.vmlinux]","trace_hardirqs_off"
6968505,13908878,"g4run","[kernel.vmlinux]","__slab_free"
13443910,6614350,"g4run","[kernel.vmlinux]","end_bio_extent_writepage"
0,6205383,"g4run","[kernel.vmlinux]","futex_wait_setup"
0,20272395,"g4run","[kernel.vmlinux]","__memcpy"
34020215,54107913,"g4run","[kernel.vmlinux]","rcu_preempt_deferred_qs"
0,6707584,"g4run","[kernel.vmlinux]","__netif_receive_skb_list_core"
0,6963888,"g4run","[kernel.vmlinux]","__iommu_dma_map"
26912100,47075056,"g4run","[kernel.vmlinux]","__note_gp_changes"
6715219,6938140,"g4run","[kernel.vmlinux]","do_sys_openat2"
226669904,165766581,"g4run","[kernel.vmlinux]","__calc_delta"
0,6946599,"g4run","[kernel.vmlinux]","ip_list_rcv"
16425022,27001187,"g4run","[kernel.vmlinux]","asm_exc_page_fault"
0,6947488,"g4run","[kernel.vmlinux]","futex_q_lock"
6960044,0,"g4run","[kernel.vmlinux]","task_cputime"
465959416,525963895,"g4run","[kernel.vmlinux]","sync_regs"
6552611,13550821,"g4run","[kernel.vmlinux]","common_interrupt"
6042263,0,"g4run","[kernel.vmlinux]","fsnotify_perm.part.0"
0,12995513,"g4run","[kernel.vmlinux]","nf_hook_slow"
6887323,19501615,"g4run","[kernel.vmlinux]","llist_reverse_order"
54987026,13925392,"g4run","[kernel.vmlinux]","handle_mm_fault"
20054337,5114258,"g4run","[kernel.vmlinux]","find_vma"
423817126,551066081,"g4run","[kernel.vmlinux]","__update_load_avg_cfs_rq"
6937731,0,"g4run","[kernel.vmlinux]","kmem_cache_alloc_lru"
6975561,2192482,"g4run","[kernel.vmlinux]","down_read_trylock"
5321854,20302526,"g4run","[kernel.vmlinux]","futex_hash"
6894238,10244143,"g4run","[kernel.vmlinux]","strlcpy"
0,6903114,"g4run","[kernel.vmlinux]","free_unref_page_commit"
0,13609469,"g4run","[kernel.vmlinux]","ksys_read"
26648382,44614739,"g4run","[kernel.vmlinux]","__x64_sys_futex"
0,6720725,"g4run","[kernel.vmlinux]","arch_release_task_struct"
0,13161990,"g4run","[kernel.vmlinux]","netif_receive_skb_list_internal"
13143747,0,"g4run","[kernel.vmlinux]","__put_task_struct"
20246113,52416524,"g4run","[kernel.vmlinux]","asm_sysvec_call_function_single"
0,6962981,"g4run","[kernel.vmlinux]","evdev_pass_values.part.0"
6908836,9652414,"g4run","[kernel.vmlinux]","get_futex_key"
0,6951689,"g4run","[kernel.vmlinux]","tcp_xmit_probe_skb"
0,27436313,"g4run","[kernel.vmlinux]","mem_cgroup_charge_statistics"
0,11810180,"g4run","[kernel.vmlinux]","__fib_validate_source"
0,25861133,"g4run","[kernel.vmlinux]","wake_up_var"
6835980,10439796,"g4run","[kernel.vmlinux]","syscall_exit_to_user_mode"
127198625,220637541,"g4run","[kernel.vmlinux]","perf_ibs_start"
127634222,268647479,"g4run","[kernel.vmlinux]","rb_next"
0,6942959,"g4run","[kernel.vmlinux]","calc_global_load_tick"
6450189,0,"g4run","[kernel.vmlinux]","delayed_work_timer_fn"
0,6720218,"g4run","[kernel.vmlinux]","fib_info_nh_uses_dev"
0,13355662,"g4run","[kernel.vmlinux]","hid_input_report"
0,6726795,"g4run","[kernel.vmlinux]","btrfs_end_super_write"
751713049,729126697,"g4run","[kernel.vmlinux]","arch_scale_freq_tick"
53384320,13436746,"g4run","[kernel.vmlinux]","timekeeping_update"
1016301523,1347867255,"g4run","[kernel.vmlinux]","perf_event_task_tick"
18543050,13897145,"g4run","[kernel.vmlinux]","__folio_end_writeback"
119949821,238608460,"g4run","[kernel.vmlinux]","asm_sysvec_apic_timer_interrupt"
0,6936400,"g4run","[kernel.vmlinux]","add_input_randomness"
0,12841160,"g4run","[kernel.vmlinux]","__wrgsbase_inactive"
6859701,20107832,"g4run","[kernel.vmlinux]","mem_cgroup_handle_over_high"
0,6154465,"g4run","[kernel.vmlinux]","enqueue_timer"
784001394,1063897390,"g4run","[kernel.vmlinux]","rcu_sched_clock_irq"
13351021,59725812,"g4run","[kernel.vmlinux]","file_free_rcu"
0,6031559,"g4run","[kernel.vmlinux]","sock_free_inode"
0,6954624,"g4run","[kernel.vmlinux]","folio_add_lru"
6642948,13842284,"g4run","[kernel.vmlinux]","filemap_get_read_batch"
20023962,19512307,"g4run","[kernel.vmlinux]","do_mprotect_pkey.constprop.0"
4408162,6969193,"g4run","[kernel.vmlinux]","__x64_sys_mprotect"
0,12653498,"g4run","[kernel.vmlinux]","anon_vma_interval_tree_remove"
0,33896769,"g4run","[kernel.vmlinux]","sysvec_reschedule_ipi"
13147014,13260536,"g4run","[kernel.vmlinux]","__cgroup_throttle_swaprate"
0,6859446,"g4run","[kernel.vmlinux]","__udp_enqueue_schedule_skb"
6155084,0,"g4run","[kernel.vmlinux]","do_filp_open"
226425084,178938846,"g4run","[kernel.vmlinux]","__cgroup_account_cputime_field"
27388124,39262854,"g4run","[kernel.vmlinux]","rcu_report_qs_rnp"
235746874,318851361,"g4run","[kernel.vmlinux]","trace_hardirqs_on"
0,6729614,"g4run","[kernel.vmlinux]","kill_fasync"
140906966,255891689,"g4run","[kernel.vmlinux]","exit_to_user_mode_prepare"
285112271,282138093,"g4run","[kernel.vmlinux]","task_tick_fair"
0,6713990,"g4run","[kernel.vmlinux]","obj_cgroup_charge"
0,52308700,"g4run","[kernel.vmlinux]","xhci_irq"
13367971,6934652,"g4run","[kernel.vmlinux]","vm_stat_account"
221512819,154564829,"g4run","[kernel.vmlinux]","tick_program_event"
13932628,71365765,"g4run","[kernel.vmlinux]","reweight_entity"
6607381,140921723,"g4run","[kernel.vmlinux]","enqueue_entity"
6895246,26835223,"g4run","[kernel.vmlinux]","rcu_cblist_dequeue"
60497036,65886482,"g4run","[kernel.vmlinux]","raise_softirq"
13662175,6815836,"g4run","[kernel.vmlinux]","lru_cache_add_inactive_or_unevictable"
6911627,6596495,"g4run","[kernel.vmlinux]","sched_slice"
0,6444012,"g4run","[kernel.vmlinux]","udp6_gro_receive"
153479065,220648923,"g4run","[kernel.vmlinux]","irqentry_enter_from_user_mode"
0,6467610,"g4run","[kernel.vmlinux]","rcu_segcblist_pend_cbs"
47629039,106676889,"g4run","[kernel.vmlinux]","cpuacct_charge"
6214771,0,"g4run","[kernel.vmlinux]","__iommu_dma_unmap"
25836184,46921522,"g4run","[kernel.vmlinux]","mod_objcg_state"
26196091,6979551,"g4run","[kernel.vmlinux]","__mod_node_page_state"
66387086,74887299,"g4run","[kernel.vmlinux]","rb_insert_color"
0,13606006,"g4run","[kernel.vmlinux]","asm_sysvec_reschedule_ipi"
76419024,101934681,"g4run","[kernel.vmlinux]","tracer_hardirqs_on"
6944938,6470179,"g4run","[kernel.vmlinux]","page_counter_uncharge"
25878756,3505093,"g4run","[kernel.vmlinux]","switch_fpu_return"
0,6523689,"g4run","[kernel.vmlinux]","__ata_qc_complete"
0,6967921,"g4run","[kernel.vmlinux]","usb_get_urb"
132485697,295608484,"g4run","[kernel.vmlinux]","update_rq_clock.part.0"
12996341,45806038,"g4run","[kernel.vmlinux]","propagate_protected_usage"
0,6550756,"g4run","[kernel.vmlinux]","xa_load"
0,13482247,"g4run","[kernel.vmlinux]","fast_mix"
0,6971217,"g4run","[kernel.vmlinux]","__d_lookup_rcu"
6946755,5945784,"g4run","[kernel.vmlinux]","wake_up_q"
73742142,87814823,"g4run","[kernel.vmlinux]","sched_clock_stable"
0,20089645,"g4run","[kernel.vmlinux]","igb_poll"
0,6939292,"g4run","[kernel.vmlinux]","kmalloc_slab"
22778048,52653569,"g4run","[kernel.vmlinux]","__rseq_handle_notify_resume"
60536740,67167504,"g4run","[kernel.vmlinux]","sched_clock_tick"
0,13603936,"g4run","[kernel.vmlinux]","usb_submit_urb"
24208125,12224234,"g4run","[kernel.vmlinux]","folio_mapping"
65803823,41035597,"g4run","[kernel.vmlinux]","update_vsyscall"
6960558,0,"g4run","[kernel.vmlinux]","mod_zone_page_state"
40619660,66973537,"g4run","[kernel.vmlinux]","calc_timer_values"
6502084,6294505,"g4run","[kernel.vmlinux]","delayed_put_pid"
6879422,0,"g4run","[kernel.vmlinux]","radix_tree_node_rcu_free"
5895376,0,"g4run","[kernel.vmlinux]","__fprop_add_percpu"
86267516,93642630,"g4run","[kernel.vmlinux]","error_return"
33378618,33746901,"g4run","[kernel.vmlinux]","enqueue_hrtimer"
187186684,364510903,"g4run","[kernel.vmlinux]","run_posix_cpu_timers"
0,6906637,"g4run","[kernel.vmlinux]","down_write_killable"
19946969,18936422,"g4run","[kernel.vmlinux]","futex_wake"
6740165,0,"g4run","[kernel.vmlinux]","unmap_page_range"
174148438,192532354,"g4run","[kernel.vmlinux]","update_dl_rq_load_avg"
0,6857396,"g4run","[kernel.vmlinux]","_atomic_dec_and_lock_irqsave"
6974175,0,"g4run","[kernel.vmlinux]","folio_lruvec_lock_irqsave"
114013946,143270559,"g4run","[kernel.vmlinux]","nohz_balance_exit_idle"
59850178,40742971,"g4run","[kernel.vmlinux]","cyc2ns_read_end"
355468162,220938442,"g4run","[kernel.vmlinux]","hrtimer_active"
200693595,328719153,"g4run","[kernel.vmlinux]","perf_pmu_nop_void"
0,6828962,"g4run","[kernel.vmlinux]","__default_send_IPI_dest_field"
58666727,374289865,"g4run","[kernel.vmlinux]","switch_mm_irqs_off"
30852756,18017970,"g4run","[kernel.vmlinux]","syscall_return_via_sysret"
6676253,77166046,"g4run","[kernel.vmlinux]","iterate_groups"
26677153,79358388,"g4run","[kernel.vmlinux]","__handle_mm_fault"
73318484,93594734,"g4run","[kernel.vmlinux]","_raw_spin_lock_irq"
13833808,13883782,"g4run","[kernel.vmlinux]","rcu_start_this_gp"
6731815,6435847,"g4run","[kernel.vmlinux]","default_send_IPI_single_phys"
0,7174736,"g4run","[kernel.vmlinux]","sysvec_call_function"
6435947,13926517,"g4run","[kernel.vmlinux]","prepare_alloc_pages.constprop.0"
27595213,13544994,"g4run","[kernel.vmlinux]","calc_global_load"
26283318,20601812,"g4run","[kernel.vmlinux]","entry_SYSCALL_64_after_hwframe"
26147220,19633871,"g4run","[kernel.vmlinux]","__msecs_to_jiffies"
6512793,0,"g4run","[kernel.vmlinux]","security_file_mprotect"
20426053,0,"g4run","[kernel.vmlinux]","i_callback"
27346439,26534049,"g4run","[kernel.vmlinux]","set_next_entity"
170009478,169053849,"g4run","[kernel.vmlinux]","tick_sched_timer"
0,6395798,"g4run","[kernel.vmlinux]","ahci_multi_irqs_intr_hard"
0,6723089,"g4run","[kernel.vmlinux]","anon_vma_interval_tree_insert"
20168016,60507129,"g4run","[kernel.vmlinux]","pick_next_task_fair"
87795157,113959300,"g4run","[kernel.vmlinux]","cpumask_next_and"
0,6353282,"g4run","[kernel.vmlinux]","mem_cgroup_from_task"
6305789,0,"g4run","[kernel.vmlinux]","task_woken_rt"
13497355,387798,"g4run","[kernel.vmlinux]","up_read"
6684315,13593986,"g4run","[kernel.vmlinux]","kfree"
6696329,13151678,"g4run","[kernel.vmlinux]","__radix_tree_lookup"
6966862,0,"g4run","[kernel.vmlinux]","lock_timer_base"
0,6397683,"g4run","[kernel.vmlinux]","nvme_unmap_data"
0,6959173,"g4run","[kernel.vmlinux]","__alloc_file"
0,6952814,"g4run","[kernel.vmlinux]","igb_msix_ring"
265187533,302306840,"g4run","[kernel.vmlinux]","__context_tracking_exit"
0,27562918,"g4run","[kernel.vmlinux]","__next_timer_interrupt"
0,32910526,"g4run","[kernel.vmlinux]","__queue_work"
0,6741839,"g4run","[kernel.vmlinux]","migrate_enable"
667565477,576417529,"g4run","[kernel.vmlinux]","ktime_get"
0,6970920,"g4run","[kernel.vmlinux]","nf_nat_ipv4_out"
6966822,6636401,"g4run","[kernel.vmlinux]","raw_notifier_call_chain"
46121328,72897750,"g4run","[kernel.vmlinux]","run_rebalance_domains"
6956881,6892438,"g4run","[kernel.vmlinux]","wake_q_add"
39717682,53249083,"g4run","[kernel.vmlinux]","psi_flags_change"
6945926,6354451,"g4run","[kernel.vmlinux]","_raw_spin_unlock_irq"
52323106,169915655,"g4run","[kernel.vmlinux]","_raw_spin_unlock"
0,6936721,"g4run","[kernel.vmlinux]","add_timer_randomness"
0,6965639,"g4run","[kernel.vmlinux]","udp6_unicast_rcv_skb"
33480816,40147773,"g4run","libpythia8.so","Pythia8::SimpleSpaceShower::pT2nextQCD"
0,6974074,"g4run","libpythia8.so","strlen@plt"
20012096,0,"g4run","libpythia8.so","Pythia8::m"
13944404,6974118,"g4run","libpythia8.so","Pythia8::ProcessContainer::init"
19768655,20595470,"g4run","libpythia8.so","Pythia8::Particle::daughterList"
6975005,0,"g4run","libpythia8.so","Pythia8::PhaseSpace::trialKin123"
13810668,6973992,"g4run","libpythia8.so","Pythia8::Sigma2qq2qq::sigmaKin"
0,6737420,"g4run","libpythia8.so","Pythia8::Sigma2qg2qg::sigmaHat"
0,13056207,"g4run","libpythia8.so","Pythia8::BeamParticle::xCompDist"
6285882,6942008,"g4run","libpythia8.so","Pythia8::MultipartonInteractions::sigmaPT2scatter@plt"
666585966,791029690,"g4run","libpythia8.so","Pythia8::ParticleDataEntry::mSel"
6682885,0,"g4run","libpythia8.so","Pythia8::Sigma2qg2qgamma::sigmaHat"
6778788,12711055,"g4run","libpythia8.so","Pythia8::SigmaProcess::SigmaProcess"
6753408,0,"g4run","libpythia8.so","std::vector<Pythia8::PartonSystem, std::allocator<Pythia8::PartonSystem> >::resize"
19287605,6803529,"g4run","libpythia8.so","Pythia8::MultipartonInteractions::overlapInit"
62368758,6685221,"g4run","libpythia8.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >"
6963525,0,"g4run","libpythia8.so","Pythia8::BeamParticle::xCompFrac"
0,6972062,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar3S11gm::initProc"
204204011,115872307,"g4run","libpythia8.so","Pythia8::toLower"
6962635,6516421,"g4run","libpythia8.so","Pythia8::Settings::doubleAttributeValue"
6809201,0,"g4run","libpythia8.so","Pythia8::Sigma2qqbar2QQbar::sigmaHat"
6973058,13938290,"g4run","libpythia8.so","Pythia8::ParticleData::doubleAttributeValue@plt"
2108203032,1784744171,"g4run","libpythia8.so","Pythia8::PDF::xf"
0,6725425,"g4run","libpythia8.so","std::vector<Pythia8::Particle, std::allocator<Pythia8::Particle> >::_M_realloc_insert<Pythia8::Particle const&>"
6876248,0,"g4run","libpythia8.so","Pythia8::SigmaMultiparton::init"
0,2433457,"g4run","libpythia8.so","Pythia8::Sigma2qqbar2qqbarNew::~Sigma2qqbar2qqbarNew"
0,6930305,"g4run","libpythia8.so","std::vector<Pythia8::Particle, std::allocator<Pythia8::Particle> >::_M_realloc_insert<Pythia8::Particle>"
6973681,6315940,"g4run","libpythia8.so","pow@plt"
0,6221355,"g4run","libpythia8.so","Pythia8::StringEnd::newHadron"
27816862,0,"g4run","libpythia8.so","std::istream::operator>>@plt"
6806237,0,"g4run","libpythia8.so","std::vector<bool, std::allocator<bool> >::vector"
6959217,0,"g4run","libpythia8.so","Pythia8::SigmaOniaSetup::initStates"
6964563,6968843,"g4run","libpythia8.so","Pythia8::BeamParticle::xMax"
66506046,72975948,"g4run","libpythia8.so","Pythia8::Rndm::flat@plt"
6775304,13038475,"g4run","libpythia8.so","std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::_M_sync@plt"
12822656,6938934,"g4run","libpythia8.so","std::getline<char, std::char_traits<char>, std::allocator<char> >@plt"
27640131,13949446,"g4run","libpythia8.so","Pythia8::ResonanceWidths::init"
0,1155542,"g4run","libpythia8.so","Pythia8::Sigma2qqbar2QQbarX8g::~Sigma2qqbar2QQbarX8g"
0,5886861,"g4run","libpythia8.so","Pythia8::SigmaMultiparton::sigmaSel@plt"
2991481,1144064,"g4run","libpythia8.so","Pythia8::Sigma2qg2QQbar3PJ1q::~Sigma2qg2QQbar3PJ1q"
20002680,48013077,"g4run","libpythia8.so","Pythia8::Sigma2qq2qq::sigmaHat"
67436328,20686913,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar::sigmaKin"
6847691,0,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::update"
380803701,402877808,"g4run","libpythia8.so","Pythia8::SigmaProcess::pickInState"
0,6786738,"g4run","libpythia8.so","Pythia8::SLHAinterface::pythia2slha"
26421881,6918633,"g4run","libpythia8.so","exp@plt"
201579769,173068251,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar3DJ1g::sigmaKin"
168857247,212264848,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::pT2nextQCD"
0,13937404,"g4run","libpythia8.so","Pythia8::Sigma2qqbar2QQbarX8g::sigmaKin"
6963880,0,"g4run","libpythia8.so","Pythia8::Settings::onlySoftQCD"
15285625807,14467096977,"g4run","libpythia8.so","Pythia8::NNPDF::xfxevolve"
0,6973601,"g4run","libpythia8.so","Pythia8::Rndm::init"
6974656,0,"g4run","libpythia8.so","Pythia8::PhaseSpace::selectZ@plt"
13757718,6948741,"g4run","libpythia8.so","Pythia8::StringZ::zLund"
46537895,26779759,"g4run","libpythia8.so","log@plt"
0,1452335,"g4run","libpythia8.so","Pythia8::SigmaMultiparton::~SigmaMultiparton"
6972762,13585089,"g4run","libpythia8.so","Pythia8::ParticleDataEntry::setDefaults"
47612887,6969152,"g4run","libpythia8.so","Pythia8::Settings::parm"
27052257,26773552,"g4run","libpythia8.so","Pythia8::SimpleSpaceShower::pTnext"
6964978,0,"g4run","libpythia8.so","Pythia8::Vec4::mCalc"
6972450,0,"g4run","libpythia8.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_not_of@plt"
322258230,308551977,"g4run","libpythia8.so","Pythia8::Settings::init"
31660399,53642861,"g4run","libpythia8.so","Pythia8::Sigma2gg2gammagamma::sigmaKin"
1168653,0,"g4run","libpythia8.so","Pythia8::StringFragmentation::~StringFragmentation"
6955755,6940844,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::pT2nextQED"
55220712,13951589,"g4run","libpythia8.so","Pythia8::NNPDF::init"
0,6902855,"g4run","libpythia8.so","Pythia8::SigmaSaSDL::init"
6782882,0,"g4run","libpythia8.so","Pythia8::ParticleDataEntry::preparePick"
