cycles_old,cycles_new,instructions_old,instructions_new,cache_references_old,cache_references_new,cache_misses_old,cache_misses_new,L1_dcache_loads_old,L1_dcache_loads_new,L1_dcache_load_misses_old,L1_dcache_load_misses_new,comm,dso,symbol
22076604444,20647850511,18647902508,19169779497,3905998218,3867514566,534437545,531576292,10186721071,9787150370,1084945169,1041112691,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::GenerateTwoBody"
17444320,13956981,9149644,19924187,2502025,569619,466249,289780,9332686,12071901,240912,540489,"g4run","libG4processes.so","std::vector<G4ReactionProduct*, std::allocator<G4ReactionProduct*> >::_M_realloc_insert<G4ReactionProduct*>"
467021342,453227244,680692723,637086981,58351249,73618957,5623056,5300642,330908546,359281769,12905489,14129625,"g4run","libG4processes.so","non-virtual thunk to G4CascadeNPChannel::findCrossSection(double, double const (&) [30]) const"
6972140,3490686,0,0,0,571303,185624,336049,1856650,2095427,0,283309,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::~G4DiffractiveSplitableHadron"
20920328,3489942,5507934,6814606,1872771,1702844,368734,272356,9842012,13938487,236207,507196,"g4run","libG4processes.so","G4ExcitedString::GetRightParton"
34876042,41700915,45520882,39743624,7261132,2193289,889655,636492,33510701,25912948,2099544,1352952,"g4run","libG4processes.so","G4NucleiModel::generateParticleFate@plt"
383633822,411331555,658345352,571863035,10423809,16501667,4638822,4617092,267481137,221111458,3311097,3726300,"g4run","libG4processes.so","G4VPreCompoundFragment::Initialize"
0,20927600,0,3378582,0,2446520,0,905921,0,4096966,0,531983,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
49213106,41638024,40260918,16339274,3624603,1953682,1475529,1353321,14019000,13772777,0,539907,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants_doNonDiffraction"
74772813,46900538,109820669,77713085,11895591,16625326,1922880,2384053,27006537,14556846,10811324,13401245,"g4run","libG4processes.so","G4CrossSectionDataStore::BuildPhysicsTable"
93869631,52320195,79638136,46076073,13684576,10565682,1769183,1081521,54128788,39746845,4693509,1888997,"g4run","libG4processes.so","G4CollisionOutput::getTotalCharge@plt"
1408301919,1233633595,982165290,990321454,173290043,135335426,67714480,56348592,612777247,573716979,51142105,45235320,"g4run","libG4processes.so","G4VEmModel::ChargeSquareRatio"
13956991,3489170,6649903,9898749,1129863,2476319,500880,74253,6235240,4197582,0,237761,"g4run","libG4processes.so","G4NucleiModel::passFermi@plt"
5710096600,5085106797,4564870272,4404467354,1100310554,947650872,176820862,163821962,2551748640,2383741868,440036123,388094038,"g4run","libG4processes.so","G4NeutronKiller::PostStepGetPhysicalInteractionLength"
83576760,107768590,77019526,52675751,22299318,17784404,2737769,1464153,49325393,29426579,5087315,3433193,"g4run","libG4processes.so","log@plt"
55804436,69550370,71190475,101380793,13664745,9607923,695371,658831,52740945,77355955,3019698,5080386,"g4run","libG4processes.so","G4VMscModel::GetDEDX@plt"
2382452762,2206245639,1746626100,1663714526,322974355,297359026,121675747,122159026,951960827,950232786,76075938,76153001,"g4run","libG4processes.so","G4NucleiModel::initializeCascad"
296784018590,288620234197,259861704754,249539323714,63394529257,61146090356,7012349030,6700223870,173344364026,168078841098,28179762361,27946027081,"g4run","libG4processes.so","G4VEnergyLossProcess::ComputeLambdaForScaledEnergy"
3488888,3486616,6726249,0,0,0,156618,71556,1936335,0,0,176208,"g4run","libG4processes.so","G4VCrossSectionSource::InLimits"
3490553,0,0,0,6951,0,4541,0,0,0,3291,0,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::InitialiseModel"
177873932,160268328,306752646,319073992,1749806,2812595,144657,304490,109715761,120771917,251614,0,"g4run","libG4processes.so","G4PreCompoundTriton::GetRj"
491185076,630610907,452972182,633718294,57267903,70697196,10259587,14083625,323754316,422870605,11614395,18810644,"g4run","libG4processes.so","G4CollisionOutput::addOutgoingParticle@plt"
1979026219,1585805774,1595364150,1183215928,299116664,268742447,112177625,97218760,856167669,646077245,76369615,65156068,"g4run","libG4processes.so","G4NucleiModel::reset"
3488201,3490960,6608163,0,0,1833885,62859,248948,1912293,5796879,528904,200757,"g4run","libG4processes.so","G4TouchableHistory::G4TouchableHistory@plt"
13941661,27920409,3425162,6530567,0,5261324,565974,1107642,7889395,8167973,257718,1493527,"g4run","libG4processes.so","G4HadFinalState::SetEnergyChange@plt"
1811065513,1767084044,1553632983,1599854955,274749212,259574062,29576703,29532983,1028311580,959255728,78211347,80999035,"g4run","libG4processes.so","G4CascadeCoalescence::FindClusters"
0,3492802,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4EmTableUtil::BuildDEDXTable"
3487583,3275845,0,0,0,0,0,0,0,0,0,246060,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetAntiHadronNucleonElCrSc@plt"
17429990,17450657,9869088,6841651,2760698,2964794,286169,349915,11798637,7039814,1499520,750626,"g4run","libG4processes.so","G4Decay::AtRestDoIt"
19639032,0,0,0,163313,0,122140,0,0,0,91856,0,"g4run","libG4processes.so","G4EmDataHandler::CleanTable"
10390720,3491179,15839797,9770851,0,0,0,0,0,16002583,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
10468261,6977186,0,16001834,2254994,4419004,195732,514776,2070219,10379115,680108,794158,"g4run","libG4processes.so","G4HadDecayGenerator::Generate@plt"
59309983,41805204,21413140,49664313,3703278,646420,246681,399963,20476124,22239578,693383,544383,"g4run","libG4processes.so","G4RKPropagation::FieldTransport"
1142854592,902842644,596661671,357852179,184714566,116953393,88005710,60374101,312855486,244619849,41133450,26169423,"g4run","libG4processes.so","G4CascadeColliderBase::validateOutput"
38927520657,37609276562,35950230483,34811266827,4849914244,4959657865,784035047,787126592,23589343420,22804065234,1442578635,1345211419,"g4run","libG4processes.so","G4CollisionOutput::getTotalOutputMomentum"
324336867,289259418,438025599,540232876,4892754,4180253,788159,880378,200422214,171987185,667257,714174,"g4run","libG4processes.so","G4PreCompoundFragment::CrossSection"
0,3470890,0,0,0,0,0,0,0,0,0,51818,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ReadData"
3488563,3491739,17575179,8584296,0,0,0,0,0,4880538,0,0,"g4run","libG4processes.so","G4HadronicProcess::ComputeCrossSection"
87198345,121867139,64475660,88998761,2403330,7112064,3881020,3391143,54639199,39880303,867238,735920,"g4run","libG4processes.so","G4FTFModel::GaussianPt"
32633444817,36083006625,36748076940,41232395919,5859466713,6461067070,475013931,563497955,25742884197,28676062790,2151061381,2404057684,"g4run","libG4processes.so","G4UrbanMscModel::ComputeTrueStepLength"
163640501,219488343,184115435,160824471,31272170,35395995,5532437,4473622,125281077,105952058,17765330,16465421,"g4run","libG4processes.so","G4LogicalVolume::GetSolid@plt"
10457819,20916805,22027174,6363137,1256945,629177,333855,639210,11697206,14324197,810449,0,"g4run","libG4processes.so","G4VLongitudinalStringDecay::SampleQuarkPt"
470336465,397236260,487467266,451488258,14054442,13484914,3861549,3017777,239577919,253123736,2654606,1904097,"g4run","libG4processes.so","G4CoulombBarrier::GetCoulombBarrier"
170899391,271642978,225889265,201817942,26566900,39134506,4064437,4462509,86758130,96622502,9545859,8934349,"g4run","libG4processes.so","G4Poisson@plt"
261087760,257759048,232675284,265466706,31850790,42135270,11768456,8748361,126026913,150721440,11970531,9912797,"g4run","libG4processes.so","G4NuclearRadii::ExplicitRadius@plt"
1345422203,1170387318,1204826961,1114803160,173205205,155785818,28863775,28070783,653675733,627054985,65266667,69223094,"g4run","libG4processes.so","G4HadronNucleonXsc::KaonNucleonXscVG"
0,3490721,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4BigBanger::deExcite"
3464017,0,0,0,0,0,68070,0,0,0,0,0,"g4run","libG4processes.so","std::vector<G4CollisionInitialState*, std::allocator<G4CollisionInitialState*> >::_M_erase@plt"
0,17447814,0,9653927,0,2435477,0,841282,0,11631716,0,426202,"g4run","libG4processes.so","G4HadronicProcess::CheckResult@plt"
268318146,250380351,164182209,110949121,31905296,23830152,12116424,10938199,102193523,103054285,11129461,10254328,"g4run","libG4processes.so","G4TheoFSGenerator::ApplyYourself"
104554671,164038918,54605846,82208189,12509001,15903208,5049346,8216247,31944846,25298733,1523914,2537651,"g4run","libG4processes.so","G4Pow::GetInstance@plt"
34870300,6976512,28526195,3341473,4739138,5544476,365850,1106260,13762502,2154884,394868,719201,"g4run","libG4processes.so","G4CollisionComposite::FinalState"
164084528,170711607,159555865,169630792,4606333,5743099,916605,638778,56485520,61427305,1782991,2032963,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection"
870890090,770288957,1338900009,1230783828,20386244,17314359,3471926,4555103,702211124,660371652,9690809,10511989,"g4run","libG4processes.so","G4FTFModel::GetResiduals"
7191453350,6298650222,7061671033,6478894058,1057332969,965212639,144094947,140376021,4044441651,3504123598,223151099,211024571,"g4run","libG4processes.so","G4InuclParticle::setDefinition"
400395422,306727875,346538669,248332494,62064409,65666632,15476207,12614098,171157045,156019064,27920595,29252951,"g4run","libG4processes.so","G4Exp"
31381327,35121742,45913988,42621273,3677892,6294986,224837,431918,16077562,25179298,270398,1200996,"g4run","libG4processes.so","G4Lambda::Definition@plt"
0,3487787,0,0,0,0,0,79515,0,0,0,0,"g4run","libG4processes.so","G4ProtonField::G4ProtonField"
6978884,3490976,16148371,15877995,0,0,69700,0,3865577,11961227,0,250817,"g4run","libG4processes.so","G4InteractionContent::G4InteractionContent"
7284338,0,0,0,0,0,0,0,1945141,0,0,0,"g4run","libG4processes.so","G4Nucleon::~G4Nucleon@plt"
174303964,136061194,245809417,270194443,6823741,4662329,733420,1247065,74820106,89050878,1724671,1585925,"g4run","libG4processes.so","G4PreCompoundNeutron::GetRj"
13937093,13954943,3984237,3466009,1681904,1655100,574541,699016,0,1828056,191478,484412,"g4run","libG4processes.so","G4FissionLevelDensityParameter::LevelDensityParameter"
34864603,48901758,39674823,18755322,1504496,0,74930,689079,28190811,11677550,0,1389339,"g4run","libG4processes.so","G4HadronNucleonXsc::KaonNucleonXscNS"
27902281,41733750,33793285,73008847,6424938,600445,1109480,62928,22463645,38616731,2526614,271131,"g4run","libG4processes.so","G4VKineticNucleon::G4VKineticNucleon"
381511597833,358479527292,327937591145,304967751183,81149228490,76231223234,8951319511,8202145609,217484088094,204756138638,35472558901,33778246246,"g4run","libG4processes.so","G4VEnergyLossProcess::PostStepGetPhysicalInteractionLength"
49463982053,47854912572,40658452716,36781789655,8860014727,8526961474,1294469259,1172474349,23514109818,22019823490,3236907697,3159004620,"g4run","libG4processes.so","G4SeltzerBergerModel::SampleSecondaries"
1933863901,2185014625,1667733124,2144590833,332233578,359140078,39586758,42223180,1106181580,1279104635,141162841,162592095,"g4run","libG4processes.so","G4VPhysicalVolume::GetTranslation@plt"
1553802049,1393872996,1386682462,1111134805,275575755,248171971,88784394,74374105,805665146,736500627,66302519,60630592,"g4run","libG4processes.so","G4CascadeCheckBalance::energyOkay"
3488169,10457636,16146806,0,1770857,1682775,612198,602698,1763487,0,0,292706,"g4run","libG4processes.so","G4InuclNuclei::fill"
27901807,38274246,41130284,49543319,5031977,4942191,430455,716704,29046221,42385303,1091521,1359112,"g4run","libG4processes.so","G4ComponentGGHadronNucleusXsc::GetElasticElementCrossSection"
83590790,76749837,162644696,106885126,5321727,3231851,1524645,847586,79090365,84166634,2067843,3449985,"g4run","libG4processes.so","G4MesonAbsorption::GetTimeToAbsorption"
128998539,118532214,172292995,129822794,14795553,9955481,1061788,1164763,76967366,114008923,1462440,3558120,"g4run","libG4processes.so","G4NucleiModel::worthToPropagate@plt"
1962328778,1869025974,2316883871,2373487925,121579204,111020195,13686210,14489313,1229034499,1193934499,45189481,47081587,"g4run","libG4processes.so","G4GEMCoulombBarrier::GetCoulombBarrier"
3488438,3490081,18010169,0,0,0,0,0,2998911,3811996,0,0,"g4run","libG4processes.so","G4HadXSHelper::FillPeaksStructure"
10459453,0,3682994,0,1042294,0,208464,0,6450899,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::getOutgoingParticleTypes"
59315233,27911958,16673206,9721516,3392668,5164124,2839421,2119013,5902982,6002285,1188725,1486153,"g4run","libG4processes.so","getenv@plt"
86527247,66238496,32157823,64911053,6985100,4892773,1707733,1532488,33765149,33588040,596939,832141,"g4run","libG4processes.so","G4ExcitationHandler::SortSecondaryFragment"
0,6979410,0,0,0,0,0,147401,0,0,0,0,"g4run","libG4processes.so","std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::_M_realloc_insert<G4InuclElementaryParticle const&>"
24396685,10460768,6478791,6331952,2600958,667053,355170,245117,1891453,0,530489,522605,"g4run","libG4processes.so","G4BetheBlochModel::CorrectionsAlongStep"
83228131,69701188,53138721,75375928,7249359,11317479,2307629,2737352,40211867,18094556,2113808,2117667,"g4run","libG4processes.so","G4VDecayChannel::GetDaughter"
2058628935,2128930720,1328354830,1324577212,309868760,310163723,150471677,141326816,796701951,775949192,49785870,53665095,"g4run","libG4processes.so","G4InuclSpecialFunctions::FermiEnergy"
0,3490816,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4BigBanger::generateMomentumModules"
38760623707,38216450989,33467149480,32670932250,6676848337,6618306620,796475363,833024265,21393653469,20790503997,2972130152,2905647255,"g4run","libG4processes.so","G4PVPlacement::GetCopyNo"
0,3489802,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4ChipsProtonElasticXS::G4ChipsProtonElasticXS"
10458598,13951428,0,0,1273482,568853,109446,187398,0,7748289,0,484699,"g4run","libG4processes.so","G4FragmentingString::LightConeDecay"
0,278700053,0,281774218,0,39158641,0,12981546,0,139544876,0,29255257,"g4run","libG4processes.so","G4NeutronElasticXS::ElementCrossSection@plt"
2530059091,1892042949,1566177149,1272624063,310966973,216087198,179823553,118076369,1081751422,824186642,76750176,52420643,"g4run","libG4processes.so","G4CascadeInterface::clear"
488388752,446742690,468136575,529514531,20729868,16107197,4213010,4280792,260106647,235077799,7700076,4006178,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::GetLPMFunctions"
7103860301,4843510994,6324966905,3949293628,1221860578,857443152,221316211,161046611,3728079452,2432238124,520926305,327335246,"g4run","libG4processes.so","G4VEmProcess::ComputeIntegralLambda"
3489205,0,3209046,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4NuclearRadii::RadiusKNGG@plt"
396364914,371744253,453276989,397968675,7341236,13882252,3370723,2949727,206014472,234901642,7239329,5997707,"g4run","libG4processes.so","G4Fancy3DNucleus::GetNextNucleon"
6979136,3489610,0,3266729,2413253,1203758,218722,538150,1997904,4061654,0,298148,"g4run","libG4processes.so","G4FermiBreakUpVI::SampleDecay"
12181134583,10042750296,8059740298,6756129777,1544990130,1144794703,766887147,533829349,5295146398,4317083111,407348188,291004409,"g4run","libG4processes.so","G4HadronicProcess::FillResult"
3489420,0,4917048,0,0,0,191691,0,0,0,0,0,"g4run","libG4processes.so","G4ReactionProduct::SetMomentum@plt"
10463068,13957872,3620251,6446821,3244569,1239179,284146,406485,3811210,4008645,506043,494914,"g4run","libG4processes.so","G4BinaryCascade::Propagate"
1432935336,1139755899,1371596583,1238785809,207163480,181392514,20864379,22260315,785422120,663898548,63996516,57408819,"g4run","libG4processes.so","G4ScreeningMottCrossSection::SetupKinematic"
602161205,843698949,485135652,775714522,86262475,112024304,30214384,44636247,306776319,414758074,24764540,34872242,"g4run","libG4processes.so","G4NuclearRadii::RadiusHNGG"
27904870,13777133,25009790,36514951,0,0,121459,202093,14013688,18373550,1172218,479736,"g4run","libG4processes.so","G4BinaryCascade::BuildTargetList"
132450541,142982605,143167365,128131968,18823920,24378366,2345018,3004912,79788407,84425213,10218599,11453684,"g4run","libG4processes.so","G4NavigationLevel::G4NavigationLevel@plt"
1007163258,839841657,921455218,1075212068,15388960,9656303,2147085,3577419,615247770,544146418,4153697,5115808,"g4run","libG4processes.so","G4Fancy3DNucleus::ChooseFermiMomenta"
48804077,17445049,6524331,17497262,5416147,3033264,2404403,1756660,9880702,3794425,1526590,1221296,"g4run","libG4processes.so","G4CollisionOutput::addOutgoingParticles"
13961782,10463718,22837211,26549217,0,1317730,78891,151987,5865923,3987458,238944,0,"g4run","libG4processes.so","G4CascadeCoalescence::goodCluster@plt"
111453345,121954769,102271287,84295504,11235866,19100996,10715715,11287440,60408408,51340846,5057410,5268956,"g4run","libG4processes.so","G4HadSecondary::~G4HadSecondary@plt"
0,3492002,0,4812894,0,7338,0,3768,0,3292033,0,2708,"g4run","libG4processes.so","G4EmUtility::InitialiseElementSelectors"
10467668,6979412,12502132,6477513,1160964,2944791,308384,539045,7804548,6211342,516328,858266,"g4run","libG4processes.so","G4HadronNucleonXsc::HyperonNucleonXscNS"
352006612,316922679,372160327,327653627,33992142,22851367,1486431,2226776,180925798,122451888,5162431,3682289,"g4run","libG4processes.so","G4KM_NucleonEqRhs::EvaluateRhsGivenB"
3490725,13960706,3346551,0,0,0,0,73361,0,0,265413,0,"g4run","libG4processes.so","G4MuonMinusBoundDecay::ApplyYourself"
7470445571,8065947460,6730764801,6955835268,1462794697,1551938936,220001475,240700952,4342209452,4438995620,640487445,686663612,"g4run","libG4processes.so","G4Transportation::PostStepGetPhysicalInteractionLength"
6984401,10472683,10319904,0,252187,360384,31618,67589,5067253,2425812,98140,644555,"g4run","libG4processes.so","G4LossTableBuilder::BuildDEDXTable"
108015872,104531095,102298660,79150596,19594373,20528680,3566266,4422416,55460269,59005370,12141844,10393316,"g4run","libG4processes.so","G4NeutronInelasticXS::IsoCrossSection@plt"
3491326,3491289,0,6013096,0,709273,52732,0,2102720,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeGamPChannelData, G4PionNucSampler>::getMultiplicity"
47905104109,49904526282,53760287462,54429001113,7936552202,8366457826,570536428,595541924,32352665795,31685711516,4057699574,3996517610,"g4run","libG4processes.so","G4CrossSectionDataStore::SampleZandA"
2386143283,2055583018,2035277612,1752334833,486041996,451392428,28535203,26718974,1134353112,1004503416,181557322,153333483,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getCrossSection"
0,3461102,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4SigmaMinusField::~G4SigmaMinusField"
13952707,10463258,20024238,22808113,504573,1925122,338036,138388,5905785,15575548,609872,826316,"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda@plt"
24411158,17411903,9779748,27242651,1214520,1742274,0,683442,8119600,6077315,552569,0,"g4run","libG4processes.so","G4InuclNuclei::clear"
34858536,20933606,42028259,13229340,3455765,3185904,671103,1053093,16682355,20631415,1186705,533813,"g4run","libG4processes.so","G4AngularDistributionNP::CosTheta"
59301559,69758324,63476433,58308280,7340993,4752972,3367370,2893403,21974878,27781214,716179,2832756,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity"
108141641,80179893,91613361,111908919,10014379,5102813,1735354,1228630,61369214,38978801,3148633,2298281,"g4run","libG4processes.so","G4LowEXsection::CrossSection"
160437312,34882249,122591364,23828488,23721570,6070058,3089775,1731866,100193897,12170954,14635690,994573,"g4run","libG4processes.so","G4VProcess::StartTracking@plt"
2098274821,2647196117,1474127612,1850419532,369882019,430507439,95583953,135517718,754856789,966665263,89859699,114798901,"g4run","libG4processes.so","G4HadFinalState::SetEnergyChange"
3485049,6979571,0,0,0,576233,150025,0,1987532,1970091,0,0,"g4run","libG4processes.so","G4FTFModel::AdjustNucleonsAlgorithm_beforeSampling"
1299109547,1693579673,772383463,1155334918,208280340,271857196,78315032,92200477,460584494,668326219,76992878,103179517,"g4run","libG4processes.so","G4NuclearRadii::ExplicitRadius"
156776741,0,73688484,0,25243903,0,7510982,0,32464570,0,4437830,0,"g4run","libG4processes.so","G4HadronicParameters::Instance@plt"
76753873,76446596,36076315,64867527,3019693,2943266,1633259,1707574,19347304,15663611,713169,1042281,"g4run","libG4processes.so","G4FTFModel::SamplingNucleonKinematics"
696610437,803878330,972284497,1075761088,78665588,100128738,13437590,13167545,523743593,555911655,13538382,15290516,"g4run","libG4processes.so","non-virtual thunk to G4CascadeNNChannel::findCrossSection(double, double const (&) [30]) const"
3486488,0,0,0,0,0,65102,0,0,0,0,0,"g4run","libG4processes.so","G4CrossSectionSourcePtr::operator()@plt"
146370269,198696101,206361612,168703797,24790980,28038481,2177757,2472913,139549532,135588795,10493075,8131172,"g4run","libG4processes.so","G4WentzelOKandVIxSection::SetupTarget@plt"
174307468,261431073,178211497,322490044,23663785,34404119,3165923,3975674,113232239,172703594,6142201,12801283,"g4run","libG4processes.so","G4InuclNuclei::getNucleiMass@plt"
3487862,3485464,0,13995107,0,314194,95436,0,5375105,0,0,0,"g4run","libG4processes.so","G4ProcessManager::InsertAt"
0,3486396,0,0,0,0,0,59851,0,0,0,0,"g4run","libG4processes.so","std::vector<G4CollisionInitialState*, std::allocator<G4CollisionInitialState*> >::_M_realloc_insert<G4CollisionInitialState* const&>"
6965766,10471366,9218869,6476509,1981584,1697598,0,135075,8021327,5899546,417139,0,"g4run","libG4processes.so","G4SigmaPlus::Definition@plt"
24325472,10467321,23010891,13037430,474462,1853363,85251,409183,3939282,10051300,784487,169289,"g4run","libG4processes.so","G4UnstableFragmentBreakUp::BreakUpChain"
1659733867,1588795270,1306001803,1233560821,305945567,296203814,38814960,38203484,808583419,677831549,124254891,130379307,"g4run","libG4processes.so","G4Decay::StartTracking"
1601369956,1633692326,867380219,930091192,143136239,162258946,72690126,71928488,496303729,484601174,35844228,41174589,"g4run","libG4processes.so","G4GammaTransition::SampleTransition"
3488382,6823692,6658421,3221818,0,907151,458557,70424,3887394,1877918,0,271028,"g4run","libG4processes.so","G4DecayKineticTracks::G4DecayKineticTracks"
6982089,3492144,8468372,19692126,0,0,0,0,2521711,0,0,0,"g4run","libG4processes.so","G4EmCorrections::HighOrderCorrections"
4686477781,4606534375,4559547445,4395899152,499945092,526265591,43697203,34604425,2384931959,2227684434,114345335,121883971,"g4run","libG4processes.so","G4BetheBlochModel::SampleSecondaries"
190487327,48713930,201343627,108641422,24772744,15201723,1862469,640772,102956999,99003117,5951519,3119972,"g4run","libG4processes.so","G4CascadeInterpolator<31>::getBin"
425072975,515653536,426354067,441491439,71331617,64878827,13737040,14347393,251215281,254731702,26838541,24217611,"g4run","libG4processes.so","G4BGGPionElasticXS::IsIsoApplicable"
0,3488930,0,3507126,0,2673334,0,161204,0,10449232,0,0,"g4run","libG4processes.so","G4BinaryCascade::UpdateTracksAndCollisions"
6941133,6978680,3368999,15867738,601031,667882,74778,144235,5837256,5541035,0,246488,"g4run","libG4processes.so","G4Absorber::WillBeAbsorbed"
31341994,20925969,9908454,10857135,2887905,1764471,890509,763686,5421288,5846593,721402,1784785,"g4run","libG4processes.so","G4EmCorrections::EffectiveChargeCorrection"
170525021,156565534,134296460,239261756,22386796,34497458,2208506,2885396,119323242,128559394,12174620,11897945,"g4run","libG4processes.so","G4VMscModel::GetEnergy@plt"
463492665,484451315,679493183,646087486,3623683,7334059,851580,1178821,508091699,452625433,804964,1810209,"g4run","libG4processes.so","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4Nucleon*, std::vector<G4Nucleon, std::allocator<G4Nucleon> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(G4Nucleon const&, G4Nucleon const&)> >"
0,3489953,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4Exp@plt"
743140080,788360735,1205774385,1089057231,28721985,14775273,2487512,3682880,512121717,537126853,6316903,9405230,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeScreeningFunctions"
20914285,13948156,15808459,45689165,0,641482,0,0,9729911,16023857,0,470143,"g4run","libG4processes.so","G4PreCompoundFragmentVector::ChooseFragment"
17354355,10402119,12838441,13186364,2827375,2075443,617676,441826,2195906,7416449,563252,0,"g4run","libG4processes.so","G4VLongitudinalStringDecay::SampleQuarkFlavor"
439055493,313828841,375890617,294772384,37065687,44645297,7766564,7962392,180041355,182911401,8552385,9600073,"g4run","libG4processes.so","G4CollisionOutput::addOutgoingNuclei@plt"
3485814,0,0,0,0,0,59750,0,0,0,0,0,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetEquivalentPhotonQ2"
76693241,76757123,117552282,137776516,0,0,0,57539,98579692,88300962,107626,0,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeLPMfunctions"
6418915252,7566848486,7868259270,9022185321,155667230,140221063,25188071,27261398,3345611693,3871517461,56699824,34719119,"g4run","libG4processes.so","G4PairingCorrection::GetPairingCorrection"
0,3490293,0,9726638,0,0,0,0,0,10901358,0,0,"g4run","libG4processes.so","G4ProductionCutsTable::ScanAndSetCouple@plt"
0,3491133,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4Mag_EqRhs*>, std::_Select1st<std::pair<int const, G4Mag_EqRhs*> >, std::less<int>, std::allocator<std::pair<int const, G4Mag_EqRhs*> > >::_M_get_insert_hint_unique_pos"
0,6979934,0,0,0,637119,0,298747,0,0,0,266590,"g4run","libG4processes.so","pthread_mutex_lock@plt"
10450651,6977511,3471232,0,603085,525228,566278,491796,0,0,0,0,"g4run","libG4processes.so","G4NucleiModel::generateModel@plt"
3492144,6982773,6066595,5938197,0,0,0,0,0,3129581,0,0,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeCrossSectionPerAtom"
10932736493,9299303831,9340872385,8194208333,1117259754,1029034295,293164518,245879877,6008922459,4837786145,245507902,220150702,"g4run","libG4processes.so","std::vector<G4Fragment, std::allocator<G4Fragment> >::operator="
0,3489626,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_realloc_insert<G4CascadParticle const&>"
71397916800,76252886223,67138209593,70733393863,10703299586,10814807600,1366659245,1238200399,37023510281,38797395114,3642078674,3724059286,"g4run","libG4processes.so","G4SeltzerBergerModel::SampleEnergyTransfer"
10473951,10398428,0,22560913,155678,167140,0,0,14788083,6356966,0,0,"g4run","libG4processes.so","G4WentzelVIModel::ComputeCrossSectionPerAtom"
86462525242,93402184135,74884129807,79553838006,17018615333,17856051106,1728731200,1830764394,46948102537,50364369489,6101440309,6661481765,"g4run","libG4processes.so","G4VCrossSectionDataSet::IsIsoApplicable"
0,3485590,0,0,0,0,0,0,0,2040302,0,0,"g4run","libG4processes.so","G4KM_NucleonEqRhs::~G4KM_NucleonEqRhs"
97675211,73031816,41219985,39208999,6729399,7272033,4301031,2771586,30125428,12330969,4282331,3495434,"g4run","libG4processes.so","G4LundStringFragmentation::Loop_toFragmentString"
3486802,3490297,6372020,3208607,0,0,78377,0,4049230,7777513,251210,0,"g4run","libG4processes.so","G4AntiNeutron::Definition@plt"
4221913558,4131979818,3861257271,3847716929,644131668,683007949,54295892,59694627,2082535938,2209669112,148151466,167245054,"g4run","libG4processes.so","G4InuclSpecialFunctions::inuclRndm@plt"
0,417281686447,0,493186588925,0,63803744073,0,7053519266,0,290703880654,0,43841022950,"g4run","libG4processes.so","G4NeutronElasticXS::ElementCrossSection"
6981532,3487885,13753825,0,14762,3032,0,953,4795196,9638299,1860,2534,"g4run","libG4processes.so","G4MuPairProductionModel::ComputeCrossSectionPerAtom"
783517858,501605441,629984973,442744956,63632099,51126671,18623545,14866981,395385256,282331695,21138224,11785642,"g4run","libG4processes.so","G4InuclElementaryParticle::~G4InuclElementaryParticle"
