id,cycles,instructions,cache_references,cache_misses,L1_dcache_loads,L1_dcache_load_misses
"all",,,,,,
"all;g4run",,,,,,
"all;g4run;libicuuc.so.71.1",,,,,,
"all;g4run;libG4processes.so;G4CascadeFinalStateAlgorithm::FillDirManyBody",48758406,23366935,2470970,772979,16123210,307401
"all;g4run;libG4processes.so;G4ElementaryParticleCollider::generateOutgoingPartTypes",7198713650,8494921412,626388937,89168265,5019639370,144486130
"all;g4run;libG4processes.so;G4LogicalVolume::GetSensitiveDetector@plt",13959161,13051594,1136230,286749,0,1866362
"all;g4run;libG4processes.so;G4ElementaryParticleCollider::generateMultiplicity@plt",38343551,38835531,5101223,350238,11876269,1283526
"all;g4run;libG4processes.so;G4CascadeCheckBalance::chargeOkay",1031316277,1066998599,139506942,32970283,568891937,31938045
"all;g4run;libG4processes.so;G4VMultipleScattering::AlongStepGetPhysicalInteractionLength",137548699725,138386533055,26673462925,2813044730,89403633389,13565649138
"all;g4run;libG4processes.so;G4Fancy3DNucleus::GetCharge",0,0,0,0,0,440868
"all;g4run;libG4processes.so;G4ShellCorrection::GetShellCorrection",0,0,0,20158,0,29279
"all;g4run;libG4processes.so;operator new@plt",55671503,29037539,6262071,2551882,19397906,1697527
"all;g4run;libG4processes.so;G4NucleiModel::generateInteractionLength@plt",474085785,325174524,80679030,4595203,175076689,19493656
"all;g4run;libG4processes.so;G4SigmaZero::Definition@plt",3486877,3269239,2502917,256420,7424448,474777
"all;g4run;libG4processes.so;G4XNNTotal::GetComponents",3489169,6481498,498019,46055,1983045,274474
"all;g4run;libG4processes.so;G4InuclElementaryParticle::operator=",13070717796,11477829134,1709468963,264877060,6527060550,311344645
"all;g4run;libG4processes.so;G4VEmissionProbability::IntegrateProbability@plt",6980247,0,0,288496,0,0
"all;g4run;libG4processes.so;G4NuclearRadii::ParticleRadius",1062767016,1159972131,141856962,34758318,608134811,48983446
"all;g4run;libG4processes.so;G4NucleiModel::generateNucleonMomentum@plt",129027170,102231774,15402715,1335982,32709086,3927023
"all;g4run;libG4processes.so;G4HadronicProcess::RecomputeXSandMFP",1393790081,1301849785,209338747,38051103,802995723,78798221
"all;g4run;g4run",,,,,,
"all;g4run;g4run;CMSMagneticField::GetFieldValue",564851988681,521549500406,110290230872,9542014246,314079628996,52928368157
"all;g4run;g4run;CLHEP::MixMaxRng::iterate@plt",0,0,670743,0,0,0
"all;g4run;g4run;ffunkti",36123756495,42363678016,4191690253,441210650,24494389373,1624309277
"all;g4run;g4run;CLHEP::MixMaxRng::flat",97683387,89429814,14196540,4687584,35889867,1982789
"all;g4run;g4run;std::operator+<char, std::char_traits<char>, std::allocator<char> >",0,9221317,0,0,0,0
"all;g4run;g4run;exp@plt",174130911,161799169,20076665,1637014,91306996,7849666
"all;g4run;g4run;CMSMagneticField::CMSMagneticField",48872184,110316465,1977548,145942,57068492,333523
"all;g4run;g4run;CLHEP::MixMaxRng::generate@plt",0,3530922,0,33279,0,271822
"all;g4run;libG4global.so",,,,,,
"all;g4run;libG4global.so;G4StateManager::SetNewState",0,0,0,739,0,0
"all;g4run;libG4global.so;G4PhysicsVector::ScaleVector",0,0,0,0,0,23639
"all;g4run;libG4global.so;_G4cout_p",4159912743,3600177921,779678430,155375368,2654841247,218702084
"all;g4run;libG4global.so;G4PhysicsTable::resize",0,0,0,0,0,1650
"all;g4run;libG4global.so;G4GeometryTolerance::GetInstance",0,0,1187203,0,0,0
"all;g4run;libG4global.so;G4JTPolynomialSolver::QuadraticPolynomialIteration",212476321,149253863,14660160,5917816,75135419,5380645
"all;g4run;libG4global.so;G4PhysicsLogVector::Initialise",6983773,8405356,6566,16779,0,26587
"all;g4run;libG4global.so;G4MTBarrier::ThisWorkerReady",102020,0,0,0,0,0
"all;g4run;libG4global.so;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign@plt",0,0,318168,0,3112553,0
"all;g4run;libG4global.so;G4AllocatorPool::Reset",29193907,3046217,0,120075,1904804,144140
"all;g4run;libG4global.so;G4CacheReference<double>::cache",87020803,8341011,8438929,5067858,5744233,3041150
"all;g4run;libG4global.so;G4PhysicsFreeVector::G4PhysicsFreeVector",0,74358,164111,0,2322238,0
"all;g4run;libG4global.so;G4UnitDefinition::G4UnitDefinition",82259,0,0,0,0,0
"all;g4run;libG4global.so;G4JTPolynomialSolver::ComputeScalarFactors",209179313,128566913,23300156,8236330,76551897,6928813
"all;g4run;libG4global.so;G4Physics2DVector::InterpolateLinearX",27924378,0,1396552,506813,1987669,1305482
"all;g4run;libG4global.so;pow@plt",136065675,121006141,0,345750,49662134,0
"all;g4run;libG4global.so;G4StateManager::GetCurrentState",0,0,0,63430,0,0
"all;g4run;libG4global.so;G4DataVector::G4DataVector",0,0,0,0,0,57928
"all;g4run;libG4global.so;G4AllocatorPool::Grow",0,12786943,614404,114862,11246797,1435148
"all;g4run;libG4global.so;G4PhysicsLogVector::G4PhysicsLogVector",20947724,29809575,993244,127320,31126650,394564
"all;g4run;libG4global.so;G4PhysicsVector::G4PhysicsVector",0,3747688,0,0,0,32233
"all;g4run;libG4global.so;G4PhysicsVector::Retrieve",6295668,0,107102,0,0,0
"all;g4run;libG4global.so;G4JTPolynomialSolver::ComputeFixedShiftPolynomial",181035742,144706307,19425020,8175063,86657999,3337940
"all;g4run;libG4global.so;G4UnitsCategory::~G4UnitsCategory",3488996,0,0,0,0,0
"all;g4run;libG4global.so;G4Pow::GetInstance",7418398937,4917872102,1057782767,401483486,2894862141,214146789
"all;g4run;libG4global.so;std::__lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",24705143577,23349044690,3787649720,448799108,13019441670,1395365067
"all;g4run;libG4global.so;std::vector<double, std::allocator<double> >::_M_fill_assign@plt",0,0,0,66449,0,236048
"all;g4run;libG4global.so;G4PhysicsModelCatalog::GetModelID",2825237385,1269855720,452464072,191999453,668093034,115443197
"all;g4run;libG4global.so;std::_Function_handler<bool (G4String&), G4MTcoutDestination::AddMasterOutput(bool)::{lambda(G4String&)#1}>::_M_invoke",3068619,0,0,0,0,0
"all;g4run;libG4global.so;G4PhysicsFreeVector::PutValues",10473144,0,87814,10033,0,11142
"all;g4run;libG4global.so;G4OrderedTable::clearAndDestroy",0,8935186,0,0,3868648,0
"all;g4run;libG4global.so;G4JTPolynomialSolver::ComputeNextPolynomial",121705978,80398388,11553792,5581701,48428894,3573277
"all;g4run;libG4global.so;G4PhysicsModelCatalog::Entries@plt",41857475,10172650,2405945,3066562,7935931,2260307
"all;g4run;libG4global.so;G4JTPolynomialSolver::QuadraticSyntheticDivision",184672364,185034536,23924407,7654012,106693269,5372263
"all;g4run;libG4global.so;G4PhysicsTable::ResetFlagArray",0,0,3638,1771,0,6785
"all;g4run;libG4global.so;G4JTPolynomialSolver::ComputeNextPolynomial@plt",0,3624933,0,59853,0,0
"all;g4run;libG4global.so;G4JTPolynomialSolver::Quadratic@plt",3430965,2985188,0,61421,3945893,0
"all;g4run;libG4global.so;G4Physics2DVector::PrepareVectors",0,0,0,0,3079636,0
"all;g4run;libG4global.so;G4Pow::A13Low",3383192426,3460624730,433387592,107620577,2127822880,169046197
"all;g4run;libG4global.so;G4Pow::A13High",2969575317,2934879323,115198535,23316143,1572124210,29349957
"all;g4run;libG4global.so;G4JTPolynomialSolver::Quadratic",135888958,120501988,19696424,3655994,77700119,4839813
"all;g4run;libG4global.so;G4Threading::IsMasterThread",0,20210760,0,0,0,0
"all;g4run;libG4global.so;G4UnitDefinition::GetUnitsTable",3490627,6715435,0,17101,13335127,0
"all;g4run;libG4global.so;G4PhysicsVector::FillSecondDerivatives",0,11029054,0,0,0,39426
"all;g4run;libG4global.so;G4UnitsTable::Contains",6578888,9128241,283720,24630,310454,0
"all;g4run;libG4global.so;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",0,0,0,0,2948379,0
"all;g4run;libG4global.so;std::vector<G4UnitDefinition*, std::allocator<G4UnitDefinition*> >::_M_realloc_insert<G4UnitDefinition*>",0,0,0,8499,0,0
"all;g4run;libG4global.so;G4MTcoutDestination::AddMasterOutput(bool)::{lambda(G4String&)#2}::operator()",0,0,704500,0,3823492,0
"all;g4run;libG4global.so;G4Pow::A13Low@plt",0,9214105,0,147790,3935350,0
"all;g4run;libG4global.so;G4JTPolynomialSolver::RealPolynomialIteration@plt",0,0,0,75796,0,0
"all;g4run;libG4global.so;G4Pow::powN",4686218931,4668346990,469861896,165839582,2174212299,115409385
"all;g4run;libG4global.so;G4JTPolynomialSolver::ComputeScalarFactors@plt",6973197,3028822,1113380,142106,4041462,0
"all;g4run;libG4global.so;G4Physics2DVector::Value",61446369728,57245642934,8599710200,996098288,32045329835,3035119820
"all;g4run;libG4global.so;G4PhysicsVector::ComputeSecDerivative1",142481243,117479375,3786041,145014,96953053,1041802
"all;g4run;libG4global.so;G4JTPolynomialSolver::FindRoots",888298353,603722176,74758381,27063381,414413978,30970740
"all;g4run;libG4global.so;memcmp@plt",24401740,16006267,4768091,2011248,0,820204
"all;g4run;libG4global.so;G4UnitDefinition::GetCategory",6980279,15123197,309105,0,0,214384
"all;g4run;libG4global.so;G4StateManager::GetStateManager",0,0,0,67463,0,0
"all;g4run;libG4global.so;G4PhysicsModelCatalog::Entries",1002851212,447049772,172270853,75897625,330287862,42418337
"all;g4run;libG4global.so;G4PhysicsVector::Initialise",0,0,120891,0,0,0
"all;g4run;libG4global.so;aCountedObjectAllocator",10532445557,9482646116,1620039779,250181519,5892401175,643253452
"all;g4run;libG4global.so;G4JTPolynomialSolver::ComputeNewEstimate",156457425,146290395,17510416,6791693,81312981,4311788
"all;g4run;libG4global.so;G4Threading::G4SetThreadId",51137,0,0,0,0,0
"all;g4run;libG4global.so;G4Threading::IsWorkerThread",24417452,10004463,1164023,374954,1815494,654306
"all;g4run;libG4global.so;G4Pow::A13",2321911149,2213947150,302673089,59210633,1302403751,102348690
"all;g4run;libG4global.so;G4JTPolynomialSolver::QuadraticSyntheticDivision@plt",10456196,6617400,0,63044,1874452,0
"all;g4run;libG4global.so;operator<<",3027834,0,0,38702,0,0
"all;g4run;libG4global.so;G4UnitDefinition::GetValueOf",6982125,27309562,310957,17126,6089023,159920
"all;g4run;libG4global.so;G4JTPolynomialSolver::QuadraticPolynomialIteration@plt",3469440,0,606881,0,0,0
"all;g4run;libG4global.so;_G4coutbuf_p",3055478,0,0,0,0,0
"all;g4run;libG4global.so;G4JTPolynomialSolver::RealPolynomialIteration",73188154,86723201,7764268,2725408,42857225,2826502
"all;g4run;libG4global.so;G4Pow::A13High@plt",10469729,12332582,2004386,811967,10047658,1110976
"all;g4run;libG4global.so;operator new@plt",0,0,0,151539,0,0
"all;g4run;libG4track.so",,,,,,
"all;g4run;libG4track.so;G4VParticleChange::UpdateStepInfo",8748309532,6649384281,1709619125,358641191,3094316304,531215295
"all;g4run;libG4track.so;G4Track::G4Track",60396875388,48459884541,11787564069,1984470278,32693124405,4614860473
"all;g4run;libG4track.so;G4ParticleChangeForTransport::UpdateStepForPostStep",90810326682,92727354397,14608554359,1690673950,56846466534,6145712090
"all;g4run;libG4track.so;G4ParticleChange::UpdateStepForAtRest",13953286,0,1147570,539908,9859794,1201171
"all;g4run;libG4track.so;G4ParticleChangeForDecay::Initialize",87091423,59757991,18843981,1777920,37614684,5742732
"all;g4run;libG4track.so;aTrackAllocator",43987655897,36745354230,9036609341,1360958965,24887798421,3256657445
"all;g4run;libG4track.so;G4ParticleChangeForGamma::UpdateStepForPostStep",44465182501,34922492853,8929218823,1590738191,24578200476,3484933904
"all;g4run;libG4track.so;G4Track::~G4Track",80268243087,77780108862,15829115404,1478170146,51155766140,5139542822
"all;g4run;libG4track.so;G4VParticleChange::AddSecondary@plt",1063305358,555356567,143104134,84904799,354048345,41622578
"all;g4run;libG4track.so;G4Track::ClearAuxiliaryTrackInformation@plt",6981496,3160153,2986589,588714,2016542,297047
"all;g4run;libG4track.so;G4ParticleChangeForDecay::UpdateStepForAtRest",17354970,10738404,4582111,1085096,6111567,1456704
"all;g4run;libG4track.so;G4VParticleChange::G4VParticleChange",0,0,0,23258,0,0
"all;g4run;libG4track.so;G4ParticleChangeForDecay::UpdateStepForPostStep",20913502,3357220,3079572,1763054,0,0
"all;g4run;libG4track.so;G4ParticleChange::Initialize",23251528511,26808383400,3335645904,260599495,16201903604,1745448449
"all;g4run;libG4track.so;G4VParticleChange::AddSecondary",25412518597,18899264516,4854554980,955516439,12488913966,1833087944
"all;g4run;libG4track.so;G4ParticleChangeForTransport::UpdateStepForAlongStep",133531507130,136329529723,24003782705,2339457458,89285343211,10036174294
"all;g4run;libG4track.so;G4StepPoint::operator=",157947135940,134732548047,30823201745,3307150250,84003838246,12488190629
"all;g4run;libG4track.so;G4DynamicParticle::~G4DynamicParticle@plt",501402464,469372365,87436077,6096942,305160041,30360125
"all;g4run;libG4track.so;G4ParticleChange::AddSecondary",825513375,487058077,144983444,66709172,250009245,34256974
"all;g4run;libG4track.so;pDynamicParticleAllocator@plt",1192471857,1122304855,226762889,22171141,781221953,66589155
"all;g4run;libG4track.so;G4ParticleChangeForMSC::UpdateStepForAlongStep",19657152123,19276611290,3804382336,324925855,11870722735,1415017504
"all;g4run;libG4track.so;G4ParticleChangeForLoss::UpdateStepForPostStep",26584627189,19744912036,4716994241,763659687,11962178667,1840576846
"all;g4run;libG4track.so;G4ParticleChangeForGamma::UpdateStepForAtRest",1612951836,799558810,305437651,109175135,555580614,92242922
"all;g4run;libG4track.so;G4ParticleChangeForLoss::UpdateStepForAlongStep",67678323205,60206638352,12999914831,1365940594,38686364698,4644877081
"all;g4run;libG4track.so;G4VParticleChange::UpdateStepInfo@plt",59279421,63966968,12772005,940139,26052224,2780474
"all;g4run;libG4track.so;G4Track::ClearAuxiliaryTrackInformation",5730170829,4675670607,1016648476,172417071,3281640977,358734368
"all;g4run;libG4track.so;G4ParticleChange::UpdateStepForPostStep",35814527923,31561371182,7076945127,1192922263,13791089831,1964143725
"all;g4run;libG4interfaces.so",,,,,,
"all;g4run;libG4interfaces.so;memcpy@plt",0,0,0,0,2754061,0
"all;g4run;libG4interfaces.so;std::operator+<char, std::char_traits<char>, std::allocator<char> >",0,74686,0,0,0,0
"all;g4run;libG4modeling.so",,,,,,
"all;g4run;libG4modeling.so;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose@plt",0,13661983,0,0,0,0
"all;g4run;libG4physicslists.so",,,,,,
"all;g4run;libG4physicslists.so;CLHEP::HepRandom::getTheEngine@plt",704113308,518490361,140425044,16092247,331478110,56581517
"all;g4run;libG4physicslists.so;G4VEmProcess::GetCurrentLambda",11731413226,10991089402,1817482104,271989029,6382230394,755972081
"all;g4run;libG4physicslists.so;G4DecayPhysics::ConstructProcess",3209609,6026425,0,33865,0,0
"all;g4run;libG4physicslists.so;G4Log",550894745,483551636,67988365,13484957,258679541,29646927
"all;g4run;libG4physicslists.so;G4QGSModel<G4GammaParticipants>::G4QGSModel",0,0,0,65609,0,0
"all;g4run;libG4physicslists.so;G4StoppingPhysics::ConstructProcess",3491253,0,0,0,0,0
"all;g4run;libG4physicslists.so;G4GammaGeneralProcess::SelectHadProcess",17441713,9685252,3791084,579488,13887978,3493820
"all;g4run;libG4physicslists.so;G4VEmProcess::GetCurrentLambda@plt",31404148,60682901,8289606,706003,22367660,3548746
"all;g4run;libG4physicslists.so;CLHEP::MixMaxRng::iterate@plt",867428686,775013819,202469317,24968337,471857175,75394186
"all;g4run;libG4physicslists.so;G4GammaGeneralProcess::PostStepDoIt",198058767078,169662703381,40898635227,4457660759,112967503499,17371447382
"all;g4run;libG4physicslists.so;G4EmStandardPhysics::ConstructProcess",0,0,0,0,0,55739
"all;g4run;libG4physicslists.so;std::vector<G4ExcitedString*, std::allocator<G4ExcitedString*> >::_M_realloc_insert<G4ExcitedString* const&>",27765565,5982790,1229126,799025,1966569,0
"all;g4run;libG4physicslists.so;G4GammaGeneralProcess::PostStepGetPhysicalInteractionLength",154336593768,123824685882,31585562651,4487112737,81574790589,12271817026
"all;g4run;libG4physicslists.so;G4PhysicsVector::PutValue",6550582,31188931,0,0,2828526,195290
"all;g4run;libG4physicslists.so;G4VEmProcess::CurrentSetup@plt",1101166570,776817948,186535567,21281099,575196505,78658319
"all;g4run;libG4physicslists.so;G4PhysicsVector::G4PhysicsVector",0,0,0,22861,0,0
"all;g4run;libG4physicslists.so;G4GammaGeneralProcess::StartTracking",23306357465,19993724517,4805178234,530872194,12726976909,2149790519
"all;g4run;libG4physicslists.so;G4GammaGeneralProcess::GetCreatorProcess",11430285542,8233902557,2288396999,502274353,5955847551,898991581
"all;g4run;libG4physicslists.so;G4VEmProcess::CurrentSetup",33160179730,26625951866,6423744680,702081668,17947395479,2876199795
"all;g4run;libG4physicslists.so;G4GammaGeneralProcess::BuildPhysicsTable",17227922,37287078,588142,131059,17155195,506166
"all;g4run;libG4physicslists.so;G4GammaGeneralProcess::TotalCrossSectionPerVolume@plt",97516764,114361117,22624912,1955667,85859102,5999576
"all;g4run;libG4physicslists.so;CLHEP::MixMaxRng::generate@plt",1432150209,1218370580,282804734,49992000,800647066,109298223
"all;g4run;libG4physicslists.so;G4GammaGeneralProcess::TotalCrossSectionPerVolume",235609239335,196246567309,44480336890,5855524405,132161249782,18183739943
"all;g4run;libxerces-c-3.2.so",,,,,,
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMNodeVector::init",0,0,594496,12350,0,42264
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::BaseRefVectorOf<xercesc_3_2::KVStringPair>::elementAt",0,16216581,289484,0,0,42726
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMChildNode::getNextSibling",3492187,6777221,0,24152,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLAttr::getQName",0,8096260,0,0,4138788,42492
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMNodeVector::DOMNodeVector",0,0,0,6941,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::StdMutexMgr::lock",0,6706654,0,0,3022656,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::ElemStack::setElement",0,8088966,0,0,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::QName::getRawName",0,0,0,0,4156226,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLMutex::unlock",3491349,0,312368,13974,3101282,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::IGXMLScanner::scanCharData",13964395,89490221,580089,12986,24956644,217074
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::AbstractDOMParser::startElement",13966150,122051689,1466139,20907,16621934,423693
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLReader::xcodeMoreChars",0,0,0,6693,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMCharacterDataImpl::getNodeValue",3490569,0,0,8972,3035432,113055
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMNodeVector::checkSpace",0,16232783,578507,25309,8298716,451163
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMParentNode::DOMParentNode",3490875,8138590,223924,0,0,198447
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::MemoryManagerImpl::deallocate",6983577,6486039,624113,7051,12284382,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMAttrMapImpl::findNamePoint",6982208,16279560,1625937,12361,8362795,263308
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMBuffer::DOMBuffer",0,8142605,294831,6386,4147322,84277
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLPlatformUtils::lockMutex",13965532,13362441,621953,62315,12255289,191527
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::IGXMLScanner::buildAttList",42112604,104810927,514691,9847,62229257,169524
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::ElemStack::topElement",3489877,0,0,0,0,43892
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMChildNode::DOMChildNode",0,0,300576,6570,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMCharacterDataImpl::DOMCharacterDataImpl",3491629,16294016,0,6054,4205238,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLAttr::setValue",6980927,8148433,827983,17798,16596914,84509
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::ArrayJanitor<char16_t>::~ArrayJanitor",3491619,13491654,306567,20046,6122651,111466
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::EncodingValidator::initializeRegistry",0,8040941,0,0,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMNodeImpl::mapPrefix",3491464,8145588,0,0,4180838,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMDocumentImpl::popBuffer",6984176,16325104,584094,6527,12497062,85819
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLReader::skipIfQuote",3490707,8136350,219915,0,16572052,42083
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMAttrMapImpl::reserve",0,24362798,0,0,0,43103
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::ReaderMgr::getNextChar",24543941,89268350,4051721,12424,58093425,344955
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMElementImpl::getFirstChild",3490324,0,0,0,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLReader::getNCName",38408294,40611266,1474853,0,37353088,127584
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMDocumentImpl::allocate",3490281,16246838,1071596,6370,0,141145
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLString::transcode",0,6763944,951677,0,3002964,313999
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMAttrMapImpl::item",3492204,6715269,314227,0,6145856,68844
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::MemoryManagerImpl::allocate",0,6667476,312446,8106,6083415,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::ArrayJanitor<char16_t>::reset",6982083,13441060,1606134,33687,21243584,51530
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::IGXMLScanner::basicAttrValueScan",28368912,72387562,886151,32934,74900136,351749
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMAttrImpl::setValueFast",3489987,0,864200,6362,0,127751
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::IGXMLScanner::sendCharData",3490047,8099589,302050,6330,8341783,43044
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMParentNode::appendChildFast",69829412,72909795,3698270,142274,36803664,427733
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMElementImpl::getAttributes",3491865,0,0,0,0,0
"all;g4run;libxerces-c-3.2.so;memcpy@plt",0,0,0,0,4178138,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLString::release",3492181,13376624,336549,41860,9178009,217820
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::ReaderMgr::peekNextChar",17461362,24286214,1179286,0,20774625,41881
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DTDGrammar::getElemDecl",0,0,0,0,4177311,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMTextImpl::DOMTextImpl",0,8142463,0,0,4161506,0
"all;g4run;libxerces-c-3.2.so;non-virtual thunk to xercesc_3_2::DOMAttrImpl::getNodeImpl()",0,0,283842,13678,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::RangeToken::addRange",0,0,0,0,4127131,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::Hash2KeysSetOf<xercesc_3_2::StringHasher>::removeAll",6983305,32528680,289998,13318,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::Hash2KeysSetOf<xercesc_3_2::StringHasher>::putIfNotPresent",28203023,16216097,292242,6730,16637824,233616
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::IGXMLScanner::scanEndTag",0,24365554,290759,0,0,128919
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLReader::handleEOL@plt",3491091,0,0,0,4151317,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::IGXMLScanner::normalizeAttValue",31928005,88440749,1446191,109280,49823544,298429
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMDocumentImpl::getPooledString",21633131,48860638,5220488,48815,41563905,341527
"all;g4run;libxerces-c-3.2.so;pthread_mutex_lock@plt",0,6781387,330936,0,0,44525
"all;g4run;libxerces-c-3.2.so;non-virtual thunk to xercesc_3_2::DOMElementImpl::getChildNodeImpl()",3490711,16379257,0,0,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::AbstractDOMParser::docCharacters",3492168,0,0,0,4172358,49948
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::ElemStack::mapPrefixToURI",0,16231848,0,6451,7854579,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLPlatformUtils::unlockMutex",10475042,13358411,313433,10045,15259655,187024
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMDocumentImpl::popBuffer@plt",0,0,0,6669,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::BaseRefVectorOf<xercesc_3_2::XMLAttr>::elementAt",0,16198309,1120621,0,20804471,42332
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMAttrImpl::DOMAttrImpl",6980807,8109120,553054,0,0,84740
"all;g4run;libxerces-c-3.2.so;non-virtual thunk to xercesc_3_2::DOMDocumentImpl::createTextNode(char16_t const*)",0,0,587259,5406,4151762,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLMutexLock::~XMLMutexLock@plt",0,6759638,0,0,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::QName::setNPrefix",3490965,0,0,0,4139832,86034
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMAttrMapImpl::setNamedItemNSFast",20966226,40512175,3230353,47097,12470938,252861
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMNodeListImpl::DOMNodeListImpl",0,8232221,561751,5518,0,48036
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DTDElementDecl::hasAttDefs",0,0,0,6127,4213179,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLMutexLock::XMLMutexLock",3490696,6718574,0,0,3060933,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::ReaderMgr::skipPastSpaces",6983855,0,229757,0,4155968,41900
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMElementImpl::getNextSibling",0,0,275815,18317,0,0
"all;g4run;libxerces-c-3.2.so;non-virtual thunk to xercesc_3_2::DOMElementImpl::getNodeImpl()",0,8067339,603003,0,12451159,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::ElemStack::addLevel",3491918,8106397,0,5859,4143528,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::IGXMLScanner::rawAttrScan",31423377,40687832,1097887,0,20787817,214411
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMAttrImpl::getValue",6982386,26935855,635183,15474,3080260,205029
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::XMLReader::skippedChar",10858352,40559553,1462310,0,0,43363
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::ReaderMgr::getNextChar@plt",6981914,24071216,600739,0,0,0
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::DOMNodeVector::insertElementAt",6984228,24428694,1394919,19094,16622438,171800
"all;g4run;libxerces-c-3.2.so;xercesc_3_2::ReaderMgr::skipIfQuote",3490332,16324653,288837,0,0,43161
