id,cycles,instructions,cache_references,cache_misses,L1_dcache_loads,L1_dcache_load_misses
"all",,,,,,
"all;g4run",,,,,,
"all;g4run;libicuuc.so.71.1",,,,,,
"all;g4run;libG4particles.so;G4PionZero::Definition",4516520823,4103557610,655439766,159285978,2461931631,151712479
"all;g4run;libG4particles.so;pthread_mutex_unlock@plt",3488869,5047274,721022,0,0,0
"all;g4run;libG4particles.so;G4Neutron::NeutronDefinition",3485503,0,0,0,0,0
"all;g4run;libG4particles.so;G4VDecayChannel::G4VDecayChannel",31404820,22326119,1796881,843862,5478971,1319448
"all;g4run;libG4particles.so;G4Threading::IsWorkerThread@plt",3485082,0,0,66176,0,0
"all;g4run;libG4particles.so;G4PhaseSpaceDecayChannel::IsOKWithParentMass",128943982,73295897,20823613,2442461,32416678,5814317
"all;g4run;libG4particles.so;G4NucleiPropertiesTheoreticalTable::GetIndex",292822991,251472451,17884730,1584959,166587548,6639756
"all;g4run;libG4particles.so;G4PDefData::initialize",0,0,0,0,5324161,0
"all;g4run;libG4particles.so;G4NuclideTable::GetIsotope",20099556,0,1823891,448033,0,275611
"all;g4run;libG4particles.so;G4DecayProducts::Boost",31396509,26376019,4860010,3152009,5984729,783350
"all;g4run;libG4particles.so;G4AntiHe3::Definition",233331542,193046605,32315502,9042125,107457625,5540067
"all;g4run;libG4particles.so;G4Electron::Definition@plt",511928463,420010776,76142383,29638349,283117377,9950163
"all;g4run;libG4particles.so;G4ParticleDefinition::SetProcessManager",0,0,0,34786,0,0
"all;g4run;libG4particles.so;G4Deuteron::Deuteron",3489318,2958977,516632,0,4801290,0
"all;g4run;libG4particles.so;G4CacheReference<double>::cache@plt",6978169,3278639,1905683,370054,6039610,498319
"all;g4run;libG4particles.so;G4ParticleTable::GetIterator",0,0,0,7957,0,0
"all;g4run;libG4particles.so;G4ParticleTable::GetParticleTable@plt",0,0,561835,0,0,0
"all;g4run;libG4particles.so;G4DecayProducts::PopProducts",87138413,16488593,4299546,2682918,9692402,918716
"all;g4run;libG4particles.so;G4VDecayChannel::IsOKWithParentMass",129072257,83042161,16131492,5140177,41704850,4517664
"all;g4run;libG4particles.so;G4AntiLambda::Definition",45344589,53201928,2343980,817901,41633650,446334
"all;g4run;libG4particles.so;G4NucleiPropertiesTheoreticalTable::GetIndex@plt",3491291,0,0,0,0,219133
"all;g4run;libG4particles.so;G4AntiTriton::Definition",208315756,112010540,26702100,8423864,100195346,4713869
"all;g4run;libG4particles.so;G4KL3DecayChannel::PhaseSpace",0,3952064,0,0,0,0
"all;g4run;libG4particles.so;G4AntiKaonZero::AntiKaonZero",13957874,0,0,72814,0,0
"all;g4run;libG4particles.so;G4Gamma::Definition",12443170648,10926906913,1887065771,360608207,7064331961,583130872
"all;g4run;libG4particles.so;G4KaonPlus::KaonPlus",0,0,0,78816,0,0
"all;g4run;libG4particles.so;G4IonTable::GetIonMass",3490386,3242432,0,312151,3792388,0
"all;g4run;libG4particles.so;G4NeutrinoE::Definition",10470209,3101051,3112508,1345839,1960352,418602
"all;g4run;libG4particles.so;G4VDecayChannel::~G4VDecayChannel",17445391,10725334,1253830,141364,2430053,0
"all;g4run;libG4particles.so;G4NucleiPropertiesTableAME12::GetNuclearMass",23854668076,24679079480,2620655216,397759537,13411884000,890552658
"all;g4run;libG4particles.so;G4NuclideTable::~G4NuclideTable",0,0,0,0,0,148361
"all;g4run;libG4particles.so;G4Positron::Definition",17399730,9438303,580634,1339532,9701971,0
"all;g4run;libG4particles.so;G4He3::Definition",198803487,149169920,23152878,6146157,96089015,4513077
"all;g4run;libG4particles.so;G4DynamicParticle::SetMomentum",10103385338,8856331044,1371708337,193150470,5220670848,302046967
"all;g4run;libG4particles.so;G4PionPlus::Definition@plt",0,0,0,68851,0,295968
"all;g4run;libG4particles.so;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",0,0,0,66383,0,0
"all;g4run;libG4particles.so;G4AntiNeutrinoTau::Definition",10462142,6257099,1204287,704222,0,210489
"all;g4run;libG4particles.so;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition const*>, std::_Select1st<std::pair<int const, G4ParticleDefinition const*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition const*> > >::_M_insert_equal<std::pair<int const, G4ParticleDefinition const*> >",24414840,4030574,539090,272451,2077379,0
"all;g4run;libG4particles.so;G4IonTable::InsertWorker",66346122,13279502,0,505305,2076386,986529
"all;g4run;libG4particles.so;G4TauMinus::Definition",20923090,9805214,1747891,1406393,0,440197
"all;g4run;libG4particles.so;G4IonTable::GetNucleusEncoding",11167956177,9169102414,2033070632,328201825,5837732451,746276253
"all;g4run;libG4particles.so;G4DecayProducts::G4DecayProducts",24363610,9528295,2903109,957545,3956198,761848
"all;g4run;libG4particles.so;G4DynamicParticle::SetDefinition",32989476853,32825590560,5012120847,606188372,18626225866,1141226443
"all;g4run;libG4particles.so;G4DynamicParticle::~G4DynamicParticle",82729358765,73545322883,13653598915,1492982396,46331477041,4029867611
"all;g4run;libG4particles.so;G4Electron::Electron",6126231152,5815708893,869988907,132678705,3647861429,224000040
"all;g4run;libG4particles.so;G4PrimaryParticle::SetMomentum",0,0,0,0,644508,173427
"all;g4run;libG4particles.so;G4KL3DecayChannel::DecayIt",3489609,0,0,0,0,0
"all;g4run;libG4particles.so;G4PhaseSpaceDecayChannel::Pmx",76768876,12490447,6402461,3687416,11040719,1056582
"all;g4run;libG4particles.so;G4IonTable::FindIsotope",0,0,0,0,0,213188
"all;g4run;libG4particles.so;G4NucleiPropertiesTheoreticalTable::GetBindingEnergy",0,6352307,0,0,1794279,0
"all;g4run;libG4particles.so;G4AntiDeuteron::Definition",265012366,162368479,20395410,9584019,129479908,5103288
"all;g4run;libG4particles.so;G4Gamma::Definition@plt",1282925821,818506315,229726256,68109314,531977687,66411363
"all;g4run;libG4particles.so;G4NucleiPropertiesTableAME12::GetNuclearMass@plt",1781371095,1734664392,191480009,28959358,1049717952,65653154
"all;g4run;libG4particles.so;G4SigmaMinus::Definition",212536720,153289063,30464395,3833494,112109485,6874214
"all;g4run;libG4particles.so;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare@plt",0,0,0,64787,0,0
"all;g4run;libG4particles.so;G4PDefManager::NewSubInstances",0,0,55208,0,0,0
"all;g4run;libG4particles.so;G4PionMinus::PionMinus",0,0,305060,0,0,0
"all;g4run;libG4particles.so;G4AntiNeutrinoE::Definition",10338054,19260107,3012433,1446519,0,559986
"all;g4run;libG4particles.so;G4PDGCodeChecker::G4PDGCodeChecker",0,0,0,261279,0,0
"all;g4run;libG4particles.so;G4NucleiPropertiesTheoreticalTable::GetNuclearMass",10465434,13029192,508661,0,10365096,515423
"all;g4run;libG4particles.so;G4NucleiPropertiesTableAME12::IsInTable@plt",763528528,760359151,50082551,14401549,401450960,12205980
"all;g4run;libG4particles.so;G4NucleiPropertiesTableAME12::GetBindingEnergy",8649579430,5857542204,1292915827,433234499,3339130967,258062480
"all;g4run;libG4particles.so;G4Neutron::Definition@plt",3489146,0,658452,74802,0,0
"all;g4run;libG4particles.so;G4IonTable::GetNucleusMass@plt",10427532,0,581020,610738,5225862,0
"all;g4run;libG4particles.so;G4NucleiPropertiesTableAME12::GetAtomicMass",42172531711,42237328701,6048574849,759146040,25200988972,2105232134
"all;g4run;libG4particles.so;G4NeutrinoMu::Definition@plt",0,0,0,53243,0,0
"all;g4run;libG4particles.so;G4SigmaPlus::Definition",254187187,296178740,40809389,5238428,186817683,12050173
"all;g4run;libG4particles.so;G4PDGCodeChecker::~G4PDGCodeChecker",0,0,0,0,0,281395
"all;g4run;libG4particles.so;G4KaonZero::Definition@plt",10468009,3265878,560442,274190,1963232,0
"all;g4run;libG4particles.so;G4IonTable::GetLightIon@plt",411519133,349398700,92850284,7660174,250914057,26983983
"all;g4run;libG4particles.so;G4Proton::Definition",136739502181,130177167008,19325536769,1968945282,77026499474,4465710330
"all;g4run;libG4particles.so;G4KaonZero::KaonZero",13953392,13324767,643467,342333,5918020,0
"all;g4run;libG4particles.so;CLHEP::MixMaxRng::generate@plt",13959015,6572029,1157345,818181,1922134,0
"all;g4run;libG4particles.so;G4IonTable::Contains",17446213,0,0,0,1786430,0
"all;g4run;libG4particles.so;G4NuclideTable::GenerateNuclide",0,8202055,0,0,0,0
"all;g4run;libG4particles.so;G4VDecayChannel::ClearDaughtersName",6977552,6713012,508016,460084,11845075,247705
"all;g4run;libG4particles.so;G4NeutrinoTau::Definition",13945386,0,537830,826195,2032744,247407
"all;g4run;libG4particles.so;G4IonTable::IsAntiIon",0,0,645764,78988,0,0
"all;g4run;libG4particles.so;G4Gamma::Gamma",2038903966,1301911374,332329305,78755456,915144023,116621688
"all;g4run;libG4particles.so;G4PionPlus::PionPlusDefinition",0,3132361,0,0,0,0
"all;g4run;libG4particles.so;G4Proton::Proton",31389248,27081786,1496093,474871,6279921,554312
"all;g4run;libG4particles.so;G4IonTable::CreateIon",0,0,0,0,1902022,0
"all;g4run;libG4particles.so;G4NucleiPropertiesTableAME12::IsInTable",11377601570,11161373565,1329403472,282069499,5731172394,364635247
"all;g4run;libG4particles.so;std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_M_erase",8900337,0,0,0,0,0
"all;g4run;libG4particles.so;G4XiMinus::Definition",250996687,140413992,28642517,5688478,84100609,6587690
"all;g4run;libG4particles.so;G4ExcitedSigmaConstructor::AddSigmaPiMode",0,8636716,0,0,0,0
"all;g4run;libG4particles.so;G4Proton::Definition@plt",6972402,11914083,0,337512,0,325
"all;g4run;libG4particles.so;G4OmegaMinus::Definition",282303410,231480242,31028070,6565140,142900722,7622426
"all;g4run;libG4particles.so;G4ParticleDefinition::GetProcessManager",96126975750,103441541300,16173081274,1595791352,66668972030,5707236113
"all;g4run;libG4particles.so;G4IonTable::AddProcessManager",3490926,0,0,80475,0,0
"all;g4run;libG4particles.so;G4ParticleTable::WorkerG4ParticleTable",0,6183067,56526,17553,0,0
"all;g4run;libG4particles.so;G4PDefManager::FreeSlave",3610457,0,0,0,0,0
"all;g4run;libG4particles.so;G4ParticleTable::Insert",3470243,0,0,142459,0,0
"all;g4run;libG4particles.so;G4IonTable::GetIon@plt",10463088,6805734,1277393,78659,0,521318
"all;g4run;libG4particles.so;G4PDefManager::offset",20820029210,21998134341,3299051104,414313295,14012041401,1125477772
"all;g4run;libG4particles.so;G4PrimaryVertex::~G4PrimaryVertex",3488642,0,0,0,0,0
"all;g4run;libG4particles.so;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition const*>, std::_Select1st<std::pair<int const, G4ParticleDefinition const*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition const*> > >::_M_erase",13097130,0,0,182988,0,0
"all;g4run;libG4particles.so;G4VDecayChannel::FillDaughters",24420023,3057195,1188807,474234,5933705,1114433
"all;g4run;libG4particles.so;G4NucleiPropertiesTableAME12::GetIndex",109943200358,105289999549,14792738430,2381149780,61496971253,4937447621
"all;g4run;libG4particles.so;operator new@plt",0,0,0,0,0,254674
"all;g4run;libG4particles.so;G4Alpha::Definition",313455928,162799581,29154541,9763698,115084369,4371887
"all;g4run;libG4particles.so;std::vector<G4DynamicParticle*, std::allocator<G4DynamicParticle*> >::_M_realloc_insert<G4DynamicParticle* const&>@plt",3487926,0,618251,0,0,0
"all;g4run;libG4particles.so;G4ParticleTable::GetParticleTable",17040119741,13546869544,2982688813,422257069,9554845689,1100431683
"all;g4run;libG4particles.so;G4ParticleDefinition::GetSubInstanceManager",0,0,0,0,0,102293
"all;g4run;libG4particles.so;G4KaonZeroLong::Definition",17334443,3177444,528635,513967,0,412582
"all;g4run;libG4particles.so;G4Neutron::Neutron",20927564,13661672,285061,571982,2216920,237251
"all;g4run;libG4particles.so;G4AntiKaonZero::Definition@plt",0,0,1138615,67374,2149432,0
"all;g4run;libG4particles.so;G4ParticleDefinition::G4ParticleDefinition",3490327,0,0,323672,0,178326
"all;g4run;libG4particles.so;G4Deuteron::Definition",334641669,262307667,34262822,10750313,152175337,7027872
"all;g4run;libG4particles.so;G4IonTable::GetLightIon",3745351885,2856011601,637861366,110082630,1837965114,211701772
"all;g4run;libG4particles.so;G4PhaseSpaceDecayChannel::DecayIt",118563645,20761035,10965978,7419368,11386863,2924752
"all;g4run;libG4particles.so;G4ParticleTable::GetIonTable",7763533368,6632926469,1465380723,187298470,4584318022,539248350
"all;g4run;libG4particles.so;G4NucleiProperties::IsInStableTable",0,0,629504,0,0,0
"all;g4run;libG4particles.so;G4NucleiProperties::NuclearMass",0,3063904,0,0,2119447,243343
"all;g4run;libG4particles.so;G4DynamicParticle::Set4Momentum@plt",0,3336074,0,77590,0,0
"all;g4run;libcrypto.so.1.1",,,,,,
"all;g4run;libcrypto.so.1.1;getrn",0,0,0,0,4198713,0
"all;g4run;libG4intercoms.so",,,,,,
"all;g4run;libG4intercoms.so;G4UIcontrolMessenger::G4UIcontrolMessenger",0,0,0,0,182457,0
"all;g4run;libG4intercoms.so;G4UIcommand::DoIt",0,0,291638,1311,0,0
"all;g4run;libG4intercoms.so;std::vector<G4UIcommandTree*, std::allocator<G4UIcommandTree*> >::_M_realloc_insert<G4UIcommandTree* const&>",0,91662,0,0,0,0
"all;g4run;libG4intercoms.so;std::vector<G4ApplicationState, std::allocator<G4ApplicationState> >::_M_realloc_insert<G4ApplicationState>",0,0,0,0,0,52229
"all;g4run;libG4intercoms.so;G4UIcommandTree::AddNewCommand",0,0,54931,499605,562425,0
"all;g4run;libG4intercoms.so;G4UIdirectory::G4UIdirectory",0,0,258503,0,0,0
"all;g4run;libG4intercoms.so;std::vector<std::pair<G4UIcmdWithABool*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<G4UIcmdWithABool*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::emplace_back<std::pair<G4UIcmdWithABool*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >",0,0,57852,0,0,0
"all;g4run;libG4intercoms.so;G4UIcommand::G4UIpGetc",3492247,0,0,0,0,0
"all;g4run;libG4intercoms.so;G4UIcmdWithABool::G4UIcmdWithABool",0,0,0,12506,0,0
"all;g4run;libG4intercoms.so;G4UIparameter::CheckNewValue",0,0,2943,0,0,0
"all;g4run;libG4intercoms.so;G4UIcommand::SetCommandType",0,0,61961,15485,0,0
"all;g4run;libG4intercoms.so;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",3490355,0,0,0,147850,0
"all;g4run;libG4intercoms.so;G4UIcommand::G4UIcommand",0,138582,151210,35604,0,31949
"all;g4run;libG4intercoms.so;G4UImanager::GetUIpointer",36394,33079,0,0,0,0
"all;g4run;libG4intercoms.so;G4UIcommand::AdditiveExpression",0,0,0,1993,0,0
"all;g4run;libG4intercoms.so;G4strstreambuf::overflow",3156180,12752987,342750,0,11385761,326309
"all;g4run;libG4intercoms.so;G4UImanager::SolveAlias",0,0,0,22849,0,0
"all;g4run;libG4intercoms.so;G4UIcommandTree::FindPath",0,0,0,30168,0,4146
"all;g4run;libG4intercoms.so;G4UIcommandTree::RemoveCommand",3068229,0,698682,0,57778,1390
"all;g4run;libG4intercoms.so;G4UIcommand::~G4UIcommand",0,0,0,0,0,1300
"all;g4run;libG4intercoms.so;G4UImanager::RemoveCommand",0,0,0,0,2286418,0
"all;g4run;libG4intercoms.so;G4UImanager::G4UImanager",0,88779,0,0,0,0
"all;g4run;libG4intercoms.so;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>",0,90910,0,0,0,0
"all;g4run;libG4intercoms.so;G4UImanager::fUImanager",60856,0,0,0,0,0
"all;g4run;libG4intercoms.so;G4UIcommand::RangeCheck",106820,0,0,0,0,0
"all;g4run;libG4intercoms.so;G4UIcommand::CompareInt",0,0,0,794,0,0
"all;g4run;libG4intercoms.so;G4UIcommand::G4UIcommandCommonConstructorCode@plt",0,0,0,24598,0,0
"all;g4run;libG4intercoms.so;G4UIparameter::~G4UIparameter",3108845,5805080,0,0,77411,0
"all;g4run;[nvidia]",,,,,,
"all;g4run;[nvidia];0x0000000000020152",0,0,0,69111,0,0
"all;g4run;[nvidia];_nv032935rm",24233885,10167227,0,322859,2027529,0
"all;g4run;[nvidia];rm_gpu_copy_mmu_faults_unlocked",0,0,0,71208,0,0
"all;g4run;[nvidia];_nv028738rm",0,0,0,31878,0,0
"all;g4run;[nvidia];os_is_vgx_hyper",0,0,0,63719,0,0
"all;g4run;[nvidia];rm_run_rc_callback",0,0,0,74477,0,0
"all;g4run;[nvidia];_nv026114rm",3490166,0,0,65447,0,0
"all;g4run;[nvidia];0x0000000000755291",0,0,0,79109,0,0
"all;g4run;[nvidia];_nv022199rm",3478022,0,0,0,0,0
"all;g4run;[nvidia];0x0000000000431a3b",6981158,0,0,0,0,0
"all;g4run;[nvidia];_nv035715rm",6982691,0,0,0,0,0
"all;g4run;[nvidia];_nv040299rm",0,0,702666,0,0,0
"all;g4run;[nvidia];_nv022229rm",3490155,0,0,0,0,0
"all;g4run;[nvidia];0x000000000002718c",3491376,0,0,0,0,0
"all;g4run;[nvidia];_nv028327rm",3491030,0,0,0,0,251705
"all;g4run;[nvidia];_nv026148rm",0,0,527887,0,0,0
"all;g4run;[nvidia];_nv032967rm",0,0,529505,0,0,0
"all;g4run;[nvidia];rm_isr",0,0,534144,0,0,0
"all;g4run;[nvidia];0x0000000000432c7b",3490531,0,0,0,0,0
"all;g4run;[nvidia];_nv035631rm",0,0,0,65559,0,0
"all;g4run;[nvidia];0x0000000000000625",0,0,0,56668,0,0
"all;g4run;[nvidia];0x000000000001ffe2",0,0,0,74924,0,0
"all;g4run;[nvidia];_nv026019rm",3491178,0,0,0,0,0
"all;g4run;[nvidia];os_get_cpu_number",0,0,0,57988,0,0
"all;g4run;[nvidia];_nv026146rm",0,0,0,70894,0,0
"all;g4run;[nvidia];_nv022225rm",0,0,0,64749,0,0
"all;g4run;[nvidia];_nv028328rm",0,0,2715,0,0,1476
"all;g4run;libstdc++.so.6.0.30",,,,,,
"all;g4run;libstdc++.so.6.0.30;std::ostream::sentry::sentry",77979,7437052,59219,62642,0,31151
"all;g4run;libstdc++.so.6.0.30;std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::_M_pbump",6971369,0,116447,15259,0,0
"all;g4run;libstdc++.so.6.0.30;strlen@plt",18252443,27820049,0,78256,2065684,143967
"all;g4run;libstdc++.so.6.0.30;std::ostream::_M_insert<long>",2999011,0,86789,176450,0,37879
"all;g4run;libstdc++.so.6.0.30;std::locale::~locale",211945107,256176643,3474667,285105,133879420,613184
"all;g4run;libstdc++.so.6.0.30;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace",76596946,40488259,6380131,1651770,24358592,1689012
"all;g4run;libstdc++.so.6.0.30;memchr@plt",3479643,0,0,0,0,0
"all;g4run;libstdc++.so.6.0.30;std::getline<char, std::char_traits<char>, std::allocator<char> >",171476027,203065849,2900496,102479,101917575,448018
"all;g4run;libstdc++.so.6.0.30;__cxxabiv1::__si_class_type_info::__do_dyncast",56892012252,51280043737,7223649858,1022998364,29690493518,1632296755
"all;g4run;libstdc++.so.6.0.30;std::__convert_to_v<double>@plt",19968995,6127809,0,0,0,0
"all;g4run;libstdc++.so.6.0.30;std::ios_base::_M_dispose_callbacks",70654165,75407828,290422,54645,38584185,150174
"all;g4run;libstdc++.so.6.0.30;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_erase",0,2794635,0,0,0,0
"all;g4run;libstdc++.so.6.0.30;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate",6982700,6710545,409798,0,6693990,22794
"all;g4run;libstdc++.so.6.0.30;std::locale::_S_initialize",118881252,241494203,658937,78560,166234488,471902
"all;g4run;libstdc++.so.6.0.30;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::swap",0,0,0,28112,0,48998
"all;g4run;libstdc++.so.6.0.30;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose",0,66382,0,0,0,0
"all;g4run;libstdc++.so.6.0.30;std::string::push_back@plt",3488506,13804897,129891,0,4311698,0
"all;g4run;libstdc++.so.6.0.30;std::__ostream_insert<char, std::char_traits<char> >",3507657,0,145870,63383,0,0
"all;g4run;libstdc++.so.6.0.30;pthread_once@plt",17797490,6433641,0,0,0,0
"all;g4run;libstdc++.so.6.0.30;std::basic_streambuf<char, std::char_traits<char> >::xsgetn",24438741,16994237,649263,60749,21784110,372389
"all;g4run;libstdc++.so.6.0.30;std::use_facet<std::ctype<char> >@plt",0,20752264,0,0,11781758,0
"all;g4run;libstdc++.so.6.0.30;operator delete[]",13953551,9211355,1601219,396281,15471750,1256346
"all;g4run;libstdc++.so.6.0.30;std::__basic_file<char>::xsgetn",0,0,477458,0,2814226,0
"all;g4run;libstdc++.so.6.0.30;std::string::_Rep::_S_create@plt",15281393,0,0,0,14600999,57734
"all;g4run;libstdc++.so.6.0.30;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate@plt",0,0,0,0,4516448,0
"all;g4run;libstdc++.so.6.0.30;std::has_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >@plt",0,6806814,339255,20537,0,0
"all;g4run;libstdc++.so.6.0.30;(anonymous namespace)::fopen_mode",3214108,0,0,0,0,9371
"all;g4run;libstdc++.so.6.0.30;std::_Rb_tree_insert_and_rebalance",91544248,29638729,3614549,1922153,41202590,766072
"all;g4run;libstdc++.so.6.0.30;std::codecvt<char, char, __mbstate_t>::do_always_noconv",0,0,330911,0,0,28270
"all;g4run;libstdc++.so.6.0.30;std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_int<unsigned long>",0,0,43575,0,0,0
"all;g4run;libstdc++.so.6.0.30;std::locale::locale",3491442,5538772,837160,25499,17032697,36716
"all;g4run;libstdc++.so.6.0.30;std::has_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >",89341475,170595121,2974444,148109,77790186,258748
"all;g4run;libstdc++.so.6.0.30;std::locale::id::_M_id",413381948,537657856,10531941,1012392,192513007,720996
"all;g4run;libstdc++.so.6.0.30;std::use_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >@plt",0,21188451,0,0,3418085,0
