cycles,instructions,stalled_cycles_frontend,stalled_cycles_backend,comm,dso,symbol
3448276109,5169401954,85984267,1099267587,"g4run","libG4geometry.so","G4VoxelSafety::SafetyForVoxelHeader"
3390477730,4524123855,86488874,502063366,"g4run","libG4processes.so","G4LossTableManager::Register"
3168858436,5478178312,66880576,1043712307,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::LoadMSCData"
3166980030,4780948419,64391626,627649264,"g4run","libG4processes.so","G4VEmProcess::StreamInfo"
3096562223,4357652512,32324198,831272585,"g4run","libG4processes.so","G4PEEffectFluoModel::SampleSecondaries"
3069676262,4796301820,61148818,761837248,"g4run","libG4geometry.so","G4Box::SetXHalfLength"
3028843581,4997335549,67653115,549879834,"g4run","libG4geometry.so","G4SubtractionSolid::DistanceToIn"
2987502163,4682581965,67053748,551125621,"g4run","libG4geometry.so","G4ExtrudedSolid::StreamInfo"
2983362652,4518004971,79497470,754032904,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >"
2901243275,4286573800,65084677,787909528,"g4run","libG4processes.so","G4VEmAdjointModel::ComputeAdjointCrossSectionVectorPerAtomForSecond"
2818419534,4293459368,62705701,565496073,"g4run","libG4tracking.so","G4SteppingManager::Stepping"
2802288946,4754393867,45240609,604071612,"g4run","libG4processes.so","G4PairProductionRelModel::SampleSecondaries"
2798914114,3846030061,80589206,307348770,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeRelDXSectionPerAtom"
2752007304,3447639143,70177183,373834272,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::LoadData"
2745493160,4431994975,40944536,472527981,"g4run","libG4processes.so","G4CacheReference<G4NuclearPolarizationStore*>::Destroy"
2744367908,4305962826,60785405,841059531,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::ComputeDXSectionPerAtom"
2685397333,3780529632,72903094,467870170,"g4run","libG4processes.so","G4LossTableManager::Register"
2672607245,4096287124,46379979,1139310720,"g4run","libG4processes.so","G4HadElementSelector::G4HadElementSelector"
2502272883,3624153017,56476685,543856439,"g4run","libG4geometry.so","G4ReflectedSolid::CreatePolyhedron"
2428876521,3795301790,55887873,564325439,"g4run","libG4geometry.so","G4DisplacedSolid::CreatePolyhedron"
2420212242,3320382137,30562719,520645132,"g4run","libG4track.so","std::vector<G4Track const*, std::allocator<G4Track const*> >::_M_realloc_insert<G4Track const* const&>"
2417397872,3924770968,35721308,419090745,"g4run","libG4processes.so","std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4NuclearPolarizationStore>::G4ThreadLocalSingleton()::{lambda()#1}>"
2402946068,3594463192,71122031,556857364,"g4run","libG4geometry.so","G4LogicalSkinSurface::DumpInfo"
2395691589,3795304312,45982957,578698045,"g4run","libG4geometry.so","G4TwistedTubs::BoundingLimits"
2390657370,3418957227,30767826,427608860,"g4run","libG4geometry.so","G4RegularNavigation::ComputeStepSkippingEqualMaterials"
2375397940,3498976917,63866158,452260691,"g4run","libG4processes.so","G4LossTableManager::BuildTables"
2322647849,3815264652,43736939,415200119,"g4run","libm.so.6","__atan2"
2237366543,3055072827,71153837,240457196,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeLPMfunctions"
2051879110,3485042666,31337216,328864230,"g4run","libG4geometry.so","G4PolyhedraSide::Distance"
2010584694,3011293518,51697414,351651514,"g4run","libG4processes.so","G4CrossSectionDataStore::G4CrossSectionDataStore"
1978326360,3035279299,48297277,574160973,"g4run","libG4geometry.so","G4Tubs::SurfaceNormal"
1960969469,3301698403,30292518,306310242,"g4run","libG4processes.so","G4ProcessManager::AddProcess"
1953310611,3327524840,28405617,465061695,"g4run","libG4geometry.so","G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord"
1851819294,2537253106,50570502,275544419,"g4run","libG4processes.so","G4CrossSectionDataSetRegistry::Clean"
1844984431,3417832119,16183726,544391228,"g4run","libG4geometry.so","G4MagneticField::G4MagneticField"
1806417870,3093667010,30555738,370836596,"g4run","libG4geometry.so","G4PolyPhiFace::Triangulate"
1793194613,2725744555,20978708,350240019,"g4run","libG4geometry.so","G4MagErrorStepper::Stepper"
1623197514,2557012604,31405160,484965829,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::~G4ParallelWorldScoringProcess"
1586347799,2447120492,31800349,292920957,"g4run","libCLHEP-2.4.5.3.so","CLHEP::(anonymous namespace)::theDefaults"
1584820006,2855190234,23619397,339551611,"g4run","libG4tracking.so","G4SteppingManager::InvokeAtRestDoItProcs"
1584023008,2434044349,28033819,363851928,"g4run","libG4processes.so","G4ParallelWorldProcessStore::SetParallelWorld"
1546567968,2437706427,20573729,355152197,"g4run","libG4particles.so","G4ParticleDefinition::DumpTable"
1516554318,2400441699,23067482,254607529,"g4run","libG4processes.so","G4VEmProcess::PostStepGetPhysicalInteractionLength"
1498429492,2428819703,21718494,360873500,"g4run","libG4geometry.so","G4MagneticField::~G4MagneticField"
1454270951,2270326930,30489629,336636581,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::generate"
1450352474,2281049486,19859488,330845654,"g4run","libCLHEP-2.4.5.3.so","CLHEP::RandGaussQ::transformQuick"
1423939593,2138784114,44204798,399971202,"g4run","libG4processes.so","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::_M_fill_insert"
1418423171,2262838859,15058987,385429795,"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep"
1416071483,2210040614,12544957,339549595,"g4run","libG4processes.so","std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>"
1392179561,2418948890,28213847,441835723,"g4run","libG4geometry.so","G4Trap::SurfaceNormal"
1381238960,1961055931,15988155,343799841,"g4run","libG4processes.so","G4PenelopeRayleighModelMI::InitializeSamplingAlgorithm"
1362451427,2458381381,21317512,245911962,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceAway"
1352029845,1900011192,25911896,169472595,"g4run","libG4processes.so","G4NeutronInelasticXS::Initialise"
1351713869,2281903891,22101128,337375505,"g4run","libCLHEP-2.4.5.3.so","CLHEP::Hep3Vector::rotateUz"
1344879252,2184393634,22365664,411600342,"g4run","libG4geometry.so","G4Paraboloid::G4Paraboloid"
1326672848,2361507950,11790780,541617366,"g4run","g4run","ffunkti"
1318187868,2126940241,23115849,319308439,"g4run","libG4geometry.so","G4Navigator::ComputeSafety"
1273671637,1838059140,30349408,507327168,"g4run","libG4geometry.so","G4VoxelSafety::SafetyForVoxelNode"
1255515125,2003571534,20694230,331026315,"g4run","libG4processes.so","std::_Rb_tree<G4ParallelWorldProcess*, std::pair<G4ParallelWorldProcess* const, G4String>, std::_Select1st<std::pair<G4ParallelWorldProcess* const, G4String> >, std::less<G4ParallelWorldProcess*>, std::allocator<std::pair<G4ParallelWorldProcess* const, G4String> > >::_M_get_insert_unique_pos"
1246603183,1927294620,21065068,134903947,"g4run","libG4processes.so","std::vector<bool, std::allocator<bool> >::_M_fill_insert"
1209994758,1635372343,30891177,123265218,"g4run","libG4processes.so","G4OpticalParametersMessenger::~G4OpticalParametersMessenger"
1171710698,1841873138,23672202,197655041,"g4run","libG4geometry.so","G4ParameterisedNavigation::LevelLocate"
1154917312,1657083764,29018202,236191158,"g4run","libG4processes.so","std::vector<bool, std::allocator<bool> >::_M_insert_aux"
1147019504,1816595047,19549464,317460652,"g4run","libG4geometry.so","G4LogicalSurface::G4LogicalSurface"
1145229921,1676076901,22662595,174916918,"g4run","libG4geometry.so","G4NormalNavigation::ComputeStep"
1136988120,1650376706,26376775,161101710,"g4run","libG4geometry.so","G4PolyhedraSide::IntersectSidePlane"
1133639928,1843978406,19064630,192720049,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize"
1067301078,1828812107,16185407,276897478,"g4run","libG4tracking.so","G4SteppingManager::ProcessSecondariesFromParticleChange"
1051689759,1747832291,19197762,304328218,"g4run","libG4geometry.so","G4Paraboloid::StreamInfo"
1049001480,1478492695,29357231,252637285,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepDoIt"
1043444562,1771090150,13919395,317819328,"g4run","libG4processes.so","G4PairProductionRelModel::InitialiseElementData"
1030833606,1619396019,19643100,223238093,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::AlongStepGetPhysicalInteractionLength"
1023752623,1412953777,10990921,220852735,"g4run","libG4processes.so","G4OpticalParametersMessenger::G4OpticalParametersMessenger"
1019714549,1838183607,10194014,340854689,"g4run","libG4processes.so","G4SBBremTable::LoadSTGrid"
1009810992,1396159688,42564609,83217480,"g4run","libG4processes.so","G4IntraNucleiCascader::finishCascade"
1001044208,1723214171,14520880,124880387,"g4run","libG4geometry.so","std::vector<G4FieldManager*, std::allocator<G4FieldManager*> >::_M_realloc_insert<G4FieldManager* const&>"
956927509,1411625227,23554262,235682653,"g4run","libG4processes.so","G4PAIySection::DifPAIySection"
944780511,1384288937,29046619,234426106,"g4run","libG4geometry.so","G4LogicalBorderSurface::GetSurface"
941028777,1675804078,9492292,371405451,"g4run","libG4geometry.so","G4Navigator::LocateGlobalPointAndSetup"
923440764,1382820542,16373323,165347339,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepRandom::getTheEngine"
913904547,1656615271,11988304,150948728,"g4run","libG4geometry.so","G4PolyhedraSide::Inside"
904725980,1287721346,18144651,116348941,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetInelasticElementCrossSection"
903200606,1480526043,20838516,183575995,"g4run","libG4track.so","G4Track::G4Track"
886979537,1268474220,12963585,242102126,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::flatArray"
884194710,1305072085,29736773,201115092,"g4run","libG4processes.so","G4ITMultiNavigator::GetGlobalExitNormal"
882165999,1321307375,23979331,237401287,"g4run","libG4processes.so","G4LossTableManager::PreparePhysicsTable"
872441960,1243929058,11508306,171275512,"g4run","libG4geometry.so","field_utils::relativeError2"
854981217,1538306344,12153877,109010183,"g4run","libG4processes.so","G4ScoreSplittingProcess::Verbose"
841216082,1281543067,7050554,229148628,"g4run","libG4track.so","G4VParticleChange::CheckIt"
831355520,1187876144,24166228,91413907,"g4run","libG4processes.so","G4VEmProcess::ComputeIntegralLambda"
823137292,1540751390,12502346,250644124,"g4run","libG4geometry.so","G4MultiLevelLocator::EstimateIntersectionPoint"
803976229,1457015088,12646552,202809911,"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AdvanceChordLimited"
801839711,1207198586,18029833,220198285,"g4run","libG4geometry.so","G4VoxelNavigation::LevelLocate"
781646868,1256334939,14741643,147056301,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::CopyStep"
780203209,1243960951,15171908,245707685,"g4run","libG4geometry.so","G4ParameterisedNavigation::LocateNextVoxel"
779078426,1024222349,14624229,189800099,"g4run","libG4track.so","G4StepPoint::G4StepPoint"
757926404,1327257712,11705618,349649162,"g4run","libG4processes.so","G4F18GEMProbability::G4F18GEMProbability"
756588679,1205727020,7649894,192377794,"g4run","libG4processes.so","G4SBBremTable::SampleEnergyTransfer"
741323729,1170432311,10701025,230291811,"g4run","libG4event.so","G4GeneralParticleSource::ListSource"
736255638,913689326,10485533,133822512,"g4run","libG4track.so","G4ParticleChangeForMSC::DumpInfo"
727925530,1179699106,7289084,202226969,"g4run","libG4geometry.so","G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::Stepper"
724385541,1136504347,21576366,187076668,"g4run","libG4processes.so","G4ScoreSplittingProcess::AtRestDoIt"
713880312,1149428076,35782385,84148347,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzVector::boost"
694413384,1265694061,7339757,334473167,"g4run","libm.so.6","__ieee754_pow_fma"
686028445,1021294688,9860865,204130846,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::G4ParallelWorldScoringProcess"
679854785,1123875745,12105530,196063501,"g4run","libG4geometry.so","G4Paraboloid::SurfaceNormal"
679793300,966648213,18720042,193159062,"g4run","libG4geometry.so","G4Tubs::DistanceToOut"
670449143,1120494576,8148918,233730485,"g4run","libm.so.6","__ieee754_exp_fma"
660931122,1048095930,12462609,154798475,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::MULWU"
659461066,752770789,13421379,85827453,"g4run","libG4global.so","G4Physics2DVector::BicubicInterpolation"
658809721,1076540583,8924455,142436923,"g4run","libG4tracking.so","0x000000000002f809"
658474969,1193136112,5858270,162836226,"g4run","libG4processes.so","G4SBBremTable::BuildSamplingTables"
655366651,836293157,17576861,101839316,"g4run","libG4processes.so","G4ComponentSAIDTotalXS::GetChargeExchangeCrossSection"
630318669,1026744230,10787176,125745907,"g4run","libG4geometry.so","G4FieldManager::G4FieldManager"
623850055,829213239,15826002,147695196,"g4run","libG4geometry.so","G4ReflectionFactory::Place"
622740752,878513931,7535044,130737369,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::ComputeNewStepSize"
613458933,1070030740,12904095,132601915,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::ReadData"
613399281,864588597,16013050,117852027,"g4run","libG4processes.so","G4ComponentSAIDTotalXS::GetInelasticIsotopeCrossSection"
610596947,1059691928,38718241,73299495,"g4run","libG4processes.so","G4InuclCollider::collide"
588313548,750022020,12869432,85085579,"g4run","libG4processes.so","G4InitXscPAI::~G4InitXscPAI"
586296275,963153866,10700093,153109956,"g4run","libG4geometry.so","G4PVParameterised::CheckOverlaps"
581994745,936497370,8895279,134483262,"g4run","libG4processes.so","G4VEmProcess::PostStepDoIt"
581303485,988244878,9290924,58435421,"g4run","libG4processes.so","std::vector<G4Material const*, std::allocator<G4Material const*> >::_M_realloc_insert<G4Material const*>"
578570962,933301170,11016611,150565855,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd"
577186484,1069084482,8999083,88399067,"g4run","libG4geometry.so","G4PolyPhiFace::Diagonalie"
573375509,1079567939,3104777,208125431,"g4run","libG4processes.so","std::vector<unsigned long, std::allocator<unsigned long> >::operator="
568802473,912834221,8195371,142098489,"g4run","libG4geometry.so","G4IntegrationDriver<G4MagIntegratorStepper>::OneGoodStep"
556534770,914539239,7455861,126593693,"g4run","libG4tracking.so","0x000000000002f81c"
555485839,838524410,12938335,102368442,"g4run","libG4particles.so","0x000000000006f80c"
552506267,916539906,8187518,147968933,"g4run","libG4track.so","G4Step::GetDeltaEnergy"
544617253,766354260,18907460,113648490,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4FastList<G4Track>*>, std::_Select1st<std::pair<int const, G4FastList<G4Track>*> >, std::less<int>, std::allocator<std::pair<int const, G4FastList<G4Track>*> > >::_M_erase"
541547433,755811108,4963140,128719417,"g4run","libG4processes.so","G4PEEffectFluoModel::G4PEEffectFluoModel"
538754557,783587032,16127919,139564586,"g4run","libG4processes.so","G4PenelopeRayleighModelMI::ReadDataFile"
537395696,918815896,9567849,181008140,"g4run","libG4processes.so","G4LossTableManager::GetEnergyLossProcess"
533153275,807996867,18131306,87317990,"g4run","libG4particles.so","G4DynamicParticle::operator="
532134797,1016507207,8716579,62397614,"g4run","libG4geometry.so","G4FieldManagerStore::DeRegister"
530066176,747575082,6046480,105634518,"g4run","libG4geometry.so","field_utils::absoluteError"
524037603,803428495,19263702,154929039,"g4run","libG4geometry.so","G4Trap::MakePlane"
520612669,599817607,11783492,69976527,"g4run","libG4processes.so","G4PAIySection::G4PAIySection"
519235120,876545555,8804352,77213271,"g4run","libG4processes.so","G4ProcessManager::RemoveProcess"
517083972,802928203,5588272,151114610,"g4run","libG4geometry.so","G4FSALBogackiShampine45::Stepper"
514392160,945514912,2645919,188737867,"g4run","libG4processes.so","G4SBBremTable::ClearSamplingTables"
507268076,868642056,8800274,126936967,"g4run","libG4geometry.so","G4Box::SetYHalfLength"
499748950,797625138,10330194,79453959,"g4run","libG4geometry.so","operator<<"
499649057,826689385,5314455,129302067,"g4run","libG4geometry.so","G4MagneticField::G4MagneticField"
487091499,783031920,14980859,113045066,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::GetIndex"
485676564,678916751,10083165,63503330,"g4run","libG4processes.so","std::_Rb_tree<G4MoleculeDefinition const*, std::pair<G4MoleculeDefinition const* const, double>, std::_Select1st<std::pair<G4MoleculeDefinition const* const, double> >, std::less<G4MoleculeDefinition const*>, std::allocator<std::pair<G4MoleculeDefinition const* const, double> > >::_M_erase"
475951298,805200676,9569724,65813009,"g4run","libG4processes.so","G4OpticalParameters::StreamInfo"
473836488,670365811,12295993,102467670,"g4run","libG4track.so","G4VParticleChange::DumpInfo"
471078458,534797538,8571282,60303672,"g4run","libG4global.so","G4PhysicsVector::Retrieve"
465018178,789910787,7873278,142137240,"g4run","libG4geometry.so","aNavigHistoryAllocator"
463332418,815330939,4512532,178329593,"g4run","libm.so.6","exp@@GLIBC_2.29"
461560883,705898142,6922715,138536398,"g4run","libG4geometry.so","G4BooleanSolid::StackPolyhedron"
457798397,751544443,9573756,85954999,"g4run","libG4geometry.so","G4PolyPhiFace::Diagonal"
443869965,834088598,10713562,135618251,"g4run","libG4geometry.so","G4NormalNavigation::G4NormalNavigation"
439013221,726002910,9033251,66639351,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeParametrizedXSectionPerAtom"
438983050,625387203,13830269,98027052,"g4run","libG4geometry.so","G4ReflectionFactory::ReflectPVDivision"
436881705,733952682,2929436,141699639,"g4run","libG4event.so","G4GeneralParticleSourceData::~G4GeneralParticleSourceData"
433388935,674912920,26177248,47808883,"g4run","libG4processes.so","G4LightTargetCollider::collide"
432019438,649097638,23847439,47431218,"g4run","libG4particles.so","G4OmegacZero::Definition"
431582284,681436370,7944912,64497415,"g4run","libG4geometry.so","G4SimpleLocator::EstimateIntersectionPoint"
429166504,591563399,10327973,106233971,"g4run","libG4geometry.so","G4LogicalVolume::~G4LogicalVolume"
421491599,708186794,3030196,140207842,"g4run","libG4processes.so","G4PhotoElectricEffect::InitialiseProcess"
413158207,706472347,7810576,72555447,"g4run","libG4geometry.so","G4PolyhedraSide::Normal"
413120492,674005352,6249043,114733546,"g4run","libG4tracking.so","G4Step::InitializeStep"
411008797,662805380,6472520,44659924,"g4run","libG4processes.so","G4PairProductionRelModel::G4PairProductionRelModel"
403412968,644289101,6775183,74025726,"g4run","libG4geometry.so","G4FieldTrack::G4FieldTrack"
402663079,726697929,3519535,181807813,"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance"
392622133,716328298,8265546,113353051,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::SetParallelWorld"
389574003,457664852,7110846,50259249,"g4run","libG4processes.so","G4PAIySection::InitPAI"
387189586,550167438,21843134,41654518,"g4run","libG4particles.so","G4LambdacPlus::Definition"
386615925,561904056,4976089,93109234,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
381813519,628449958,10129396,117696362,"g4run","libG4geometry.so","G4PolyconeSide::DistanceAway"
381042538,576404299,8564815,46103153,"g4run","libG4processes.so","0x00000000008b0739"
379849607,579317178,8767423,78598880,"g4run","libG4event.so","0x000000000006a4a7"
376894104,580858764,5692471,41924770,"g4run","libG4geometry.so","G4FieldTrack::G4FieldTrack"
376891255,726878331,1695484,159065969,"g4run","libG4event.so","std::unique_lock<std::mutex>::unlock"
369797809,618160087,11032531,110160554,"g4run","libG4geometry.so","G4Tubs::ApproxSurfaceNormal"
369200276,542418697,12447166,63528920,"g4run","libG4processes.so","G4HadronNucleonXsc::HadronNucleonXscPDG"
367056449,646277552,3301395,140113446,"g4run","libG4processes.so","std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_realloc_insert<std::vector<unsigned long, std::allocator<unsigned long> > const&>"
366409365,560151091,11207688,77994488,"g4run","libG4track.so","std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>"
366379662,437568485,4610579,99554238,"g4run","libG4track.so","G4ParticleChangeForMSC::CheckIt"
363612781,533940456,8810131,100128663,"g4run","libG4geometry.so","G4Cons::DistanceToIn"
361474927,470635816,17976779,58916343,"g4run","libG4processes.so","G4RKPropagation::Init"
360796638,486767026,10302117,67289799,"g4run","libG4processes.so","G4LossTableManager::Register"
360098562,498114026,8709080,58252920,"g4run","libG4processes.so","0x000000000093f725"
359458595,637954900,2469465,111870613,"g4run","libG4processes.so","G4SBBremTable::LoadSamplingTables"
357942419,639895875,6818356,80075137,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::GetQ2_2"
353086759,489672549,9900010,72861202,"g4run","libG4tracking.so","G4SteppingManager::InvokePSDIP"
344694345,561290878,20882140,43106320,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
338457564,417450688,6938721,38779259,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::GetInelasticIsotopeCrossSection"
334490228,579650209,6694982,89084198,"g4run","libG4processes.so","G4LossTableManager::ResetParameters"
333598517,565715311,8442664,98951319,"g4run","libG4processes.so","G4LossTableBuilder::BuildDEDXTable"
328030503,519201659,6548360,121471426,"g4run","libG4geometry.so","G4Trap::G4Trap"
324532815,589175658,2978499,102190801,"g4run","libm.so.6","__sin_fma"
319602383,711382740,8094372,132519993,"g4run","libG4geometry.so","G4Box::DistanceToIn"
317480787,495300162,4746233,111709396,"g4run","libG4processes.so","G4SeltzerBergerModel::ReadData"
316851445,545424594,5898920,103123506,"g4run","libG4geometry.so","G4PolyconeSide::G4PolyconeSide"
315442362,467438198,7002467,72608255,"g4run","libG4tracking.so","std::vector<G4String, std::allocator<G4String> >::_M_realloc_insert<char const*&>"
314379978,466332959,9375401,83791970,"g4run","libG4geometry.so","G4LogicalBorderSurface::DumpInfo"
314098624,432204625,9154316,78350973,"g4run","libG4track.so","G4ParticleChangeForLoss::operator="
311955753,384192101,3720132,85837369,"g4run","libG4track.so","G4ParticleChangeForMSC::Initialize"
309139871,480769841,5099595,76987739,"g4run","libG4track.so","G4Step::GetSecondaryInCurrentStep"
307755805,445597522,7209970,28043125,"g4run","libG4processes.so","G4EmElementSelector::SelectRandomAtom"
307714867,412916861,6553114,59052806,"g4run","libG4processes.so","G4PAIySection::SumOverBordPlasmon"
305692204,692469716,1942768,129273316,"g4run","libG4processes.so","G4SBBremTable::LinSearch"
305649780,426884786,7756410,64399931,"g4run","libG4geometry.so","std::vector<G4LogicalSkinSurface*, std::allocator<G4LogicalSkinSurface*> >::_M_realloc_insert<G4LogicalSkinSurface*>"
304507124,514885476,4917018,89120104,"g4run","libG4geometry.so","G4Paraboloid::Clone"
301518446,439477569,8952454,79722033,"g4run","libG4geometry.so","G4LogicalSkinSurface::~G4LogicalSkinSurface"
300048167,379127424,5353339,52299595,"g4run","libG4processes.so","G4EmCalculator::FindEnergyLossProcess"
298656948,421142462,2729825,60435589,"g4run","libG4track.so","G4Step::G4Step"
292359103,608061790,4986449,105791609,"g4run","libG4processes.so","G4Radioactivation::DecayIt"
289605401,399485709,6863837,76336108,"g4run","libG4geometry.so","field_utils::relativeError@plt"
