cycles,instructions,l2_itlb_misses,l2_dtlb_misses,comm,dso,symbol
84436124,133463248,1000,25116,"g4run","libG4geometry.so","G4UnionSolid::GetCubicVolume"
84431496,149971665,7722,23036,"g4run","libG4particles.so","G4IonTable::FindIon"
83748632,138184535,4659,35969,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions"
83734477,155637157,627,2773,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
83050345,142356747,2167,6644,"g4run","libG4processes.so","G4ParticleHPNHe3InelasticFS::G4ParticleHPNHe3InelasticFS@plt"
83046381,110840365,8575,13983,"g4run","libG4processes.so","G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print"
82358772,112661172,7311,11381,"g4run","libc.so.6","__memmove_avx_unaligned_erms"
81679926,92143919,651,5282,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::GetChipsCrossSection"
80977520,112491554,1631,30386,"g4run","libG4geometry.so","G4PhysicalVolumeStore::DeRegister"
80954961,168012935,129,2518,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
80936612,92612642,1218,7944,"g4run","libG4processes.so","G4NuclearFermiDensity::GetDeriv"
80935757,161442023,96,704,"g4run","libG4processes.so","G4F19GEMProbability::G4F19GEMProbability"
80322422,95107929,986,8564,"g4run","libG4tracking.so","G4VVisManager::GetConcreteInstance@plt"
80239127,76441579,1771,5810,"g4run","libG4processes.so","G4NIELCalculator::ComputeNIEL"
80233154,130751923,772,9755,"g4run","libG4geometry.so","G4Box::DistanceToOut"
79694821,89231617,1394,6279,"g4run","libG4processes.so","G4OpticalParameters::GetScintVerboseLevel"
79571863,137631124,2182,11824,"g4run","libG4geometry.so","G4BrentLocator::EstimateIntersectionPoint"
79567323,148462003,1058,15884,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
79564866,114136795,9755,10523,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::HadronNucleusQ2_2"
79547288,110850925,1061,11428,"g4run","libG4processes.so","G4Fancy3DNucleus::ChoosePositions"
78865763,99642203,455,5159,"g4run","libG4track.so","0x00000000000116c7"
78847885,108806507,613,27968,"g4run","libG4processes.so","G4NeutronCaptureXS::SelectIsotope"
78694977,88883684,1175,3859,"g4run","libG4processes.so","G4OpticalParameters::GetScintByParticleType"
78169434,130924581,5025,8364,"g4run","libG4processes.so","G4WatcherGun::setWatchers"
78161494,134803256,829,8072,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIxSection"
77406521,104574404,6106,35600,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::ElectronicBindingEnergy"
76780871,143577317,1301,8299,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd@plt"
76768594,71500637,1336,14415,"g4run","libG4tracking.so","G4Step::UpdateTrack"
75554565,87854897,1965,11835,"g4run","libG4processes.so","G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::print"
75381914,137351323,1356,15879,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ReadData"
75364823,85675100,705,5949,"g4run","libm.so.6","__acos"
75360628,112446248,11172,9835,"g4run","libG4processes.so","G4IntraNucleiCascader::G4IntraNucleiCascader"
74690820,75409776,23465,44345,"g4run","libc.so.6","__strncmp_avx2"
73961319,104250224,4865,26528,"g4run","libG4event.so","0x000000000006a499"
72584984,108001841,5528,13058,"g4run","libG4processes.so","G4InuclCollider::~G4InuclCollider"
72583972,16647190,941,116344,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_increment"
72558679,107554866,2698,12072,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeCrossSectionPerAtom"
71887843,111473814,3787,8997,"g4run","libG4processes.so","G4GammaTransition::SampleDirection"
71887392,111990576,2589,9849,"g4run","libG4processes.so","G4SeltzerBergerModel::ComputeDXSectionPerAtom"
71867360,88166226,286,2624,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton"
71187817,82826569,536,18485,"g4run","libG4processes.so","G4NeutronCaptureXS::GetElementCrossSection"
71187369,99759412,1500,25186,"g4run","libG4global.so","G4ProfilerConfig<1ul>::GetPersistent<1>"
71183200,155094513,4452,10219,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::printTable"
71181760,94579152,2105,20563,"g4run","libG4processes.so","G4PhysicsVector::Value"
70577936,94098187,412,1860,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillUsingKopylov"
70489266,84920631,810,13923,"g4run","libG4geometry.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
69771145,134385652,546,21516,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::GetDerivatives@plt"
68400840,105580728,445,4927,"g4run","libG4processes.so","G4MultiBodyMomentumDist::passVerbose"
68388135,139478695,0,2982,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetQ2max"
67695739,81367098,1208,17337,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::G4SauterGavrilaAngularDistribution"
67684049,64389363,18883,31848,"g4run","libc.so.6","_int_free"
66998996,85905989,1051,11484,"g4run","libG4geometry.so","0x0000000000270bad"
66990936,100054900,1953,19305,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find"
66988566,81101923,7815,28716,"g4run","libG4processes.so","G4PairProductionRelModel::GetLPMFunctions"
66308645,95636793,1741,5221,"g4run","libG4processes.so","G4StatMFMicroPartition::CoulombFreeEnergy"
66301431,101627645,268,2610,"g4run","libG4processes.so","G4PhotoElectricEffect::IsApplicable"
66290793,86921732,5818,16069,"g4run","libG4processes.so","G4ExcitationHandler::BreakItUp"
65602676,104653895,6565,16521,"g4run","libG4processes.so","G4ParticleInelasticXS::Initialise"
65598395,75211778,335,15533,"g4run","libG4geometry.so","G4ConstRK4::~G4ConstRK4@plt"
65595065,107512438,954,19978,"g4run","libG4geometry.so","G4LogicalSkinSurface::G4LogicalSkinSurface"
64922135,80268894,4065,9964,"g4run","libG4processes.so","G4CascadeInterface::copyOutputToHadronicResult"
63512306,138289471,3234,10758,"g4run","libG4global.so","G4Physics2DVector::Retrieve"
63508234,92709472,217,1095,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
62821089,43666616,25056,33536,"g4run","libG4processes.so","G4HadronicException::Report"
62106483,116999324,969,5605,"g4run","libG4geometry.so","G4ChordFinder::ApproxCurvePointV"
62093609,70747165,1605,4862,"g4run","libG4particles.so","G4DynamicParticle::operator="
60708714,73862947,8733,16872,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__class_type_info::__do_dyncast"
60705127,91181243,5477,28797,"g4run","libG4processes.so","G4Clebsch::Wigner6J"
60702769,62957737,3196,9289,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum"
60695989,83960387,2193,8830,"g4run","libG4processes.so","G4InitXscPAI::KillCloseIntervals"
60143782,67811939,1499,18471,"g4run","libG4processes.so","G4NeutronElectronElXsc::~G4NeutronElectronElXsc"
60029252,80895692,1070,7128,"g4run","libG4processes.so","std::vector<G4SBBremTable::SamplingTablePerZ*, std::allocator<G4SBBremTable::SamplingTablePerZ*> >::_M_fill_insert"
60022014,75129157,1351,8035,"g4run","libG4processes.so","G4EmExtraParameters::ActivateSecondaryBiasing"
59338233,102844199,3008,6485,"g4run","libG4processes.so","G4VEmProcess::ProcessDescription"
59322068,101016780,226,1807,"g4run","libG4processes.so","G4PEEffectFluoModel::~G4PEEffectFluoModel"
58636376,56358342,816,9518,"g4run","libG4processes.so","G4VEmProcess::BuildLambdaTable"
58620868,90217485,1375,10450,"g4run","libG4geometry.so","G4BooleanSolid::GetListOfPrimitives"
57242950,76725197,683,6923,"g4run","libG4geometry.so","0x000000000011f5e9"
57230776,74942682,830,6001,"g4run","libG4particles.so","G4Alpha::Definition@plt"
56529622,89639182,312,5608,"g4run","libG4geometry.so","G4Navigator::ComputeStepLog"
56522078,63298280,12245,18932,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::Register"
55839351,108648327,515,11706,"g4run","libG4tracking.so","0x000000000002f82d"
55837265,56414448,757,29004,"g4run","libG4processes.so","G4PAIxSection::GetEnergyTransfer"
55834063,83195095,257,6004,"g4run","libG4processes.so","G4NucleiModel::reset"
55821903,56859065,2496,29358,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >"
54435234,73094773,383,18040,"g4run","libG4geometry.so","G4Trap::ApproxSurfaceNormal"
53749858,94945718,736,18473,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength"
53738352,100515333,1034,12947,"g4run","libG4track.so","G4StepPoint::operator="
53734667,69897785,1803,16437,"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection"
53037677,67008752,821,19431,"g4run","libG4geometry.so","G4Cons::DistanceToOut"
52340225,111129449,2262,16205,"g4run","libG4processes.so","G4IonsShenCrossSection::calEcmValue"
51643956,61194506,1972,9522,"g4run","libG4processes.so","G4OpticalParameters::~G4OpticalParameters"
51643183,39915758,187,4961,"g4run","libG4track.so","G4StepPoint::G4StepPoint"
51639009,69486876,675,6783,"g4run","libG4tracking.so","0x000000000002f7ad"
51633063,63085118,4887,11640,"g4run","libG4particles.so","G4PionPlus::Definition"
50978558,73742387,9391,3858,"g4run","libG4processes.so","G4CascadeColliderBase::inelasticInteractionPossible"
50945032,36512636,16318,24866,"g4run","libstdc++.so.6.0.30","operator new"
50936643,69833005,2415,22199,"g4run","libG4processes.so","G4HadronicParameters::SetMaxEnergyTransitionQGS_FTF"
50250198,84662369,1704,4403,"g4run","libG4processes.so","G4SeltzerBergerModel::G4SeltzerBergerModel"
50242918,89733103,3360,16193,"g4run","libG4processes.so","G4CascadeInterface::makeDynamicParticle"
50221812,67137493,3409,23576,"g4run","libc.so.6","_int_malloc"
49544036,63073858,2154,10123,"g4run","libG4processes.so","G4VTransitionRadiation::DumpInfo"
49537616,77137917,5507,9323,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralGaussian"
48841481,49576465,3145,14603,"g4run","libG4processes.so","G4TransparentRegXTRadiator::DumpInfo"
48157295,40845616,87,3202,"g4run","libG4processes.so","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector"
48147875,110391303,512,150,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
46764303,60193375,4628,9913,"g4run","libG4global.so","G4ThreadLocalSingleton<G4GeometryTolerance>::G4ThreadLocalSingleton"
46057890,73577091,3441,9312,"g4run","libG4track.so","0x00000000000137d6"
46052373,99568009,0,1079,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusNChannelData, G4KaonHypSampler>::getMultiplicity"
45364434,62710490,2851,5198,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
45357624,45872248,9317,14783,"g4run","libG4processes.so","G4CascadeCheckBalance::ekinOkay"
45353859,75691223,916,13560,"g4run","libG4geometry.so","0x0000000000270ba8"
45347891,74921590,563,6810,"g4run","libG4geometry.so","G4PolyPhiFace::Intersect"
45337964,78699964,735,9326,"g4run","libG4particles.so","G4Electron::Definition"
44654676,46640191,4617,10202,"g4run","libG4processes.so","G4PhysicsTableHelper::RetrievePhysicsTable"
43969328,40708531,2628,12722,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::GetAtomicMass"
43960796,34160650,22073,25203,"g4run","libG4global.so","G4PhysicsModelCatalog::Initialize"
43275098,54741110,197,2634,"g4run","libG4processes.so","__tcf_0"
43270488,64672643,2005,11322,"g4run","libG4processes.so","G4EmCalculator::GetKinEnergy"
43269861,71588580,3380,6210,"g4run","libG4processes.so","G4NucleiModel::passFermi"
43258284,79681588,479,5894,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::SampleDirection"
43255103,53748382,1337,5746,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity"
42581710,92338784,403,7167,"g4run","libG4tracking.so","G4UserLimits::GetUserMaxTime"
42574607,62598423,631,5672,"g4run","libG4geometry.so","G4NormalNavigation::ComputeStep@plt"
42574577,46096319,810,6070,"g4run","libG4geometry.so","G4Tubs::G4Tubs"
42573912,51233124,10955,7951,"g4run","libm.so.6","log@@GLIBC_2.29"
41881355,52159869,826,20409,"g4run","libG4processes.so","std::vector<G4InuclElementaryParticle*, std::allocator<G4InuclElementaryParticle*> >::_M_fill_insert"
41868534,53231599,397,9363,"g4run","libCLHEP-2.4.5.3.so","HepGeom::operator*"
41177893,66613533,453,5817,"g4run","libG4geometry.so","0x00000000000e4a2e"
41172116,71182674,1527,16174,"g4run","libG4processes.so","G4ComponentSAIDTotalXS::GetElasticIsotopeCrossSection"
41165835,59491662,717,10324,"g4run","libG4geometry.so","0x0000000000270ba9"
40493617,55229504,4382,11855,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity"
40484403,57949229,2711,8423,"g4run","libG4geometry.so","G4PolyPhiFace::EarInit"
40479773,68411541,1171,5840,"g4run","libG4tracking.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
40479151,81585726,1378,7123,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable"
40477307,62012277,3204,9824,"g4run","libG4processes.so","G4StatMFMicroPartition::ChooseZ"
40476894,50793881,17856,24320,"g4run","libG4processes.so","G4LorentzConvertor::fillKinematics"
40465201,61527980,490,2680,"g4run","libG4processes.so","0x00000000008b6d6c"
40450710,58355749,389,6031,"g4run","libG4tracking.so","0x000000000002f83f"
40151832,52420543,2514,4970,"g4run","libG4particles.so","0x000000000006c848"
40140456,53803657,830,3936,"g4run","libCLHEP-2.4.5.3.so","__tls_get_addr@plt"
39772888,36534463,4043,10326,"g4run","libG4processes.so","G4EquilibriumEvaporator::goodRemnant"
39079131,58919019,2914,11708,"g4run","libG4particles.so","G4IonTable::FindIon"
39077469,68057206,274,1184,"g4run","libG4processes.so","G4StatMFParameters::DBetaDT"
39074009,56128176,839,5392,"g4run","libG4track.so","_GLOBAL__sub_I_G4StepPoint.cc"
39066155,96345717,3329,9089,"g4run","libG4processes.so","G4TransparentRegXTRadiator::GetStackFactor"
38390677,77128775,0,0,"g4run","libpythia8.so","Pythia8::BeamParticle::xfModified"
38388657,58738689,7412,6919,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
38384868,50919820,8655,13807,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
38383430,72024487,656,3352,"g4run","libG4processes.so","std::vector<G4SBBremTable::STPoint, std::allocator<G4SBBremTable::STPoint> >::_M_default_append"
38380593,44618640,125,6139,"g4run","libG4processes.so","G4NucleiModel::choosePointAlongTraj"
38379969,29970721,491,2107,"g4run","libG4tracking.so","G4UserLimits::SetUserMinRange"
38371797,52286252,838,9209,"g4run","libG4processes.so","G4NeutronElectronElXsc::GetElementCrossSection"
38354889,33986719,19452,20090,"g4run","libG4processes.so","G4HadronicException::~G4HadronicException"
37695141,44022579,857,16283,"g4run","libG4processes.so","G4VXTRenergyLoss::BuildEnergyTable"
37686433,38428742,264,7225,"g4run","libG4geometry.so","G4VoxelSafety::G4VoxelSafety"
37682717,48080511,540,8457,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
37680766,57074309,1384,5335,"g4run","libG4geometry.so","_G4cerr_p@plt"
37666536,29952293,5834,31383,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEntropy"
37002493,79434228,652,5090,"g4run","libG4processes.so","std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt"
36981418,63147924,1037,7885,"g4run","libG4tracking.so","G4TrajectoryPoint::G4TrajectoryPoint@plt"
36978619,68983406,6693,12685,"g4run","libG4particles.so","G4AntiDMesonZero::Definition"
36978468,48563415,49,1938,"g4run","libG4processes.so","G4AutoDelete::Register<G4CascadeParameters>"
36974175,67435970,169,4282,"g4run","libG4geometry.so","0x00000000000e516c"
36970119,75804774,599,3816,"g4run","libG4geometry.so","G4TessellatedSolid::~G4TessellatedSolid@plt"
36292106,81346024,146,2562,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::ThresholdEnergy"
36290384,38880159,21030,33507,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
36290372,54086394,438,1113,"g4run","libG4processes.so","G4MuonMinusCapture::G4MuonMinusCapture"
36288057,69352552,465,2833,"g4run","libG4processes.so","G4PAIySection::NormShift"
36283230,62999868,451,9161,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
35596819,65234668,3581,5016,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm"
35589559,41337121,218,2501,"g4run","libG4processes.so","0x000000000083492a"
35589347,64707387,122,2342,"g4run","libG4processes.so","G4PEEffectFluoModel::~G4PEEffectFluoModel"
35587418,42442378,3032,19300,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSectionSum"
34893480,47415484,4454,13846,"g4run","libG4processes.so","G4HadronicParameters::SetMinEnergyTransitionQGS_FTF"
34204722,56405883,507,6199,"g4run","libG4geometry.so","0x00000000000e4a28"
34204460,43166487,588,5616,"g4run","libG4processes.so","0x00000000006c9047"
34202885,51055405,253,760,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
34196629,50353305,3809,7852,"g4run","libG4particles.so","G4MesonConstructor::ConstructLightMesons"
34193955,60530034,1056,4921,"g4run","libG4geometry.so","G4ImplicitEuler::G4ImplicitEuler@plt"
34187944,28561543,8930,37451,"g4run","libG4processes.so","G4O16GEMProbability::G4O16GEMProbability"
33501461,31704351,1182,11887,"g4run","libG4processes.so","G4NeutronElectronElXsc::IsElementApplicable"
33499371,60196107,3594,9514,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::GetFactory"
33495170,42347230,643,2455,"g4run","libG4tracking.so","0x000000000002f837"
33491322,45284274,1017,4008,"g4run","libG4processes.so","std::_Rb_tree<double, std::pair<double const, G4DNAMolecularReactionData const*>, std::_Select1st<std::pair<double const, G4DNAMolecularReactionData const*> >, std::less<double>, std::allocator<std::pair<double const, G4DNAMolecularReactionData const*> > >::_M_get_insert_unique_pos@plt"
33489584,31227147,5117,21206,"g4run","libG4processes.so","G4StatMFMacroChemicalPotential::CalcChemicalPotentialNu"
33015629,29826350,6330,15483,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::AmplitudeNear"
32809261,44732327,764,3182,"g4run","libG4processes.so","G4ScreeningMottCrossSection::DifferentialXSection"
32802253,60154489,1095,7042,"g4run","libG4processes.so","G4LorentzConvertor::toTheTargetRestFrame"
32791033,70434707,2844,8945,"g4run","libG4processes.so","G4TransitionRadiation::AngleIntegralDistribution"
32112242,59842452,2226,4777,"g4run","libG4processes.so","G4ProtonField::G4ProtonField"
32106328,37100242,707,3567,"g4run","libG4geometry.so","G4MultiUnion::StreamInfo"
32106277,45197107,508,9615,"g4run","libG4global.so","G4ProfilerConfig<4ul>::GetPersistent<1>@plt"
32103473,75508552,0,0,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::pT2nextQCD"
32098306,41964583,396,9340,"g4run","libG4processes.so","G4BOptnCloning::~G4BOptnCloning@plt"
32081569,47641376,467,5401,"g4run","libG4geometry.so","field_utils::relativeError"
31407352,40707178,7267,13101,"g4run","libG4processes.so","G4Fissioner::deExcite"
31405516,45450797,1240,3490,"g4run","libG4geometry.so","G4Mag_EqRhs::SetChargeMomentumMass@plt"
31404653,61523838,78,2479,"g4run","libG4processes.so","0x0000000000838e4f"
31399336,67301154,296,2696,"g4run","libG4processes.so","G4SBBremTable::G4SBBremTable"
31391942,44240833,1194,6256,"g4run","libG4processes.so","G4VXTRenergyLoss::GetAngleVector"
30716981,55440514,318,1844,"g4run","libG4processes.so","G4PEEffectFluoModel::ComputeCrossSectionPerAtom"
30713805,55015766,1028,1966,"g4run","libQt5Qml.so.5.15.5","std::vector<double, std::allocator<double> >::reserve"
30713697,56828901,8135,10172,"g4run","libG4particles.so","G4KaonPlus::Definition"
30713416,35319562,2804,10375,"g4run","libG4event.so","0x0000000000069d87"
30710500,51901779,1303,3130,"g4run","libG4processes.so","G4ScreeningMottCrossSection::GetTransitionRandom"
30703930,54223988,618,3634,"g4run","libG4tracking.so","0x000000000002f1de"
30703755,49639004,604,4879,"g4run","libG4event.so","0x0000000000068e44"
30019857,28921545,7909,16663,"g4run","libG4processes.so","G4UPiNuclearCrossSection::BuildPhysicsTable"
30016096,42074633,953,12914,"g4run","libG4processes.so","G4CollisionOutput::addOutgoingParticles"
30013323,47842951,284,6034,"g4run","libG4geometry.so","G4BooleanSolid::GetPolyhedron"
30012113,31407062,5624,1544,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
30011503,72265858,402,1168,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
30008860,29125866,704,1938,"g4run","libG4processes.so","0x000000000037ba40"
30008277,34085990,253,2728,"g4run","libG4tracking.so","G4UserLimits::SetUserMaxTrackLength"
30006657,24131512,309,7820,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::InitialiseForElement"
29997760,35020288,8853,14288,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::Initialize"
29996952,49065690,1876,2409,"g4run","libG4processes.so","0x00000000008363e3"
29322222,38248297,124,1437,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
29317212,43565006,835,3247,"g4run","libG4geometry.so","0x00000000000eac5d"
29316151,38844458,198,2520,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::CalculateCrossSection"
29315790,59146690,1141,2606,"g4run","libG4processes.so","0x000000000037c9d0"
29315509,40116266,173,4593,"g4run","libG4processes.so","G4CascadeNNChannel::findCrossSection"
29312631,24325492,14994,22001,"g4run","libG4global.so","G4JTPolynomialSolver::FindRoots"
29309759,59664585,552,635,"g4run","libG4processes.so","G4C15GEMChannel::~G4C15GEMChannel"
29309307,60134621,309,4297,"g4run","libG4tracking.so","G4AdjointCrossSurfChecker::GoingInOrOutOfaVolumeByExtSurface"
29305887,30889316,1880,13544,"g4run","libG4processes.so","G4CollisionOutput::getTotalOutputMomentum"
28617913,22258629,4323,9550,"g4run","libc.so.6","__strlen_avx2"
28616254,40192445,89,1377,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::CalculateCrossSection"
28613383,39929611,501,3927,"g4run","libG4geometry.so","G4UnionSolid::DistanceToOut"
28611623,53140683,724,6185,"g4run","libG4processes.so","0x00000000006c9043"
28610239,63058706,481,4624,"g4run","libG4track.so","0x000000000001155f"
28606308,54935388,876,5722,"g4run","libG4processes.so","std::_Rb_tree<G4Material const*, std::pair<G4Material const* const, G4PhysicsFreeVector*>, std::_Select1st<std::pair<G4Material const* const, G4PhysicsFreeVector*> >, std::less<G4Material const*>, std::allocator<std::pair<G4Material const* const, G4PhysicsFreeVector*> > >::_M_erase"
28606007,58217634,421,1591,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
28605383,27376322,2605,5273,"g4run","libG4processes.so","G4MuMinusCapturePrecompound::ApplyYourself"
27920239,37544353,466,9971,"g4run","libG4geometry.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
27919324,47737046,5375,7164,"g4run","libG4track.so","G4VelocityTable::GetVelocityTable"
27915910,41555777,10001,10670,"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda"
27914553,45623666,382,6154,"g4run","libG4processes.so","G4DiffuseElasticV2::~G4DiffuseElasticV2@plt"
27912238,31022716,3084,5734,"g4run","libG4processes.so","G4MuonicAtomDecay::DecayIt"
27910273,37296101,1489,5706,"g4run","libG4processes.so","G4Cache<G4LossTableManager*>::~G4Cache"
27909748,33677528,439,13221,"g4run","libG4processes.so","G4VXTRenergyLoss::GetAngleXTR"
27909027,42288322,388,763,"g4run","libG4processes.so","G4CascadeDeexciteBase::~G4CascadeDeexciteBase"
27905765,37399741,858,24162,"g4run","libG4tracking.so","std::vector<G4Track*, std::allocator<G4Track*> >::_M_realloc_insert<G4Track* const&>"
27222474,34708066,440,5860,"g4run","libG4processes.so","G4CrossSectionDataStore::GetCrossSection"
27221804,20104439,23,5974,"g4run","libG4processes.so","0x00000000005f4429"
27219222,38072333,1989,4009,"g4run","libG4particles.so","0x000000000006bd68"
27211137,21618587,182,7189,"g4run","libG4processes.so","0x0000000000f69b7f"
26531725,33292305,100,1342,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetEquivalentPhotonQ2"
26526630,32176526,3351,7005,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<15, 19>::GetCosTheta"
26525639,27676038,283,3351,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::generate@plt"
26524296,40229637,582,5543,"g4run","libG4processes.so","0x000000000093aa4c"
26522343,32755956,687,5900,"g4run","libG4processes.so","G4ITStepProcessor::SetTrack@plt"
26518924,51915093,807,4227,"g4run","libG4event.so","G4IonTable::GetIon@plt"
26516122,37368762,947,4189,"g4run","libG4processes.so","G4SeltzerBergerModel::SampleEnergyTransfer"
26513145,61624779,158,1855,"g4run","libG4processes.so","G4PEEffectFluoModel::Initialise"
25880889,53042214,658,14639,"g4run","libG4processes.so","G4CollisionOutput::getTotalCharge"
25836755,14494379,4820,6430,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
25828905,34288493,593,2805,"g4run","libG4geometry.so","G4VIntersectionLocator::GetSurfaceNormal@plt"
25822263,31435339,189,2256,"g4run","libG4processes.so","G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::print"
25822001,9704538,693,4010,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos"
25821981,26786145,6490,13986,"g4run","libG4processes.so","G4CascadeCoalescence::selectCandidates"
25820949,29818667,916,1650,"g4run","libG4tracking.so","0x000000000002f82a"
25132926,55993188,407,1395,"g4run","libG4event.so","0x0000000000068db8"
25126976,57024238,155,1391,"g4run","libG4processes.so","0x00000000008394eb"
25126499,26204839,373,520,"g4run","libG4processes.so","G4CrossSectionSourcePtr::operator()@plt"
25126098,47248137,111,248,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
25124705,44453540,1433,3278,"g4run","libG4particles.so","G4IonTable::GetIon"
25124425,51391187,440,8778,"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToIn@plt"
25124273,46440006,197,2421,"g4run","libG4processes.so","0x0000000000838e4b"
25123998,38071355,1977,7390,"g4run","libG4processes.so","G4EMDissociationCrossSection::GetElementCrossSection"
25121244,26457001,19528,10861,"g4run","libG4processes.so","G4IntraNucleiCascader::generateCascade"
