cycles,instructions,l2_itlb_misses,l2_dtlb_misses,comm,dso,symbol
0,3074318,29,855,"g4run","libG4event.so","0x0000000000068e43"
0,3073374,0,27,"g4run","libG4processes.so","0x00000000009475de"
0,2978358,0,0,"g4run","libG4processes.so","0x000000000083944e"
0,2934071,423,1636,"g4run","libG4processes.so","G4FTFAnnihilation::Create2QuarkAntiQuarkStrings"
0,2826573,0,0,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::pT2nextQED"
0,2491439,491,0,"g4run","libG4geometry.so","G4Torus::SetAllParameters"
0,2410849,0,0,"g4run","libG4processes.so","G4AntiNeutrinoMu::Definition@plt"
0,2389714,0,188,"g4run","libG4geometry.so","0x00000000002122aa"
0,2376441,55,183,"g4run","libG4processes.so","G4MuonMinusAtomicCapture::PreparePhysicsTable"
0,2351232,0,139,"g4run","libG4processes.so","G4UCNMaterialPropertiesTable::GetMRProbability@plt"
0,2321869,0,0,"g4run","libG4processes.so","G4INCL::AllocationPool<G4INCL::NNToNNKKbChannel>::getObject@plt"
0,2310124,0,0,"g4run","libG4processes.so","0x0000000000833cb8"
0,2293596,52,101,"g4run","libG4processes.so","0x000000000083fd17"
0,2284462,184,1300,"g4run","libG4processes.so","std::vector<G4Fragment*, std::allocator<G4Fragment*> >::_M_realloc_insert<G4Fragment* const&>"
0,2240941,230,655,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<15, 19>::~G4NumIntTwoBodyAngDst"
0,2238773,56,0,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorEM"
0,2235727,0,0,"g4run","libG4processes.so","G4OpticalParameters::SetWLS2TimeProfile@plt"
0,2218959,0,0,"g4run","libG4processes.so","G4TypeMutex<G4Cache<CLHEP::HepLorentzVector*> >"
0,2218001,20,124,"g4run","libG4processes.so","G4Bessel::K0"
0,2200310,0,64,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusNChannelData, G4KaonSampler>::printTable"
0,2190430,114,240,"g4run","libG4processes.so","0x000000000083fd1b"
0,2186399,0,355,"g4run","libG4processes.so","G4IntraNucleiCascader::particleCanInteract"
0,2182091,151,179,"g4run","libG4processes.so","G4ElasticData::DefineNucleusParameters"
0,2158270,0,300,"g4run","libG4processes.so","G4BinaryCascade::Propagate"
0,2152062,31,0,"g4run","libG4geometry.so","0x00000000001498d8"
0,2151837,98,163,"g4run","libG4processes.so","0x00000000009d26c8"
0,2144862,0,0,"g4run","libG4processes.so","G4BigBanger::generateMomentumModules"
0,2143481,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon@plt"
0,2123616,33,126,"g4run","libG4processes.so","G4CrossSectionDataStore::ComputeCrossSection"
0,2109529,0,241,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::CrossSectionDescription"
0,2099368,257,328,"g4run","libG4particles.so","G4NeutrinoTau::Definition"
0,2085950,0,0,"g4run","libG4processes.so","G4NucleiProperties::GetBindingEnergy@plt"
0,2074028,0,353,"g4run","libG4processes.so","G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::print"
0,2050146,0,0,"g4run","libG4geometry.so","0x00000000001946a4"
0,2015770,0,0,"g4run","libG4processes.so","G4UPiNuclearCrossSection::LoadData@plt"
0,2008236,0,0,"g4run","libG4geometry.so","0x000000000019473a"
0,2001913,24,0,"g4run","libG4processes.so","G4OpticalParameters::GetBoundaryInvokeSD"
0,1969026,0,174,"g4run","libG4processes.so","G4TransitionRadiation::IntegralOverAngle@plt"
0,1446812,0,0,"g4run","libG4processes.so","G4HadronicParameters::SetEnableIntegralElasticXS"
0,1438391,0,0,"g4run","libG4processes.so","G4ENDFTapeRead::G4GetNumberOfEnergyGroups@plt"
0,1437434,0,199,"g4run","libG4event.so","G4SPSAngDistribution::GenerateUserDefTheta"
0,1424104,62,0,"g4run","libpythia8.so","Pythia8::Vec4::bstback"
0,1422610,74,0,"g4run","libpythia8.so","Pythia8::Sigma2Process::set2KinMPI"
0,1412602,0,0,"g4run","libpythia8.so","Pythia8::ColourTracing::setupColList"
0,1395549,0,0,"g4run","libpythia8.so","Pythia8::MultipartonInteractions::pTnext"
0,1386802,0,0,"g4run","libpythia8.so","Pythia8::ColConfig::insert"
0,1380686,0,0,"g4run","libG4persistency.so","operator new@plt"
0,1353084,55,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroNChannelData, G4KaonHypSampler>::getMultiplicity"
0,1345253,0,0,"g4run","libG4processes.so","G4Abla::idint@plt"
0,1325942,0,0,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar::sigmaKin"
0,1316081,130,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,1296278,124,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,1273892,38,0,"g4run","libG4processes.so","G4PolynomialPDF::GetX@plt"
0,1253494,0,0,"g4run","libG4processes.so","0x0000000000ab3a14"
0,1251294,0,0,"g4run","libG4processes.so","0x00000000009d3589"
0,1247027,38,0,"g4run","libG4processes.so","std::vector<G4VStatMFMacroCluster*, std::allocator<G4VStatMFMacroCluster*> >::_M_realloc_insert<G4VStatMFMacroCluster*>"
0,1241952,0,126,"g4run","libG4particles.so","G4TextPPReporter::GeneratePropertyTable@plt"
0,1240681,0,0,"g4run","libG4processes.so","0x0000000000b7737b"
0,1237090,49,523,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMfinalState"
0,1236675,196,0,"g4run","libG4processes.so","0x000000000037ebd0"
0,1235277,0,0,"g4run","libG4processes.so","G4MuonMinusAtomicCapture::AtRestDoIt"
0,1217882,0,531,"g4run","libG4processes.so","G4FTFParameters::Reset@plt"
0,1214657,160,384,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,1205207,0,250,"g4run","libG4processes.so","G4BinaryCascade::Absorb"
0,1203186,0,0,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::apply_bigskip"
0,1202041,0,0,"g4run","libG4particles.so","G4VIsotopeTable::G4VIsotopeTable"
0,1201458,38,0,"g4run","libG4processes.so","G4MuonMinusAtomicCapture::BuildPhysicsTable"
0,1195814,0,217,"g4run","libG4event.so","G4SPSRandomGenerator::GenRandPosTheta@plt"
0,1195308,0,230,"g4run","libG4processes.so","G4BetheBlochModel::SetupParameters"
0,1193999,44,0,"g4run","libG4processes.so","0x0000000000b3f9aa"
0,1193198,0,0,"g4run","libpythia8.so","Pythia8::Sigma2Process::sigmaHatWrap"
0,1188539,150,118,"g4run","libG4processes.so","G4HadronicParameters::~G4HadronicParameters"
0,1185309,0,348,"g4run","libG4processes.so","0x0000000000b3645a"
0,1182099,0,0,"g4run","libG4particles.so","0x00000000000631a6"
0,1174728,0,0,"g4run","libG4processes.so","G4BinaryLightIonReaction::EnergyAndMomentumCorrector"
0,1172204,50,789,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::ComputeWeight"
0,1171414,0,0,"g4run","libG4geometry.so","G4ClassicalRK4::G4ClassicalRK4"
0,1169402,0,0,"g4run","libG4processes.so","std::vector<G4HadSecondary, std::allocator<G4HadSecondary> >::_M_realloc_insert<G4HadSecondary>"
0,1168993,0,0,"g4run","libG4particles.so","G4IonConstructor::ConstructLightIons"
0,1167141,0,0,"g4run","libG4processes.so","0x00000000008e2f7a"
0,1164890,56,255,"g4run","libG4particles.so","0x00000000000631aa"
0,1163759,0,0,"g4run","libG4processes.so","G4DNAEventSet::CreateEvent@plt"
0,1161293,0,0,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::~G4DiffractiveSplitableHadron"
0,1159014,0,96,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
0,1155157,0,0,"g4run","libG4processes.so","G4GammaNuclearXS::IsIsoApplicable"
0,1152032,0,0,"g4run","libG4tracking.so","G4SteppingManager::Stepping@plt"
0,1151800,46,0,"g4run","libG4processes.so","G4Scatterer::GetTimeToInteraction"
0,1151695,0,0,"g4run","libG4processes.so","0x000000000037b970"
0,1147111,396,746,"g4run","libG4processes.so","G4CascadeData<31, 3, 12, 33, 59, 30, 20, 0, 0>::printXsec"
0,1145958,0,0,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar3S11gm::sigmaKin"
0,1145700,0,0,"g4run","libG4processes.so","G4EmParameters::MscSkin@plt"
0,1145028,0,158,"g4run","libG4processes.so","0x000000000037ccb0"
0,1144563,0,0,"g4run","libG4processes.so","G4QGSParticipants::GenerateDeltaIsobar@plt"
0,1143841,0,0,"g4run","libG4processes.so","G4MolecularConfiguration::G4MolecularConfigurationManager::GetMolecularConfiguration@plt"
0,1143082,0,0,"g4run","libG4tracking.so","G4UserLimits::SetUserMaxTime"
0,1140492,45,382,"g4run","libG4processes.so","0x00000000009d2e16"
0,1139509,164,273,"g4run","libG4processes.so","std::_Rb_tree<G4String, std::pair<G4String const, G4DNACrossSectionDataSet*>, std::_Select1st<std::pair<G4String const, G4DNACrossSectionDataSet*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4DNACrossSectionDataSet*> > >::find@plt"
0,1139044,0,0,"g4run","libG4processes.so","std::_Rb_tree<std::pair<G4Material const*, double>, std::pair<std::pair<G4Material const*, double> const, G4PhysicsTable*>, std::_Select1st<std::pair<std::pair<G4Material const*, double> const, G4PhysicsTable*> >, std::less<std::pair<G4Material const*, double> >, std::allocator<std::pair<std::pair<G4Material const*, double> const, G4PhysicsTable*> > >::find@plt"
0,1138911,0,0,"g4run","libG4particles.so","0x0000000000092e25"
0,1136926,0,426,"g4run","libG4processes.so","G4BaryonWidth::MassDependentWidth"
0,1136885,45,965,"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetNuclearMass"
0,1136338,71,0,"g4run","libstdc++.so.6.0.30","operator new@plt"
0,1135509,51,334,"g4run","libG4processes.so","0x00000000004ba7d9"
0,1133145,0,441,"g4run","libG4processes.so","G4fissionEvent::G4SmpNuDistDataU235"
0,1131257,0,0,"g4run","libG4processes.so","G4Bessel::pI0"
0,1131166,0,223,"g4run","libG4processes.so","0x0000000000b3646e"
0,1130340,0,0,"g4run","libG4processes.so","0x0000000000f18c0e"
0,1125029,0,0,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzVector::beta"
0,1123709,0,0,"g4run","libG4processes.so","G4PenelopeOscillatorManager::Clear@plt"
0,1121814,149,236,"g4run","libG4particles.so","G4UnknownParticle::Definition"
0,1121394,45,589,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,1117753,114,0,"g4run","libG4processes.so","G4INCLXXInterfaceStore::~G4INCLXXInterfaceStore@plt"
0,1117701,40,1206,"g4run","libG4processes.so","G4StatMFMacroMultiplicity::CalcMeanA"
0,1117640,132,0,"g4run","libG4processes.so","0x00000000008c4c3f"
0,1116198,0,0,"g4run","libG4processes.so","G4OpticalParameters::GetScintStackPhotons"
0,1116026,91,0,"g4run","libpythia8.so","Pythia8::AlphaEM::alphaEM"
0,1115603,0,0,"g4run","libG4processes.so","0x000000000085761b"
0,1114810,0,0,"g4run","libpythia8.so","Pythia8::RotBstMatrix::rot"
0,1114168,0,0,"g4run","libG4processes.so","0x0000000000a1ab5f"
0,1113774,0,0,"g4run","libG4processes.so","G4Fragment::ExcitationEnergyWarning@plt"
0,1111207,0,0,"g4run","libG4processes.so","0x0000000000f18ed7"
0,1110036,0,0,"g4run","libG4processes.so","0x000000000094595b"
0,1106616,0,0,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetANuElTotCsArray"
0,1105204,17,238,"g4run","libG4event.so","0x0000000000069d48"
0,1102574,35,0,"g4run","libG4geometry.so","0x00000000001daa9d"
0,1100765,0,89,"g4run","libG4processes.so","0x000000000096dba7"
0,1099718,54,0,"g4run","libG4processes.so","std::_Rb_tree<G4Track*, std::pair<G4Track* const, bool>, std::_Select1st<std::pair<G4Track* const, bool> >, std::less<G4Track*>, std::allocator<std::pair<G4Track* const, bool> > >::_M_get_insert_unique_pos@plt"
0,1095478,0,341,"g4run","libG4processes.so","std::vector<G4CollisionInitialState*, std::allocator<G4CollisionInitialState*> >::_M_realloc_insert<G4CollisionInitialState*>"
0,1094047,0,0,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetNuElTotCsXsc"
0,1091882,0,0,"g4run","libG4geometry.so","0x00000000002704c7"
0,1089218,0,0,"g4run","libG4processes.so","std::vector<G4InteractionContent*, std::allocator<G4InteractionContent*> >::_M_realloc_insert<G4InteractionContent* const&>"
0,1085610,0,0,"g4run","libG4processes.so","0x0000000000838c37"
0,1082741,0,0,"g4run","libG4processes.so","G4F19GEMProbability::~G4F19GEMProbability"
0,1081071,0,0,"g4run","libG4processes.so","0x00000000009486cc"
0,1080481,43,0,"g4run","libG4processes.so","G4Evaporation::SetGEMVIChannel@plt"
0,1080480,0,0,"g4run","libG4processes.so","0x00000000009f4534"
0,1078055,0,0,"g4run","libG4processes.so","0x0000000000380920"
0,1077388,0,0,"g4run","libG4processes.so","G4HadProjectile::G4HadProjectile"
0,1075944,0,403,"g4run","libG4processes.so","0x000000000037d570"
0,1074187,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::printTable"
0,1073511,0,0,"g4run","libG4processes.so","G4VPartonStringModel::Scatter"
0,1072733,0,0,"g4run","libG4particles.so","0x000000000005b2d6"
0,1069891,0,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4CascadeChannel*>, std::_Select1st<std::pair<int const, G4CascadeChannel*> >, std::less<int>, std::allocator<std::pair<int const, G4CascadeChannel*> > >::_M_get_insert_hint_unique_pos"
0,1068129,200,289,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,1065244,18,0,"g4run","libG4event.so","G4AdjointStackingAction::ClassifyNewTrack"
0,1064828,0,0,"g4run","libG4processes.so","0x0000000000a52bbd"
0,1062244,119,0,"g4run","libG4processes.so","0x00000000008e1948"
0,1061408,130,516,"g4run","libG4processes.so","0x000000000037f090"
0,1060951,174,467,"g4run","libG4processes.so","G4DiffuseElasticV2::InitialiseOnFly"
0,1059610,0,0,"g4run","libG4processes.so","G4NeutronElectronElXsc::G4NeutronElectronElXsc"
0,1058963,0,0,"g4run","libG4processes.so","0x000000000092e81b"
0,1057790,0,0,"g4run","libG4processes.so","G4Cache<G4HadFinalState*>::~G4Cache@plt"
0,1056758,0,0,"g4run","libG4processes.so","G4ProductionCutsTable::UpdateCoupleTable"
0,1056712,0,0,"g4run","libG4processes.so","0x0000000000380120"
0,1056367,37,178,"g4run","libG4geometry.so","G4PolyconeSide::DistanceAway@plt"
0,1056245,0,0,"g4run","libG4processes.so","G4ParticleHPT2AInelasticFS::G4ParticleHPT2AInelasticFS@plt"
0,1055741,0,0,"g4run","libG4processes.so","G4RKFieldIntegrator::GetAntiprotonPotential"
0,1052696,19,245,"g4run","libG4event.so","0x000000000006a40d"
0,1052607,0,0,"g4run","libG4processes.so","G4MoleculeCounter::GetRecordedMolecules@plt"
0,1052518,0,0,"g4run","libG4particles.so","0x00000000000631ef"
0,1048976,818,1126,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,1048386,0,0,"g4run","libG4processes.so","std::_Deque_base<G4INCL::NNToNNEtaChannel*, std::allocator<G4INCL::NNToNNEtaChannel*> >::_M_initialize_map@plt"
0,1046155,202,0,"g4run","libG4processes.so","0x00000000008e2f71"
0,1040882,346,446,"g4run","libG4processes.so","G4RKPropagation::Transport"
0,1040080,0,0,"g4run","libG4processes.so","0x00000000008b6af3"
0,1040065,0,0,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::GetDiffElasticSumProb@plt"
0,1037849,14,0,"g4run","libG4processes.so","G4ANuElNucleusNcModel::ApplyYourself"
0,1036611,0,0,"g4run","libG4processes.so","G4WilsonAbrasionModel::~G4WilsonAbrasionModel"
0,1034829,0,0,"g4run","libG4processes.so","G4MesonAbsorption::GetCollisions"
0,1030530,0,0,"g4run","libG4processes.so","0x000000000037b940"
0,1030524,159,898,"g4run","libG4processes.so","G4InuclNuclei::G4InuclNuclei"
0,1028410,34,136,"g4run","libG4processes.so","0x00000000008b6d26"
0,1026562,0,0,"g4run","libG4processes.so","0x0000000000add18c"
0,1026477,75,144,"g4run","libG4vis_management.so","G4VisCommandViewerList::SetNewValue"
0,1024641,0,0,"g4run","libG4geometry.so","0x00000000001946aa"
0,1022610,53,0,"g4run","libG4error_propagation.so","operator new@plt"
0,1022233,0,0,"g4run","libG4processes.so","0x0000000000833f69"
0,1021517,0,90,"g4run","libG4processes.so","0x0000000000a48fcd"
0,1020707,0,0,"g4run","libG4processes.so","0x00000000008b6fbc"
0,1019946,0,308,"g4run","libG4processes.so","0x00000000006c9fe9"
0,1019459,0,0,"g4run","libG4tracking.so","0x000000000003016f"
0,1015244,0,0,"g4run","libG4particles.so","std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_M_copy<false, std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_Alloc_node>"
0,1014779,44,0,"g4run","libG4processes.so","0x000000000095fb47"
0,1013334,0,0,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::iterate_raw_vec"
0,1008104,382,0,"g4run","libm.so.6","__math_check_uflow"
0,1008099,256,1961,"g4run","libG4processes.so","G4N12GEMChannel::~G4N12GEMChannel"
0,1007968,316,799,"g4run","libG4geometry.so","0x000000000014aa0b"
0,1007184,0,0,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar3S11g::sigmaKin"
0,1001811,0,125,"g4run","libG4processes.so","G4FissionProductYieldDist::FindParticleInterpolation@plt"
0,1000603,0,0,"g4run","libG4geometry.so","0x00000000001cc616"
0,999443,0,0,"g4run","libG4processes.so","0x0000000000b77634"
0,998402,0,0,"g4run","libG4processes.so","G4CascadeRecoilMaker::goodFragment"
0,996748,0,0,"g4run","libG4processes.so","0x0000000000f18e3a"
0,994410,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getOutgoingParticleTypes"
0,993932,0,0,"g4run","libG4processes.so","0x00000000003803b0"
0,993519,0,261,"g4run","libG4processes.so","0x0000000000380410"
0,991761,0,0,"g4run","libG4geometry.so","G4Torus::TorusRootsJT"
0,989119,0,0,"g4run","libm.so.6","__expm1"
0,988431,0,121,"g4run","libG4processes.so","G4TwoBodyAngularDist::passVerbose"
0,986947,741,453,"g4run","libG4processes.so","G4Reggeons::Chi_pomeron"
0,984302,0,146,"g4run","libG4processes.so","0x000000000082eb1c"
0,981907,0,0,"g4run","libG4processes.so","G4AblaVirtualData::setBeta2@plt"
0,978777,122,346,"g4run","libG4tracking.so","0x000000000002fff6"
0,976264,46,0,"g4run","libG4processes.so","G4MuonMinusAtomicCapture::ProcessDescription"
0,971110,0,0,"g4run","libG4processes.so","0x0000000000f1ffe8"
0,969170,0,0,"g4run","libG4geometry.so","0x00000000002705de"
0,966831,0,0,"g4run","libG4processes.so","0x000000000083e5e8"
0,964940,0,82,"g4run","libc.so.6","sysmalloc"
0,954056,0,0,"g4run","libG4geometry.so","0x0000000000207b0e"
0,948981,65,419,"g4run","libG4processes.so","G4LossTableBuilder::InitialiseBaseMaterials"
0,925909,0,108,"g4run","libG4geometry.so","0x000000000019473e"
0,922891,31,0,"g4run","libG4processes.so","G4LundStringFragmentation::Quark_Diquark_lastSplitting"
0,910031,89,0,"g4run","libG4geometry.so","0x000000000014aa08"
0,814159,0,113,"g4run","libG4processes.so","G4HadronicParameters::SetEnableHyperNuclei"
0,756669,48,0,"g4run","libG4geometry.so","0x00000000001ca1ae"
0,691845,245,813,"g4run","libG4processes.so","std::vector<G4RadioactiveDecayRatesToDaughter, std::allocator<G4RadioactiveDecayRatesToDaughter> >::~vector"
0,0,765,0,"g4run","libG4processes.so","G4CrossSectionBuffer::CrossSection@plt"
0,0,615,409,"g4run","libG4global.so","G4ProfilerConfig<4ul>::GetPersistentFallback<0>@plt"
0,0,472,2486,"g4run","libG4processes.so","G4Fissioner::~G4Fissioner"
0,0,401,589,"g4run","libc.so.6","pthread_mutex_unlock@@GLIBC_2.2.5"
0,0,400,110,"g4run","libG4particles.so","G4AntiNeutrinoE::Definition"
0,0,386,666,"g4run","libG4processes.so","G4N13GEMChannel::~G4N13GEMChannel"
0,0,384,0,"g4run","libG4processes.so","std::_Function_handler<void (), G4ThreadLocalSingleton<G4MultiBodyMomentumDist>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager"
0,0,360,472,"g4run","libG4processes.so","G4KineticTrackVector::Shift"
0,0,339,766,"g4run","libG4processes.so","G4DiffuseElasticV2::CalculateNuclearRad"
0,0,329,109,"g4run","libc.so.6","__GI___printf_fp_l"
0,0,307,477,"g4run","libG4global.so","G4SimpleIntegration::G4SimpleIntegration"
0,0,304,452,"g4run","libG4processes.so","0x0000000000ab2a52"
0,0,263,0,"g4run","libG4processes.so","G4MuonMinusBoundDecay::GetMuonDecayRate"
0,0,247,489,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::GetExchangeT"
0,0,243,0,"g4run","libG4processes.so","G4CascadeParamMessenger::CreateCommand<G4UIcmdWithADouble>"
0,0,233,0,"g4run","libG4geometry.so","std::vector<G4LocatorChangeRecord, std::allocator<G4LocatorChangeRecord> >::_M_realloc_insert<G4LocatorChangeRecord const&>"
0,0,231,0,"g4run","libG4processes.so","0x000000000037e880"
0,0,223,766,"g4run","libG4processes.so","std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> > >::_M_erase"
0,0,221,0,"g4run","libG4particles.so","G4ExcitedDeltaConstructor::AddNPiMode"
0,0,217,476,"g4run","libG4processes.so","G4EmBiasingManager::ApplySplitting"
0,0,208,322,"g4run","libc.so.6","__memset_avx2_unaligned_erms"
0,0,199,102,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,0,195,0,"g4run","libG4processes.so","G4FTFModel::ModelDescription"
0,0,194,102,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepRotation::set"
0,0,188,132,"g4run","libG4processes.so","0x000000000037d970"
0,0,184,273,"g4run","libG4processes.so","G4FTFModel::ReggeonCascade"
0,0,184,116,"g4run","libG4particles.so","G4VDecayChannel::IsOKWithParentMass"
0,0,182,295,"g4run","libG4particles.so","0x000000000006cd39"
0,0,182,0,"g4run","libG4particles.so","G4Positron::Definition"
0,0,178,364,"g4run","libG4processes.so","G4Analyser::printResults"
0,0,174,542,"g4run","libG4processes.so","G4DiffuseElasticV2::SampleTableThetaCMS"
0,0,170,93,"g4run","libG4processes.so","0x0000000000838c16"
0,0,169,0,"g4run","libG4particles.so","G4NeutrinoMu::Definition"
0,0,166,99,"g4run","libG4processes.so","0x0000000000aa3498"
0,0,162,0,"g4run","libstdc++.so.6.0.30","std::__use_cache<std::__numpunct_cache<char> >::operator()"
0,0,159,0,"g4run","libG4particles.so","G4TauMinus::Definition"
0,0,158,0,"g4run","libpythia8.so","Pythia8::HadronLevel::decayOctetOnia"
0,0,152,225,"g4run","libG4particles.so","G4IonTable::Contains"
0,0,140,123,"g4run","libG4particles.so","0x000000000005b2cd"
0,0,139,0,"g4run","libc.so.6","__vfprintf_internal"
0,0,138,0,"g4run","libG4processes.so","G4VXTRenergyLoss::OneInterfaceXTRdEdx@plt"
0,0,138,0,"g4run","libG4processes.so","G4XNNstarTable::G4XNNstarTable"
0,0,137,124,"g4run","libG4processes.so","0x00000000003806a0"
0,0,137,119,"g4run","libG4processes.so","0x0000000000f182d7"
0,0,137,0,"g4run","libG4processes.so","0x00000000009d333d"
0,0,134,184,"g4run","libG4processes.so","G4HadronicDeveloperParameters::G4HadronicDeveloperParameters"
0,0,134,98,"g4run","libG4processes.so","G4MuonMinusBoundDecay::GetMuonCaptureRate"
0,0,133,0,"g4run","libG4processes.so","G4INCL::NNOmegaToMultiPionsChannel::nn_nnPipPim@plt"
0,0,129,0,"g4run","libG4processes.so","G4DNABrownianTransportation::G4ITBrownianState::G4ITBrownianState@plt"
0,0,128,374,"g4run","libG4processes.so","G4UCNBoundaryProcess::BoundaryProcessVerbose"
0,0,127,105,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::SaveKinematics"
0,0,126,197,"g4run","libG4processes.so","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Val_comp_iter<G4ParticleLargerEkin> >"
0,0,125,170,"g4run","libG4processes.so","std::__insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
0,0,124,112,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::ChooseStringEnds"
0,0,124,0,"g4run","libG4particles.so","G4ParticleTable::G4ParticleTable@plt"
0,0,122,0,"g4run","libG4global.so","G4SimplexDownhill<G4ConvergenceTester>::initialize@plt"
0,0,121,515,"g4run","libG4processes.so","0x000000000037d0d0"
0,0,121,210,"g4run","libG4processes.so","0x0000000000b38184"
0,0,119,263,"g4run","libG4processes.so","G4BigBanger::generateX"
0,0,119,0,"g4run","libG4particles.so","G4BMesonZero::BMesonZeroDefinition@plt"
0,0,112,708,"g4run","libG4processes.so","G4LundStringFragmentation::SplitLast"
0,0,111,287,"g4run","libG4processes.so","G4Clebsch::Wigner9J"
0,0,111,145,"g4run","libG4processes.so","G4LundStringFragmentation::Sample4Momentum"
0,0,110,0,"g4run","g4run","CLHEP::MixMaxRng::iterate@plt"
0,0,107,0,"g4run","libG4processes.so","G4StatMFMacroBiNucleon::CalcEntropy"
0,0,105,108,"g4run","libG4processes.so","G4HadronicParameters::SetMaxEnergyTransitionFTF_Cascade"
0,0,105,0,"g4run","libm.so.6","@plt"
0,0,103,4961,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::setupQCDdip"
0,0,102,314,"g4run","libG4processes.so","G4KineticTrackVector::Boost"
0,0,102,0,"g4run","libG4processes.so","G4PhysicsVector::Value"
0,0,101,230,"g4run","libG4processes.so","G4ChipsPionMinusInelasticXS::CrossSectionLog"
0,0,98,322,"g4run","libG4processes.so","G4ChipsPionMinusInelasticXS::EquLinearFit"
0,0,97,0,"g4run","libG4particles.so","G4Quarks::~G4Quarks@plt"
0,0,96,172,"g4run","libG4particles.so","G4NeutrinoE::Definition"
0,0,92,0,"g4run","libG4run.so","G4RunManager::rndmSaveThisRun"
0,0,91,148,"g4run","libG4processes.so","G4CollisionComposite::BufferedCrossSection"
0,0,89,0,"g4run","libG4processes.so","G4BinaryCascade::PrintKTVector"
0,0,88,233,"g4run","libG4processes.so","std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<double> > >"
0,0,86,297,"g4run","libG4particles.so","G4IonTable::InsertWorker"
0,0,86,190,"g4run","libG4processes.so","G4C10GEMProbability::~G4C10GEMProbability@plt"
