cycles,instructions,de_dis_uop_queue_empty_di0,de_dis_uops_from_decoder_decoder_dispatched,de_dis_uops_from_decoder_opcache_dispatched,comm,dso,symbol
30803002371,51683146033,4957441090,33132107663,27108131171,"g4run","libG4geometry.so","G4PolyhedraSide::G4PolyhedraSide"
22038897902,32644513228,4805831271,26469454332,9344463039,"g4run","libG4processes.so","G4ChipsProtonInelasticXS::CalculateCrossSection"
19750191726,30967828863,3035067860,22637609924,11369142203,"g4run","libG4processes.so","G4HadronNucleonXsc::HadronNucleonXscNS"
14587442394,25677298566,2163428110,14052743640,15702740915,"g4run","libm.so.6","__ieee754_atan2_fma"
11872849392,21616975977,1618525832,10702695603,12644438685,"g4run","g4run","CMSMagneticField::GetFieldValue"
11621303177,19958580143,1492363690,11874112965,11599931703,"g4run","libG4geometry.so","G4PolyconeSide::G4PolyconeSide"
10068214173,16400106151,1579891316,10331773729,10080407113,"g4run","libG4geometry.so","G4PolyconeSide::CalculateExtent"
8606430673,12961552936,825135724,8308472955,5648154127,"g4run","libG4processes.so","G4HadElementSelector::G4HadElementSelector"
8049023334,11453541682,1687992188,10767662325,2317220613,"g4run","libG4processes.so","G4CrossSectionDataStore::DumpPhysicsTable"
7502493275,10844945999,1436852821,9431785721,3250112285,"g4run","libG4tracking.so","G4SteppingManager::InvokePostStepDoItProcs"
7346613782,12402462130,1509087949,9244208577,3929484215,"g4run","libm.so.6","__sincos"
7341235151,12488394794,1071013314,8469242548,5473952576,"g4run","libG4geometry.so","G4Navigator::ComputeStep"
7172483946,11316418466,1414746810,9058182040,3808521502,"g4run","ld-linux-x86-64.so.2","__tls_get_addr"
6805878897,11182733632,1151952061,7389483369,5861969983,"g4run","libG4geometry.so","G4PolyPhiFace::InCone"
6651030568,8989262652,1447320010,8972092176,2561336956,"g4run","libG4processes.so","std::vector<G4LossTableManager*, std::allocator<G4LossTableManager*> >::_M_fill_insert"
6519375569,10728195162,1143106905,8220385077,3826512041,"g4run","libG4digits_hits.so","G4VSensitiveDetector::~G4VSensitiveDetector"
6110884136,9563394707,1189818262,7207156374,3328100181,"g4run","libG4processes.so","G4Pow::powA"
5943223420,8418313374,999827247,6750453272,3888289896,"g4run","libG4processes.so","G4ITMultiNavigator::GetLocalExitNormal"
5939320984,9003048091,1198098316,7742817579,2471045397,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::iterate"
5911685062,9065550434,1229885557,7379697564,2704951636,"g4run","libG4processes.so","G4ChipsProtonInelasticXS::G4ChipsProtonInelasticXS"
5315589591,8780480528,870267479,5858240210,4615992667,"g4run","libG4geometry.so","G4TwistedTubs::G4TwistedTubs"
5263852981,8163272312,952399075,6717898521,2407349571,"g4run","libG4tracking.so","G4SteppingManager::SetInitialStep"
5191695110,8093678333,841632050,6011965766,3137745656,"g4run","libG4tracking.so","G4SteppingVerbose::PostStepDoItOneByOne"
5190379186,7928070774,966057607,6761881588,1906344034,"g4run","libG4processes.so","G4ProcessManager::RemoveProcess"
4536506172,6820130611,758657610,5175359356,2564440123,"g4run","libG4tracking.so","G4SteppingVerbose::AlongStepDoItOneByOne"
4433290769,6927518340,698836903,4962083312,2972276410,"g4run","libG4geometry.so","std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> >::_M_realloc_insert<G4LogicalVolume*>"
4406770208,7277191613,909864803,5571098038,2623944072,"g4run","libG4geometry.so","G4PropagatorInField::ComputeStep"
4284670498,6164735547,1165406652,5622535715,1023524981,"g4run","libG4processes.so","G4OpticalParametersMessenger::SetNewValue"
4075667179,6320078976,752343716,4704281513,2392850031,"g4run","libG4geometry.so","G4Navigator::PrintState"
4053553019,7420449919,568617973,3838630950,4258200153,"g4run","libG4geometry.so","G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::StepWithError"
3917590384,6554872678,719670633,4430081335,3067225976,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::Verbose"
3734963965,5415735999,1475236676,4971464953,723042812,"g4run","libG4processes.so","G4IntraNucleiCascader::finishCascade"
3728292253,6246321822,614138006,3944677696,3338096133,"g4run","libG4geometry.so","G4PolyhedraSide::GetPointOnFace"
3499668314,5226589850,950915419,4746825384,910981239,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4LossTableManager>::G4ThreadLocalSingleton"
3422314176,5506908116,545434233,4522107127,1959361505,"g4run","libG4geometry.so","operator<<"
3263140244,4741959295,954780560,4472093399,840773559,"g4run","libG4processes.so","std::map<G4String, bool, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::operator[]"
3092617450,5458713759,388208848,3159592438,2932009280,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::LoadMSCData"
3090205868,5073285393,529137283,3533392056,2330670751,"g4run","libG4geometry.so","G4ParameterisedNavigation::ComputeStep"
2715089218,4468549351,305979907,3528611154,1403459554,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::ComputeDXSectionPerAtom"
2599137091,4084586338,527569558,2938785342,1751103276,"g4run","libG4tracking.so","G4SteppingManager::Stepping"
2549365461,3422028085,644390958,3276024733,815658029,"g4run","libG4processes.so","G4LossTableManager::Register"
2531246374,4138411292,568447144,3741789267,515544292,"g4run","libG4processes.so","G4CacheReference<G4NuclearPolarizationStore*>::Destroy"
2485554246,3978143863,763500202,3935256457,546521037,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzVector::boost"
2472951059,4352443223,477534440,2869522494,1522951493,"g4run","libG4processes.so","G4ProcessManager::AddProcess"
2411035073,4282896668,149526473,2089236123,2222317663,"g4run","libG4processes.so","G4F18GEMProbability::G4F18GEMProbability"
2398314959,3359284278,463497415,3046076084,772465708,"g4run","libG4geometry.so","G4ReflectedSolid::CreatePolyhedron"
2374494056,3464087593,683412383,3234887349,532589592,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeRelDXSectionPerAtom"
2303745719,3986929527,720717014,3822171569,481126253,"g4run","libG4processes.so","G4InuclCollider::collide"
2296905370,3507171617,317666777,2292449323,1930147644,"g4run","libG4geometry.so","G4VoxelSafety::SafetyForVoxelHeader"
2274263459,3675819427,485840843,3383315432,385502145,"g4run","libG4processes.so","std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4NuclearPolarizationStore>::G4ThreadLocalSingleton()::{lambda()#1}>"
2262896345,3090781056,445341782,3164134163,513206795,"g4run","libG4processes.so","G4PEEffectFluoModel::SampleSecondaries"
2255447677,3277758090,496038825,2911301729,1015371571,"g4run","libG4processes.so","G4VEmProcess::StreamInfo"
2189676054,3545261577,312686115,2304488461,2054591952,"g4run","libG4geometry.so","G4TwistedTubs::BoundingLimits"
2189043674,2935299641,420692288,2663819851,735124189,"g4run","libG4track.so","std::vector<G4Track const*, std::allocator<G4Track const*> >::_M_realloc_insert<G4Track const* const&>"
2188330099,2813240174,550538948,3079299991,442736721,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::LoadData"
2128423896,3239827178,380484155,2935442006,503779288,"g4run","libG4particles.so","0x000000000006f80c"
2092523001,2966021985,304518196,2471780848,1134611350,"g4run","libG4processes.so","G4VEmAdjointModel::ComputeAdjointCrossSectionVectorPerAtomForSecond"
2090101387,2735272072,445021256,2468407909,649235001,"g4run","libG4geometry.so","G4RegularNavigation::ComputeStepSkippingEqualMaterials"
2070433317,3562761807,376323775,2374313543,1538523844,"g4run","libG4processes.so","G4PairProductionRelModel::SampleSecondaries"
2058222501,3260248312,350473507,2131364316,1921426678,"g4run","libG4geometry.so","G4ExtrudedSolid::StreamInfo"
2033926750,3164378328,336940925,2185954125,1542158788,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >"
2015507261,3161467126,470769827,2704981843,760491466,"g4run","libCLHEP-2.4.5.3.so","CLHEP::(anonymous namespace)::theDefaults"
1969224687,2693623865,450146359,2764610473,601258624,"g4run","libG4processes.so","G4LossTableManager::Register"
1939606988,2899326744,446307818,2467996461,714224110,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::generate"
1871050363,2779593477,401883868,2628678089,671679431,"g4run","libG4processes.so","G4LossTableManager::BuildTables"
1869395209,2743201567,549313108,2428751053,369969246,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeLPMfunctions"
1812866677,3001027056,328261795,1900745710,1534737647,"g4run","libG4geometry.so","G4SubtractionSolid::DistanceToIn"
1784825092,2926756012,250045204,1900697845,1557078244,"g4run","libG4geometry.so","G4Box::SetXHalfLength"
1757064035,2571258228,341588370,1874579015,1244179211,"g4run","libG4geometry.so","G4LogicalSkinSurface::DumpInfo"
1711772592,2491483400,379564536,2216795954,502942119,"g4run","libG4processes.so","G4CrossSectionDataStore::G4CrossSectionDataStore"
1675656130,2796743704,259134706,1696243470,1729067226,"g4run","libm.so.6","__atan2"
1672435209,3029026179,295829440,1808420993,1529200950,"g4run","libG4geometry.so","G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord"
1597950233,2563277959,402049485,1767439352,1219553348,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::GetIndex"
1564651910,2674919226,218152384,1642947009,1415144642,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::~G4ParallelWorldScoringProcess"
1557943406,2182045539,352831403,1860190691,794137295,"g4run","libG4geometry.so","G4MagErrorStepper::Stepper"
1544255863,2666554452,318849924,2375717744,441123878,"g4run","libG4tracking.so","G4SteppingManager::InvokeAtRestDoItProcs"
1541754944,2359020535,498891509,2187674171,343567773,"g4run","libG4particles.so","G4OmegacZero::Definition"
1528032425,2662678105,178351018,1336711781,2050201026,"g4run","libG4geometry.so","G4Paraboloid::G4Paraboloid"
1524437379,2582426846,517927322,2334911483,220093416,"g4run","libG4processes.so","G4LightTargetCollider::collide"
1491832288,2446129105,305180920,2136062109,338971971,"g4run","libG4particles.so","G4ParticleDefinition::DumpTable"
1486301955,2742419109,183912998,1298541832,1669162871,"g4run","libG4geometry.so","G4MagneticField::G4MagneticField"
1478258421,2145487654,262199449,1717290546,833911062,"g4run","libG4processes.so","std::vector<bool, std::allocator<bool> >::_M_insert_aux"
1424867764,2268781534,233942978,1736847795,921924812,"g4run","libG4geometry.so","G4Tubs::SurfaceNormal"
1418743197,2458185682,232846795,1588950428,1101937790,"g4run","libG4processes.so","G4ParallelWorldProcessStore::SetParallelWorld"
1416774816,2261840281,228719163,1221517593,1622772592,"g4run","libG4geometry.so","G4PolyhedraSide::Distance"
1409595504,2160317250,424091272,1877492728,291645234,"g4run","libG4particles.so","G4LambdacPlus::Definition"
1404314557,2326423246,234263253,1426594196,1159267670,"g4run","libG4geometry.so","G4DisplacedSolid::CreatePolyhedron"
1374122833,2534117841,182979713,1365590247,1351649157,"g4run","libG4geometry.so","G4Trap::SurfaceNormal"
1328545141,2128852448,221539291,1860723559,510592104,"g4run","libCLHEP-2.4.5.3.so","CLHEP::Hep3Vector::rotateUz"
1327252236,2332395331,235578715,1525150529,1098761140,"g4run","libG4geometry.so","G4MagneticField::~G4MagneticField"
1276832903,1831246950,362201985,1877858109,223365884,"g4run","libG4processes.so","G4RKPropagation::Init"
1276123889,1980447522,216927535,1404921826,843994229,"g4run","libG4processes.so","std::_Rb_tree<G4ParallelWorldProcess*, std::pair<G4ParallelWorldProcess* const, G4String>, std::_Select1st<std::pair<G4ParallelWorldProcess* const, G4String> >, std::less<G4ParallelWorldProcess*>, std::allocator<std::pair<G4ParallelWorldProcess* const, G4String> > >::_M_get_insert_unique_pos"
1274185607,1766985944,416493616,1650754948,279983071,"g4run","libG4processes.so","G4NeutronInelasticXS::Initialise"
1243917655,1779672790,276628381,1666728809,378930777,"g4run","libG4processes.so","G4VEmProcess::PostStepGetPhysicalInteractionLength"
1241819141,1575487782,352843524,1451285907,553894559,"g4run","libG4processes.so","G4CrossSectionDataSetRegistry::Clean"
1232219890,1908915450,409206619,1778976021,258291473,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
1209991538,1621099116,287120941,1508852301,210548346,"g4run","libG4processes.so","G4HadronNucleonXsc::HadronNucleonXscPDG"
1201776173,1693159406,385696744,1711767615,193671063,"g4run","libG4particles.so","G4DynamicParticle::operator="
1198562566,1975119487,152963983,1061495421,1500861195,"g4run","libG4geometry.so","G4Paraboloid::StreamInfo"
1163282646,1941417858,245699992,1480507770,532356111,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepRandom::getTheEngine"
1139685782,1929291220,180795221,1220963163,1086725289,"g4run","libG4geometry.so","G4PolyPhiFace::Triangulate"
1119126754,1759023492,171880474,1179621698,917456244,"g4run","libG4geometry.so","G4Navigator::ComputeSafety"
1091344599,1782048909,177710651,1597477397,338777788,"g4run","libG4processes.so","std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>"
1090646060,1699956047,164490923,1175871473,665838558,"g4run","libG4geometry.so","G4LogicalSurface::G4LogicalSurface"
1090048528,1498347960,334520241,1426311119,290363222,"g4run","libG4processes.so","G4OpticalParametersMessenger::~G4OpticalParametersMessenger"
1089138759,1683074429,267674585,1782992527,156480091,"g4run","libG4processes.so","std::vector<bool, std::allocator<bool> >::_M_fill_insert"
1076076777,1566646802,423017928,1436123278,202808957,"g4run","libG4particles.so","G4DynamicParticle::Set4Momentum"
1068990200,1425729471,343747806,1477117476,104993886,"g4run","libG4processes.so","G4LorentzConvertor::rotate"
1058270562,1696584461,187923775,1152260744,819915090,"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep"
1027253418,1333082473,203985971,1312485987,239343693,"g4run","libG4processes.so","G4PenelopeRayleighModelMI::InitializeSamplingAlgorithm"
1014649272,1975647836,157164213,1363935791,655371217,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::GetQ2_2"
1000781672,1399617604,371340336,1322055503,128046667,"g4run","libstdc++.so.6.0.30","__dynamic_cast"
994332276,1682296803,223969721,1241295599,556631736,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize"
975334112,1348910590,137258972,806426035,970272293,"g4run","libG4geometry.so","G4VoxelSafety::SafetyForVoxelNode"
971515679,1641996996,179642953,1443341693,290657023,"g4run","libG4tracking.so","G4SteppingManager::ProcessSecondariesFromParticleChange"
970522200,1290234843,90839063,1235180191,232383683,"g4run","libG4processes.so","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::_M_fill_insert"
967824360,1750254996,90169813,849256562,900253996,"g4run","libm.so.6","__ieee754_pow_fma"
955311316,1715744649,160316822,869082227,1107190054,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceAway"
953488464,1418746321,162133089,1071969283,672697408,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::AlongStepGetPhysicalInteractionLength"
939240599,1613409013,230579742,1452287666,164851346,"g4run","libG4geometry.so","std::vector<G4FieldManager*, std::allocator<G4FieldManager*> >::_M_realloc_insert<G4FieldManager* const&>"
934961002,1949728041,113530829,885665625,1263680105,"g4run","libG4processes.so","G4Radioactivation::DecayIt"
930827406,1347662423,189397246,1230807874,382889314,"g4run","libCLHEP-2.4.5.3.so","CLHEP::RandGaussQ::transformQuick"
927345165,1620196013,92356607,1735618745,194911587,"g4run","libG4geometry.so","G4Navigator::LocateGlobalPointAndSetup"
923325513,1645471599,230137714,1247591139,486886714,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzVector::boostVector"
907381388,1474029034,285880879,1434604927,155218464,"g4run","libG4processes.so","G4LightTargetCollider::AbsorptionOnDeuteron"
891959183,1319523943,297408444,1191560933,210595824,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetInelasticElementCrossSection"
838606205,1358166573,168317718,1261462520,230346728,"g4run","libG4track.so","G4Track::G4Track"
822733640,1219071937,124848852,1085969056,413585698,"g4run","libG4processes.so","G4LossTableManager::PreparePhysicsTable"
819540259,1397011432,170101777,1062916960,439092748,"g4run","libG4geometry.so","G4ParameterisedNavigation::LevelLocate"
816414799,1510961394,197709490,1263595242,187492406,"g4run","libG4processes.so","G4ScoreSplittingProcess::Verbose"
810868736,1241130669,116860309,1090159444,344887930,"g4run","libG4processes.so","G4PAIySection::DifPAIySection"
810403960,1349497062,192926990,1189431646,349640000,"g4run","libG4geometry.so","G4NormalNavigation::ComputeStep"
783769772,1080307664,270628437,1104607301,114419448,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
779425655,1143325606,125315067,844369253,521066535,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepDoIt"
773854123,1567414432,96855253,708732193,990876170,"g4run","libG4processes.so","G4ChipsKaonPlusElasticXS::GetTabValues"
763480090,1194647338,106741293,1135985433,172022034,"g4run","libG4event.so","G4GeneralParticleSource::ListSource"
754991340,1310604608,105526402,841590372,528148462,"g4run","libG4processes.so","G4ChipsKaonPlusElasticXS::GetExchangeT"
746683912,1249856482,119536513,1185085392,185350569,"g4run","libG4track.so","G4VParticleChange::CheckIt"
742341931,1030330960,137983898,985845613,261724340,"g4run","libG4processes.so","G4ParallelWorldProcess::~G4ParallelWorldProcess"
732011007,1193361295,221597242,1239631990,120778780,"g4run","libG4processes.so","std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::_M_realloc_insert<G4InuclElementaryParticle>"
730662064,1013263949,213852381,915801187,50129300,"g4run","libG4processes.so","G4LorentzConvertor::rotate"
725702263,1149579681,246330103,1092103437,86899520,"g4run","libG4processes.so","G4MultiBodyMomentumDist::~G4MultiBodyMomentumDist"
722941382,1179305244,124585037,899319076,533855354,"g4run","libG4geometry.so","G4BooleanSolid::StackPolyhedron"
719523371,991711936,117725245,899032530,351027317,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::flatArray"
704777664,928435943,164342499,845847065,307161782,"g4run","libG4geometry.so","field_utils::relativeError2"
704757140,1174345943,152680947,812488300,519018491,"g4run","libG4particles.so","G4NucleiProperties::GetNuclearMass"
701403932,1130193563,140746986,802510921,476558363,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::CopyStep"
692222397,1026190141,243208239,1057265813,104048987,"g4run","libG4processes.so","G4CascadeParameters::DumpConfig"
690847411,1015916334,137956506,1049335179,59452498,"g4run","libG4track.so","G4ParticleChange::DumpInfo"
688786408,1349567368,122614550,737030060,710768991,"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AdvanceChordLimited"
688377788,1055754118,74869451,886060285,199797352,"g4run","libG4processes.so","G4PairProductionRelModel::InitialiseElementData"
685203449,997990665,127047907,779494761,338742292,"g4run","libG4track.so","G4StepPoint::G4StepPoint"
684527391,1022444712,136482648,686305791,509261782,"g4run","libG4geometry.so","G4PolyhedraSide::IntersectSidePlane"
684004352,1000050066,145691013,892120886,280261075,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::MULWU"
680328862,1011001184,207554520,944801353,134281120,"g4run","libG4processes.so","G4IntraNucleiCascader::copyWoundedNucleus"
678970374,1377654349,104149736,775796678,602294035,"g4run","libm.so.6","__ieee754_log_fma"
678890123,1017664822,207107990,1017702587,202722790,"g4run","libG4processes.so","G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::print"
672008884,1187105310,101259546,659222192,844361365,"g4run","libG4geometry.so","G4Paraboloid::SurfaceNormal"
671968229,1030990979,142819045,965394629,201975763,"g4run","libG4processes.so","G4OpticalParametersMessenger::G4OpticalParametersMessenger"
666431414,1242230710,63412474,1095832817,280191131,"g4run","libG4processes.so","G4SBBremTable::LoadSTGrid"
660103050,1018371060,114792652,739818516,472955123,"g4run","libG4geometry.so","G4LogicalBorderSurface::GetSurface"
659504877,1059456343,120664611,704086517,425972075,"g4run","libG4processes.so","G4ProcessManager::RemoveProcess"
657351249,914133766,171366221,948201985,52345349,"g4run","libG4processes.so","G4RKPropagation::FieldTransport"
655929992,1149142582,67331588,483356286,723140694,"g4run","libG4processes.so","G4ProductionCutsTable::StoreCutsInfo"
650353465,969118054,194939049,926225506,140326070,"g4run","libG4processes.so","G4VEmProcess::ComputeIntegralLambda"
632886574,872859118,98929720,687295322,387277035,"g4run","libG4tracking.so","0x000000000002f809"
627981766,1007645108,94409057,877102553,290532549,"g4run","libG4geometry.so","G4ParameterisedNavigation::LocateNextVoxel"
625973415,945836281,126238544,831830523,270542982,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd"
621772391,902470829,146761364,867316257,149558150,"g4run","libG4processes.so","G4HadronNucleonXsc::HadronNucleonXscVU"
614061496,877167203,198577387,846793785,59594219,"g4run","libG4processes.so","G4IntraNucleiCascader::rescatter"
609170348,851180578,253776713,826066082,82155531,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__si_class_type_info::__do_dyncast"
608419751,1182708843,45614136,562251489,711405322,"g4run","g4run","ffunkti"
607826840,827914050,114555022,631779699,433150823,"g4run","libG4processes.so","G4ITMultiNavigator::GetGlobalExitNormal"
603681243,865800377,232772238,807566015,101592310,"g4run","libG4processes.so","G4IntraNucleiCascader::collide"
598002889,921816712,93654027,681180102,369735146,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::G4ParallelWorldScoringProcess"
583314921,1058325655,93961445,507680104,730831104,"g4run","libG4geometry.so","G4PolyhedraSide::Inside"
574343093,784858092,170949466,852493824,98888986,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::getMultiplicity"
571861085,759321446,133673059,747334229,124018705,"g4run","libG4track.so","G4ParticleChangeForMSC::DumpInfo"
568047939,981980612,135113998,848484184,108212088,"g4run","libG4processes.so","std::vector<G4Material const*, std::allocator<G4Material const*> >::_M_realloc_insert<G4Material const*>"
559596648,963502944,92153807,580222176,502656250,"g4run","libG4geometry.so","G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::Stepper"
541532966,813282804,77794852,791057574,171341374,"g4run","libG4processes.so","G4SBBremTable::SampleEnergyTransfer"
541472217,875429289,79477342,551626972,451704665,"g4run","libG4track.so","G4Step::GetDeltaEnergy"
537981467,717934981,71015180,724828289,214261371,"g4run","libG4processes.so","G4PenelopeRayleighModelMI::ReadDataFile"
535934553,780090241,111420051,668291885,282407703,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::ComputeNewStepSize"
526920176,803970812,167607216,803143684,81630832,"g4run","libG4processes.so","G4NucleiModel::~G4NucleiModel"
524401526,851063552,94516283,577477014,407725928,"g4run","libG4processes.so","G4ScoreSplittingProcess::AtRestDoIt"
520569383,862189913,60832571,725163728,155907172,"g4run","libG4processes.so","std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_realloc_insert<std::vector<unsigned long, std::allocator<unsigned long> > const&>"
514519203,692945078,188733772,675674252,62451781,"g4run","libc.so.6","__strcmp_avx2"
510764086,559384367,133379037,791663276,37083529,"g4run","libG4global.so","G4Physics2DVector::BicubicInterpolation"
508706518,970246713,128621618,876788354,90754100,"g4run","libG4geometry.so","G4FieldManagerStore::DeRegister"
508005183,691511157,129597348,356151012,489365818,"g4run","libG4processes.so","G4LorentzConvertor::toTheCenterOfMass"
498908410,738904209,83136888,518346150,260134401,"g4run","libG4tracking.so","0x000000000002f81c"
496834563,662264268,127285190,718020273,138562060,"g4run","libG4processes.so","G4CascadeInterface::Propagate"
494055222,828992510,64205705,432729624,523387870,"g4run","libG4processes.so","G4LossTableManager::GetEnergyLossProcess"
492671662,704163968,88598883,635336388,156822048,"g4run","libG4processes.so","G4ComponentSAIDTotalXS::GetInelasticIsotopeCrossSection"
491271274,659283594,130619296,604154989,85342500,"g4run","libG4processes.so","std::_Rb_tree<G4MoleculeDefinition const*, std::pair<G4MoleculeDefinition const* const, double>, std::_Select1st<std::pair<G4MoleculeDefinition const* const, double> >, std::less<G4MoleculeDefinition const*>, std::allocator<std::pair<G4MoleculeDefinition const* const, double> > >::_M_erase"
491204410,797844595,90861396,450572950,349107348,"g4run","libG4particles.so","G4NuclideTable::GetIsotope"
487226366,749042680,123188284,709159432,94061910,"g4run","libG4processes.so","G4OpticalParameters::StreamInfo"
486993133,772986245,88523856,640634896,280183428,"g4run","libG4geometry.so","G4PVParameterised::CheckOverlaps"
486361115,885327888,102168835,571268430,412764627,"g4run","libG4geometry.so","G4FieldManager::G4FieldManager"
482095585,852251726,72716242,496322591,485045416,"g4run","libG4geometry.so","G4VoxelNavigation::LevelLocate"
480812255,699017419,70329498,524654895,336594108,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::ReadData"
477071522,530285332,115938143,746222645,73171647,"g4run","libG4processes.so","G4InitXscPAI::~G4InitXscPAI"
473283201,861899684,113098460,826010451,94290989,"g4run","libG4processes.so","G4NucleiModel::G4NucleiModel"
468218999,847797501,77046377,460513510,465964831,"g4run","libG4geometry.so","G4IntegrationDriver<G4MagIntegratorStepper>::OneGoodStep"
464033435,692997529,123510150,610776316,93963465,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::GenerateCosTheta"
459891361,806390452,67677108,486696373,414440497,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::SetParallelWorld"
458434497,680403730,75647430,593477287,253143753,"g4run","libG4geometry.so","G4Tubs::DistanceToOut"
456386016,687417752,78497934,492373273,330022979,"g4run","libG4geometry.so","G4FSALBogackiShampine45::Stepper"
455091016,719014409,137276603,729320194,60942554,"g4run","libG4processes.so","G4MultiBodyMomentumDist::G4MultiBodyMomentumDist"
452894565,685801471,113320302,679415726,71056734,"g4run","libG4processes.so","G4PairProductionRelModel::G4PairProductionRelModel"
452327490,589910996,76118007,578092575,101515024,"g4run","libG4tracking.so","G4SteppingManager::InvokePSDIP"
447157584,643302681,81104138,577660512,176457944,"g4run","libG4track.so","G4VParticleChange::DumpInfo"
442734430,573189242,118026000,500526505,153203403,"g4run","libG4processes.so","G4ComponentSAIDTotalXS::GetChargeExchangeCrossSection"
441067171,611306330,130753445,632596502,49576728,"g4run","libG4processes.so","G4CacheReference<G4MultiBodyMomentumDist*>::Destroy"
437512597,664506562,169537204,671510612,55857305,"g4run","libG4processes.so","G4IntraNucleiCascader::copySecondaries"
434697746,747426357,46767334,727038413,91117822,"g4run","libG4event.so","G4GeneralParticleSourceData::~G4GeneralParticleSourceData"
430495677,636819796,122608860,477654239,76606483,"g4run","libm.so.6","__ieee754_acos_fma"
425839897,763527096,72050953,402100359,557679342,"g4run","libG4geometry.so","G4PolyPhiFace::Diagonalie"
424918785,711904611,72551095,482925905,292629861,"g4run","libm.so.6","__ieee754_exp_fma"
420778709,757574102,80014169,479075048,325502934,"g4run","libG4processes.so","G4VEmProcess::PostStepDoIt"
419372904,493659789,175284945,528975516,49246998,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getMultiplicity"
417927874,707818303,47415031,404872696,433927019,"g4run","libG4geometry.so","G4PolyconeSide::G4PolyconeSide"
411724282,850205691,44579218,336786871,529523597,"g4run","libG4processes.so","G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay"
410290436,646857459,72418171,459790058,284551697,"g4run","libG4geometry.so","G4PolyconeSide::DistanceAway"
