cycles,instructions,de_dis_uop_queue_empty_di0,de_dis_uops_from_decoder_decoder_dispatched,de_dis_uops_from_decoder_opcache_dispatched,comm,dso,symbol
6274981,8883757,212521,4265406,2925013,"g4run","libG4processes.so","G4EmBiasingManager::ApplySecondaryBiasing@plt"
6273592,3314592,1476869,6280367,489851,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorNucleonElastic"
6269153,3408030,2789778,9691809,1877123,"g4run","libG4processes.so","0x0000000000f183b4"
5586550,8943490,2094971,7439412,1098649,"g4run","libG4processes.so","0x000000000037b9a0"
5586136,12407409,604471,8855064,5186512,"g4run","libG4particles.so","CLHEP::MixMaxRng::iterate@plt"
5586091,7758596,1373039,4349766,4862134,"g4run","libG4processes.so","G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator"
5585807,5220382,1547390,5905434,439400,"g4run","libG4processes.so","G4CollisionOutput::reset"
5585487,13535151,1034355,4818251,7156868,"g4run","libG4processes.so","G4TransparentRegXTRadiator::ProcessDescription"
5585145,6489931,5313716,6353120,2420906,"g4run","libG4processes.so","G4StatMFMacroCanonical::ChooseA"
5584946,5552530,1430031,4241682,1260000,"g4run","libG4processes.so","__cxa_begin_catch@plt"
5584633,11134577,683281,9133216,2277393,"g4run","libG4event.so","0x0000000000069d41"
5584280,4321528,1366268,8849683,1646274,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetEquivalentPhotonEnergy"
5583621,0,145803,920969,1526313,"g4run","libG4geometry.so","G4Trd::ApproxSurfaceNormal"
5583609,10238991,2421791,9926271,1450093,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::G4CrossSectionFactoryRegistry"
5583597,6133473,2134159,7308492,3074618,"g4run","libG4processes.so","GIDI_settings_flux::operator[]@plt"
5583574,6488898,1697089,911024,1258956,"g4run","libG4processes.so","0x000000000037dc80"
5583466,20605276,2262752,2266508,10263963,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeOmegaMinusPChannelData, G4KaonHypSampler>::getMultiplicity"
5583461,5446168,935379,8209047,979410,"g4run","libG4processes.so","0x00000000008b6e57"
5583373,4384692,433586,8817716,3188231,"g4run","libG4tracking.so","0x000000000002f7ed"
5583013,4436397,1372088,7429024,0,"g4run","libG4particles.so","G4XibZero::Definition"
5582870,4588013,831750,2478407,2216080,"g4run","libG4processes.so","G4PAIxSection::GetStepCerenkovLoss"
5582628,11069679,1265073,4779396,4061515,"g4run","libG4geometry.so","G4PolyhedraSide::CopyStuff@plt"
5581696,3982499,885446,2520420,3494764,"g4run","libG4geometry.so","G4Torus::DistanceToOut"
5581422,5405149,958181,10273643,1513246,"g4run","libG4event.so","0x0000000000069dac"
5581358,7861810,773661,3412029,1285425,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiZeroNChannelData, G4KaonHypSampler>::getMultiplicity"
5580966,3381626,328987,3172083,1478058,"g4run","libG4processes.so","0x0000000000380f80"
5580948,3325472,888021,790519,7676121,"g4run","libG4processes.so","0x0000000000b3f93e"
5580880,7825858,1608029,10260340,2361207,"g4run","libG4processes.so","0x00000000009edb09"
5580611,13597164,1796753,5078655,7196444,"g4run","libG4global.so","0x00000000000564c8"
5579383,2276402,1050197,4593861,0,"g4run","libG4processes.so","0x00000000008b6d0a"
5578977,14459651,823179,7824845,9138237,"g4run","libG4processes.so","G4ScreeningMottCrossSection::FormFactor2ExpHof"
5578296,11102156,959754,3472817,9039893,"g4run","libG4processes.so","G4VXTRenergyLoss::GetComptonPerAtom"
5577292,7129400,1229003,5790161,0,"g4run","libG4particles.so","G4AntiTriton::Definition"
5576181,6633755,1548646,7352624,0,"g4run","libG4particles.so","G4GenericIon::Definition"
5574610,12603567,1334405,8130583,448868,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetClosestApproach"
4888853,9787809,1142157,4806364,4788890,"g4run","libG4geometry.so","0x000000000018166d"
4888636,5587961,423056,4517726,0,"g4run","libG4processes.so","G4LossTableManager::PreparePhysicsTable"
4888440,4412211,1462826,9784344,1095350,"g4run","libG4processes.so","G4LossTableManager::BuildPhysicsTable"
4888251,10001347,874841,1696660,12343927,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
4888114,6687296,1731149,4161762,0,"g4run","libG4processes.so","std::_Deque_base<G4INCL::NpiToSK2piChannel*, std::allocator<G4INCL::NpiToSK2piChannel*> >::_M_initialize_map@plt"
4888068,12042168,1161208,11797456,1408461,"g4run","libG4event.so","0x0000000000068eab"
4888067,6942838,586712,7424125,2535131,"g4run","libG4processes.so","G4BinaryCascade::Capture"
4887999,7808964,2483452,9000610,1896029,"g4run","libG4processes.so","G4CascadeRecoilMaker::~G4CascadeRecoilMaker"
4887955,5479827,929322,9795042,0,"g4run","libG4processes.so","0x00000000008b6cc6"
4887902,10694813,1892700,2605301,987423,"g4run","libG4event.so","0x0000000000069d44"
4887893,2075900,2693026,7489557,2429252,"g4run","libG4processes.so","G4GamP2NPipAngDst::G4GamP2NPipAngDst"
4887786,2413580,1968950,862466,155262,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos"
4887708,4237793,0,2962835,5463563,"g4run","libG4processes.so","0x000000000092d202"
4886940,6853815,1301339,12871167,3821349,"g4run","libG4geometry.so","G4PolyhedronPara::G4PolyhedronPara@plt"
4886843,5585317,1003942,7648300,3374174,"g4run","libG4processes.so","G4ScreeningMottCrossSection::ComputeAngle"
4886681,15459313,3055076,7452293,5303743,"g4run","libG4processes.so","G4CollisionOutput::selectPairToTune"
4886626,3263799,2582644,2599555,911024,"g4run","libG4processes.so","G4CascadeParameters::G4CascadeParameters"
4886508,5995875,399109,6394016,1361157,"g4run","libG4geometry.so","0x00000000001c1d77"
4886493,4504821,1335990,4203861,2048120,"g4run","libG4particles.so","G4SigmaPlus::Definition"
4886204,7873534,433876,5328851,1635661,"g4run","libG4processes.so","0x00000000008395b4"
4886004,6585312,1204279,7094378,0,"g4run","libG4processes.so","0x000000000037e660"
4885775,3317221,228638,1623034,1845496,"g4run","libG4processes.so","G4StatMFParameters::GetMaxAverageMultiplicity"
4885750,5541873,457199,0,9785822,"g4run","libG4processes.so","G4MuonMinusCapture::ProcessDescription"
4885278,4343978,651949,3379483,991476,"g4run","libG4processes.so","0x0000000000838c3c"
4885207,10513108,4039669,12559078,0,"g4run","libG4processes.so","G4CascadParticle::getPathToTheNextZone"
4885176,2370546,4937631,6660433,1734189,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::GetErfComp"
4884789,4373389,1715875,5495660,1221992,"g4run","libG4processes.so","G4OpticalParameters::GetMieVerboseLevel"
4884561,3158292,2868625,6362527,1542595,"g4run","libG4processes.so","G4FTFParameters::InitForInteraction"
4884369,0,1403025,6413196,1044930,"g4run","libG4processes.so","0x00000000008b6ccc"
4884298,14037293,897451,8275875,2844065,"g4run","libG4processes.so","std::__lower_bound<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>"
4884255,11923946,765147,9212839,3080214,"g4run","libG4geometry.so","sincos@plt"
4883589,4429241,917770,3451512,6474400,"g4run","libG4global.so","0x00000000000564ce"
4883402,4482614,1106169,5036906,792952,"g4run","libG4global.so","0x0000000000054995"
4883183,3447874,145847,986321,10445457,"g4run","libG4processes.so","0x0000000000b3f90a"
4882923,8107499,460200,2381278,10262795,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
4882583,7713171,2567857,1631725,0,"g4run","libG4particles.so","G4SigmabZero::Definition"
4882519,6962423,2665963,9160392,2727555,"g4run","libG4processes.so","G4ProcessAttribute::G4ProcessAttribute@plt"
4882500,4016651,1619641,6566369,0,"g4run","libG4processes.so","0x0000000000a16ca5"
4882498,10382932,0,2630913,3814802,"g4run","libG4geometry.so","G4Box::DistanceToOut"
4882323,11006977,859807,6893043,2267810,"g4run","libG4processes.so","G4PhotoElectricEffect::ProcessDescription"
4881146,1160933,2171839,3100833,0,"g4run","libG4processes.so","G4CascadeData<30, 6, 6, 4, 5, 6, 7, 7, 7>::initialize"
4880521,8914420,0,4112810,1821336,"g4run","libG4tracking.so","G4AdjointCrossSurfChecker::CrossingOneOfTheRegisteredSurface@plt"
4879985,8792953,0,727960,7872708,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
4879728,12128495,1032996,4574521,12425391,"g4run","libG4processes.so","0x00000000008aece6"
4879473,5482907,948931,4289545,0,"g4run","libG4particles.so","0x000000000006c82a"
4878881,7763057,362381,4248383,4204333,"g4run","libG4geometry.so","0x0000000000103d6a"
4874190,4498995,2348013,6764973,527878,"g4run","libG4processes.so","std::_Function_handler<void (), G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager"
4225547,3402026,2422553,8320438,502052,"g4run","libG4processes.so","std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_default_append@plt"
4190552,7415531,246559,0,6124031,"g4run","libG4processes.so","G4HadronicAbsorptionBertini::G4HadronicAbsorptionBertini"
4190470,0,1077130,1666080,476029,"g4run","libG4processes.so","G4INCL::ParticleList::rotateMomentum@plt"
4190318,3434900,0,0,1346558,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
4190026,1109272,394578,5500023,397879,"g4run","libG4processes.so","0x0000000000838ef4"
4190013,7590063,1574690,4140920,461394,"g4run","libG4processes.so","G4NucleiModel::initializeCascad"
4189896,3354630,1876109,0,599374,"g4run","libG4processes.so","G4StatMFMacroNucleon::CalcEntropy"
4189852,10056578,1568140,7604112,5586712,"g4run","libG4processes.so","G4ScoreSplittingProcess::CopyStepStart"
4189666,3211695,1802836,5289534,928551,"g4run","libG4tracking.so","0x000000000002ef97"
4189650,3241843,713273,1653557,0,"g4run","libG4processes.so","G4LorentzConvertor::setBullet"
4189638,2636582,434763,5996718,1645329,"g4run","libpythia8.so","Pythia8::BeamParticle::xfModified"
4189571,1033992,960067,6172450,0,"g4run","libG4particles.so","G4AntiAlpha::Definition"
4189450,13516378,3639181,9177791,3763590,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_hint_unique_pos"
4189244,4270912,1001654,1718004,1687788,"g4run","libG4global.so","0x00000000000564cc"
4189144,6559071,851817,4372365,1070715,"g4run","libG4processes.so","G4NucleiModel::G4NucleiModel"
4188952,7831146,1075773,9449283,0,"g4run","libG4processes.so","G4NucleiModel::forceFirst"
4188833,1059233,571166,0,1146538,"g4run","libG4processes.so","std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>"
4188597,12225922,1491531,6440533,4868444,"g4run","libG4geometry.so","G4CutTubs::SurfaceNormal"
4188145,9807706,305242,7529963,1394482,"g4run","libG4processes.so","G4ScreeningMottCrossSection::RatioMottRutherfordCosT"
4188068,11054897,4669616,9982973,4395101,"g4run","libG4processes.so","0x0000000000a0f31c"
4188036,8081948,1483368,0,10092446,"g4run","libG4processes.so","G4Bessel::K1"
4188027,6652287,707372,5686264,1751591,"g4run","libG4geometry.so","G4GeometryMessenger::Init@plt"
4187837,5357843,162004,6425134,3402385,"g4run","libG4geometry.so","0x000000000016159b"
4187835,0,976342,0,1596860,"g4run","libG4processes.so","std::__final_insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
4187769,5622744,1126151,3214258,3105696,"g4run","libG4processes.so","G4VXTRenergyLoss::GetGasLinearPhotoAbs"
4187588,6597992,0,5041029,2217427,"g4run","libG4processes.so","std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_erase"
4187434,7419037,1468923,5964407,2986974,"g4run","libG4processes.so","G4Clebsch::WignerLittleD"
4187290,13711287,2027703,5410943,468281,"g4run","libG4particles.so","G4BaryonConstructor::ConstructCharmBaryons"
4187116,14861643,1690109,10874811,5050209,"g4run","libG4geometry.so","G4VIntersectionLocator::ReportProgress"
4187036,0,317735,1897260,407096,"g4run","libG4processes.so","0x000000000083484d"
4186970,5367152,1162771,4140899,1772039,"g4run","libG4processes.so","0x000000000083d212"
4186862,4500514,146327,7139317,1300142,"g4run","libG4processes.so","0x000000000082eb14"
4186690,5617628,3719116,1702530,1310729,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeGamNChannelData, G4PionNucSampler>::getMultiplicity"
4186541,3398904,641297,5408398,0,"g4run","libG4track.so","0x00000000000137dc"
4186269,4477133,1078237,8607976,0,"g4run","libG4processes.so","G4LorentzConvertor::setTarget"
4185966,3336424,446340,3185203,2692398,"g4run","libG4processes.so","0x00000000005f442d"
4185775,4442608,2209720,4109511,4349594,"g4run","libG4processes.so","G4FTFParamCollBaryonProj::G4FTFParamCollBaryonProj"
4185739,0,1157138,1621411,338938,"g4run","libG4processes.so","G4MuNeutrinoNucleusProcess::PostStepDoIt"
4185617,7634283,739580,5543870,2520572,"g4run","libG4tracking.so","G4UserLimits::GetUserMinEkine"
4185517,5615103,1952531,5621078,698724,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::printTable"
4185207,5396622,732065,3481704,6428731,"g4run","libG4geometry.so","G4Voxelizer::BuildEmpty@plt"
4185174,9972892,1076572,6738848,3380008,"g4run","libG4processes.so","G4AtimaEnergyLossModel::sezi_dedx_e"
4184473,2054367,1596465,4611040,0,"g4run","libG4particles.so","G4AntiLambdacPlus::Definition"
4184348,7680285,364451,781584,2136516,"g4run","libG4processes.so","0x0000000000ef79e4"
4184181,3395886,2619883,7457645,1039793,"g4run","libG4processes.so","G4RKFieldIntegrator::~G4RKFieldIntegrator"
4184142,7679058,1105059,3665678,6990654,"g4run","libG4processes.so","0x000000000083e5ec"
4184083,5532475,1625404,7084743,962361,"g4run","libG4event.so","0x0000000000069d7e"
4183857,3263434,1267331,8142023,751379,"g4run","libG4processes.so","0x000000000085527f"
4183819,8963025,1259126,16461829,680749,"g4run","libG4geometry.so","G4TessellatedSolid::InsideVoxels@plt"
4182871,4462034,131091,1862698,0,"g4run","libG4processes.so","0x00000000008b6d26"
4182461,2263524,2186039,4550248,274881,"g4run","libG4particles.so","G4Alpha::Definition"
4182091,17268517,1947545,11613955,1701461,"g4run","libG4event.so","0x0000000000069db6"
4181762,3346799,1142813,3222172,2114679,"g4run","libG4processes.so","0x00000000008c521d"
4181347,2162450,1116956,3343001,509555,"g4run","libG4processes.so","0x0000000000a16cac"
4178066,7673792,2656429,4924445,1999057,"g4run","libG4processes.so","G4VCrossSectionRatio::~G4VCrossSectionRatio"
3492384,7866806,819220,5067320,5166840,"g4run","libG4processes.so","0x00000000008e1944"
3492342,3322341,269362,3721961,1350793,"g4run","libG4processes.so","0x00000000008b6d55"
3491885,3234634,677092,5817761,582991,"g4run","libG4processes.so","0x00000000008b6ce8"
3491826,2789902,867249,3311529,719682,"g4run","libG4event.so","0x0000000000069d53"
3491703,2318875,427693,0,270922,"g4run","libG4processes.so","G4RToEConvForElectron::G4RToEConvForElectron@plt"
3491602,6414770,0,4555589,1383012,"g4run","libG4processes.so","0x000000000083bdeb"
3491465,9859522,1442827,5542139,386571,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeScreeningFunctions"
3491255,3339314,868767,4632143,272225,"g4run","libG4event.so","0x0000000000068e3c"
3491185,5561262,1260744,4168422,3637876,"g4run","libG4processes.so","0x0000000000f69a1d"
3491135,4377983,988108,6273161,603643,"g4run","libG4event.so","0x0000000000069d83"
3490985,1208154,394544,0,1405687,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzRotation::set"
3490887,8904000,277783,883221,879835,"g4run","libG4processes.so","0x00000000008395b8"
3490554,5738567,399506,4449212,3393456,"g4run","libG4geometry.so","0x000000000027089d"
3490431,3317485,425394,797891,386886,"g4run","libG4particles.so","G4DecayTable::G4DecayTable"
3490377,6455092,590776,2717413,2469174,"g4run","libm.so.6","hypot@@GLIBC_2.35"
3490306,0,958702,1762266,1091280,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
3490298,5596897,1324866,9785356,737521,"g4run","libG4processes.so","G4CollisionOutput::removeOutgoingParticle@plt"
3490239,3276246,438893,6236485,366829,"g4run","libG4processes.so","G4NIELCalculator::RecoilEnergy"
3490005,3355263,1166129,2637549,1597683,"g4run","libG4processes.so","G4BinaryCascade::UpdateTracksAndCollisions"
3489930,1088006,461300,3203390,515248,"g4run","libm.so.6","@plt"
3489922,1177185,1465597,4206134,883128,"g4run","libG4processes.so","G4Fissioner::~G4Fissioner"
3489908,6055867,356602,826789,0,"g4run","libG4processes.so","G4TwoBodyAngularDist::GetInstance@plt"
3489866,0,1287012,2457981,0,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::GetTabValues"
3489717,2083803,544534,1682910,3551167,"g4run","libG4processes.so","G4VXTRenergyLoss::GetGasZmuProduct"
3489252,2328267,262586,4690536,438478,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_of@plt"
3489248,0,319549,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::~G4CascadeFunctions"
3489243,2242407,527032,2618901,3275493,"g4run","libG4processes.so","G4HadronicParameters::SetEnergyThresholdForHeavyHadrons"
3489216,5249763,236308,3404760,2384362,"g4run","libG4geometry.so","G4ReflectedSolid::~G4ReflectedSolid"
3489184,6915523,562338,3773887,4627987,"g4run","libG4geometry.so","0x00000000001fea0d"
3489097,4457038,1073225,7430836,932114,"g4run","libG4processes.so","0x00000000008b6d4b"
3488779,11806314,413914,1550352,14773732,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
3488772,6700280,836515,4228890,426891,"g4run","libG4processes.so","0x00000000009d2e1b"
3488754,2310450,168875,0,1476323,"g4run","libG4processes.so","G4WilsonAblationModel::SelectSecondariesByEvaporation"
3488679,6755129,154643,4068206,1348219,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::operator delete@plt"
3488667,1130858,1581827,4261502,1040469,"g4run","libG4processes.so","0x00000000009319dc"
3488654,3372625,1387585,3919887,0,"g4run","libG4processes.so","G4MolecularConfiguration::PrintState@plt"
3488474,2434757,162206,1584476,2725706,"g4run","libG4processes.so","G4SingleDiffractiveExcitation::ExciteParticipants"
3488461,3377622,285335,1704200,3111206,"g4run","libG4geometry.so","0x00000000001f8505"
3488458,4022688,151959,3588230,851892,"g4run","libG4geometry.so","std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> >::_M_erase"
3488071,3303926,1063913,6799214,463787,"g4run","libG4processes.so","G4OpticalParameters::GetScintTrackInfo"
3488014,7852727,833955,7818516,576879,"g4run","libG4processes.so","0x00000000008b6d45"
3488009,4457679,266002,0,2901628,"g4run","libG4geometry.so","G4Tubs::Clone"
3487991,8977790,1870492,3629880,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getMultiplicity"
3487642,2224244,1329059,6486439,338365,"g4run","libG4processes.so","std::deque<G4StatMFFragment*, std::allocator<G4StatMFFragment*> >::_M_reallocate_map"
3487593,2154052,285369,3136074,4635987,"g4run","libG4processes.so","G4ScoreSplittingProcess::PostStepGetPhysicalInteractionLength"
3487123,5381434,983363,5822775,2048665,"g4run","libG4geometry.so","0x0000000000103d07"
3486855,4401512,986766,2612533,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*>, std::_Select1st<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >, std::less<int>, std::allocator<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> > >::_M_emplace_unique<std::pair<int, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >@plt"
3486820,11844076,614010,3971898,3656488,"g4run","libG4processes.so","0x0000000000f69b8f"
3486675,0,131880,846604,0,"g4run","libG4event.so","0x0000000000069db3"
3486510,1111758,687946,7800316,788385,"g4run","libG4particles.so","G4PionRadiativeDecayChannel::DecayIt"
3486419,5501941,659251,5436940,833049,"g4run","libG4processes.so","0x0000000000838c1b"
3486246,2253549,642480,3743207,2394480,"g4run","libG4tracking.so","0x0000000000043e4f"
3486102,4111124,1213832,6220559,1016512,"g4run","libG4particles.so","G4AntiDoubleHyperH4::Definition"
3486090,7259331,699628,7228133,4912527,"g4run","libG4geometry.so","G4ExtrudedSolid::ComputeProjectionParameters@plt"
3486008,4438748,1076922,3255126,840224,"g4run","libG4processes.so","G4GammaNuclAngDst::G4GammaNuclAngDst"
3485938,3330617,322723,3277861,0,"g4run","libG4processes.so","0x00000000009d26c4"
3485772,9431834,286122,761039,7734134,"g4run","libG4processes.so","G4Reggeons::ncPomerons"
3485591,2013139,1209843,4143985,2163915,"g4run","libG4global.so","G4JTPolynomialSolver::QuadraticPolynomialIteration"
3485045,3281153,674626,7618830,1201172,"g4run","libG4processes.so","0x00000000008b6d1b"
3485028,3191174,281208,3511859,0,"g4run","libG4processes.so","G4OpticalParameters::GetScintTrackSecondariesFirst"
3484266,3740578,111453,597197,793049,"g4run","libpythia8.so","Pythia8::Rndm::flat"
3483601,1075542,2619689,3474341,0,"g4run","libG4processes.so","G4GamP2NPipAngDst::~G4GamP2NPipAngDst"
3483456,11039611,683645,4512390,1262606,"g4run","libG4geometry.so","field_utils::copy"
3483275,962769,2841499,11428614,690659,"g4run","libG4processes.so","G4Solver<G4StatMFMacroChemicalPotential>::Brent"
3479406,8902684,325294,2427622,3478977,"g4run","libG4processes.so","G4INCL::ProjectileRemnant::computeExcitationEnergy@plt"
3477648,3213796,927444,894145,1050238,"g4run","libG4geometry.so","0x00000000001c9a68"
2794129,0,473806,0,941581,"g4run","libG4track.so","G4ParticleChangeForGamma::CheckIt"
2793770,3408225,1090257,7598342,482572,"g4run","libG4processes.so","__1DSortOut::Sort@plt"
2793753,3237636,157071,2626991,474007,"g4run","libG4processes.so","0x0000000000a1190f"
2793717,2146905,917880,4274076,0,"g4run","libc.so.6","@plt"
2793663,1118396,676960,3311498,1819388,"g4run","libG4processes.so","0x00000000008b6bb5"
2793641,2193060,547999,4021592,2249590,"g4run","libG4processes.so","0x0000000000836c64"
2793585,7046267,276355,0,3173360,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2793567,0,305342,3539880,780321,"g4run","g4run","CLHEP::MixMaxRng::flat"
2793449,7932776,1059176,3496166,6641790,"g4run","libG4processes.so","G4CollisionOutput::printCollisionOutput"
2793217,6718657,670694,6186274,727084,"g4run","libG4processes.so","0x000000000083fefe"
2793200,1784878,0,1895143,549070,"g4run","libG4processes.so","G4fissionEvent::G4SmpWatt"
2793192,1122312,1720169,4045815,733947,"g4run","libG4particles.so","0x00000000000631a8"
2793182,7953894,1854842,8008023,1320819,"g4run","libG4particles.so","G4SigmaMinus::Definition"
2793165,9012519,686250,2537344,531162,"g4run","libG4processes.so","std::_Rb_tree<double, std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > >, std::_Select1st<std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > > >, std::less<double>, std::allocator<std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > > > >::_M_get_insert_hint_unique_pos@plt"
2793099,0,261349,2485321,0,"g4run","libG4processes.so","G4UrbanMscModel::ComputeTrueStepLength"
2792938,6161470,672417,2470252,505034,"g4run","libG4processes.so","0x000000000037ea40"
2792787,0,437744,2745070,0,"g4run","libG4processes.so","G4StatMFMacroNucleon::CalcEnergy"
2792785,6641103,277128,4471270,1634729,"g4run","libG4tracking.so","0x000000000002f7a4"
2792759,6379414,648803,3821929,1645917,"g4run","libG4geometry.so","G4Navigator::RestoreSavedState@plt"
2792758,3329991,142607,900515,408298,"g4run","libG4processes.so","G4PhysicsVector::Value"
2792746,2300207,787431,1663788,3312819,"g4run","libG4processes.so","G4CacheReference<CLHEP::Hep3Vector*>::Destroy"
2792725,5371179,268207,3582469,0,"g4run","libG4event.so","0x0000000000068e48"
2792679,4506177,1683629,6596464,0,"g4run","libG4processes.so","0x000000000037f1d0"
2792594,2264290,901082,3192264,555015,"g4run","libG4tracking.so","0x0000000000043e4b"
2792472,4504688,137099,3627375,0,"g4run","libG4tracking.so","G4ProcessManager::EndTracking@plt"
2792462,3449027,0,3358861,591427,"g4run","libG4processes.so","G4DNAGenericIonsManager::G4DNAGenericIonsManager@plt"
2792201,3216467,563902,2606965,0,"g4run","libG4processes.so","0x000000000093aaac"
2792158,7799958,1595702,8667651,1224303,"g4run","libG4particles.so","0x00000000000631ad"
2792067,3283855,644669,1568533,456315,"g4run","libG4particles.so","0x00000000000737ef"
2792019,2176786,129619,870503,1396819,"g4run","libG4processes.so","0x00000000008aec9a"
2791938,2986885,1649700,2518084,2979859,"g4run","libG4processes.so","0x0000000000b3629a"
2791888,5566890,801698,3487262,960571,"g4run","libG4tracking.so","0x000000000002f7a6"
2791798,5818589,1116412,1579387,279104,"g4run","libG4processes.so","G4NucleiModel::generateNucleon"
2791576,0,616937,1683159,1692047,"g4run","libG4geometry.so","0x0000000000212428"
2791518,3369872,1666888,3988295,283186,"g4run","libG4processes.so","0x0000000000a516c6"
2791494,4550435,834057,3349711,0,"g4run","libG4processes.so","G4CascadeChannelTables::G4CascadeChannelTables"
2791265,11095276,463077,9072559,3369526,"g4run","libG4processes.so","G4XAqmElastic::CrossSection@plt"
2791165,7875665,689642,4064452,5134026,"g4run","libG4geometry.so","0x00000000001fea0e"
2791017,3549335,595306,900724,0,"g4run","libc.so.6","__GI___pthread_mutex_unlock_usercnt"
2790962,1054127,851380,1882409,0,"g4run","libG4processes.so","MCGIDI_sampling_pdfsOfXGivenW_initialize@plt"
2790943,2238434,606295,4680376,0,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4MultiBodyMomentumDist>::Register"
2790940,0,780708,1951647,0,"g4run","libG4processes.so","0x00000000009d3334"
2790719,10097749,1318506,2736766,1085958,"g4run","libG4processes.so","0x000000000037bee0"
2790601,3413362,376032,3592519,0,"g4run","libG4processes.so","0x00000000008082dd"
2790434,9918917,2415802,2489879,1482916,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::~G4GoudsmitSaundersonTable@plt"
2790264,3322087,1691044,1515716,850126,"g4run","libG4particles.so","G4XiMinus::Definition"
2790050,5542927,195702,7757420,4508846,"g4run","libG4particles.so","G4AntiProton::AntiProtonDefinition@plt"
