cycles,instructions,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses,comm,dso,symbol
696054,1152739,0,0,25584,0,"g4run","libG4processes.so","0x000000000037e2e0"
696037,4428411,16658,321,8363,0,"g4run","libG4processes.so","0x000000000037f590"
696024,0,0,0,0,0,"g4run","libG4processes.so","0x000000000082fcc5"
696023,6589680,0,161,0,44,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
696003,1015199,0,120,10274,85,"g4run","libG4processes.so","G4DNAGillespieDirectMethod::SetTimeStep@plt"
695986,1084802,0,0,0,0,"g4run","libG4geometry.so","G4Torus::BoundingLimits"
695973,0,0,260,0,249,"g4run","libG4processes.so","G4KineticTrack::Decay"
695854,0,21860,136,19062,0,"g4run","libG4processes.so","G4NucleiModel::initializeCascad"
695808,1188509,13518,0,6125,0,"g4run","libG4processes.so","non-virtual thunk to G4CascadeFunctions<G4CascadePiZeroNChannelData, G4PionNucSampler>::~G4CascadeFunctions()"
695776,906530,0,0,0,131,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
695718,0,53048,511,40926,268,"g4run","libG4particles.so","G4DecayTable::~G4DecayTable"
695660,0,35797,778,6737,0,"g4run","libG4processes.so","0x000000000037bc80"
695478,0,0,158,0,0,"g4run","libG4geometry.so","0x00000000001cc616"
695413,1106796,0,0,0,0,"g4run","libG4processes.so","0x0000000000e4d0bb"
695400,0,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeGamNChannelData, G4PionNucSampler>::printTable"
695271,957360,0,0,0,21,"g4run","libG4geometry.so","0x000000000015c75e"
695249,872533,0,0,4029,55,"g4run","libG4processes.so","0x000000000037e880"
695068,3092758,17909,286,6670,0,"g4run","libG4geometry.so","G4Tubs::Clone"
695049,0,0,168,0,0,"g4run","libG4processes.so","0x0000000000a00c5c"
695033,0,22240,0,0,0,"g4run","libG4processes.so","0x00000000006ce62c"
695010,0,0,158,0,107,"g4run","libG4particles.so","G4KaonZeroLong::Definition"
695004,876702,0,0,0,207,"g4run","libG4global.so","G4SimpleIntegration::MidPoint"
695003,1118491,19160,587,13552,308,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<15, 19>::~G4NumIntTwoBodyAngDst"
694914,0,0,676,3317,64,"g4run","libG4processes.so","0x000000000037d0d0"
694811,1066069,0,355,0,0,"g4run","libG4processes.so","G4EquilibriumEvaporator::setVerboseLevel"
694768,0,19774,70,6129,124,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants"
694757,0,0,146,0,0,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::ComputeWeight"
694750,0,0,184,0,59,"g4run","libG4event.so","G4SPSRandomGenerator::GenRandPosTheta@plt"
694744,0,14396,0,16633,144,"g4run","libG4processes.so","0x000000000037f090"
694636,5085152,0,125,6280,0,"g4run","libG4geometry.so","operator delete@plt"
694403,0,0,898,6216,0,"g4run","libG4processes.so","std::map<int, G4ParticleDefinition*, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::~map"
694354,0,19188,335,0,96,"g4run","libG4processes.so","G4FPYSamplingOps::ShiftParameters"
694314,3295947,43880,395,5127,51,"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetNuclearMass"
694306,944857,0,0,3130,0,"g4run","libG4geometry.so","G4Tubs::GetEntityType"
694142,1149626,0,0,7403,0,"g4run","libG4geometry.so","0x0000000000212269"
694131,1059183,0,0,0,150,"g4run","libG4processes.so","std::vector<G4VSplitableHadron*, std::allocator<G4VSplitableHadron*> >::_M_realloc_insert<G4VSplitableHadron* const&>"
694122,0,0,561,14871,0,"g4run","libG4track.so","0x000000000000f3b8"
693960,1042219,0,316,5259,0,"g4run","libG4processes.so","G4EMDissociationCrossSection::GetWilsonProbabilityForProtonDissociation"
693900,0,10112,126,0,0,"g4run","libG4processes.so","0x0000000000a45da4"
693686,0,0,1058,0,287,"g4run","libG4processes.so","G4HadronicDeveloperParameters::DeveloperGet"
693235,0,0,0,0,109,"g4run","libG4processes.so","G4VXTRenergyLoss::OneInterfaceXTRdEdx@plt"
693040,2126465,63563,0,14568,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*>, std::_Select1st<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >, std::less<int>, std::allocator<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> > >::_M_emplace_unique<std::pair<int, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >@plt"
691678,914554,0,0,4843,90,"g4run","libG4processes.so","G4hRDEnergyLoss::~G4hRDEnergyLoss@plt"
0,6693433,36946,719,18892,161,"g4run","libG4particles.so","0x000000000006f81f"
0,5375336,0,122,7685,0,"g4run","libG4geometry.so","memset@plt"
0,4563848,0,930,0,1311,"g4run","libG4processes.so","G4FTFAnnihilation::Create3QuarkAntiQuarkStrings"
0,4495107,20730,395,11254,59,"g4run","libG4geometry.so","0x000000000018709f"
0,4366462,0,1185,4323,111,"g4run","libG4particles.so","0x000000000008127d"
0,4315050,22275,0,3793,0,"g4run","libCLHEP-2.4.5.3.so","CLHEP::RandGamma::genGamma@plt"
0,4166393,0,241,27695,0,"g4run","libG4processes.so","G4CascadParticle::print"
0,3748357,0,0,0,0,"g4run","libG4geometry.so","0x0000000000194047"
0,3455159,0,119,0,39,"g4run","libG4processes.so","0x000000000037bd00"
0,3401507,0,0,7968,54,"g4run","libG4event.so","G4EventManager::ProcessOneEvent"
0,3386393,0,0,0,0,"g4run","libG4processes.so","0x0000000000b3f8ff"
0,3351268,30763,222,11223,81,"g4run","libG4processes.so","0x000000000037dc80"
0,3320943,35512,0,16343,196,"g4run","libG4particles.so","0x000000000006bd6f"
0,3300574,0,62,2765,30,"g4run","libG4processes.so","0x00000000008c2946"
0,3284524,12315,105,10011,0,"g4run","libG4processes.so","G4NucleiModel::G4NucleiModel"
0,3265786,0,0,0,0,"g4run","libG4processes.so","0x000000000037bb60"
0,3251245,10748,0,0,117,"g4run","libG4processes.so","G4Solver<G4StatMFMacroMultiplicity>::Brent"
0,3234406,20995,109,8144,72,"g4run","libG4event.so","0x0000000000068ea9"
0,3234322,21196,0,0,61,"g4run","libG4processes.so","G4EmParameters::SetUseICRU90Data@plt"
0,3120731,14860,672,14249,0,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::G4ElectroNuclearCrossSection"
0,3115067,15692,1343,7855,545,"g4run","libc.so.6","__GI___pthread_mutex_unlock_usercnt"
0,3101832,14419,221,4724,0,"g4run","libG4geometry.so","0x00000000001c1d7b"
0,3089255,0,626,0,0,"g4run","libG4geometry.so","std::basic_iostream<char, std::char_traits<char> >::~basic_iostream@plt"
0,3027381,0,275,4210,0,"g4run","libG4processes.so","G4NucleiModel::G4NucleiModel"
0,2854936,0,0,0,0,"g4run","libG4geometry.so","0x0000000000193f0e"
0,2445446,0,588,6824,314,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,2394584,0,0,0,0,"g4run","libG4geometry.so","0x00000000001925fa"
0,2380218,0,0,0,0,"g4run","libG4processes.so","G4BetheBlochModel::G4BetheBlochModel"
0,2356794,0,1585,0,928,"g4run","libG4processes.so","G4FissionProductYieldDist::G4GetFission"
0,2286461,43337,0,5600,0,"g4run","libG4processes.so","G4ParallelWorldProcess::~G4ParallelWorldProcess"
0,2249509,26209,0,0,0,"g4run","libG4processes.so","G4AutoDelete::Register<G4TwoBodyAngularDist>@plt"
0,2240973,0,0,5935,0,"g4run","libG4processes.so","0x0000000000f0835b"
0,2234061,0,0,0,40,"g4run","libG4processes.so","G4RKFieldIntegrator::GetAntiprotonPotential"
0,2220622,0,0,0,200,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::FillEnergySteps"
0,2210905,0,0,0,0,"g4run","libG4processes.so","G4FTFAnnihilation::UnpackBaryon"
0,2206548,0,339,9416,479,"g4run","libG4processes.so","std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> > >::_M_erase"
0,2194954,22028,0,8247,46,"g4run","libG4processes.so","0x00000000008e2f6d"
0,2188684,0,0,0,0,"g4run","libG4event.so","G4AdjointStackingAction::ClassifyNewTrack"
0,2178005,0,0,0,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMpionNAbsorption"
0,2169166,0,0,0,69,"g4run","libG4processes.so","epsilon@plt"
0,2169102,0,0,7729,0,"g4run","libG4geometry.so","0x0000000000159955"
0,2163661,34998,520,16636,0,"g4run","libG4event.so","0x0000000000068e48"
0,2148397,53252,482,16700,85,"g4run","libG4tracking.so","std::_Rb_tree_insert_and_rebalance@plt"
0,2140546,28517,0,7053,0,"g4run","libG4processes.so","0x00000000008c294d"
0,2138317,10902,172,4680,0,"g4run","libc.so.6","unlink_chunk.constprop.0"
0,2102476,65914,379,7043,23,"g4run","libG4processes.so","0x00000000008aec9a"
0,2094803,23124,0,0,0,"g4run","libG4tracking.so","0x000000000002f81f"
0,2093871,0,0,15480,0,"g4run","libG4processes.so","G4Ne20GEMProbability::~G4Ne20GEMProbability@plt"
0,2086886,20514,0,14582,0,"g4run","libG4track.so","0x000000000000c61e"
0,2081425,11000,247,21573,94,"g4run","libG4processes.so","0x00000000008b6d55"
0,2070076,11977,111,5575,48,"g4run","libG4event.so","0x0000000000069db3"
0,2049838,0,0,0,0,"g4run","libG4geometry.so","G4VIntersectionLocator::ReportReversedPoints"
0,2039378,0,109,7429,78,"g4run","libG4geometry.so","0x0000000000159953"
0,1897318,14418,379,14773,0,"g4run","libCLHEP-2.4.5.3.so","CLHEP::RandGamma::shoot"
0,1785001,0,0,0,0,"g4run","libG4processes.so","0x000000000083fd17"
0,1527280,0,0,0,0,"g4run","libG4geometry.so","0x00000000001946ae"
0,1414581,0,0,0,0,"g4run","libG4processes.so","0x0000000000a1cf58"
0,1358568,0,0,4642,0,"g4run","libG4geometry.so","0x0000000000193f6c"
0,1346258,0,0,0,0,"g4run","libG4processes.so","G4BinaryCascade::ProductsAddPrecompound"
0,1310589,0,152,0,0,"g4run","libG4processes.so","G4BinaryCascade::GetSpherePoint"
0,1228990,0,0,0,0,"g4run","libG4geometry.so","G4Tubs::ComputeDimensions"
0,1206735,0,0,0,0,"g4run","libG4geometry.so","0x00000000001946a1"
0,1205531,0,0,0,0,"g4run","libG4processes.so","0x0000000000a05db6"
0,1202528,0,442,0,279,"g4run","libG4processes.so","0x0000000000f182d7"
0,1199948,0,0,0,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateMultiplicity"
0,1192147,0,2306,0,133,"g4run","libc.so.6","malloc_consolidate"
0,1190122,11371,168,0,106,"g4run","libG4processes.so","G4StatMFFragment::GetCoulombEnergy"
0,1188721,0,169,7038,0,"g4run","libG4processes.so","G4FTFParameters::Reset@plt"
0,1184207,0,0,0,0,"g4run","libG4processes.so","G4ESTARStopping::AddData"
0,1170145,0,0,0,49,"g4run","libG4processes.so","G4ParticleInelasticXS::InitialiseOnFly"
0,1165849,37649,154,12656,0,"g4run","libG4processes.so","G4MolecularConfiguration::GetFakeParticleID@plt"
0,1161290,0,0,3960,50,"g4run","libG4processes.so","0x00000000008e196b"
0,1161102,0,715,17603,376,"g4run","libG4global.so","G4ProfilerConfig<4ul>::GetPersistentFallback<0>@plt"
0,1159979,0,0,0,50,"g4run","libG4processes.so","G4WentzelOKandVIxSection::ComputeSecondTransportMoment@plt"
0,1156526,0,0,0,0,"g4run","libG4processes.so","G4MuonMinusAtomicCapture::ProcessDescription"
0,1156441,27351,935,4125,315,"g4run","libG4processes.so","G4BinaryCascade::UpdateTracksAndCollisions"
0,1156015,15598,0,14225,0,"g4run","libG4processes.so","G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::~G4CascadeData"
0,1155449,0,0,5688,55,"g4run","libG4processes.so","0x00000000009d26cd"
0,1153626,0,0,0,0,"g4run","libG4processes.so","std::__pop_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >@plt"
0,1152716,0,0,4355,0,"g4run","libG4processes.so","0x0000000000a19c5d"
0,1152293,23700,0,9811,0,"g4run","libG4tracking.so","G4UserLimits::SetUserMaxTime"
0,1152187,0,0,0,0,"g4run","libG4processes.so","G4VEnergyLossProcess::BuildLambdaTable@plt"
0,1152005,0,151,0,0,"g4run","libG4processes.so","0x0000000000b3f8f2"
0,1148431,67668,1419,5414,160,"g4run","libG4processes.so","G4HadronicParameters::SetEnergyThresholdForHeavyHadrons"
0,1143305,0,0,0,0,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::~G4DiffractiveSplitableHadron"
0,1142769,0,0,0,0,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::IsIsoApplicable"
0,1142507,0,245,2977,51,"g4run","libG4geometry.so","G4VIntersectionLocator::GetLastSurfaceNormal@plt"
0,1141656,0,0,0,0,"g4run","libG4processes.so","G4RayleighScattering::G4RayleighScattering"
0,1141483,0,0,0,0,"g4run","libG4processes.so","0x0000000000e9b09d"
0,1138745,0,0,0,0,"g4run","libG4processes.so","0x00000000009f4295"
0,1137079,0,0,0,89,"g4run","libG4processes.so","G4NuclNucl4BodyMomDst::~G4NuclNucl4BodyMomDst"
0,1133428,18557,0,0,0,"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetAtomicMass"
0,1131606,0,161,4156,0,"g4run","libG4processes.so","std::vector<int, std::allocator<int> >::_M_range_insert<int const*>"
0,1131358,0,0,6127,40,"g4run","libG4processes.so","0x00000000008e42e8"
0,1126946,0,0,0,0,"g4run","libG4processes.so","0x000000000096dbfc"
0,1126310,17292,278,0,86,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::operator delete@plt"
0,1126065,0,0,0,0,"g4run","libG4processes.so","G4InuclNuclei::copy"
0,1123012,0,0,0,0,"g4run","libG4event.so","0x0000000000068e34"
0,1122798,0,90,0,61,"g4run","libG4processes.so","0x0000000000aa3498"
0,1121602,0,0,14000,0,"g4run","libG4processes.so","G4WeightCutOffConfigurator::G4WeightCutOffConfigurator@plt"
0,1120563,0,178,0,0,"g4run","libG4processes.so","G4DNARuddIonisationModel::S_2p@plt"
0,1118908,0,0,0,55,"g4run","libG4processes.so","G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::print"
0,1118789,0,87,5177,0,"g4run","libG4event.so","0x0000000000068e46"
0,1113100,0,0,0,0,"g4run","libG4processes.so","G4MuonMinusAtomicCapture::IsApplicable"
0,1111965,0,200,0,0,"g4run","libG4processes.so","0x0000000000b36476"
0,1111334,16221,1916,0,50,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzVector::operator*="
0,1109540,0,0,0,0,"g4run","libG4processes.so","G4ThreadLocalSingleton<void>::Insert<G4ThreadLocalSingleton<G4CascadeParameters>::Insert()::{lambda()#1}>"
0,1109138,0,159,0,0,"g4run","libG4processes.so","G4AngularDistribution::Cross@plt"
0,1106146,74695,135,22947,0,"g4run","libG4processes.so","0x0000000000a516c6"
0,1105991,0,0,0,65,"g4run","libG4particles.so","G4DecayTable::SelectADecayChannel"
0,1104442,0,0,0,0,"g4run","libG4processes.so","0x0000000000a3f6aa"
0,1100200,16636,449,0,188,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::G4ElNeutrinoNucleusTotXsc"
0,1098768,0,201,0,0,"g4run","libG4event.so","0x0000000000069d8a"
0,1098476,0,0,0,0,"g4run","libG4processes.so","0x00000000009475de"
0,1098449,0,0,0,0,"g4run","libG4processes.so","G4FissionFragmentGenerator::G4SetIsotope"
0,1097720,0,0,0,0,"g4run","libG4processes.so","0x00000000009f3d5c"
0,1097243,0,121,0,0,"g4run","libG4processes.so","G4CollisionComposite::BufferedCrossSection"
0,1095696,0,142,3649,0,"g4run","libG4geometry.so","0x00000000002704c3"
0,1094625,0,0,0,0,"g4run","libG4processes.so","CLHEP::Hep3Vector::unit@plt"
0,1093455,0,0,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,1091627,0,0,0,0,"g4run","libG4processes.so","0x0000000000f66d87"
0,1086415,0,184,0,97,"g4run","libG4processes.so","G4UCNMaterialPropertiesTable::GetMRProbability@plt"
0,1084915,11894,0,0,0,"g4run","libG4processes.so","0x0000000000833dba"
0,1083247,0,0,14732,0,"g4run","libG4processes.so","G4LorentzConvertor::setBullet"
0,1082751,0,0,21491,0,"g4run","libG4processes.so","0x0000000000a516cb"
0,1082609,0,0,0,0,"g4run","libG4processes.so","G4HadronicAbsorptionBertini::IsApplicable"
0,1080497,0,597,0,0,"g4run","libG4processes.so","G4FTFParticipants::~G4FTFParticipants"
0,1080365,0,0,0,0,"g4run","libG4processes.so","std::vector<G4CascadeParameters*, std::allocator<G4CascadeParameters*> >::_M_fill_insert"
0,1080088,17537,108,0,0,"g4run","libG4processes.so","0x0000000000833d86"
0,1078244,0,0,0,0,"g4run","libG4digits_hits.so","G4VSensitiveDetector::G4VSensitiveDetector"
0,1077147,0,0,0,0,"g4run","libG4processes.so","G4VCrossSectionHandler::FindValue"
0,1074967,0,0,0,0,"g4run","libG4processes.so","0x000000000083271f"
0,1069900,0,0,0,0,"g4run","libG4processes.so","0x00000000008aece1"
0,1068988,18186,0,0,0,"g4run","libG4processes.so","G4BinaryLightIonReaction::G4BinaryLightIonReaction"
0,1067836,0,0,11537,0,"g4run","libG4processes.so","0x0000000000945a5a"
0,1067180,0,137,0,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMpionAbsorption"
0,1066536,16394,0,0,0,"g4run","libG4processes.so","G4InuclParticle::setMomentum"
0,1066477,0,170,0,0,"g4run","libG4particles.so","G4MuonDecayChannelWithSpin::G4MuonDecayChannelWithSpin"
0,1066084,0,0,8089,38,"g4run","libG4geometry.so","0x0000000000103cea"
0,1065778,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes"
0,1064815,18695,0,3767,59,"g4run","libG4processes.so","0x000000000083fd1b"
0,1064729,0,0,0,140,"g4run","libG4particles.so","G4Positron::Definition"
0,1064688,0,182,0,25,"g4run","libG4event.so","0x0000000000069d75"
0,1061618,0,179,0,0,"g4run","libG4geometry.so","G4PartialPhantomParameterisation::ComputeVoxelIndices@plt"
0,1060114,0,0,0,0,"g4run","libG4processes.so","0x00000000009e4d6b"
0,1058372,0,0,0,0,"g4run","libG4event.so","0x0000000000068d76"
0,1056853,0,0,0,0,"g4run","libG4particles.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
0,1056767,0,0,7093,66,"g4run","libG4processes.so","std::vector<std::map<int, G4VEMDataSet*, std::less<int>, std::allocator<std::pair<int const, G4VEMDataSet*> > >, std::allocator<std::map<int, G4VEMDataSet*, std::less<int>, std::allocator<std::pair<int const, G4VEMDataSet*> > > > >::~vector@plt"
0,1056238,0,0,6640,218,"g4run","libG4processes.so","G4FTFModel::AdjustNucleons"
0,1052887,33477,0,5094,0,"g4run","libG4processes.so","non-virtual thunk to G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::~G4CascadeFunctions()"
0,1052021,10625,154,0,0,"g4run","libG4geometry.so","0x0000000000255317"
0,1051243,0,0,0,0,"g4run","libG4processes.so","G4ShellData::G4ShellData"
0,1050725,0,0,0,0,"g4run","libG4track.so","0x000000000000f48b"
0,1045396,0,0,4759,0,"g4run","libG4processes.so","0x0000000000a0d3cd"
0,1038784,17888,0,0,0,"g4run","libG4geometry.so","0x0000000000124fcc"
0,1038387,0,0,0,0,"g4run","libG4processes.so","G4AblaRandom::flat"
0,1034755,0,0,0,0,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::GetNextAntiParton"
0,1034707,0,0,0,0,"g4run","libG4geometry.so","G4ClassicalRK4::DumbStepper"
0,1031080,0,0,0,0,"g4run","libG4processes.so","G4VXTRenergyLoss::XTRNSpectralDensity"
0,1030969,0,285,0,33,"g4run","libG4geometry.so","0x00000000001498d8"
0,1030782,0,0,0,0,"g4run","libG4processes.so","0x000000000092e81b"
0,1030687,0,152,0,133,"g4run","libG4processes.so","0x000000000083a0ef"
0,1021911,0,0,0,0,"g4run","libG4global.so","0x0000000000038eda"
0,1020743,0,0,0,0,"g4run","libG4processes.so","G4QuarkExchange::ExciteParticipants"
0,1016514,0,0,0,0,"g4run","libm.so.6","__fmod"
0,1014622,0,142,0,0,"g4run","libG4processes.so","0x00000000008e2f7a"
0,1012973,0,159,15623,0,"g4run","libG4processes.so","0x000000000083809a"
0,1012742,0,0,0,0,"g4run","libG4processes.so","std::vector<G4InuclNuclei, std::allocator<G4InuclNuclei> >::_M_default_append"
0,1006523,0,221,0,55,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzVector::findBoostToCM"
0,999128,0,143,0,0,"g4run","libG4processes.so","0x0000000000b3f94a"
0,997487,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusNChannelData, G4KaonSampler>::printTable"
0,996679,0,0,3824,20,"g4run","libG4global.so","G4JTPolynomialSolver::QuadraticSyntheticDivision"
0,991195,0,424,0,99,"g4run","libG4processes.so","0x000000000096dbae"
0,989868,0,203,0,0,"g4run","libG4processes.so","0x0000000000a4b273"
0,982627,15738,326,14464,0,"g4run","libG4processes.so","G4CrossSectionDataStore::DumpHtml@plt"
0,982601,10761,0,0,0,"g4run","libG4geometry.so","0x00000000000db24e"
0,964467,0,0,0,0,"g4run","libG4particles.so","G4VDecayChannel::GetAngularMomentum"
0,961347,68855,336,16717,0,"g4run","libG4tracking.so","G4Track::~G4Track@plt"
0,959207,0,363,13065,104,"g4run","libG4event.so","0x0000000000069da5"
0,953243,0,124,0,76,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,940019,0,148,0,0,"g4run","libG4processes.so","G4StatMFMacroBiNucleon::CalcEntropy"
0,922623,14202,0,0,0,"g4run","libG4geometry.so","G4ReflectedSolid::DescribeYourselfTo"
0,914705,0,0,0,23,"g4run","libG4processes.so","G4LundStringFragmentation::StopFragmenting"
0,914699,0,0,0,0,"g4run","libG4geometry.so","G4NystromRK4::SetDistanceForConstantField@plt"
0,906169,0,0,0,0,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::CrossSectionDescription"
0,896999,0,0,0,106,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::SplitUp"
0,888447,10175,0,6202,51,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetVirtualFactor@plt"
0,821199,0,0,0,0,"g4run","libG4geometry.so","0x0000000000193fbd"
0,816825,13860,0,0,0,"g4run","libG4processes.so","G4INCL::InteractionAvatar::~InteractionAvatar@plt"
0,0,147216,0,0,0,"g4run","libG4processes.so","0x000000000037b940"
0,0,90962,120,0,0,"g4run","libG4geometry.so","0x00000000000f76c8"
0,0,63841,0,0,0,"g4run","libG4processes.so","MCGIDI_reaction_getProjectileMass_MeV@plt"
0,0,58412,195,5475,0,"g4run","libG4processes.so","G4OpMieHG::Initialise@plt"
0,0,51407,0,3348,0,"g4run","libG4geometry.so","0x00000000001818b9"
0,0,44196,416,0,0,"g4run","libG4processes.so","G4EvaporationInuclCollider::~G4EvaporationInuclCollider"
0,0,42567,479,0,0,"g4run","libG4processes.so","0x00000000004ba7dc"
0,0,40312,1445,6269,579,"g4run","libG4global.so","G4coutDestination::ReceiveG4cerr_"
0,0,38304,116,0,0,"g4run","libG4particles.so","G4ExcitedMesonConstructor::GetQuarkContents@plt"
0,0,37205,211,4863,0,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetNuElTotCsXsc"
0,0,36283,1208,0,136,"g4run","libG4processes.so","0x000000000037f2a0"
0,0,35875,500,9930,131,"g4run","libG4processes.so","G4SynchrotronRadiation::SetAngularGenerator@plt"
0,0,35688,0,0,0,"g4run","libG4geometry.so","G4EnclosingCylinder::ShouldMiss@plt"
0,0,35400,977,0,76,"g4run","libG4processes.so","G4FTFParticipants::GetList"
0,0,33752,0,0,0,"g4run","libG4processes.so","0x00000000008b6d5c"
0,0,33238,0,4739,0,"g4run","libG4processes.so","G4PhysicsVector::Value"
0,0,30669,227,0,204,"g4run","libG4processes.so","0x0000000000f183bc"
0,0,24291,0,3113,147,"g4run","libG4processes.so","0x00000000008c4d86"
0,0,23920,411,0,0,"g4run","libG4particles.so","G4DMesonPlus::Definition@plt"
0,0,23910,0,0,0,"g4run","libG4processes.so","0x00000000008082d8"
0,0,23722,0,0,0,"g4run","libG4geometry.so","G4Cons::GetPointOnSurface"
0,0,23574,0,6379,0,"g4run","libG4processes.so","std::vector<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*, std::allocator<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*> >::_M_fill_insert@plt"
0,0,23553,0,0,0,"g4run","libG4processes.so","G4eeToHadronsModel::ComputeCMCrossSectionPerElectron@plt"
0,0,23497,0,0,0,"g4run","libG4processes.so","G4BinaryLightIonReaction::Interact"
0,0,23434,0,23123,0,"g4run","libG4event.so","0x0000000000068d79"
0,0,23094,375,4149,139,"g4run","libG4particles.so","G4Upsilon::Definition"
0,0,23072,736,0,357,"g4run","libc.so.6","pthread_mutex_unlock@@GLIBC_2.2.5"
0,0,23017,0,0,0,"g4run","libG4processes.so","0x00000000008af68e"
0,0,22926,86,3795,0,"g4run","libG4processes.so","0x00000000008b60a9"
0,0,22644,0,5704,0,"g4run","libG4processes.so","G4IonParametrisedLossModel::BuildRangeVector@plt"
0,0,22172,274,13006,21,"g4run","libG4processes.so","G4ElementaryParticleCollider::pionNucleonAbsorption"
0,0,21369,579,0,43,"g4run","libG4particles.so","std::unique_lock<std::mutex>::unlock"
0,0,21276,0,0,0,"g4run","libG4processes.so","G4Evaporation::SetGEMVIChannel@plt"
0,0,21218,0,0,0,"g4run","libG4processes.so","std::vector<G4StatMFMicroManager*, std::allocator<G4StatMFMicroManager*> >::_M_realloc_insert<G4StatMFMicroManager* const&>@plt"
0,0,21185,0,0,0,"g4run","libG4processes.so","0x00000000008aeceb"
0,0,21180,0,0,104,"g4run","libG4processes.so","0x00000000008c4d8f"
0,0,21123,0,0,0,"g4run","libG4processes.so","G4ChannelingECHARM::ReadFromECHARM@plt"
0,0,20923,0,0,0,"g4run","libG4processes.so","0x0000000000a1ce57"
0,0,20704,0,0,0,"g4run","libG4processes.so","G4QMDMeanField::Cal2BodyQuantities@plt"
0,0,20605,0,0,0,"g4run","libG4processes.so","0x0000000000841d9f"
0,0,20564,574,0,0,"g4run","libG4processes.so","0x0000000000f18e32"
0,0,20403,0,0,0,"g4run","libG4processes.so","0x000000000083e5e8"
0,0,20395,0,0,55,"g4run","libG4particles.so","0x00000000000631ac"
