cycles,faults,minor_faults,major_faults,alignment_faults,comm,dso,symbol
13961721,0,0,0,0,"g4run","libG4processes.so","std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, G4InuclElementaryParticle, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
13961613,0,0,0,0,"g4run","libG4event.so","0x0000000000068d71"
13960925,0,0,0,0,"g4run","libG4processes.so","G4StatMFParameters::DBetaDT"
13960585,0,0,0,0,"g4run","libG4global.so","G4PhysicsLogVector::G4PhysicsLogVector"
13960499,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f83b"
13960406,0,0,0,0,"g4run","libG4processes.so","0x000000000037cf50"
13959931,0,0,0,0,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetExchangeT"
13959341,0,0,0,0,"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda"
13958369,0,0,0,0,"g4run","libG4processes.so","G4CascadeInterpolator<30>::printBins@plt"
13958318,0,0,0,0,"g4run","libG4global.so","G4JTPolynomialSolver::Quadratic"
13954204,0,0,0,0,"g4run","libG4processes.so","G4MuonicAtomDecay::DecayIt"
13953474,0,0,0,0,"g4run","libG4event.so","0x000000000006a41d"
13952679,0,0,0,0,"g4run","libG4track.so","G4VelocityTable::GetVelocityTable"
13265991,0,0,0,0,"g4run","libG4processes.so","G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::initialize"
13265880,0,0,0,0,"g4run","libG4processes.so","0x000000000037ba40"
13264566,0,0,0,0,"g4run","libG4processes.so","G4TransparentRegXTRadiator::DumpInfo"
13263987,0,0,0,0,"g4run","libG4geometry.so","G4ParameterisationTrdY::G4ParameterisationTrdY@plt"
13263392,0,0,0,0,"g4run","libG4processes.so","G4StatMFParameters::Beta"
13262355,0,0,0,0,"g4run","libG4processes.so","G4CollisionOutput::getTotalOutputMomentum"
13262243,0,0,0,0,"g4run","libG4processes.so","G4StatMFChannel::FragmentsMomenta"
13261184,0,0,0,0,"g4run","libG4track.so","0x00000000000101fa"
13260789,0,0,0,0,"g4run","libG4geometry.so","0x000000000016167d"
13260532,0,0,0,0,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::SampleDirection"
13259228,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getMultiplicity"
13259078,0,0,0,0,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMGsPhis"
13256934,0,0,0,0,"g4run","libG4processes.so","G4ScreeningMottCrossSection::DifferentialXSection"
13253750,0,0,0,0,"g4run","libG4processes.so","G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::print"
13253512,0,0,0,0,"g4run","libG4particles.so","G4Electron::Definition@plt"
13246413,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
12969040,0,0,0,0,"g4run","libG4global.so","0x0000000000054997"
12569918,0,0,0,0,"g4run","libG4processes.so","0x000000000037b330"
12568467,0,0,0,0,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta"
12568052,0,0,0,0,"g4run","libG4geometry.so","G4DisplacedSolid::GetObjectTranslation"
12566580,0,0,0,0,"g4run","libG4processes.so","G4VXTRenergyLoss::BuildEnergyTable"
12565803,0,0,0,0,"g4run","libG4processes.so","G4eIonisationParameters::~G4eIonisationParameters@plt"
12563497,0,0,0,0,"g4run","libG4processes.so","0x00000000008b6d67"
12562866,0,0,0,0,"g4run","libG4event.so","0x0000000000068db8"
12562575,0,0,0,0,"g4run","libG4processes.so","std::__lower_bound<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>"
12562324,0,0,0,0,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<15, 19>::GetCosTheta"
12562322,0,0,0,0,"g4run","libG4processes.so","G4VEmProcess::~G4VEmProcess"
12562204,0,0,0,0,"g4run","libG4processes.so","G4CrossSectionDataStore::GetCrossSection"
12558572,0,0,0,0,"g4run","libm.so.6","hypot@@GLIBC_2.35"
12557668,0,0,0,0,"g4run","libG4processes.so","non-virtual thunk to G4CascadeNPChannel::~G4CascadeNPChannel()"
12556449,0,0,0,0,"g4run","libG4particles.so","G4Gamma::Definition"
12554547,0,0,0,0,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::CalculateCrossSection"
11871480,0,0,0,0,"g4run","libG4processes.so","std::vector<G4RadioactiveDecayRatesToDaughter, std::allocator<G4RadioactiveDecayRatesToDaughter> >::_M_realloc_insert<G4RadioactiveDecayRatesToDaughter const&>"
11871284,0,0,0,0,"g4run","libG4processes.so","std::vector<int, std::allocator<int> >::_M_range_insert<int const*>"
11865574,0,0,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
11864971,0,0,0,0,"g4run","libG4tracking.so","G4SteppingManager::GetProcessNumber@plt"
11862971,0,0,0,0,"g4run","libG4processes.so","G4VXTRenergyLoss::GetAngleXTR"
11860621,0,0,0,0,"g4run","libG4geometry.so","G4Box::CalculateExtent"
11860213,0,0,0,0,"g4run","libG4geometry.so","G4ReflectedSolid::Inside"
11858519,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f9a9"
11857716,0,0,0,0,"g4run","libG4processes.so","0x0000000000f2e138"
11174087,0,0,0,0,"g4run","libG4tracking.so","G4UserLimits::GetUserMinRange"
11171156,0,0,0,0,"g4run","libG4processes.so","0x000000000083d84f"
11170921,0,0,0,0,"g4run","libG4processes.so","G4NucleiModel::generateNucleonMomentum"
11169159,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSectionSum"
11167693,0,0,0,0,"g4run","libG4processes.so","G4NeutronElectronElXsc::IsElementApplicable"
11167088,0,0,0,0,"g4run","libG4processes.so","G4NeutronElectronElXsc::GetElementCrossSection"
11166523,0,0,0,0,"g4run","libG4processes.so","G4CascadeData<31, 3, 12, 33, 59, 30, 20, 0, 0>::print"
11164881,0,0,0,0,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4InuclElementaryParticle>::G4ThreadLocalSingleton"
11164650,0,0,0,0,"g4run","libG4processes.so","G4MultiBodyMomentumDist::GetInstance"
11163449,0,0,0,0,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
11160886,0,0,0,0,"g4run","libG4processes.so","std::vector<G4Fragment, std::allocator<G4Fragment> >::_M_realloc_insert<G4Fragment const&>"
11156348,0,0,0,0,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
10474131,0,0,0,0,"g4run","libG4geometry.so","sincos@plt"
10473915,0,0,0,0,"g4run","libpythia8.so","Pythia8::SimpleSpaceShower::pT2nextQCD"
10473860,0,0,0,0,"g4run","libG4processes.so","0x00000000008b6d17"
10473281,0,0,0,0,"g4run","libG4processes.so","G4DNAMolecularReactionData::ComputeEffectiveRadius@plt"
10472628,0,0,0,0,"g4run","libG4processes.so","G4NucleiModel::~G4NucleiModel"
10471173,0,0,0,0,"g4run","libG4processes.so","G4AdjointGamma::AdjointGamma@plt"
10471037,0,0,0,0,"g4run","libG4processes.so","G4MuonMinusCapture::G4MuonMinusCapture"
10470869,0,0,0,0,"g4run","libG4processes.so","G4StatMFChannel::CreateFragment"
10470593,0,0,0,0,"g4run","libG4geometry.so","G4FSALBogackiShampine45::G4FSALBogackiShampine45@plt"
10470259,0,0,0,0,"g4run","libG4processes.so","std::vector<G4Fragment, std::allocator<G4Fragment> >::operator="
10469767,0,0,0,0,"g4run","libG4processes.so","G4C15GEMChannel::~G4C15GEMChannel"
10468402,0,0,0,0,"g4run","libG4processes.so","G4CascadeCheckBalance::baryonOkay"
10467950,0,0,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
10467731,0,0,0,0,"g4run","libG4geometry.so","G4Torus::DistanceToOut"
10467448,0,0,0,0,"g4run","libG4processes.so","G4RKPropagation::FreeTransport"
10466692,0,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<G4Material const*, std::pair<G4Material const* const, G4PhysicsFreeVector*>, std::_Select1st<std::pair<G4Material const* const, G4PhysicsFreeVector*> >, std::less<G4Material const*>, std::allocator<std::pair<G4Material const* const, G4PhysicsFreeVector*> > >::_M_erase"
10465870,0,0,0,0,"g4run","libG4processes.so","G4NucleiModel::generateModel"
10465506,0,0,0,0,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::CrossSectionFormula"
10459720,0,0,0,0,"g4run","libG4processes.so","G4SeltzerBergerModel::SetupForMaterial"
9797568,0,0,0,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::~G4ElementaryParticleCollider"
9774040,0,0,0,0,"g4run","libG4event.so","0x0000000000069db6"
9773987,0,0,0,0,"g4run","libG4processes.so","G4NeutronElectronElModel::~G4NeutronElectronElModel@plt"
9772821,0,0,0,0,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::GenerateTwoBody"
9771377,0,0,0,0,"g4run","libG4event.so","0x0000000000068e28"
9770336,0,0,0,0,"g4run","libG4processes.so","G4EmParameters::SetLPM@plt"
9770226,0,0,0,0,"g4run","libG4geometry.so","0x00000000001943dd"
9770141,0,0,0,0,"g4run","libG4geometry.so","field_utils::inverseCurvatureRadius"
9769790,0,0,0,0,"g4run","libstdc++.so.6.0.30","operator delete"
9769699,0,0,0,0,"g4run","libG4geometry.so","0x00000000001c1d77"
9769175,0,0,0,0,"g4run","libG4tracking.so","G4AttValue::G4AttValue@plt"
9768322,0,0,0,0,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorPionInelastic"
9768044,0,0,0,0,"g4run","libG4geometry.so","G4VPhysicalVolume::GetRotation@plt"
9767962,0,0,0,0,"g4run","libG4processes.so","G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay"
9767325,0,0,0,0,"g4run","libstdc++.so.6.0.30","operator delete"
9764919,0,0,0,0,"g4run","libG4processes.so","0x00000000008ad1af"
9763727,0,0,0,0,"g4run","libG4event.so","0x0000000000069d6f"
9762327,0,0,0,0,"g4run","libG4particles.so","G4DecayTableMessenger::~G4DecayTableMessenger@plt"
9189666,0,0,0,0,"g4run","libG4track.so","0x000000000000f3b4"
9077453,0,0,0,0,"g4run","libG4event.so","0x0000000000069d40"
9077222,0,0,0,0,"g4run","libG4particles.so","G4Gamma::GammaDefinition@plt"
9077180,0,0,0,0,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::pTnext"
9076266,0,0,0,0,"g4run","libG4geometry.so","G4GeomTestVolume::TestRecursiveOverlap@plt"
9076256,0,0,0,0,"g4run","libG4processes.so","G4VEmProcess::G4VEmProcess"
9074796,0,0,0,0,"g4run","libG4processes.so","G4LorentzConvertor::G4LorentzConvertor"
9074351,0,0,0,0,"g4run","libG4geometry.so","G4Tubs::operator="
9073991,0,0,0,0,"g4run","libG4track.so","0x00000000000116cf"
9073864,0,0,0,0,"g4run","libG4processes.so","G4He3GEMProbability::~G4He3GEMProbability@plt"
9073513,0,0,0,0,"g4run","libG4particles.so","G4IonTable::GetIon"
9072851,0,0,0,0,"g4run","libG4geometry.so","operator delete@plt"
9072610,0,0,0,0,"g4run","libG4particles.so","0x000000000006cd3a"
9072181,0,0,0,0,"g4run","libG4geometry.so","0x00000000000f72ba"
9071626,0,0,0,0,"g4run","libG4processes.so","G4SBBremTable::InitSamplingTables"
9071114,0,0,0,0,"g4run","libG4processes.so","G4CascadeRecoilMaker::fillRecoil"
9070699,0,0,0,0,"g4run","libG4processes.so","0x0000000000936c1a"
9069352,0,0,0,0,"g4run","libG4processes.so","0x000000000037e7c0"
9067102,0,0,0,0,"g4run","libG4processes.so","G4EMDissociationCrossSection::GetCrossSectionForProjectile"
9066664,0,0,0,0,"g4run","libG4processes.so","G4PhotoElectricEffect::ProcessDescription"
8379822,0,0,0,0,"g4run","libG4processes.so","0x0000000000f69b8f"
8379269,0,0,0,0,"g4run","libG4particles.so","G4IonTable::FindIonInMaster"
8379117,0,0,0,0,"g4run","libG4processes.so","G4ChipsProtonElasticXS::G4ChipsProtonElasticXS"
8378837,0,0,0,0,"g4run","libG4processes.so","G4RKPropagation::G4RKPropagation"
8378153,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiZeroPChannelData, G4PionNucSampler>::printTable"
8377874,0,0,0,0,"g4run","libG4tracking.so","G4SteppingManager::InvokeAlongStepDoItProcs"
8377730,0,0,0,0,"g4run","libG4processes.so","G4CollisionOutput::G4CollisionOutput"
8377407,0,0,0,0,"g4run","libG4processes.so","G4LinLogInterpolation::Calculate"
8376834,0,0,0,0,"g4run","libG4processes.so","G4IonDEDXHandler::GetUpperEnergyEdge@plt"
8376608,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f7a8"
8376386,0,0,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
8376250,0,0,0,0,"g4run","libG4geometry.so","G4Trap::MakePlanes"
8375613,0,0,0,0,"g4run","libG4processes.so","0x00000000008b6e57"
8375201,0,0,0,0,"g4run","libG4processes.so","0x0000000000f69b69"
8374713,0,0,0,0,"g4run","libG4processes.so","0x0000000000838c3c"
8374630,0,0,0,0,"g4run","libG4processes.so","G4CascadeData<31, 6, 24, 4, 4, 4, 4, 0, 0>::print"
8374042,0,0,0,0,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
8373812,0,0,0,0,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorHadronElastic"
8373453,0,0,0,0,"g4run","libG4geometry.so","G4Box::SetZHalfLength"
8373187,0,0,0,0,"g4run","libG4processes.so","0x00000000008aed83"
8373102,0,0,0,0,"g4run","libG4processes.so","G4ScoreSplittingProcess::PostStepGetPhysicalInteractionLength"
8372987,0,0,0,0,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::SolveTheEquation"
8371280,0,0,0,0,"g4run","libG4processes.so","0x0000000000f2e13e"
8371100,0,0,0,0,"g4run","libc.so.6","__strlen_avx2"
7681773,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeGamNChannelData, G4PionNucSampler>::getMultiplicity"
7681012,0,0,0,0,"g4run","libG4processes.so","G4CrossSectionDataStore::BuildPhysicsTable"
7680929,0,0,0,0,"g4run","libG4event.so","0x0000000000069d5a"
7680597,0,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos"
7680527,0,0,0,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::pionNucleonAbsorption"
7680522,0,0,0,0,"g4run","libG4processes.so","G4NucleiModel::generateQuasiDeuteron"
7680220,0,0,0,0,"g4run","libG4tracking.so","G4PropagatorInField::SetTrajectoryFilter@plt"
7678772,0,0,0,0,"g4run","libG4processes.so","G4MuMinusCapturePrecompound::ApplyYourself"
7678437,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f1d6"
7678157,0,0,0,0,"g4run","libG4processes.so","0x0000000000a5962d"
7677994,0,0,0,0,"g4run","libG4processes.so","G4VBiasingOperator::ReportOperationApplied@plt"
7677147,0,0,0,0,"g4run","libG4track.so","G4ParticleChange::CheckIt"
7677116,0,0,0,0,"g4run","libG4geometry.so","0x00000000001f8505"
7676848,0,0,0,0,"g4run","libG4processes.so","0x0000000000f69a1d"
7676775,0,0,0,0,"g4run","libG4processes.so","0x00000000005f442d"
7676737,0,0,0,0,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeRelDXSectionPerAtom"
7676531,0,0,0,0,"g4run","libG4processes.so","0x000000000037bee0"
7676506,0,0,0,0,"g4run","libG4processes.so","G4CollisionOutput::addOutgoingNuclei"
7676354,0,0,0,0,"g4run","libG4processes.so","G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::print"
7675939,0,0,0,0,"g4run","libG4processes.so","G4StatMFMacroCanonical::ChooseZ"
7675464,0,0,0,0,"g4run","libG4processes.so","0x00000000008395b4"
7675093,0,0,0,0,"g4run","libG4processes.so","G4UrbanMscModel::ComputeTheta0"
7675034,0,0,0,0,"g4run","libG4geometry.so","G4BooleanSolid::GetCubicVolume"
7674765,0,0,0,0,"g4run","libG4geometry.so","G4MultiUnion::DistanceToInNoVoxels"
7674411,0,0,0,0,"g4run","libG4processes.so","G4ScreeningMottCrossSection::ComputeAngle"
7673633,0,0,0,0,"g4run","libG4processes.so","G4CascadeRecoilMaker::collide"
7669563,0,0,0,0,"g4run","libG4geometry.so","G4CSGSolid::operator=@plt"
7668986,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getMultiplicity"
7666879,0,0,0,0,"g4run","libG4processes.so","0x000000000037f6a0"
6982850,0,0,0,0,"g4run","libG4processes.so","G4CascadeCheckBalance::strangeOkay"
6982834,0,0,0,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::fillOutgoingMasses"
6982785,0,0,0,0,"g4run","libG4processes.so","G4EMDissociationCrossSection::GetElementCrossSection"
6982401,0,0,0,0,"g4run","libG4processes.so","0x0000000000f18f23"
6982048,0,0,0,0,"g4run","libG4processes.so","G4CollisionOutput::rotateEvent"
6982030,0,0,0,0,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
6981674,0,0,0,0,"g4run","libG4event.so","0x0000000000068ea6"
6981321,0,0,0,0,"g4run","libG4processes.so","G4ScreeningMottCrossSection::FormFactor2ExpHof"
6981259,0,0,0,0,"g4run","libG4processes.so","G4VStateDependent::G4VStateDependent@plt"
6980781,0,0,0,0,"g4run","libG4processes.so","0x0000000000a48fca"
6980358,0,0,0,0,"g4run","libG4geometry.so","G4Torus::SurfaceNormal"
6980240,0,0,0,0,"g4run","libG4event.so","0x0000000000069d7e"
6980135,0,0,0,0,"g4run","libG4event.so","0x0000000000068eab"
6979643,0,0,0,0,"g4run","libG4processes.so","0x00000000008b6d1b"
6979495,0,0,0,0,"g4run","libG4geometry.so","G4ParameterisationTrdX::G4ParameterisationTrdX@plt"
6979054,0,0,0,0,"g4run","libG4event.so","0x0000000000068ea2"
6978973,0,0,0,0,"g4run","libG4processes.so","0x00000000008aece6"
6978904,0,0,0,0,"g4run","libG4particles.so","G4MesonConstructor::~G4MesonConstructor"
6978221,0,0,0,0,"g4run","libG4processes.so","0x00000000008b6d4e"
6977913,0,0,0,0,"g4run","libG4tracking.so","std::_Rb_tree<G4String, std::pair<G4String const, G4AttDef>, std::_Select1st<std::pair<G4String const, G4AttDef> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4AttDef> > >::find@plt"
6977800,0,0,0,0,"g4run","libG4geometry.so","G4Voxelizer::BuildEmpty@plt"
6976850,0,0,0,0,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillDirManyBody"
6976811,0,0,0,0,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::GetTransportMeanFreePathOnly"
6974636,0,0,0,0,"g4run","libG4processes.so","G4StatMFMacroCanonical::ChooseA"
6974317,0,0,0,0,"g4run","libG4processes.so","G4O15GEMProbability::G4O15GEMProbability"
6974249,0,0,0,0,"g4run","libG4processes.so","G4NucleiModel::getFermiKinetic"
6973507,0,0,0,0,"g4run","libG4geometry.so","0x0000000000161e6e"
6973414,0,0,0,0,"g4run","libG4processes.so","G4NeutronElectronElXsc::~G4NeutronElectronElXsc"
6972362,0,0,0,0,"g4run","libG4processes.so","0x0000000000a0cc68"
6972196,0,0,0,0,"g4run","libG4processes.so","G4CascadeSampler<30, 8>::findMultiplicity"
6969151,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getCrossSection"
6285511,0,0,0,0,"g4run","libG4tracking.so","G4Region::GetRegionalSteppingAction@plt"
6285100,0,0,0,0,"g4run","libG4processes.so","G4InuclParamAngDst::GetCosTheta"
6284765,0,0,0,0,"g4run","libG4processes.so","0x0000000000f18f2b"
6284136,0,0,0,0,"g4run","libG4processes.so","std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_default_append@plt"
6283475,0,0,0,0,"g4run","libG4processes.so","0x00000000008395bd"
6283273,0,0,0,0,"g4run","libG4processes.so","G4Channeling::GetEF@plt"
6282739,0,0,0,0,"g4run","libG4event.so","0x0000000000069d41"
6282637,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::getCrossSection"
6282423,0,0,0,0,"g4run","libG4processes.so","0x000000000083d84a"
6281873,0,0,0,0,"g4run","libG4processes.so","G4VXTRenergyLoss::GetAngleVector"
6281818,0,0,0,0,"g4run","libG4tracking.so","G4AdjointCrossSurfChecker::CrossingOneOfTheRegisteredSurface@plt"
6281198,0,0,0,0,"g4run","libG4particles.so","std::_Rb_tree_decrement@plt"
6280832,0,0,0,0,"g4run","libG4processes.so","G4NuclearFermiDensity::~G4NuclearFermiDensity"
6280355,0,0,0,0,"g4run","libG4event.so","0x0000000000068d83"
6280289,0,0,0,0,"g4run","libG4processes.so","G4TransitionRadiation::EnergyIntegralDistribution"
6279917,0,0,0,0,"g4run","libG4processes.so","G4SeltzerBergerModel::Initialise"
6279809,0,0,0,0,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetFunctions"
6279618,0,0,0,0,"g4run","libG4processes.so","GIDI_settings_flux::operator[]@plt"
6278936,0,0,0,0,"g4run","libG4geometry.so","0x00000000002122aa"
6278657,0,0,0,0,"g4run","libG4geometry.so","G4PolyhedronPara::G4PolyhedronPara@plt"
6278213,0,0,0,0,"g4run","libG4geometry.so","G4Box::DistanceToOut"
6277824,0,0,0,0,"g4run","libG4processes.so","G4O19GEMProbability::G4O19GEMProbability"
6277511,0,0,0,0,"g4run","libG4geometry.so","G4MagneticField::~G4MagneticField"
6277104,0,0,0,0,"g4run","libpythia8.so","Pythia8::PDF::xfSea"
6274948,0,0,0,0,"g4run","libG4processes.so","G4OpticalParameters::GetScintTrackInfo"
6274128,0,0,0,0,"g4run","libG4event.so","0x0000000000069d83"
6108125,0,0,0,0,"g4run","libG4processes.so","0x00000000009d3585"
5760318,0,0,0,0,"g4run","libG4processes.so","G4ASTARStopping::FindData"
5587120,0,0,0,0,"g4run","libG4processes.so","G4CrossSectionDataStore::SampleZandA"
5586697,0,0,0,0,"g4run","libG4processes.so","G4PAIySection::SumOverInterCerenkov"
5586601,0,0,0,0,"g4run","libG4geometry.so","G4GeometryMessenger::Init@plt"
5586526,0,0,0,0,"g4run","libG4event.so","0x0000000000068d7d"
5586509,0,0,0,0,"g4run","libG4processes.so","std::vector<G4RadioactivityTable*, std::allocator<G4RadioactivityTable*> >::_M_realloc_insert<G4RadioactivityTable* const&>"
5586304,0,0,0,0,"g4run","libG4processes.so","0x00000000009d358e"
5586056,0,0,0,0,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorPionElastic"
5585400,0,0,0,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMpionNAbsorption"
5585136,0,0,0,0,"g4run","libpythia8.so","Pythia8::BeamParticle::xCompFrac"
5584727,0,0,0,0,"g4run","libG4geometry.so","G4MultiUnion::DistanceToInCandidates"
5584064,0,0,0,0,"g4run","libG4particles.so","0x00000000000631ad"
5583853,0,0,0,0,"g4run","libG4processes.so","G4LossTableBuilder::BuildRangeTable"
5582976,0,0,0,0,"g4run","libG4processes.so","0x000000000037ea40"
5582099,0,0,0,0,"g4run","libG4processes.so","G4VDNAModel::~G4VDNAModel@plt"
5581918,0,0,0,0,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants_doChargeExchange"
5581344,0,0,0,0,"g4run","libG4particles.so","0x000000000006f808"
5581292,0,0,0,0,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEnergy"
5581178,0,0,0,0,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::AmplitudeSim"
5581163,0,0,0,0,"g4run","libG4processes.so","G4VEmProcess::GetCrossSection"
5580873,0,0,0,0,"g4run","libG4processes.so","0x0000000000838c1b"
5580568,0,0,0,0,"g4run","libG4geometry.so","0x000000000018726e"
5580375,0,0,0,0,"g4run","libG4processes.so","0x0000000000806bad"
5579918,0,0,0,0,"g4run","libG4processes.so","G4HadronicAbsorptionBertini::ProcessDescription"
5579820,0,0,0,0,"g4run","libG4processes.so","G4CollisionOutput::setOnShell"
5579711,0,0,0,0,"g4run","libG4processes.so","__cxa_rethrow@plt"
4888732,0,0,0,0,"g4run","libG4processes.so","G4StatMFMacroMultiplicity::CalcChemicalPotentialMu"
4888664,0,0,0,0,"g4run","libG4processes.so","0x000000000037f8b0"
4888039,0,0,0,0,"g4run","libG4processes.so","G4ParticleHPT2AInelasticFS::G4ParticleHPT2AInelasticFS@plt"
4887832,0,0,0,0,"g4run","libG4geometry.so","G4Trap::CheckParameters"
4887750,0,0,0,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMfinalState"
4887571,0,0,0,0,"g4run","libG4track.so","G4ParticleChangeForLoss::G4ParticleChangeForLoss"
4887425,0,0,0,0,"g4run","libG4processes.so","G4ForwardXrayTR::EnergyInterval@plt"
4887401,0,0,0,0,"g4run","libG4processes.so","G4VCrossSectionRatio::G4VCrossSectionRatio"
4887180,0,0,0,0,"g4run","libG4processes.so","G4CollisionOutput::tuneSelectedPair"
4887031,0,0,0,0,"g4run","libG4geometry.so","CLHEP::Hep3Vector::operator*=@plt"
4886565,0,0,0,0,"g4run","libG4geometry.so","G4CutTubs::GetCutZ"
4886518,0,0,0,0,"g4run","libG4processes.so","G4ElasticHNScattering::GaussianPt@plt"
4886442,0,0,0,0,"g4run","libG4processes.so","0x000000000085527f"
4886415,0,0,0,0,"g4run","libG4processes.so","G4CascadeColliderBase::~G4CascadeColliderBase"
4886229,0,0,0,0,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::branch"
4886224,0,0,0,0,"g4run","libG4processes.so","G4NucleiModel::passTrailing"
4886216,0,0,0,0,"g4run","libG4processes.so","G4VEmModel::GetCurrentIsotope@plt"
4886157,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f7f7"
4885783,0,0,0,0,"g4run","libG4geometry.so","G4TessellatedSolid::InsideVoxels@plt"
4885680,0,0,0,0,"g4run","libG4processes.so","std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base"
4885660,0,0,0,0,"g4run","libpythia8.so","Pythia8::BeamParticle::xfModifiedPrepare"
4885253,0,0,0,0,"g4run","libG4particles.so","0x00000000000737eb"
4885004,1,1,0,0,"g4run","libG4processes.so","G4MuonMinusBoundDecay::ApplyYourself"
4884946,0,0,0,0,"g4run","libG4processes.so","G4CollisionOutput::setRemainingExitationEnergy"
4884528,0,0,0,0,"g4run","libG4processes.so","0x000000000037e030"
4884201,0,0,0,0,"g4run","libG4tracking.so","G4SteppingManager::SetInitialStep@plt"
4883684,0,0,0,0,"g4run","libG4processes.so","G4ITStepProcessor::GetAtRestIL@plt"
4882305,0,0,0,0,"g4run","libG4global.so","G4JTPolynomialSolver::ComputeFixedShiftPolynomial"
4881648,0,0,0,0,"g4run","libG4processes.so","G4EquilibriumEvaporator::~G4EquilibriumEvaporator"
4881229,0,0,0,0,"g4run","libG4geometry.so","G4ExtrudedSolid::ComputeProjectionParameters@plt"
4880056,0,0,0,0,"g4run","libG4processes.so","0x00000000008b6d45"
