id,cycles,instructions,ls_dc_accesses,ls_dispatch_ld_dispatch,ls_dispatch_store_dispatch,ls_tlb_flush
"all;g4run;libG4track;_GLOBAL__sub_I_G4ParticleChangeForGamma.cc",4187740,1096205,654125,942960,445507,0
"all;g4run;libG4track;G4Step::G4Step",203740103,301286358,172920373,134299976,63386725,0
"all;g4run;libG4track;0x00000000000116cb",8369216,19315374,9130694,8245943,4011969,0
"all;g4run;libG4track;G4VelocityTable::GetVelocityTable",26505362,41981313,23950649,12324682,7308880,0
"all;g4run;libG4track;0x00000000000116cf",13953788,14340815,9667266,7539553,1968809,0
"all;g4run;libG4digits_hits",,,,,,
"all;g4run;libG4digits_hits;G4PSStepChecker::~G4PSStepChecker@plt",0,0,405300,0,0,0
"all;g4run;libG4digits_hits;G4VSensitiveDetector::G4VSensitiveDetector",0,1265405,0,0,0,0
"all;g4run;libG4digits_hits;G4VSensitiveDetector::Clone",2090547,1117853,692356,2494639,443076,0
"all;g4run;libG4digits_hits;G4VSensitiveDetector::~G4VSensitiveDetector",6197652955,9793862779,6219864743,4427578033,1950531319,0
"all;g4run;libG4geometry",,,,,,
"all;g4run;libG4geometry;0x00000000001818b9",1395694,1010434,698842,943561,1062270,0
"all;g4run;libG4geometry;G4ExtrudedSolid::StreamInfo",2698915322,4439818031,2672253251,1996161736,725193005,0
"all;g4run;libG4geometry;0x00000000000f728d",1391439,4460759,2775424,1470192,1011461,0
"all;g4run;libG4geometry;0x000000000021226e",26504165,44743483,22582100,20667722,7654557,0
"all;g4run;libG4geometry;G4CSGSolid::StreamInfo",13948870,12959545,10434175,7233573,3198378,0
"all;g4run;libG4geometry;0x00000000001c9d86",697984,7430641,2030741,938336,1492489,0
"all;g4run;libG4geometry;0x0000000000193f0e",698203,0,0,458274,411226,0
"all;g4run;libG4geometry;0x00000000000f76c8",694770,1070234,666668,487982,452726,0
"all;g4run;libG4geometry;G4Box::SetZHalfLength",9068692,17860305,10134074,8952624,3083471,0
"all;g4run;libG4geometry;G4TessellatedSolid::InsideVoxels@plt",6274997,13025821,3486081,6750791,2033317,0
"all;g4run;libG4geometry;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord",10464927,26147452,11752256,5265805,3236528,0
"all;g4run;libG4geometry;0x0000000000270937",0,2201937,1232612,432922,0,0
"all;g4run;libG4geometry;G4Box::SetXHalfLength",2640781440,4520500536,2732224086,2072782047,769000110,0
"all;g4run;libG4geometry;0x0000000000161e6e",9769372,13507903,10423268,6621229,1850410,0
"all;g4run;libG4geometry;0x00000000001818be",1395370,1143461,632934,2911962,191407,0
"all;g4run;libG4geometry;std::vector<G4LogicalSkinSurface*, std::allocator<G4LogicalSkinSurface*> >::_M_realloc_insert<G4LogicalSkinSurface*>",235082907,362713629,232852854,159568585,63496319,0
"all;g4run;libG4geometry;G4Box::DistanceToOut",5087691,7803132,3632202,3797419,1666453,0
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance",228135601,492478402,248519696,193677084,67881669,0
"all;g4run;libG4geometry;G4CutTubs::GetCutZ",7671225,11840302,6805827,4295369,1455328,0
"all;g4run;libG4geometry;G4BooleanSolid::GetCubicVolume",5581379,10607746,5417026,1499183,1082041,0
"all;g4run;libG4geometry;G4UnionSolid::CalculateExtent",41853876,50380160,22999269,26148493,7750401,0
"all;g4run;libG4geometry;0x00000000001c9d8a",2793490,3344105,1979288,492060,442116,0
"all;g4run;libG4geometry;G4Tubs::operator=",11169443,16662680,6899464,4770978,4978576,0
"all;g4run;libG4geometry;G4PhysicalVolumeStore::DeRegister",74630370,95351762,71134635,41606259,19557868,0
"all;g4run;libG4geometry;G4Mag_EqRhs::SetChargeMomentumMass@plt",11853798,23987068,15854670,15065944,6777380,0
"all;g4run;libG4geometry;0x000000000027093c",0,2017620,706551,2023839,451928,0
"all;g4run;libG4geometry;G4MultiLevelLocator::EstimateIntersectionPoint",540116357,936760647,557517705,395507000,180595955,0
"all;g4run;libG4geometry;G4Box::GetExtent",0,0,799724,459117,0,0
"all;g4run;libG4geometry;G4TouchableHistory::operator delete",102537472,169320609,103308377,76417667,29411275,0
"all;g4run;libG4geometry;G4MultiUnion::DistanceToIn",151405692,244397123,143215237,107893876,42342590,0
"all;g4run;libG4geometry;G4CutTubs::G4CutTubs",698285,1011296,669859,912520,416353,0
"all;g4run;libG4geometry;G4VIntersectionLocator::GetLastSurfaceNormal@plt",0,2105421,0,970162,403262,0
"all;g4run;libG4geometry;G4ElectroMagneticField::operator=@plt",101898418,131820124,94245404,78236817,21300390,0
"all;g4run;libG4geometry;G4LogicalSkinSurface::GetSurfaceTable",698250,0,636520,482621,0,0
"all;g4run;libG4geometry;G4FSALBogackiShampine45::Stepper",376787995,643215338,404808566,306245973,114321088,0
"all;g4run;libG4geometry;G4IntegrationDriver<G4MagIntegratorStepper>::OneGoodStep",398331317,705872245,444153827,333987973,129698491,0
"all;g4run;libG4geometry;G4Voxelizer::BuildEmpty@plt",4876295,3215356,7700622,2028844,831264,0
"all;g4run;libG4geometry;std::vector<CLHEP::Hep3Vector, std::allocator<CLHEP::Hep3Vector> >::operator=",0,0,672018,0,0,0
"all;g4run;libG4geometry;field_utils::relativeError",29305741,25417402,18528867,17230848,4121335,0
"all;g4run;libG4geometry;0x00000000002704c3",698299,1044145,603537,0,204496,0
"all;g4run;libG4geometry;0x00000000002704c5",0,2158006,0,444933,224677,0
"all;g4run;libG4geometry;0x00000000001498d8",698429,879550,0,0,224754,0
"all;g4run;libG4geometry;0x00000000002704c7",0,0,721860,0,0,0
"all;g4run;libG4geometry;0x00000000002704c8",0,0,681698,486519,230043,0
"all;g4run;libG4geometry;0x000000000011f5e9",36263987,62807780,33436305,29645165,9708182,0
"all;g4run;libG4geometry;G4PolyhedronEllipsoid::G4PolyhedronEllipsoid@plt",0,0,0,0,187143,0
"all;g4run;libG4geometry;G4Voxelizer::Contains@plt",0,0,0,444592,0,0
"all;g4run;libG4geometry;G4ExtrudedSolid::GetVertex",28613760,41163917,27269598,24821193,9714450,0
"all;g4run;libG4geometry;G4Trap::MakePlane",329903563,460542517,302599442,202558880,106810074,0
"all;g4run;libG4geometry;field_utils::absoluteError@plt",698247,0,697713,0,226427,0
"all;g4run;libG4geometry;G4PolyPhiFace::Diagonal",444428150,718274197,442970943,344467421,113363630,0
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone1@plt",13247280,14431922,12164959,8638556,3846968,0
"all;g4run;libG4geometry;G4Trap::MakePlanes",2094780,10789549,6398549,4379341,1693486,0
"all;g4run;libG4geometry;0x0000000000212428",4185575,5509245,1427279,2640002,852900,0
"all;g4run;libG4geometry;G4Torus::BoundingLimits",698117,0,613726,0,216990,0
"all;g4run;libG4geometry;G4DisplacedSolid::SetObjectTranslation",26548072,61788216,34659201,23910028,7847151,0
"all;g4run;libG4geometry;G4VPhysicalVolume::GetRotation@plt",11164892,8644279,11429400,6951325,2041543,0
"all;g4run;libG4geometry;G4CutTubs::CreatePolyhedron",0,1093998,654349,0,0,0
"all;g4run;libG4geometry;G4Trd::ApproxSurfaceNormal",2094578,6190847,2696490,918415,1330356,0
"all;g4run;libG4geometry;0x0000000000187094",2092473,10476319,3519513,1558724,568802,0
"all;g4run;libG4geometry;G4TessellatedSolid::~G4TessellatedSolid@plt",23026882,61986278,33415748,20016069,10002076,0
"all;g4run;libG4geometry;G4VoxelSafety::SafetyForVoxelNode",1002217046,1284164975,885901056,659679634,289047680,0
"all;g4run;libG4geometry;G4MagErrorStepper::Stepper",1340971329,2063428167,1377157274,1040031512,386343390,0
"all;g4run;libG4geometry;G4LogicalSurface::~G4LogicalSurface",140916840,216332175,143055811,99941438,42205552,0
"all;g4run;libG4geometry;G4Tubs::GetEntityType",1396795,0,637630,0,211008,0
"all;g4run;libG4geometry;G4Navigator::ComputeSafety",1119761285,1813997275,1205176252,876504454,331526013,0
"all;g4run;libG4geometry;G4PolyhedronPara::G4PolyhedronPara@plt",6983435,2189273,6219580,4399560,1952593,0
"all;g4run;libG4geometry;0x0000000000103d07",2791983,3171252,5338420,3619151,2940359,0
"all;g4run;libG4geometry;G4TwistTubsHypeSide::SetCorners@plt",697462,1065485,682896,540593,0,0
"all;g4run;libG4geometry;0x000000000021242e",1393267,2242413,1368672,1014816,218468,0
"all;g4run;libG4geometry;G4LogicalSkinSurface::CleanSurfaceTable",69757305,86501813,50431334,31286312,14908932,0
"all;g4run;libG4geometry;0x0000000000162689",1391395,4324488,1351863,1536382,1140910,0
"all;g4run;libG4geometry;0x00000000000e4a28",23719355,46682652,23760086,16177589,6001937,0
"all;g4run;libG4geometry;G4Box::Inside",4182175,9966156,4372983,2663375,1032343,0
"all;g4run;libG4geometry;G4FieldTrack::LoadFromArray",143719176,206166817,117057119,89831138,43712118,0
"all;g4run;libG4geometry;G4Navigator::LocateGlobalPointAndSetup",740960714,1297018323,918401551,627161541,315751039,0
"all;g4run;libG4geometry;G4ParameterisationTrdY::G4ParameterisationTrdY@plt",8368745,9162829,3251946,4626270,2419531,0
"all;g4run;libG4geometry;field_utils::relativeError2",662123251,978007280,609576459,457193945,172248537,0
"all;g4run;libG4geometry;G4MagInt_Driver::QuickAdvance",0,0,820137,0,0,0
"all;g4run;libG4geometry;0x000000000018709a",0,1196320,679239,1008586,0,0
"all;g4run;libG4geometry;G4CutTubs::IsCrossingCutPlanes",6280464,10598862,3822130,4239587,1837119,0
"all;g4run;libG4geometry;sincos@plt",8373645,16041813,6136059,7036660,3183436,0
"all;g4run;libG4geometry;G4PolyhedraSide::Normal",415811707,753405427,397346119,344494528,106385556,0
"all;g4run;libG4geometry;0x000000000018709f",0,5722429,689518,0,783185,0
"all;g4run;libG4geometry;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",16747891,26709320,18328085,12966276,5278663,0
"all;g4run;libG4geometry;G4Cons::DistanceToOut",31386954,38101103,30109323,23989429,8376911,0
"all;g4run;libG4geometry;0x0000000000103d0b",152806160,235882475,168514094,118419114,57171070,0
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize",60658254,93610876,72082953,49190866,16919269,0
"all;g4run;libG4geometry;G4VPhysicalVolume::SetRotation@plt",0,0,0,459443,445945,0
"all;g4run;libG4geometry;G4VoxelSafety::SafetyForVoxelNode@plt",694531,0,624761,1383261,220200,0
"all;g4run;libG4geometry;0x00000000000e4a6c",697108,0,0,0,0,0
"all;g4run;libG4geometry;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare@plt",698367,0,2678085,488944,0,0
"all;g4run;libG4geometry;0x00000000000e4a2e",27904562,55100393,34069207,22181325,8008269,0
"all;g4run;libG4geometry;G4PolyconeSide::DistanceAway@plt",0,1115399,689398,969067,208238,0
"all;g4run;libG4geometry;G4PartialPhantomParameterisation::GetTranslation@plt",1383513,1081979,1381491,490239,412420,0
"all;g4run;libG4geometry;G4LogicalVolume::GetFieldManager@plt",0,1022603,0,0,0,0
"all;g4run;libG4geometry;G4TwistedTubs::BoundingLimits",2118307269,3591026833,2142288032,1616172466,604088073,0
"all;g4run;libG4geometry;G4ImplicitEuler::G4ImplicitEuler@plt",25812410,45421444,22523805,21501863,9315798,0
"all;g4run;libG4geometry;G4PolyhedraSide::SurfaceTriangle",140249196,282501315,154105247,139222396,42459259,0
"all;g4run;libG4geometry;G4FieldTrack::G4FieldTrack",287995843,466245741,285718548,214213012,101200494,0
"all;g4run;libG4geometry;G4ParameterisedNavigation::LevelLocate",798130124,1238230865,768674421,579248939,241949878,0
"all;g4run;libG4geometry;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::StepWithError",3324328755,6085443377,3758281151,2753204852,1148881224,0
"all;g4run;libG4geometry;G4PolyhedraSide::GetPhi@plt",53718101,76506581,55528994,44803940,15972844,0
"all;g4run;libG4geometry;atan2@plt",23713660,20991257,12171408,16047131,5412361,0
"all;g4run;libG4geometry;G4ElectroMagneticField::G4ElectroMagneticField@plt",2788371,2147754,666301,989494,183157,0
"all;g4run;libG4geometry;G4Trap::Clone",10467003,17217474,11856456,10158297,2486767,0
"all;g4run;libG4geometry;CLHEP::Hep3Vector::operator*=@plt",694982,0,2727198,2363856,204307,0
"all;g4run;libG4geometry;G4AssemblyStore::Clean@plt",0,0,0,516364,0,0
"all;g4run;libG4geometry;G4PolyhedraSide::GetPointOnFace",5423771991,9184544995,5377578786,4180426234,1488228316,0
"all;g4run;libG4geometry;G4ChordFinderDelegate<G4IntegrationDriver<G4MagIntegratorStepper> >::FindNextChord",264399790,365149422,227074619,160165762,67884533,0
"all;g4run;libG4geometry;0x00000000001a315d",4182991,3073672,1986496,1449372,611648,0
"all;g4run;libG4geometry;field_utils::inverseCurvatureRadius",13946765,26010480,11560338,10569730,4681817,0
"all;g4run;libG4geometry;0x000000000019596f",698411,1119062,0,512479,202420,0
"all;g4run;libG4geometry;0x000000000014aa08",698413,1069922,667683,0,201567,0
"all;g4run;libG4geometry;G4PolyhedraSide::Inside",899256008,1650260972,922160971,736347251,229774008,0
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceAway",1409631247,2504690133,1404935660,1054056982,357376477,0
"all;g4run;libG4geometry;0x0000000000160c48",6975688,10133590,5975032,5444212,1609630,0
"all;g4run;libG4geometry;G4Cons::GetPointOnSurface",0,0,0,951511,0,0
"all;g4run;libG4geometry;0x00000000001946a1",0,0,0,0,198606,0
"all;g4run;libG4geometry;G4Box::~G4Box",697584,0,0,0,0,0
"all;g4run;libG4geometry;G4ParameterisedNavigation::LocateNextVoxel",612455070,1005441600,668036711,478344908,182776980,0
"all;g4run;libG4geometry;G4PropagatorInField::ClearPropagatorState",170186061,316790126,176954415,126368607,52571201,0
"all;g4run;libG4geometry;G4MultiUnion::operator=",26509133,41116375,30350939,24339972,10330632,0
"all;g4run;libG4geometry;0x00000000001946a7",0,0,0,0,206402,0
"all;g4run;libG4geometry;G4NavigationHistory::NewLevel@plt",1395871,4517315,4115128,3520214,570644,0
"all;g4run;libG4geometry;G4PVParameterised::CheckOverlaps",489046280,791829276,520453769,344345410,141356034,0
"all;g4run;libG4geometry;G4VoxelSafety::~G4VoxelSafety",122744575,151589178,91286966,71074114,29108294,0
"all;g4run;libG4geometry;0x00000000000e516c",13948396,30276566,24346562,13893088,6398731,0
"all;g4run;libG4geometry;G4ParameterisedNavigation::ComputeStep",3286092410,5176145626,3193904764,2395169294,968630615,0
"all;g4run;libG4geometry;G4MultiUnion::DistanceToInNoVoxels",23037451,41872780,24911186,20642694,9967415,0
"all;g4run;libG4geometry;G4Box::CreatePolyhedron",0,0,1305729,454461,218420,0
"all;g4run;libG4geometry;G4Box::CalculateExtent",6981613,15342453,7246797,6887523,2321628,0
"all;g4run;libG4geometry;0x0000000000194075",698830,0,0,0,211365,0
"all;g4run;libG4geometry;0x000000000014aa0b",2087618,2312734,2657255,2025304,0,0
"all;g4run;libG4geometry;0x000000000014aa0f",0,1212376,715813,0,0,0
"all;g4run;libG4geometry;G4ExtrudedSolid::ComputeProjectionParameters@plt",6275226,3169608,2120663,4873944,1080808,0
"all;g4run;libG4geometry;G4ReflectedSolid::GetReflectedSolidPtr",0,0,0,0,228688,0
"all;g4run;libG4geometry;0x00000000001943dd",698421,5359907,2095754,2595376,1061228,0
"all;g4run;libG4geometry;0x0000000000270ba8",36263425,57106013,27390951,21234936,13408031,0
"all;g4run;libG4geometry;0x0000000000270ba9",38374078,45939371,31248020,25848188,8642402,0
"all;g4run;libG4geometry;G4Paraboloid::SurfaceNormal",549740928,867294338,577118519,434061504,186406811,0
"all;g4run;libG4geometry;0x000000000019407c",0,0,597614,0,0,0
"all;g4run;libG4geometry;std::vector<Intersection, std::allocator<Intersection> >::_M_erase@plt",698483,0,2105015,1458526,0,0
"all;g4run;libG4geometry;G4PolyhedraSide::G4PolyhedraSide",45252040758,76991240594,46220337634,35740950140,12399703808,0
"all;g4run;libG4geometry;0x00000000001daa98",0,0,0,890552,0,0
"all;g4run;libG4geometry;G4UniformElectricField::G4UniformElectricField@plt",29300328,31337937,17645629,15809175,7455819,0
"all;g4run;libG4geometry;G4FieldTrack::operator=@plt",0,1183740,0,0,0,0
"all;g4run;libG4geometry;field_utils::absoluteError",338333736,503295011,327855989,259426127,93671408,0
"all;g4run;libG4geometry;G4LogicalSkinSurface::GetSurface",0,3302994,737434,0,0,0
"all;g4run;libG4geometry;G4PolyPhiFace::IntersectProp@plt",71857359,113809768,61485271,40958715,16553273,0
"all;g4run;libG4geometry;G4ParameterisationTrdX::G4ParameterisationTrdX@plt",4178870,4488517,2093142,2593852,641327,0
"all;g4run;libG4geometry;G4CutTubs::DistanceToOut",10318459,15698614,13857308,10084856,1666872,0
"all;g4run;libG4geometry;G4Navigator::ComputeStep",7364076551,12225933486,7772249817,5671528399,2313938322,0
"all;g4run;libG4geometry;G4Trd::SurfaceNormal",696461,0,695201,2388909,0,0
"all;g4run;libG4geometry;0x0000000000125058",0,1100438,681804,0,0,0
"all;g4run;libG4geometry;0x0000000000270bad",53013072,81149967,53780020,40225476,14601998,0
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AdvanceChordLimited",654350095,1058067953,683444244,499041407,202337490,0
"all;g4run;libG4geometry;0x00000000001daa9d",698855,0,1323142,0,198854,0
"all;g4run;libG4geometry;G4PolyhedraSide::IntersectSidePlane",976328566,1521142144,1010502197,730338342,276039782,0
"all;g4run;libG4geometry;G4FieldManager::G4FieldManager",474409160,739207038,437826154,333319563,154053770,0
"all;g4run;libG4geometry;0x00000000001fea09",51626908,122647667,63318251,52989689,17615186,0
"all;g4run;libG4geometry;G4MagInt_Driver::OneGoodStep",0,0,0,453485,0,0
"all;g4run;libG4geometry;std::basic_iostream<char, std::char_traits<char> >::~basic_iostream@plt",694444,1223318,2176361,441418,0,0
"all;g4run;libG4geometry;G4CSGSolid::operator=@plt",1396783,4345147,2839866,2328833,199616,0
"all;g4run;libG4geometry;G4ReflectedSolid::Inside",13961002,24856860,13051966,10759388,3983841,0
"all;g4run;libG4geometry;G4VoxelSafety::G4VoxelSafety",22328913,35180765,23164693,15901755,6698045,0
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >",23696719,42888506,21218421,13487730,7416601,0
"all;g4run;libG4geometry;G4Navigator::PrintState",3591884345,5660771650,3563113050,2593822385,1086232044,0
"all;g4run;libG4geometry;0x000000000019473a",0,1233497,682722,458728,0,0
"all;g4run;libG4geometry;0x000000000019473e",0,0,631267,924130,0,0
"all;g4run;libG4geometry;G4GeometryMessenger::Init@plt",4187549,7212223,7364247,2864737,1488578,0
"all;g4run;libG4geometry;0x00000000000d8158",1396492,0,0,500146,0,0
"all;g4run;libG4geometry;0x000000000012501d",0,0,0,519106,213114,0
"all;g4run;libG4geometry;field_utils::copy",4185552,4273477,4830087,1993568,1157799,0
"all;g4run;libG4geometry;0x0000000000163039",4188940,5700484,1359343,3144837,984010,0
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep",961625361,1557148736,997302925,713212971,266969132,0
"all;g4run;libG4geometry;G4NormalNavigation::LevelLocate",232562729,336781176,204482370,151198588,62428217,0
"all;g4run;libG4geometry;G4InterpolationDriver<G4DormandPrince745>::~G4InterpolationDriver",78138738,99241340,69653378,51331582,16826722,0
"all;g4run;libG4geometry;G4ConstRK4::~G4ConstRK4@plt",43239489,59912816,54588143,35629923,13451623,0
"all;g4run;libG4geometry;0x00000000001fea0d",4882150,5814544,6179747,3103385,616783,0
