id,cycles,instructions,ls_dc_accesses,ls_dispatch_ld_dispatch,ls_dispatch_store_dispatch,ls_tlb_flush
"all;g4run;libG4processes;G4ElasticHNScattering::GaussianPt",0,2408566,0,0,0,0
"all;g4run;libG4processes;G4Parton::G4Parton@plt",0,0,0,489701,0,0
"all;g4run;libG4processes;0x00000000009d2e16",1396280,1135852,0,461255,0,0
"all;g4run;libG4processes;0x000000000037b9d0",5585187,9953454,8182943,7891200,1242323,0
"all;g4run;libG4processes;G4PAIySection::GetStepEnergyLoss",71862809,85089802,64084403,40787173,18387276,0
"all;g4run;libG4processes;G4ProductionCutsTable::StoreCutsInfo",701953114,1183140808,722871294,510288143,221371740,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiZeroNChannelData, G4KaonHypSampler>::getMultiplicity",6276511,11018277,4161619,1457372,1725802,0
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateSCMpionAbsorption",697826,0,0,542305,0,0
"all;g4run;libG4processes;G4NucleiModel::generateModel",1396208,0,4727483,457758,1189165,0
"all;g4run;libG4processes;G4IntraNucleiCascader::G4IntraNucleiCascader",80335940,128377277,56161579,41531593,18343458,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetElementCrossSection",201567399,306993807,191418974,142494551,47422752,0
"all;g4run;libG4processes;G4LorentzConvertor::setBullet",3491447,1144689,0,0,223260,0
"all;g4run;libG4processes;G4SPBaryon::G4SPBaryon",0,0,0,0,188015,0
"all;g4run;libG4processes;0x00000000008b6d3c",0,0,0,488350,0,0
"all;g4run;libG4processes;0x000000000083809a",697904,0,682848,533953,446153,0
"all;g4run;libG4processes;G4ParticleHPFSFissionFS::G4ParticleHPFSFissionFS@plt",0,0,0,0,229085,0
"all;g4run;libG4processes;0x0000000000f69b3a",698427,1012345,685902,1002411,0,0
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4InuclElementaryParticle>::G4ThreadLocalSingleton",20936211,24384408,14654035,8193701,3283705,0
"all;g4run;libG4processes;G4NuclearPolarization::operator==",194638913,292483229,197106492,131318772,81760773,0
"all;g4run;libG4processes;G4PAIySection::InitPAI",209946216,271092088,164686954,126722834,47831374,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getCrossSection",13955012,21085232,16420412,8078415,3529814,0
"all;g4run;libG4processes;0x000000000083809e",0,0,688685,0,0,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::SolveTheEquation",3491908,11279150,5989854,6588199,850113,0
"all;g4run;libG4processes;std::__lower_bound<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",6283392,9778027,11054273,4359274,2553095,0
"all;g4run;libG4processes;0x000000000037b940",0,0,0,498837,671887,0
"all;g4run;libG4processes;G4WaterStopping::G4WaterStopping@plt",0,0,0,1560775,0,0
"all;g4run;libG4processes;G4MuNeutrinoNucleusProcess::G4MuNeutrinoNucleusProcess",0,0,724059,0,0,0
"all;g4run;libG4processes;0x0000000000f69b7f",19524163,32062392,17493810,18145776,5224870,0
"all;g4run;libG4processes;0x000000000096dbae",0,2113518,0,515947,226074,0
"all;g4run;libG4processes;0x00000000008e2f7a",697473,0,0,0,0,0
"all;g4run;libG4processes;0x00000000008e1944",4883528,5527151,2066207,921206,1295990,0
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos",23016337,21294117,11585901,7796169,6302225,0
"all;g4run;libG4processes;0x00000000003804c0",0,1126340,0,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::getCrossSectionSum",1394484,2176317,581349,490327,200453,0
"all;g4run;libG4processes;G4CascadeRecoilMaker::~G4CascadeRecoilMaker",6280601,10817686,6216099,1895000,671486,0
"all;g4run;libG4processes;0x00000000008e1948",697631,2210616,565959,0,436669,0
"all;g4run;libG4processes;0x00000000008e2f7e",4182902,3297609,2651582,0,445042,0
"all;g4run;libG4processes;G4CascadeCoalescence::reportArgs",13257130,17073517,11493962,7233050,4834881,0
"all;g4run;libG4processes;0x0000000000770c89",0,0,1355174,872037,216608,0
"all;g4run;libG4processes;std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_default_append@plt",4186139,5063209,1986895,1911735,916425,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetVirtualFactor",9067418,11862745,6773423,8510691,2372572,0
"all;g4run;libG4processes;G4NIELCalculator::AddEmModel",93484134,129717890,74200848,51487402,19808672,0
"all;g4run;libG4processes;G4ProcessManager::AddProcess",2192888968,3938087781,2292132462,1697457558,728293170,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity",52997789,80267732,38222308,22167040,16467529,0
"all;g4run;libG4processes;G4CascadeSampler<30, 8>::findMultiplicity",4183794,13101605,5448315,2406607,928458,0
"all;g4run;libG4processes;0x0000000000a0f31c",6967797,10166203,2741354,2449446,1279448,0
"all;g4run;libG4processes;G4PenelopeOscillatorManager::Clear@plt",0,0,0,480004,0,0
"all;g4run;libG4processes;G4ProductionCutsTable::UpdateCoupleTable",698534,0,676220,0,0,0
"all;g4run;libG4processes;__cxa_rethrow@plt",23029577,21067967,13306423,7995077,2378431,0
"all;g4run;libG4processes;0x000000000037f090",698348,0,0,498086,192340,0
"all;g4run;libG4processes;0x00000000008082d8",698420,0,0,0,0,0
"all;g4run;libG4processes;0x00000000008c4c3f",0,0,0,469420,0,0
"all;g4run;libG4processes;GIDI_settings_flux::operator[]@plt",7676923,10721595,7616000,3135297,2149736,0
"all;g4run;libG4processes;G4VXTRenergyLoss::OneInterfaceXTRdEdx@plt",0,0,0,0,235116,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetPTables",176517445,173556563,125135506,102290023,39011374,0
"all;g4run;libG4processes;G4LossTableManager::PreparePhysicsTable",4188463,4336307,2122066,2523365,0,0
"all;g4run;libG4processes;0x00000000009aec44",0,0,0,0,226783,0
"all;g4run;libG4processes;0x000000000037bd00",698402,995773,1405296,505748,0,0
"all;g4run;libG4processes;G4CollisionNNToNDeltastar::~G4CollisionNNToNDeltastar@plt",698453,0,0,0,427742,0
"all;g4run;libG4processes;G4VRangeToEnergyConverter::ConvertForElectron@plt",6982761,12199465,4699855,5362355,1516732,0
"all;g4run;libG4processes;G4OpticalParameters::GetScintStackPhotons",0,1053210,0,0,0,0
"all;g4run;libG4processes;G4GeometryCell::G4GeometryCell@plt",0,0,642698,0,0,0
"all;g4run;libG4processes;0x0000000000380120",698043,1192496,1372075,463155,201609,0
"all;g4run;libG4processes;G4LinLogInterpolation::Calculate",2094449,959589,1999243,2051668,592558,0
"all;g4run;libG4processes;G4StatMFFragment::GetFragment",698458,0,0,445991,0,0
"all;g4run;libG4processes;G4IntraNucleiCascader::collide",627206739,871740921,514318144,352271130,192611541,0
"all;g4run;libG4processes;0x00000000009d2bdb",0,0,0,0,230141,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeOmegaMinusNChannelData, G4KaonHypSampler>::~G4CascadeFunctions",0,1108673,0,0,0,0
"all;g4run;libG4processes;G4NeutrinoElectronProcess::SetLowestEnergy",698390,0,0,485880,425634,0
"all;g4run;libG4processes;G4StatMFParameters::GetMaxAverageMultiplicity",1393291,3518042,1216631,1952276,829416,0
"all;g4run;libG4processes;G4HadronicParameters::~G4HadronicParameters",1396619,0,701688,0,221429,0
"all;g4run;libG4processes;0x0000000000838ef4",2785535,2997671,2527668,856038,919357,0
"all;g4run;libG4processes;G4OpticalParameters::GetScintByParticleType",50936762,52547249,38772157,31283210,9428504,0
"all;g4run;libG4processes;G4PEEffectFluoModel::G4PEEffectFluoModel",394976932,606633599,318376356,253226575,117809856,0
"all;g4run;libG4processes;0x0000000000838ef9",0,0,0,0,196883,0
"all;g4run;libG4processes;G4Bessel::pI0",0,959229,1407562,0,205923,0
"all;g4run;libG4processes;G4VParticleChange::operator=@plt",0,1162636,0,0,0,0
"all;g4run;libG4processes;G4StatMFFragment::GetCoulombEnergy",698035,3221401,715490,522367,427779,0
"all;g4run;libG4processes;0x00000000009475de",698522,0,0,0,0,0
"all;g4run;libG4processes;0x00000000008c521d",1396754,7431994,1289327,1905771,880498,0
"all;g4run;libG4processes;0x00000000009d2e1b",3487525,5482434,695279,946117,208642,0
"all;g4run;libG4processes;G4fissionEvent::G4fissionerr",697613,0,0,0,0,0
"all;g4run;libG4processes;0x00000000008b6e57",6280142,4431747,3475161,2015867,2141052,0
"all;g4run;libG4processes;G4PairProductionRelModel::SampleSecondaries",1944246321,3150215691,1976114747,1373808192,614059524,0
"all;g4run;libG4processes;0x00000000009d2e1f",0,0,0,0,190142,0
"all;g4run;libG4processes;G4UrbanMscModel::SimpleScattering",0,0,655947,0,0,0
"all;g4run;libG4processes;G4FTFAnnihilation::Create3QuarkAntiQuarkStrings",698156,4759943,3474613,1847331,446133,0
"all;g4run;libG4processes;G4eeToHadronsModel::ComputeCMCrossSectionPerElectron@plt",1395408,2194695,0,1496768,0,0
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle*, std::allocator<G4InuclElementaryParticle*> >::_M_fill_insert",55815351,46558574,20181060,20646670,8565704,0
"all;g4run;libG4processes;G4HadronicParameters::SetEnableHyperNuclei",698173,0,0,0,0,0
"all;g4run;libG4processes;G4NeutronElasticXS::BuildPhysicsTable",147854515,199376260,103575490,96512752,33063528,0
"all;g4run;libG4processes;G4ThreadLocalSingleton<void>::GetCallbacks@plt",2095251,3441738,1338661,1252585,897595,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeGamPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",0,1033398,709507,0,235265,0
"all;g4run;libG4processes;G4CascadParticle::print",1388201,2366129,1326151,502112,966128,0
"all;g4run;libG4processes;0x0000000000e4db26",0,1077553,0,0,0,0
"all;g4run;libG4processes;0x00000000009246c3",693201,0,0,0,0,0
"all;g4run;libG4processes;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>",0,0,1485641,0,231900,0
"all;g4run;libG4processes;G4LinLogLogInterpolation::Calculate",95575141,135994473,92437057,68308608,23159629,0
"all;g4run;libG4processes;G4IntraNucleiCascader::rescatter",601113768,915913398,551065430,361322828,209358909,0
"all;g4run;libG4processes;G4CollisionOutput::selectPairToTune",5578344,10098801,6748420,2450779,1655856,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillUsingKopylov",66282309,75203856,60118696,49730642,24347060,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::ThresholdEnergy",2793442,8762641,2036603,2884229,1064886,0
"all;g4run;libG4processes;MCGIDI_reaction_parseFromTOM@plt",11158385,15482720,8156735,5313781,3371345,0
"all;g4run;libG4processes;G4NeutronCaptureXS::SelectIsotope",30002747,42873249,23651993,23881405,5894359,0
"all;g4run;libG4processes;0x00000000008e194d",0,2314642,650326,0,0,0
"all;g4run;libG4processes;G4EmCalculator::PrintDEDXTable",57905264,98085728,74769555,56267994,18837816,0
"all;g4run;libG4processes;G4O19GEMProbability::G4O19GEMProbability",17452819,13231450,9515358,4355386,3227339,0
"all;g4run;libG4processes;0x00000000006c9043",34879557,31517318,22398034,15813798,9208145,0
"all;g4run;libG4processes;0x000000000096dc38",0,0,713941,490031,234355,0
"all;g4run;libG4processes;0x000000000083f6f3",0,1145115,0,0,0,0
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::G4ElNeutrinoNucleusTotXsc",2095286,3111606,1347134,1455623,0,0
"all;g4run;libG4processes;G4CascadeRecoilMaker::fillRecoil",14649037,23998761,12811256,9467548,5859554,0
"all;g4run;libG4processes;G4ChipsKaonMinusElasticXS::GetPTables",288111154,427472814,285765181,201724306,106002338,0
"all;g4run;libG4processes;G4PhysicsTableHelper::RetrievePhysicsTable",52332394,72867502,53978284,34150047,18254934,0
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::~G4ParallelWorldScoringProcess",18147009,28192939,20245978,12545315,4437482,0
"all;g4run;libG4processes;0x00000000006c9047",15351812,40250253,22518619,14095345,7065305,0
"all;g4run;libG4processes;G4CascadeSampler<31, 6>::findMultiplicity",0,962986,0,978349,0,0
"all;g4run;libG4processes;0x000000000084196c",0,0,0,444782,0,0
"all;g4run;libG4processes;G4StatMFMacroNucleon::~G4StatMFMacroNucleon",698399,2251041,719891,474658,0,0
"all;g4run;libG4processes;0x00000000008082dd",1394019,0,2798717,980658,0,0
"all;g4run;libG4processes;std::_Function_handler<void (), G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager",2094477,3350604,635642,2393169,235181,0
"all;g4run;libG4processes;G4CollisionOutput::printCollisionOutput",4882811,5513645,2025264,2869871,1924121,0
"all;g4run;libG4processes;0x0000000000a0cc64",0,1092418,0,0,0,0
"all;g4run;libG4processes;G4RToEConvForGamma::ComputeValue",143719543,230714189,146856080,87081904,38195406,0
"all;g4run;libG4processes;G4VXTRenergyLoss::AngleXTRdEdx",66966468,92299279,53415453,35948018,15326954,0
"all;g4run;libG4processes;G4FTFModel::ReggeonCascade",0,0,0,0,189053,0
"all;g4run;libG4processes;0x0000000000a0cc66",0,0,0,523263,218930,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillDirThreeBody",5585097,12328156,4691101,3279206,3519398,0
"all;g4run;libG4processes;G4NuElNucleusNcModel::~G4NuElNucleusNcModel@plt",2792123,3171154,682231,1481921,651849,0
"all;g4run;libG4processes;G4LorentzConvertor::fillKinematics",53012081,54434263,28322660,17864871,10069230,0
"all;g4run;libG4processes;G4PairProductionRelModel::LPMFuncs::~LPMFuncs",83005001,91637056,78978722,47696636,24487835,0
"all;g4run;libG4processes;G4DiffuseElasticV2::IsApplicable",0,0,709204,0,0,0
"all;g4run;libG4processes;0x0000000000a0cc68",12554356,15852061,6876316,6475640,2132240,0
"all;g4run;libG4processes;G4N13GEMChannel::~G4N13GEMChannel",0,0,711558,0,0,0
"all;g4run;libG4processes;0x0000000000b3f918",698409,0,0,461502,0,0
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::~G4MuonMinusAtomicCapture",2790749,4547262,4576751,1369706,234307,0
"all;g4run;libG4processes;std::_Rb_tree<G4MoleculeDefinition const*, std::pair<G4MoleculeDefinition const* const, double>, std::_Select1st<std::pair<G4MoleculeDefinition const* const, double> >, std::less<G4MoleculeDefinition const*>, std::allocator<std::pair<G4MoleculeDefinition const* const, double> > >::_M_erase",345334056,512684886,338593800,239215893,104758295,0
"all;g4run;libG4processes;0x00000000009aec4c",0,0,0,0,244689,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getMultiplicity",6284129,6662670,9090775,5218797,1346904,0
"all;g4run;libG4processes;G4MuonMinusCapture::G4MuonMinusCapture",25814839,66569140,32273582,19471866,9031096,0
"all;g4run;libG4processes;G4NeutronElectronElXsc::IsElementApplicable",19528064,26017327,17410737,14518555,8394539,0
"all;g4run;libG4processes;0x0000000000ef7772",698479,0,0,498507,445696,0
"all;g4run;libG4processes;G4IntraNucleiCascader::initialize",286050203,490385997,302343184,178782481,114437016,0
"all;g4run;libG4processes;G4ParticleInelasticXS::Initialise",72560549,123617262,84337847,47748650,29202455,0
"all;g4run;libG4processes;G4LossTableBuilder::InitialiseBaseMaterials",0,0,0,461291,0,0
"all;g4run;libG4processes;G4CascadeCoalescence::selectCandidates",32109725,35419869,24433199,12242448,7804296,0
"all;g4run;libG4processes;G4CollisionOutput::getTotalBaryonNumber",99070754,128396933,71635138,52086083,23517162,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::getMultiplicity",618216365,884220291,479297864,305021451,193588199,0
"all;g4run;libG4processes;G4VEmProcess::StreamInfo",2128677191,3093586987,2036191417,1504663950,640110932,0
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants_doChargeExchange",8361458,16000128,6063340,4567507,2615676,0
"all;g4run;libG4processes;G4NucleiModel::printModel",343903166,483192573,244935166,188110875,112961004,0
"all;g4run;libG4processes;0x0000000000937b2f",2790295,6680672,2670697,2513003,1011157,0
"all;g4run;libG4processes;G4Scatterer::GetTimeToInteraction",0,0,662339,495742,0,0
"all;g4run;libG4processes;0x0000000000e4d10b",1394227,3421925,0,471630,202550,0
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::SampleMSC",3486869,6273280,4637394,3312224,1068017,0
"all;g4run;libG4processes;0x0000000000a4923d",0,0,648349,0,0,0
"all;g4run;libG4processes;std::ostream::write@plt",0,0,883040,0,231851,0
"all;g4run;libG4processes;0x00000000008b6e5e",2093770,0,711129,2027876,417120,0
"all;g4run;libG4processes;G4Fissioner::deExcite",46755577,49515552,29791707,20832777,9335043,0
"all;g4run;libG4processes;G4EMDissociationCrossSection::G4EMDissociationCrossSection",0,0,0,467603,0,0
"all;g4run;libG4processes;G4CrossSectionDataStore::GetCrossSection",25031762,38598173,23004210,17177460,6194539,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::FormFactor2Gauss",188979143,222258247,151557887,107430593,47273386,0
"all;g4run;libG4processes;G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::print",82320438,110054097,94887496,54380577,35453599,0
"all;g4run;libG4processes;G4HadronicParameters::SetApplyFactorXS",698277,0,0,0,0,0
"all;g4run;libG4processes;G4AutoDelete::Register<G4CascadeParameters>",53724471,52124837,40672208,28327090,14152249,0
"all;g4run;libG4processes;G4MolecularConfiguration::G4MolecularConfigurationManager::GetMolecularConfiguration@plt",0,0,733339,490009,0,0
"all;g4run;libG4processes;0x0000000000a1bbf1",0,1153826,0,0,0,0
"all;g4run;libG4processes;std::vector<int, std::allocator<int> >::_M_range_insert<int const*>",2791244,0,721876,457370,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getMultiplicity",6976781,10232014,7829728,1433044,2502125,0
"all;g4run;libG4processes;G4EquilibriumEvaporator::goodRemnant",42570785,65249196,32487227,18149100,14080981,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::GenerateCosTheta",429075040,726353480,386834592,257027198,159681737,0
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::ComputeWeight",0,0,605408,0,0,0
"all;g4run;libG4processes;std::vector<unsigned long, std::allocator<unsigned long> >::operator=",378155359,682985196,458847223,306891693,159060486,0
"all;g4run;libG4processes;G4ParticleHPProduct::G4ParticleHPProduct@plt",0,0,688899,0,227567,0
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeDXSectionPerAtom",13951641,26566256,24120578,8038893,8013864,0
"all;g4run;libG4processes;G4PEEffectFluoModel::CrossSectionPerVolume",130437957,207254052,142349685,90588308,40990843,0
"all;g4run;libG4processes;0x0000000000b3f9aa",0,1292049,0,0,0,0
"all;g4run;libG4processes;0x0000000000a63153",698349,1162459,0,0,0,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::FormFactor2ExpHof",3486592,8266043,3155255,4144246,1922157,0
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetCrossSectionForProjectile",11858801,25118955,11539118,5134876,2969140,0
"all;g4run;libG4processes;G4LundStringFragmentation::FragmentString",0,1087089,0,0,401493,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getMultiplicity",23022648,34244161,26606176,13464740,10269996,0
"all;g4run;libG4processes;G4OpticalParameters::StreamInfo",422081128,626270077,415130256,295051117,160617776,0
"all;g4run;libG4processes;0x00000000008c4d5e",0,1121339,670726,516665,0,0
"all;g4run;libG4processes;0x00000000008b8fcd",0,0,679116,0,0,0
"all;g4run;libG4processes;0x0000000000f182d7",0,1130575,1068767,493786,0,0
"all;g4run;libG4processes;G4CrossSectionDataStore::ComputeCrossSection",698318,0,1378780,0,0,0
"all;g4run;libG4processes;0x0000000000b3f9af",1396821,5391760,1354530,1380901,435153,0
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::~G4GoudsmitSaundersonTable@plt",9067881,5564218,4707668,2903691,996491,0
"all;g4run;libG4processes;G4WeightCutOffConfigurator::~G4WeightCutOffConfigurator@plt",14657461,19760363,13009784,6991856,4325243,0
"all;g4run;libG4processes;G4CacheReference<CLHEP::Hep3Vector*>::Destroy",4877976,6932024,4175716,3772485,2112020,0
"all;g4run;libG4processes;0x00000000008b8fcf",698299,1054282,707492,498298,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum",82313589,129034385,49339921,40253571,19304509,0
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::FillEnergySteps",1395898,3136556,0,967802,221829,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusNChannelData, G4KaonHypSampler>::getMultiplicity",5578960,12407199,5959051,4100936,1668788,0
"all;g4run;libG4processes;G4VCrossSectionDataSet::G4VCrossSectionDataSet",11168991,14496324,10684693,1962331,4492363,0
"all;g4run;libG4processes;G4CollisionOutput::G4CollisionOutput",15343143,16721562,6223247,7311754,3039735,0
"all;g4run;libG4processes;G4CascadeDeexciteBase::getTargetData",115118684,155830700,106722572,64288455,42677902,0
"all;g4run;libG4processes;0x00000000008e44dd",1389393,1077007,0,964549,229492,0
"all;g4run;libG4processes;G4CrossSectionDataSetRegistry::G4CrossSectionDataSetRegistry",13264989,15636072,19491843,8419016,4193621,0
"all;g4run;libG4processes;G4INCLXXInterfaceStore::~G4INCLXXInterfaceStore@plt",0,0,0,0,223874,0
"all;g4run;libG4processes;G4StatMFParameters::Getr0",698485,0,1336409,0,0,0
"all;g4run;libG4processes;0x0000000000efd76c",698487,0,0,0,0,0
"all;g4run;libG4processes;G4ChipsPionMinusInelasticXS::G4ChipsPionMinusInelasticXS@plt",698455,0,0,487351,0,0
"all;g4run;libG4processes;0x000000000083944e",1393138,0,0,456681,441443,0
"all;g4run;libG4processes;0x0000000000a0cc6d",4184353,12355526,4604266,2464694,1026820,0
"all;g4run;libG4processes;0x0000000000a16ca5",4887926,2158200,2560308,978529,1032300,0
"all;g4run;libG4processes;G4LundStringFragmentation::SplitLast",697754,2166536,0,0,0,0
"all;g4run;libG4processes;G4FTFModel::AdjustNucleonsAlgorithm_Sampling",2095053,2125561,2085536,498413,0,0
"all;g4run;libG4processes;G4BinaryCascade::ApplyYourself",0,0,447153,929917,0,0
"all;g4run;libG4processes;0x000000000092e81b",698430,1115078,0,0,0,0
"all;g4run;libG4processes;std::vector<G4RadioactivityTable*, std::allocator<G4RadioactivityTable*> >::_M_realloc_insert<G4RadioactivityTable* const&>",11857081,5443802,5929059,2959062,1818002,0
"all;g4run;libG4processes;0x0000000000a16ca9",697936,1190184,0,0,210173,0
"all;g4run;libG4processes;G4CascadeData<31, 1, 6, 20, 42, 25, 17, 0, 0>::print",10463399,5613697,5949306,2851406,1532947,0
"all;g4run;libG4processes;0x0000000000b364fc",0,0,0,445897,0,0
"all;g4run;libG4processes;G4VProcess::G4VProcess@plt",698365,0,0,0,0,0
"all;g4run;libG4processes;G4VLEPTSModel::Init@plt",0,0,0,0,217921,0
"all;g4run;libG4processes;G4InuclParticle::print",0,1133264,0,0,0,0
"all;g4run;libG4processes;G4CollisionOutput::getRecoilFragment",0,1177636,670201,0,213004,0
"all;g4run;libG4processes;G4PEEffectFluoModel::SampleSecondaries",2148330028,3097166083,1837102458,1405823110,516896702,0
"all;g4run;libG4processes;0x000000000095fb47",1396788,0,0,0,214478,0
"all;g4run;libG4processes;G4XAqmElastic::CrossSection@plt",5585105,15266979,1335284,3868382,2578896,0
"all;g4run;libG4processes;G4StatMFParameters::Beta",14648615,40402351,21869248,6831448,2666977,0
"all;g4run;libG4processes;G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print",5585680,8489886,3301245,2017190,1741346,0
"all;g4run;libG4processes;MCGIDI_angularEnergy_new@plt",698115,0,703995,474346,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::getMultiplicity",32091651,51738838,30233699,19035870,11214615,0
"all;g4run;libG4processes;G4ParallelWorldProcess::~G4ParallelWorldProcess",694488,1137059,657081,496618,0,0
"all;g4run;libG4processes;0x0000000000b3646a",0,4301321,2020833,431614,661969,0
"all;g4run;libG4processes;G4MultiBodyMomentumDist::GetInstance",26516636,41578169,22203628,16921135,10568727,0
"all;g4run;libG4processes;G4NeutronCaptureXS::GetElementCrossSection",28592449,29155305,25609313,13469793,7457503,0
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeScreeningFunctions@plt",1396898,2219693,0,485226,191234,0
"all;g4run;libG4processes;G4GammaNuclAngDst::G4GammaNuclAngDst",2792811,4662089,3441957,971341,832681,0
"all;g4run;libG4processes;0x00000000008395b4",4879441,11909746,3500942,2960080,2874790,0
"all;g4run;libG4processes;G4ITMultiNavigator::GetGlobalExitNormal",700372894,972003993,620386104,459492299,205825219,0
"all;g4run;libG4processes;G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::initialize",0,1012445,0,318431,0,0
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadePiZeroNChannelData, G4PionNucSampler>::~G4CascadeFunctions()",0,3501710,2092619,0,735871,0
"all;g4run;libG4processes;0x0000000000b3646e",1396252,0,1340889,0,200624,0
"all;g4run;libG4processes;G4InuclNuclei::makeDefinition",698263,1201973,0,0,0,0
"all;g4run;libG4processes;0x00000000008395b8",2092360,1183620,3501436,2562541,1719243,0
"all;g4run;libG4processes;0x00000000009d26c4",2093435,2175999,3409064,1872608,1323069,0
"all;g4run;libG4processes;0x0000000000a1bbfd",0,0,0,0,224955,0
"all;g4run;libG4processes;0x00000000009d26c8",0,1083977,3382783,472921,0,0
"all;g4run;libG4processes;G4PenelopeRayleighModelMI::InitializeSamplingAlgorithm",927948378,1326851371,859298578,633712583,222344009,0
"all;g4run;libG4processes;G4VCrossSectionDataSet::GetIsoCrossSection",126950793,144344023,92930182,64079793,35553602,0
"all;g4run;libG4processes;0x000000000037e2e0",2792502,3428275,1352971,0,227288,0
"all;g4run;libG4processes;G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::initialize",17443928,23490627,10221227,6705122,3229525,0
"all;g4run;libG4processes;0x00000000008e42e4",2094575,1450571,662944,530595,843352,0
"all;g4run;libG4processes;G4UrbanMscModel::ComputeGeomPathLength",1394196,4194854,2792695,0,454525,0
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_hint_unique_pos",6274277,17129975,5293183,2976300,1722869,0
"all;g4run;libG4processes;0x00000000008e42e8",698308,992546,690768,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::getMultiplicity",2788741,16098326,6229028,5095407,2180028,0
"all;g4run;libG4processes;std::__find_if<__gnu_cxx::__normal_iterator<G4VSplitableHadron**, std::vector<G4VSplitableHadron*, std::allocator<G4VSplitableHadron*> > >, __gnu_cxx::__ops::_Iter_equals_val<G4VSplitableHadron* const> >",698461,0,0,0,195115,0
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::G4GoudsmitSaundersonMscModel",6280854,7548279,6117343,6112144,2129208,0
