id,cycles_ukP
"all;g4run;libG4processes;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_erase",4189581
"all;g4run;libG4processes;0x000000000037e660",2793559
"all;g4run;libG4processes;G4HadronicParameters::SetMinEnergyTransitionQGS_FTF",21646152
"all;g4run;libG4processes;0x00000000008c2946",698417
"all;g4run;libG4processes;G4FTFAnnihilation::Create2QuarkAntiQuarkStrings",2095364
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::~G4CascadeFunctions()",697954
"all;g4run;libG4processes;0x000000000083e8db",5586471
"all;g4run;libG4processes;G4VCrossSectionDataSet::ComputeCrossSection",2094717
"all;g4run;libG4processes;0x000000000082eb14",698411
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeLPMGsPhis",232643275
"all;g4run;libG4processes;G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay",21648760
"all;g4run;libG4processes;G4StatMFMacroBiNucleon::CalcMeanMultiplicity",1396180
"all;g4run;libG4processes;G4SeltzerBergerModel::ComputeDXSectionPerAtom",29460455
"all;g4run;libG4processes;0x0000000000a18645",2094754
"all;g4run;libG4processes;G4UrbanMscModel::SampleCosineTheta",2792910
"all;g4run;libG4processes;nfu_free@plt",698384
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm",62150403
"all;g4run;libG4processes;0x0000000000a2a7fc",698453
"all;g4run;libG4processes;G4NucleiModel::zoneIntegralWoodsSaxon",198311479
"all;g4run;libG4processes;0x0000000000873765",698376
"all;g4run;libG4processes;0x00000000008b6d6c",4888656
"all;g4run;libG4processes;G4NucleiModel::G4NucleiModel",697500
"all;g4run;libG4processes;G4FTFModel::ModelDescription",698298
"all;g4run;libG4processes;G4NuclearFermiDensity::G4NuclearFermiDensity",3491264
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4FastList<G4Track>*>, std::_Select1st<std::pair<int const, G4FastList<G4Track>*> >, std::less<int>, std::allocator<std::pair<int const, G4FastList<G4Track>*> > >::_M_erase",507333427
"all;g4run;libG4processes;std::_Rb_tree<G4LogicalVolume*, std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector>, std::_Select1st<std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector> >, std::less<G4LogicalVolume*>, std::allocator<std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector> > >::_M_get_insert_hint_unique_pos@plt",1396846
"all;g4run;libG4processes;G4LundStringFragmentation::Splitup",698356
"all;g4run;libG4processes;G4EvaporationInuclCollider::~G4EvaporationInuclCollider",2094599
"all;g4run;libG4processes;G4PAIySection::DifPAIySection",458341387
"all;g4run;libG4processes;G4FTFParamCollBaryonProj::G4FTFParamCollBaryonProj",4189683
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::GetTransportMeanFreePath",12570472
"all;g4run;libG4processes;G4ChipsKaonMinusElasticXS::GetSlope",82395054
"all;g4run;libG4processes;G4CascadeData<31, 4, 18, 55, 76, 20, 34, 0, 0>::printXsec",697599
"all;g4run;libG4processes;0x00000000008e2f6d",698466
"all;g4run;libG4processes;0x00000000009f87fd",1396958
"all;g4run;libG4processes;0x0000000000f087af",4888438
"all;g4run;libG4processes;G4DNAEventSet::CreateEvent@plt",2095075
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetElasticIsotopeCrossSection",25138667
"all;g4run;libG4processes;G4HadronicDeveloperParameters::DeveloperGet",1396713
"all;g4run;libG4processes;G4RKPropagation::FreeTransport",20950944
"all;g4run;libG4processes;G4LossTableManager::ResetParameters",199008582
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::SaveKinematics",698455
"all;g4run;libG4processes;G4CollisionOutput::removeRecoilFragment",6284564
"all;g4run;libG4processes;G4CascadeNNChannel::findCrossSection",34909533
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::CrossSectionFormula",2793346
"all;g4run;libG4processes;G4CRCoalescence::G4CRCoalescence@plt",3490692
"all;g4run;libG4processes;G4InuclNuclei::makeNuclearFragment",175272868
"all;g4run;libG4processes;G4PAIModelData::SampleAlongStepTransfer@plt",698367
"all;g4run;libG4processes;G4HadronicException::what",5586346
"all;g4run;libG4processes;G4CascadeColliderBase::~G4CascadeColliderBase",10473617
"all;g4run;libG4processes;0x00000000008c294d",1396810
"all;g4run;libG4processes;G4EmCalculator::GetKinEnergy",23044204
"all;g4run;libG4processes;G4NIELCalculator::RecoilEnergy",3489949
"all;g4run;libG4processes;G4PairProductionRelModel::InitialiseElementData",385456245
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity",57259206
"all;g4run;libG4processes;std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, G4InuclElementaryParticle, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >",29328915
"all;g4run;libG4processes;G4SynchrotronRadiation::SetAngularGenerator@plt",698255
"all;g4run;libG4processes;G4BinaryLightIonReaction::G4BinaryLightIonReaction",698538
"all;g4run;libG4processes;G4LossTableManager::GetEnergyLossProcess",267469976
"all;g4run;libG4processes;std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_realloc_insert<std::vector<unsigned long, std::allocator<unsigned long> > const&>",214363666
"all;g4run;libG4processes;G4NucleiModel::forceFirst",2094708
"all;g4run;libG4processes;G4ProcessManager::RemoveProcess",441416277
"all;g4run;libG4processes;G4PAIySection::RePartDielectricConst",97533131
"all;g4run;libG4processes;G4ProcessAttribute::G4ProcessAttribute@plt",6982057
"all;g4run;libG4processes;std::vector<G4InuclNuclei, std::allocator<G4InuclNuclei> >::_M_realloc_insert<G4InuclNuclei const&>",298426616
"all;g4run;libG4processes;0x000000000095fa59",1396509
"all;g4run;libG4processes;G4NonEquilibriumEvaporator::deExcite",257659810
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::SetParallelWorld",47486621
"all;g4run;libG4processes;0x000000000037d120",698476
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetANuElTotCsXsc",2095042
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::GetLightFq2",268088137
"all;g4run;libG4processes;G4IntraNucleiCascader::copySecondaries",594412733
"all;g4run;libG4processes;G4WilsonAblationModel::G4WilsonAblationModel",698458
"all;g4run;libG4processes;G4CascadeParameters::Initialize",2791218
"all;g4run;libG4processes;0x00000000008c4d86",2110492
"all;g4run;libG4processes;G4AntiXibMinus::Definition@plt",698538
"all;g4run;libG4processes;G4VEmProcess::GetCrossSection",2793163
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::GetErfComp",13966080
"all;g4run;libG4processes;G4VEmProcess::ProcessDescription",30028144
"all;g4run;libG4processes;std::vector<G4Fragment*, std::allocator<G4Fragment*> >::_M_realloc_insert<G4Fragment* const&>",1396839
"all;g4run;libG4processes;G4OpticalParameters::GetWLSTimeProfile",68436626
"all;g4run;libG4processes;G4VXTRenergyLoss::GetGasZmuProduct",2793083
"all;g4run;libG4processes;G4SeltzerBergerModel::Initialise",7680268
"all;g4run;libG4processes;G4ElementaryParticleCollider::pionNucleonAbsorption",2094642
"all;g4run;libG4processes;std::_Deque_base<G4INCL::NpiToSK2piChannel*, std::allocator<G4INCL::NpiToSK2piChannel*> >::_M_initialize_map@plt",6981381
"all;g4run;libG4processes;G4PEEffectFluoModel::~G4PEEffectFluoModel",13965929
"all;g4run;libG4processes;G4ITStepProcessor::GetAtRestIL@plt",12568793
"all;g4run;libG4processes;0x0000000000a5962d",19552173
"all;g4run;libG4processes;G4LundStringFragmentation::Quark_AntiQuark_lastSplitting",698431
"all;g4run;libG4processes;G4MuMinusCapturePrecompound::ApplyYourself",12567842
"all;g4run;libG4processes;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",4884395
"all;g4run;libG4processes;0x0000000000b3f906",698026
"all;g4run;libG4processes;__1DSortOut::Sort@plt",4189764
"all;g4run;libG4processes;G4HadronicParameters::G4HadronicParameters",698336
"all;g4run;libG4processes;G4CollisionOutput::addOutgoingNuclei",11865218
"all;g4run;libG4processes;G4INCL::CrossSectionsMultiPions::NNThreePi@plt",43992983
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::SetSecondParton",698231
"all;g4run;libG4processes;0x000000000037ebd0",698460
"all;g4run;libG4processes;std::vector<G4RadioactiveDecayRatesToDaughter, std::allocator<G4RadioactiveDecayRatesToDaughter> >::_M_realloc_insert<G4RadioactiveDecayRatesToDaughter const&>",20252717
"all;g4run;libG4processes;G4UPiNuclearCrossSection::BuildPhysicsTable",30725666
"all;g4run;libG4processes;G4OpticalParameters::GetScintTrackSecondariesFirst",698529
"all;g4run;libG4processes;G4CollisionOutput::boostToLabFrame",698543
"all;g4run;libG4processes;G4ComponentAntiNuclNuclearXS::CrossSectionDescription",343547004
"all;g4run;libG4processes;G4CascadeInterface::Propagate",630531072
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getOutgoingParticleTypes",215078217
"all;g4run;libG4processes;G4HadronicParameters::SetEnableBCParticles",5586037
"all;g4run;libG4processes;G4eBremParametrizedModel::SampleSecondaries",129182523
"all;g4run;libG4processes;xDataTOM_XYs_getDataFromXDataInfo@plt",697981
"all;g4run;libG4processes;0x0000000000841d9f",698457
"all;g4run;libG4processes;G4CrossSectionFactoryRegistry::GetFactory",42593186
"all;g4run;libG4processes;0x0000000000e9941f",1396638
"all;g4run;libG4processes;G4BGGPionElasticXS::BuildPhysicsTable@plt",2095277
"all;g4run;libG4processes;G4InuclParticleNames::nameShort",5586398
"all;g4run;libG4processes;std::map<G4String, bool, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::operator[]",1777933546
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::G4LivermoreBremsstrahlungModel",62143076
"all;g4run;libG4processes;0x0000000000b3818c",697801
"all;g4run;libG4processes;G4ScreeningMottCrossSection::DifferentialXSection",8379333
"all;g4run;libG4processes;G4LegendrePolynomial::EvalAssocLegendrePoly",2094818
"all;g4run;libG4processes;0x0000000000945a5a",698472
"all;g4run;libG4processes;G4TransparentRegXTRadiator::DumpInfo",23040024
"all;g4run;libG4processes;G4OpticalParametersMessenger::~G4OpticalParametersMessenger",80995931
"all;g4run;libG4processes;0x000000000037bee0",8380837
"all;g4run;libG4processes;0x00000000009d3585",14664330
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::G4ElectroNuclearCrossSection",697822
"all;g4run;libG4processes;0x00000000008aed83",2793678
"all;g4run;libG4processes;G4VXTRenergyLoss::BuildEnergyTable",12567738
"all;g4run;libG4processes;G4NeutronElasticXS::G4NeutronElasticXS",215769303
"all;g4run;libG4processes;0x00000000009d3589",698440
"all;g4run;libG4processes;G4BinaryCascade::DebugEpConservation",1396008
"all;g4run;libG4processes;std::vector<G4VStatMFMacroCluster*, std::allocator<G4VStatMFMacroCluster*> >::_M_realloc_insert<G4VStatMFMacroCluster*>",698465
"all;g4run;libG4processes;0x00000000008aed87",41201019
"all;g4run;libG4processes;G4EquilibriumEvaporator::deExcite",446912173
"all;g4run;libG4processes;G4LorentzConvertor::reflectionNeeded",180856372
"all;g4run;libG4processes;0x00000000009f2071",698375
"all;g4run;libG4processes;0x00000000008c4d8f",1396592
"all;g4run;libG4processes;G4GamP2NPipAngDst::G4GamP2NPipAngDst",4190376
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorPionInelastic",6981321
"all;g4run;libG4processes;G4VTransitionRadiation::PostStepDoIt",111033646
"all;g4run;libG4processes;std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector",16755480
"all;g4run;libG4processes;0x0000000000b3f94a",2094410
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::GetChipsCrossSection",137556373
"all;g4run;libG4processes;0x0000000000b3f90a",7683241
"all;g4run;libG4processes;G4Integrator<G4InitXscPAI, double (G4InitXscPAI::*)(double)>::Legendre10",50972114
"all;g4run;libG4processes;std::vector<bool, std::allocator<bool> >::_M_insert_aux",1385849998
"all;g4run;libG4processes;G4CollisionOutput::reset",698375
"all;g4run;libG4processes;0x0000000000b3f94f",4189848
"all;g4run;libG4processes;0x0000000000f18f23",11871623
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<15, 19>::GetCosTheta",27927506
"all;g4run;libG4processes;G4NucleiModel::passFermi",67028856
"all;g4run;libG4processes;std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InteractionContent**, std::vector<G4InteractionContent*, std::allocator<G4InteractionContent*> > >, long, G4InteractionContent*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(G4InteractionContent const*, G4InteractionContent const*)> >",695134
"all;g4run;libG4processes;G4StatMFParameters::GetKappaCoulomb",698438
"all;g4run;libG4processes;0x00000000008b6ce8",2095272
"all;g4run;libG4processes;G4NucleiModel::passTrailing",8378977
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaPlusNChannelData, G4KaonHypSampler>::getMultiplicity",34217775
"all;g4run;libG4processes;G4CascadeData<31, 6, 24, 4, 4, 4, 4, 0, 0>::print",23040329
"all;g4run;libG4processes;G4CascadeParameters::DumpConfig",837234363
"all;g4run;libG4processes;G4ComponentAntiNuclNuclearXS::GetInelasticElementCrossSection",397310971
"all;g4run;libG4processes;G4AtimaEnergyLossModel::sezi_dedx_e",3492088
"all;g4run;libG4processes;G4BaryonWidth::MassDependentWidth",698350
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::CalculateCrossSection",1396877
"all;g4run;libG4processes;0x0000000000a49309",2793566
"all;g4run;libG4processes;G4Channeling::GetEF@plt",3492315
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorPionElastic",8380455
"all;g4run;libG4processes;G4LightTargetCollider::SingleNucleonScattering",185043984
"all;g4run;libG4processes;G4IonDEDXHandler::GetUpperEnergyEdge@plt",13269098
"all;g4run;libG4processes;G4DNAMolecularReactionData::ComputeEffectiveRadius@plt",20251850
"all;g4run;libG4processes;0x000000000037df70",2093346
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::ProcessDescription",17456395
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::Configure",6982696
"all;g4run;libG4processes;G4PhotoNuclearCrossSection::GetIsoCrossSection",23740729
"all;g4run;libG4processes;0x0000000000b3645e",3491023
"all;g4run;libG4processes;G4SBBremTable::BuildSamplingTables",287687585
"all;g4run;libG4processes;0x0000000000833cbc",10472792
"all;g4run;libG4processes;std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt",71124538
"all;g4run;libG4processes;0x00000000009d358e",16759832
"all;g4run;libG4processes;0x000000000085527f",3491679
"all;g4run;libG4processes;G4InitXscPAI::IntegralPAIdEdx",43294481
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton",115217198
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorNucleonElastic",1396402
"all;g4run;libG4processes;G4VCrossSectionRatio::G4VCrossSectionRatio",9078524
"all;g4run;libG4processes;0x00000000008388fb",10475898
"all;g4run;libG4processes;0x0000000000a516c6",698088
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::ComputeDXSectionPerAtom",988743918
"all;g4run;libG4processes;G4InitXscPAI::KillCloseIntervals",38407109
"all;g4run;libG4processes;0x0000000000839246",1396876
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXscPDG",1268752816
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::Verbose",2596431265
"all;g4run;libG4processes;xDataTOME_getInterpolation@plt",698319
"all;g4run;libG4processes;0x00000000008b6fbc",1396841
"all;g4run;libG4processes;G4PhotoElectricEffect::G4PhotoElectricEffect",67035720
"all;g4run;libG4processes;G4VEmAdjointModel::ComputeAdjointCrossSectionVectorPerAtomForSecond",1215676094
"all;g4run;libG4processes;0x00000000008af63b",2094827
"all;g4run;libG4processes;G4NuclNucl3BodyMomDst::~G4NuclNucl3BodyMomDst",698549
"all;g4run;libG4processes;G4RKPropagation::delete_EquationsAndMap",201973543
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",208789685
"all;g4run;libG4processes;G4hRDEnergyLoss::~G4hRDEnergyLoss@plt",698468
"all;g4run;libG4processes;0x0000000000f18f2b",11870523
"all;g4run;libG4processes;G4DNAELSEPAElasticModel::LinLinInterpolate@plt",1396315
"all;g4run;libG4processes;0x0000000000f18f2d",4887348
"all;g4run;libG4processes;0x0000000000a59b4d",4888476
"all;g4run;libG4processes;0x000000000037f8b0",4886985
"all;g4run;libG4processes;std::vector<G4Material const*, std::allocator<G4Material const*> >::_M_realloc_insert<G4Material const*>",321905634
"all;g4run;libG4processes;G4WatcherGun::setWatchers",72618979
"all;g4run;libG4processes;0x000000000037c9d0",57255985
"all;g4run;libG4processes;G4AntiProton::AntiProtonDefinition@plt",4189765
"all;g4run;libG4processes;0x00000000009d33e3",4888287
"all;g4run;libG4processes;CLHEP::HepStat::inverseErf@plt",26532535
"all;g4run;libG4processes;G4LundStringFragmentation::SplitEandP",698494
"all;g4run;libG4processes;0x00000000009edb09",5586346
"all;g4run;libG4processes;G4ExcitationHandler::SetParameters",70536647
"all;g4run;libG4processes;G4CascadeCheckBalance::momentumOkay",123593223
"all;g4run;libG4processes;G4ScreeningMottCrossSection::RatioMottRutherford",698296
"all;g4run;libG4processes;G4fissionEvent::G4SmpWatt",4889087
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getMultiplicity",498137091
"all;g4run;libG4processes;G4EmParametersMessenger::SetNewValue",111076417
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos",698481
"all;g4run;libG4processes;0x0000000000f69a1d",2793402
"all;g4run;libG4processes;G4LorentzConvertor::rotate",985994381
"all;g4run;libG4processes;G4Fissioner::~G4Fissioner",2095263
"all;g4run;libG4processes;G4Fancy3DNucleus::ReduceSum",224836363
"all;g4run;libG4processes;G4Clebsch::ClebschGordanCoeff",4190219
"all;g4run;libG4processes;0x000000000037f590",4189094
"all;g4run;libG4processes;G4PhotoElectricEffect::IsApplicable",32120233
"all;g4run;libG4processes;G4INCL::ProjectileRemnant::computeExcitationEnergy@plt",2094809
"all;g4run;libG4processes;G4PAIySection::SumOverInterCerenkov",2793610
"all;g4run;libG4processes;G4HadronicException::Report",50271490
"all;g4run;libG4processes;G4ScreeningMottCrossSection::ComputeAngle",3491795
"all;g4run;libG4processes;MCGIDI_POP_release@plt",698352
"all;g4run;libG4processes;std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base",5585579
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::_M_realloc_insert<G4InuclElementaryParticle>",972511407
"all;g4run;libG4processes;G4PAIySection::NormShift",6283858
"all;g4run;libG4processes;G4AutoDelete::Register<G4InuclElementaryParticle>",698130
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::~G4CascadeFunctions",698478
"all;g4run;libG4processes;0x0000000000a516cb",3491148
"all;g4run;libG4processes;std::_Rb_tree<G4String, std::pair<G4String const, bool>, std::_Select1st<std::pair<G4String const, bool> >, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::_M_erase",106140792
"all;g4run;libG4processes;0x000000000083924b",698482
"all;g4run;libG4processes;0x00000000005f4426",698409
"all;g4run;libG4processes;G4Bessel::K0",698397
"all;g4run;libG4processes;std::_Rb_tree<G4Material const*, std::pair<G4Material const* const, G4PhysicsFreeVector*>, std::_Select1st<std::pair<G4Material const* const, G4PhysicsFreeVector*> >, std::less<G4Material const*>, std::allocator<std::pair<G4Material const* const, G4PhysicsFreeVector*> > >::_M_erase",8379160
"all;g4run;libG4processes;G4OpticalParameters::GetProcessActivation",42379552
"all;g4run;libG4processes;G4InuclElementaryParticle::makeDefinition",333769456
"all;g4run;libG4processes;G4Bessel::K1",7680860
"all;g4run;libG4processes;0x00000000005f4429",19552137
"all;g4run;libG4processes;G4CollisionOutput::getTotalStrangeness",1396044
"all;g4run;libG4processes;G4Analyser::printResults",1396958
"all;g4run;libG4processes;0x00000000008b6af6",47482681
"all;g4run;libG4processes;G4PAIySection::SumOverBordPlasmon",123010093
"all;g4run;libG4processes;G4StatMFMacroMultiNucleon::CalcEntropy",34916126
"all;g4run;libG4processes;G4FTFAnnihilation::Annihilate",697855
"all;g4run;libG4processes;G4IntraNucleiCascader::createTarget",319743811
"all;g4run;libG4processes;0x00000000009fe29e",698362
"all;g4run;libG4processes;0x00000000009edb0d",698511
"all;g4run;libG4processes;0x00000000008b6d39",698406
"all;g4run;libG4processes;0x00000000009edb0f",698420
"all;g4run;libG4processes;G4DNAGenericIonsManager::G4DNAGenericIonsManager@plt",2095484
"all;g4run;libG4processes;G4Abla::initEvapora",698358
"all;g4run;libG4processes;0x000000000096dba7",2095134
"all;g4run;libG4processes;G4VEmProcess::PostStepDoIt",263250568
"all;g4run;libG4processes;G4EquilibriumEvaporator::setVerboseLevel",698460
"all;g4run;libG4processes;G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::~G4CascadeData",2094650
"all;g4run;libG4processes;G4VUserTrackInformation::G4VUserTrackInformation@plt",1396070
"all;g4run;libG4processes;G4FTFParticipants::GetList",698466
"all;g4run;libG4processes;G4EmElementSelector::SelectRandomAtom",142443260
"all;g4run;libG4processes;G4ScreeningMottCrossSection::NuclearCrossSection",41891960
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::GetTabValues",2095403
"all;g4run;libG4processes;G4MolecularConfiguration::GetFakeParticleID@plt",1396861
"all;g4run;libG4processes;G4ITSafetyHelper::InitialiseHelper@plt",6284343
"all;g4run;libG4processes;0x0000000000a1a6d9",2793186
"all;g4run;libG4processes;0x000000000037e3b0",1396299
"all;g4run;libG4processes;G4EMDissociationSpectrum::GetClosestApproach",1396881
"all;g4run;libG4processes;G4ParticleHPFissionBaseFS::SetNeutronRP@plt",2792107
"all;g4run;libG4processes;G4CascadeInterface::copyOutputToHadronicResult",98465262
"all;g4run;libG4processes;G4NuclearFermiDensity::GetDeriv",113122786
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::HadronNucleusQ2_2",76107065
"all;g4run;libG4processes;G4QGSParticipants::GenerateDeltaIsobar@plt",1396745
"all;g4run;libG4processes;G4OpticalParameters::GetWLS2TimeProfile",698483
"all;g4run;libG4processes;G4ParticleHPT2AInelasticFS::G4ParticleHPT2AInelasticFS@plt",4190406
"all;g4run;libG4processes;G4C16GEMProbability::~G4C16GEMProbability@plt",697014
"all;g4run;libG4processes;0x0000000000e4d0bb",1396847
"all;g4run;libG4processes;G4FTFParameters::GetProcProb@plt",41197612
"all;g4run;libG4processes;0x00000000005f442d",4190582
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::ThresholdMomentum",698365
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroBarPChannelData, G4KaonSampler>::getOutgoingParticleTypes",698425
"all;g4run;libG4processes;G4RKPropagation::Init",1560663913
"all;g4run;libG4processes;G4ElasticHNScattering::GaussianPt",698443
"all;g4run;libG4processes;0x00000000009d2e16",3492167
"all;g4run;libG4processes;0x000000000037b9d0",9776413
"all;g4run;libG4processes;G4PAIySection::GetStepEnergyLoss",52364062
"all;g4run;libG4processes;G4ProductionCutsTable::StoreCutsInfo",695481643
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiZeroNChannelData, G4KaonHypSampler>::getMultiplicity",2792873
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateSCMpionAbsorption",2094967
"all;g4run;libG4processes;G4NucleiModel::generateModel",698473
"all;g4run;libG4processes;G4IntraNucleiCascader::G4IntraNucleiCascader",95665198
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetElementCrossSection",108228028
"all;g4run;libG4processes;G4SPBaryon::G4SPBaryon",697645
"all;g4run;libG4processes;0x0000000000f69b3a",698466
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4InuclElementaryParticle>::G4ThreadLocalSingleton",20947831
"all;g4run;libG4processes;G4NuclearPolarization::operator==",229551179
"all;g4run;libG4processes;G4PAIySection::InitPAI",131740902
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getCrossSection",15361172
"all;g4run;libG4processes;G4Fancy3DNucleus::DoLorentzContraction",698401
"all;g4run;libG4processes;std::__lower_bound<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",4189324
"all;g4run;libG4processes;0x000000000083efbf",698415
"all;g4run;libG4processes;0x0000000000f69b7f",21644536
"all;g4run;libG4processes;0x00000000008e1944",2793928
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos",20949709
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::getCrossSectionSum",1396080
"all;g4run;libG4processes;0x00000000003804c0",1396794
"all;g4run;libG4processes;G4CascadeRecoilMaker::~G4CascadeRecoilMaker",4190149
"all;g4run;libG4processes;0x00000000008e2f7e",1396991
"all;g4run;libG4processes;G4CascadeCoalescence::reportArgs",9776937
"all;g4run;libG4processes;0x0000000000770c89",698473
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetVirtualFactor",4187364
"all;g4run;libG4processes;std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_default_append@plt",7681405
"all;g4run;libG4processes;G4NIELCalculator::AddEmModel",53759802
"all;g4run;libG4processes;G4ProcessManager::AddProcess",1627033495
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity",62843442
"all;g4run;libG4processes;G4CascadeSampler<30, 8>::findMultiplicity",4887163
"all;g4run;libG4processes;0x0000000000a0f31c",7681939
"all;g4run;libG4processes;G4PenelopeOscillatorManager::Clear@plt",698373
"all;g4run;libG4processes;G4ProductionCutsTable::UpdateCoupleTable",698400
"all;g4run;libG4processes;__cxa_rethrow@plt",15361835
"all;g4run;libG4processes;0x00000000008c4c3f",698084
"all;g4run;libG4processes;GIDI_settings_flux::operator[]@plt",5586614
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetPTables",142442464
"all;g4run;libG4processes;G4LossTableManager::PreparePhysicsTable",2793655
"all;g4run;libG4processes;G4CollisionNNToNDeltastar::~G4CollisionNNToNDeltastar@plt",698353
"all;g4run;libG4processes;0x000000000037bd00",1396496
"all;g4run;libG4processes;G4VRangeToEnergyConverter::ConvertForElectron@plt",8379420
