id,cycles,instructions,l2_itlb_misses,l2_dtlb_misses
"all;g4run;libG4processes;0x00000000008b925a",2792020,14204780,136,1072
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::GenerateTwoBody",16039206,31751857,181,204
"all;g4run;libG4processes;std::vector<G4ReactionProduct*, std::allocator<G4ReactionProduct*> >::_M_realloc_insert<G4ReactionProduct*>",0,0,45,0
"all;g4run;libG4processes;G4SBBremTable::LoadSTGrid",1046894950,1918223861,6958,77018
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::~G4DiffractiveSplitableHadron",0,1161293,0,0
"all;g4run;libG4processes;G4NeutronElectronElXsc::~G4NeutronElectronElXsc",17432974,18615276,456,5512
"all;g4run;libG4processes;G4QuarkExchange::ExciteParticipants",0,0,0,86
"all;g4run;libG4processes;G4UAtomicDeexcitation::GenerateParticles",0,0,40,0
"all;g4run;libG4processes;G4BinaryCascade::~G4BinaryCascade",697795,0,100,0
"all;g4run;libG4processes;G4DNAMesh::GetBoundingBox@plt",2093346,2163865,130,149
"all;g4run;libG4processes;0x000000000037dc80",3491755,5453938,72,409
"all;g4run;libG4processes;G4CrossSectionDataStore::BuildPhysicsTable",4887412,13398641,212,1765
"all;g4run;libG4processes;0x00000000008b925f",2091878,0,42,136
"all;g4run;libG4processes;G4PAIxSection::GetCerenkovEnergyTransfer",5586335,9400035,70,2717
"all;g4run;libG4processes;0x0000000000f67ef6",2094933,3354333,78,1107
"all;g4run;libG4processes;G4NucleiModel::initializeCascad",2092559,1117323,0,584
"all;g4run;libG4processes;G4CascadeCheckBalance::strangeOkay",5582843,8974934,2884,3540
"all;g4run;libG4processes;G4CrossSectionDataSetRegistry::Clean",1746078930,2444762102,42164,343312
"all;g4run;libG4processes;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> > >::_M_erase",0,0,223,766
"all;g4run;libG4processes;G4VXTRenergyLoss::GetGasLinearPhotoAbs",4190515,2190817,59,1832
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getMultiplicity",9774326,22441738,0,385
"all;g4run;libG4processes;G4HadPhaseSpaceKopylov::~G4HadPhaseSpaceKopylov",0,0,79,118
"all;g4run;libG4processes;G4WentzelOKandVIxSection::ComputeSecondTransportMoment@plt",698230,0,47,0
"all;g4run;libG4processes;G4PairProductionRelModel::G4PairProductionRelModel",492824277,794993443,13601,45740
"all;g4run;libG4processes;G4NucleiModel::reset",55834063,83195095,257,6004
"all;g4run;libG4processes;0x00000000009486cc",0,1081071,0,0
"all;g4run;libG4processes;G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength",53749858,94945718,736,18473
"all;g4run;libG4processes;G4CascadeCoalescence::FindClusters",102595663,128229917,533,4966
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::GetChipsCrossSection",81679926,92143919,651,5282
"all;g4run;libG4processes;G4INCL::NKbElasticChannel::~NKbElasticChannel@plt",0,0,0,150
"all;g4run;libG4processes;G4LENDCrossSection::DumpLENDTargetInfo@plt",698643,0,0,0
"all;g4run;libG4processes;0x00000000009e2b74",0,0,75,237
"all;g4run;libG4processes;0x0000000000f08353",6983937,20754966,101,422
"all;g4run;libG4processes;0x000000000037e880",0,0,231,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeOmegaMinusNChannelData, G4KaonHypSampler>::getMultiplicity",7673144,9724101,77,929
"all;g4run;libG4processes;G4CollisionOutput::getTotalOutputMomentum",29305887,30889316,1880,13544
"all;g4run;libG4processes;G4IntraNucleiCascader::preloadCascade",123502501,190310793,3572,11720
"all;g4run;libG4processes;G4RKPropagation::FieldTransport",573595989,744144639,22434,47744
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::GetInelasticIsotopeCrossSection",337786128,471792419,5015,33351
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity",63508234,92709472,217,1095
"all;g4run;libG4processes;0x0000000000e9a19c",0,0,0,122
"all;g4run;libG4processes;G4Cytosine::Definition",0,0,35,0
"all;g4run;libG4processes;G4UrbanMscModel::ComputeTrueStepLength",1396807,0,0,623
"all;g4run;libG4processes;G4LivermorePhotoElectricModel::ReadData",75381914,137351323,1356,15879
"all;g4run;libG4processes;G4CascadeData<31, 3, 12, 33, 59, 30, 20, 0, 0>::printXsec",0,1147111,396,746
"all;g4run;libG4processes;G4Abla::idint@plt",0,1345253,0,0
"all;g4run;libG4processes;std::vector<G4CollisionInitialState*, std::allocator<G4CollisionInitialState*> >::_M_realloc_insert<G4CollisionInitialState*>",0,1095478,0,341
"all;g4run;libG4processes;G4VXTRenergyLoss::GetComptonPerAtom",14662154,7908643,436,2868
"all;g4run;libG4processes;G4QAOLowEnergyLoss::GetShellEnergy",698402,1231482,26,126
"all;g4run;libG4processes;G4ChipsAntiBaryonElasticXS::G4ChipsAntiBaryonElasticXS@plt",4880027,0,85,152
"all;g4run;libG4processes;0x00000000008b6ccc",7680542,6420191,156,99
"all;g4run;libG4processes;G4PolarizedIonisationModel::SampleSecondaries",145945730,174562165,179,7368
"all;g4run;libG4processes;free@plt",695681,0,55,435
"all;g4run;libG4processes;G4VXTRenergyLoss::IsApplicable",23725455,41321247,723,6874
"all;g4run;libG4processes;G4HadronicParameters::SetEnergyThresholdForHeavyHadrons",3491195,5638014,330,1364
"all;g4run;libG4processes;0x000000000083484d",4188581,1035487,0,91
"all;g4run;libG4processes;0x0000000000a51697",1393373,10889325,0,346
"all;g4run;libG4processes;0x00000000006ce62c",2095109,1014406,0,0
"all;g4run;libG4processes;G4ChipsKaonMinusElasticXS::CalculateCrossSection",20942025,35866255,0,604
"all;g4run;libG4processes;G4FissionFragmentGenerator::G4SetIncidentEnergy",698392,0,513,873
"all;g4run;libG4processes;G4SeltzerBergerModel::SetupForMaterial",18825080,39347450,655,1691
"all;g4run;libG4processes;G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection",94914531,109768626,26523,51802
"all;g4run;libG4processes;0x00000000006ce62f",123532379,150372167,2678,23782
"all;g4run;libG4processes;G4FPYSamplingOps::ShiftParameters",1395673,0,115,242
"all;g4run;libG4processes;G4ProtonField::G4ProtonField",32112242,59842452,2226,4777
"all;g4run;libG4processes;0x0000000000f0047a",0,0,0,102
"all;g4run;libG4processes;G4AngularDistribution::DifferentialCrossSection",697920,0,0,128
"all;g4run;libG4processes;G4StatMFParameters::GetCriticalTemp",698348,0,0,267
"all;g4run;libG4processes;G4CollisionNNToNNstar::G4CollisionNNToNNstar@plt",0,0,44,0
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::ProcessDescription",0,976264,46,0
"all;g4run;libG4processes;G4CrossSectionFactoryRegistry::G4CrossSectionFactoryRegistry",4183705,6853932,759,662
"all;g4run;libG4processes;G4DNAMolecularReactionData::G4DNAMolecularReactionData@plt",2094077,1155945,335,186
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::ComputeGeomPathLength",2792300,1163752,210,454
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::GetElasticElementCrossSection",22321103,21614432,202,2402
"all;g4run;libG4processes;G4ParallelWorldProcessStore::SetParallelWorld",1691251361,2498527726,28760,237280
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::GenerateMultiBody",697231,0,0,377
"all;g4run;libG4processes;G4BigBanger::xProbability",697351,2076533,143,372
"all;g4run;libG4processes;G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::print",0,2074028,0,353
"all;g4run;libG4processes;G4StatMFFragment::GetInvLevelDensity",4185883,1048543,82,2293
"all;g4run;libG4processes;G4CrossSectionDataStore::G4CrossSectionDataStore",1909775410,2853519089,44448,387199
"all;g4run;libG4processes;G4BigBanger::generateMomentumModules",0,2144862,0,0
"all;g4run;libG4processes;ptwX_setData@plt",698293,0,93,0
"all;g4run;libG4processes;G4He3GEMProbability::~G4He3GEMProbability@plt",4887873,10200477,367,811
"all;g4run;libG4processes;0x00000000008e52b7",698302,0,0,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::G4ChipsProtonElasticXS",18148717,14813757,7036,6903
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::GetIsoCrossSection",2094909,2018663,0,141
"all;g4run;libG4processes;G4CollisionOutput::tuneSelectedPair",7679710,11492721,345,6236
"all;g4run;libG4processes;G4RKFieldIntegrator::~G4RKFieldIntegrator",5583647,7551042,176,0
"all;g4run;libG4processes;G4PionMinusField::~G4PionMinusField@plt",144447837,201039915,8395,22169
"all;g4run;libG4processes;0x00000000009d3334",696315,0,414,209
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::GetLPMFunctions",24428348,33349393,116,1125
"all;g4run;libG4processes;G4VEmProcess::ComputeIntegralLambda",888477506,1197628314,33167,80086
"all;g4run;libG4processes;G4ChipsKaonPlusElasticXS::~G4ChipsKaonPlusElasticXS",156992896,281921511,8058,22349
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::~G4CascadeFunctions()",695563,0,0,0
"all;g4run;libG4processes;G4Region::SetFastSimulationManager@plt",16751995,39300939,169,421
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateSCMpionNAbsorption",697865,0,94,131
"all;g4run;libG4processes;0x00000000009d3338",698487,0,43,0
"all;g4run;libG4processes;G4INCL::NKToNKChannel::NKToNKChannel@plt",698500,0,0,0
"all;g4run;libG4processes;G4MuonicAtomDecay::DumpState",2095310,1093406,0,0
"all;g4run;libG4processes;G4BinaryCascade::Propagate",0,2158270,0,300
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeOmegaMinusPChannelData, G4KaonHypSampler>::~G4CascadeFunctions",698333,1044923,0,0
"all;g4run;libG4processes;G4OpticalParameters::Instance@plt",698464,0,0,0
"all;g4run;libG4processes;0x0000000000f67efd",19541039,48027179,430,4207
"all;g4run;libG4processes;G4ScreeningMottCrossSection::SetupKinematic",192608239,241364913,3440,36624
"all;g4run;libG4processes;std::_Rb_tree<G4INCL::AvatarType, std::pair<G4INCL::AvatarType const, int>, std::_Select1st<std::pair<G4INCL::AvatarType const, int> >, std::less<G4INCL::AvatarType>, std::allocator<std::pair<G4INCL::AvatarType const, int> > >::_M_get_insert_hint_unique_pos@plt",0,0,23,0
"all;g4run;libG4processes;G4BinaryCascade::BuildTargetList",0,0,43,0
"all;g4run;libG4processes;0x000000000083d212",1393410,1072964,109,290
"all;g4run;libG4processes;G4AutoDelete::Register<G4TwoBodyAngularDist>@plt",0,0,50,0
"all;g4run;libG4processes;std::vector<GIDI_settings_flux_order, std::allocator<GIDI_settings_flux_order> >::_M_realloc_insert<GIDI_settings_flux_order const&>@plt",2095263,6668943,0,497
"all;g4run;libG4processes;G4ScoreSplittingProcess::AtRestDoIt",764893845,1182387813,11057,190600
"all;g4run;libG4processes;G4LightTargetCollider::collide",1258420719,2048463232,29511,127516
"all;g4run;libG4processes;0x000000000037bc80",1395704,1039086,0,101
"all;g4run;libG4processes;G4CollisionOutput::addOutgoingParticles",30016096,42074633,953,12914
"all;g4run;libG4processes;G4CascadeParameters::G4CascadeParameters",6979420,6444310,797,1037
"all;g4run;libG4processes;G4CascadeNPChannel::~G4CascadeNPChannel",21723493,39104143,609,5100
"all;g4run;libG4processes;G4SBBremTable::~G4SBBremTable",113761005,199567156,489,6151
"all;g4run;libG4processes;0x000000000083d217",698281,0,0,0
"all;g4run;libG4processes;G4N12GEMChannel::~G4N12GEMChannel",0,1008099,256,1961
"all;g4run;libG4processes;std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<double> > >",0,0,88,233
"all;g4run;libG4processes;G4Clebsch::Wigner9J",0,0,111,287
"all;g4run;libG4processes;G4StatMFMacroNucleon::CalcEnergy",697688,2276844,168,1420
"all;g4run;libG4processes;G4IntraNucleiCascader::copyWoundedNucleus",620354521,831693192,18027,77374
"all;g4run;libG4processes;0x0000000000ab2a52",0,0,304,452
"all;g4run;libG4processes;G4MuonMinusBoundDecay::ApplyYourself",11165530,10757587,1557,1686
"all;g4run;libG4processes;G4FPYNormalFragmentDist::G4FPYNormalFragmentDist@plt",698445,0,82,238
"all;g4run;libG4processes;G4ChipsPionMinusInelasticXS::CalculateCrossSection",698455,0,357,924
"all;g4run;libG4processes;G4Bessel::I1",1392516,1125524,0,0
"all;g4run;libG4processes;G4AblaDataFile::readData",697954,0,0,827
"all;g4run;libG4processes;G4LossTableBuilder::BuildDEDXTable",288199319,493341976,5159,69494
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::G4HadronicAbsorptionBertini",6279770,10793857,135,180
"all;g4run;libG4processes;G4CrossSectionDataStore::SampleZandA",18853528,28976731,322,4821
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeGamPChannelData, G4PionNucSampler>::getMultiplicity",232396077,333170720,5996,24727
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::GetInelasticElementCrossSection",120033591,173367695,1425,19377
"all;g4run;libG4processes;0x0000000000948449",697553,0,0,0
"all;g4run;libG4processes;G4ChipsPionMinusInelasticXS::CrossSectionLog",0,0,101,230
"all;g4run;libG4processes;0x0000000000380a40",0,5606218,0,611
"all;g4run;libG4processes;G4Clebsch::WignerLittleD",5584382,4313585,430,1554
"all;g4run;libG4processes;G4InuclNuclei::clear",18136628,16685332,271,2927
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity",43255103,53748382,1337,5746
"all;g4run;libG4processes;G4FTFModel::AdjustNucleonsAlgorithm_beforeSampling",698471,2230119,1118,2322
"all;g4run;libG4processes;G4ScreeningMottCrossSection::GetTransitionRandom",30710500,51901779,1303,3130
"all;g4run;libG4processes;G4IonsShenCrossSection::calEcmValue",52340225,111129449,2262,16205
"all;g4run;libG4processes;G4FTFModel::SamplingNucleonKinematics",0,0,17,0
"all;g4run;libG4processes;0x00000000008b6d55",4885185,7493690,25,480
"all;g4run;libG4processes;0x0000000000a5169e",6281455,3189921,0,633
"all;g4run;libG4processes;G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator",2792436,12474400,1038,2160
"all;g4run;libG4processes;G4CrossSectionSourcePtr::operator()@plt",25126499,26204839,373,520
"all;g4run;libG4processes;0x0000000000a1190f",695439,0,0,0
"all;g4run;libG4processes;0x00000000008b6d17",16742306,22119146,249,355
"all;g4run;libG4processes;G4CascadeInterpolator<30>::printBins@plt",18844201,15415272,135,5044
"all;g4run;libG4processes;G4CrossSectionDataSetRegistry::DeRegister@plt",0,0,0,250
"all;g4run;libG4processes;G4RKFieldIntegrator::GetPionPotential",698469,1120214,0,0
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::~vector",200226241,349328142,738,20703
"all;g4run;libG4processes;0x0000000000f190b6",698001,0,0,0
"all;g4run;libG4processes;G4SingleDiffractiveExcitation::ExciteParticipants",698434,4283262,77,172
"all;g4run;libG4processes;G4Cache<G4LossTableManager*>::~G4Cache@plt",1392713,0,97,148
"all;g4run;libG4processes;G4Cache<G4LossTableManager*>::~G4Cache",27910273,37296101,1489,5706
"all;g4run;libG4processes;G4SeltzerBergerModel::FindDirectoryPath",105151399,186309514,2502,9511
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::PreparePhysicsTable",0,2376441,55,183
"all;g4run;libG4processes;G4ScoreSplittingProcess::StartTracking",132594145,172353040,4009,35184
"all;g4run;libG4processes;G4ScreeningMottCrossSection::GetScatteringAngle",157033666,245744741,2585,14437
"all;g4run;libG4processes;0x0000000000833dba",1387459,2070091,0,206
"all;g4run;libG4processes;G4BinaryCascade::UpdateTracksAndCollisions",3490592,2189858,567,1625
"all;g4run;libG4processes;0x000000000037e9b0",698463,2132230,0,0
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetWilsonProbabilityForProtonDissociation",1392891,0,36,856
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::printTable",698468,0,102,0
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeScreeningFunctions",4888414,4154384,130,574
"all;g4run;libG4processes;0x0000000000ab3a14",0,1253494,0,0
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::~G4CascadeFunctions()",1394308,3698547,0,0
"all;g4run;libG4processes;0x00000000009d333d",0,0,137,0
"all;g4run;libG4processes;G4Radioactivation::CalculateChainsFromParent",1397051,3496749,1269,3969
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetEquivalentPhotonQ2",26531725,33292305,100,1342
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeLPMfunctions",2180292295,3032774482,123602,238730
"all;g4run;libG4processes;0x000000000083fd17",0,2293596,52,101
"all;g4run;libG4processes;G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::~G4CascadeData",1393981,0,0,0
"all;g4run;libG4processes;std::vector<G4Fragment, std::allocator<G4Fragment> >::operator=",18145482,18781037,593,7957
"all;g4run;libG4processes;G4PhysicsTableHelper::PreparePhysicsTable@plt",123509220,184178007,5931,26076
"all;g4run;libG4processes;std::vector<G4SBBremTable::STPoint, std::allocator<G4SBBremTable::STPoint> >::_M_default_append",38383430,72024487,656,3352
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeCrossSectionPerAtom",72558679,107554866,2698,12072
"all;g4run;libG4processes;std::_Rb_tree<G4Track*, std::pair<G4Track* const, bool>, std::_Select1st<std::pair<G4Track* const, bool> >, std::less<G4Track*>, std::allocator<std::pair<G4Track* const, bool> > >::_M_get_insert_unique_pos@plt",0,1099718,54,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::FormFactor2UniformHelm",158414202,229245476,2174,51580
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::Initialize",29997760,35020288,8853,14288
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_erase",0,0,0,108
"all;g4run;libG4processes;G4SeltzerBergerModel::SampleEnergyTransfer",26516122,37368762,947,4189
"all;g4run;libG4processes;0x0000000000a494dc",696490,0,242,0
"all;g4run;libG4processes;G4CascadeChannelTables::G4CascadeChannelTables",698496,0,251,858
"all;g4run;libG4processes;G4LundStringFragmentation::Loop_toFragmentString",1396313,3090697,204,1039
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::InitialiseForElement",30006657,24131512,309,7820
"all;g4run;libG4processes;G4FissionProductYieldDist::SampleNeutronEnergies@plt",0,0,0,161
"all;g4run;libG4processes;G4ENDFTapeRead::G4GetNumberOfEnergyGroups@plt",0,1438391,0,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetEquivalentPhotonEnergy",14656382,16097152,553,2617
"all;g4run;libG4processes;0x000000000083492a",35589559,41337121,218,2501
"all;g4run;libG4processes;G4LossTableManager::BuildPhysicsTable",6971724,6281721,293,3789
"all;g4run;libG4processes;G4FTFModel::ComputeNucleusProperties",698488,0,75,0
"all;g4run;libG4processes;0x0000000000a028af",2091846,0,0,0
"all;g4run;libG4processes;G4eBremParametrizedModel::ComputeDXSectionPerAtom@plt",16051357,17042130,619,1330
"all;g4run;libG4processes;0x000000000037e030",1395871,10065664,0,495
"all;g4run;libG4processes;G4InuclNuclei::setExitationEnergy",309876503,463841055,2786,15050
"all;g4run;libG4processes;G4LorentzConvertor::backToTheLab",2093124,0,397,1481
"all;g4run;libG4processes;G4RToEConvForPositron::~G4RToEConvForPositron",1396854,4262931,0,592
"all;g4run;libG4processes;G4NucleiModel::zoneIntegralGaussian",49537616,77137917,5507,9323
"all;g4run;libG4processes;0x0000000000ab2a5f",0,0,67,89
"all;g4run;libG4processes;G4INCL::DeltaProductionChannel::DeltaProductionChannel@plt",697875,0,0,0
"all;g4run;libG4processes;G4DNARPWBAIonisationModel::Initialise",698354,0,0,531
"all;g4run;libG4processes;G4ASTARStopping::Initialise",694077,0,0,0
"all;g4run;libG4processes;0x000000000093aaac",698204,2199611,0,262
"all;g4run;libG4processes;0x000000000037f6a0",11168253,19787621,1664,4999
"all;g4run;libG4processes;0x00000000008b6d5c",0,0,45,0
"all;g4run;libG4processes;0x00000000008b6d1b",4885664,1917378,780,116
"all;g4run;libG4processes;G4OpticalParameters::GetScintTrackInfo",6980417,15918432,84,213
"all;g4run;libG4processes;std::_Rb_tree<G4Material const*, std::pair<G4Material const* const, G4PenelopeSamplingData*>, std::_Select1st<std::pair<G4Material const* const, G4PenelopeSamplingData*> >, std::less<G4Material const*>, std::allocator<std::pair<G4Material const* const, G4PenelopeSamplingData*> > >::_M_erase",13252654,24656811,779,2962
"all;g4run;libG4processes;G4CascadeData<30, 2, 8, 20, 34, 48, 62, 45, 50>::printXsec",0,0,0,98
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::~G4CascadeFunctions",695652,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::printTable",181755426,357422760,1522,8668
"all;g4run;libG4processes;G4Cache<G4HadFinalState*>::~G4Cache@plt",0,1057790,0,0
"all;g4run;libG4processes;0x00000000008aece6",7681236,10112339,29,760
"all;g4run;libG4processes;G4PolarizedAnnihilationXS::DiceEpsilon@plt",9759701,4316290,41,610
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiZeroPChannelData, G4PionNucSampler>::printTable",16749946,17512852,450,5906
"all;g4run;libG4processes;G4ElementaryParticleCollider::collide",210741903,283065639,9930,40746
"all;g4run;libG4processes;G4InuclCollider::~G4InuclCollider",72584984,108001841,5528,13058
"all;g4run;libG4processes;G4CascadeChannelTables::~G4CascadeChannelTables",0,0,0,201
"all;g4run;libG4processes;G4F19GEMProbability::~G4F19GEMProbability",0,1082741,0,0
"all;g4run;libG4processes;G4GammaNuclearXS::G4GammaNuclearXS",697282,0,0,131
"all;g4run;libG4processes;G4Reggeons::Chi_pomeron",0,986947,741,453
"all;g4run;libG4processes;0x000000000083bdeb",4185570,10229597,0,88
"all;g4run;libG4processes;G4StatMFMacroCanonical::ChooseAandZ",15358316,9913858,6826,12555
"all;g4run;libG4processes;G4NIELCalculator::G4NIELCalculator",266602030,320970870,10679,17481
"all;g4run;libG4processes;G4IonParametrisedLossModel::BuildRangeVector@plt",0,0,0,99
"all;g4run;libG4processes;G4FTFParameters::Reset@plt",0,1217882,0,531
"all;g4run;libG4processes;0x000000000037f650",698459,0,0,0
"all;g4run;libG4processes;0x00000000008b67f4",1396535,3153666,28,0
"all;g4run;libG4processes;G4B10GEMProbability::G4B10GEMProbability@plt",697519,1163753,51,166
"all;g4run;libG4processes;G4SBBremTable::ClearSamplingTables",533177874,1018798480,2688,25726
"all;g4run;libG4processes;G4Radioactivation::DecayIt",804371526,1604338436,18392,71459
"all;g4run;libG4processes;G4VTransitionRadiation::DumpInfo",49544036,63073858,2154,10123
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::printTable",71183200,155094513,4452,10219
"all;g4run;libG4processes;G4PAIxSection::GetEnergyTransfer",55837265,56414448,757,29004
"all;g4run;libG4processes;G4VDNAModel::~G4VDNAModel@plt",15346685,24358601,264,1685
"all;g4run;libG4processes;G4EmCalculator::FindEnergyLossProcess",250537026,328675906,4059,49418
"all;g4run;libG4processes;G4F18GEMProbability::G4F18GEMProbability",3085666359,5497389714,8307,80429
"all;g4run;libG4processes;G4DNAGillespieDirectMethod::SetTimeStep@plt",1397051,1085521,119,0
"all;g4run;libG4processes;0x000000000083fd1b",0,2190430,114,240
"all;g4run;libG4processes;0x0000000000380410",0,993519,0,261
"all;g4run;libG4processes;G4fissionEvent::G4SmpNuDistDataU235",0,1133145,0,441
"all;g4run;libG4processes;G4PAIySection::CallError",108885830,168557959,1672,5692
"all;g4run;libG4processes;G4OpticalParameters::GetBoundaryInvokeSD",0,2001913,24,0
"all;g4run;libG4processes;G4HadronicParametersMessenger::G4HadronicParametersMessenger",698370,1178737,0,0
"all;g4run;libG4processes;G4FTFModel::GetStrings",1396756,0,592,1427
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorHadronInelastic",122818481,212490538,6176,33291
"all;g4run;libG4processes;G4BinaryCascade::StepParticlesOut",0,0,0,170
"all;g4run;libG4processes;G4DNARuddIonisationModel::G4DNARuddIonisationModel@plt",0,0,81,0
"all;g4run;libG4processes;G4PolarizedIonisationBhabhaXS::Initialize",18131121,23606584,1803,2144
"all;g4run;libG4processes;0x0000000000945958",2095281,2178906,0,0
"all;g4run;libG4processes;0x0000000000f18e32",2791282,2067232,0,107
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeDXSectionPerAtom",187020384,234085565,19359,71346
"all;g4run;libG4processes;G4INCL::ParticleList::rotateMomentum@plt",2793519,2255930,39,832
"all;g4run;libG4processes;0x00000000008b6bb5",1396848,1967965,40,105
"all;g4run;libG4processes;G4PhysicsVector::Value",0,0,102,0
"all;g4run;libG4processes;G4CascadeInterface::ApplyYourself",240042202,346713692,7661,36646
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::G4ChipsPionPlusInelasticXS",0,0,0,141
"all;g4run;libG4processes;0x000000000037d4f0",698111,0,0,0
"all;g4run;libG4processes;CLHEP::HepLorentzVector::boost@plt",1396843,2005389,205,703
"all;g4run;libG4processes;G4BinaryCascade::Capture",4185872,5617997,48,167
"all;g4run;libG4processes;G4LorentzConvertor::G4LorentzConvertor",14658797,38287479,720,841
"all;g4run;libG4processes;G4Cache<CLHEP::HepLorentzVector*>::~G4Cache@plt",698483,0,24,0
"all;g4run;libG4processes;G4VXTRenergyLoss::GetGasComplexFZ",17444230,31209639,327,3872
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::LoadData",2634909309,3406149468,40100,426641
"all;g4run;libG4processes;G4MolecularConfiguration::PrintState@plt",4186930,3132029,107,287
"all;g4run;libG4processes;G4DiffractiveExcitation::NewNucleonId",0,0,48,0
"all;g4run;libG4processes;G4ChipsPionMinusInelasticXS::G4ChipsPionMinusInelasticXS",698338,0,102,465
"all;g4run;libG4processes;G4ChargeExchangeProcess::BuildPhysicsTable",697456,0,848,1537
"all;g4run;libG4processes;G4HadElementSelector::G4HadElementSelector",6470888314,9945444410,49788,2321011
"all;g4run;libG4processes;G4MuonMinusBoundDecay::GetMuonCaptureRate",0,0,134,98
"all;g4run;libG4processes;0x00000000008ad1af",13961143,15375655,248,3473
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::GetQ2_2",986202830,1874896361,27706,75686
"all;g4run;libG4processes;0x0000000000a1b3ea",0,0,36,193
"all;g4run;libG4processes;0x00000000009f25ba",2792310,3596687,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::printTable",0,1074187,0,0
"all;g4run;libG4processes;0x0000000000a1b3ee",698013,0,0,491
"all;g4run;libG4processes;G4ChipsProtonInelasticXS::G4ChipsProtonInelasticXS",5450808518,8286392565,84011,923970
