id,instructions,uops_dispatched,uops_retired,de_dis_uop_queue_empty_di0,de_dis_uops_from_decoder_decoder_dispatched,de_dis_uops_from_decoder_opcache_dispatched
"all",,,,,,
"all;g4run",,,,,,
"all;g4run;libG4processes;G4DNABornIonisationModel1::CrossSectionPerVolume",1096641,0,0,802819,0,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::DifferentialXSection",19226582,29651794,26412963,2661934,20991792,5985032
"all;g4run;libG4processes;G4LegendrePolynomial::EvalAssocLegendrePoly",4241003,1195289,0,389242,1007058,0
"all;g4run;libG4processes;std::_Function_handler<void (), G4ThreadLocalSingleton<G4MultiBodyMomentumDist>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager",0,0,0,134383,0,0
"all;g4run;libG4processes;0x0000000000a0fedb",0,0,0,310961,2331118,466436
"all;g4run;libG4processes;G4BinaryLightIonReaction::EnergyAndMomentumCorrector",0,0,863468,158040,0,0
"all;g4run;libG4processes;0x0000000000945a5a",0,2330812,0,62596,0,308204
"all;g4run;libG4processes;G4TransparentRegXTRadiator::DumpInfo",20745260,18578029,11718965,3334199,15154508,8659427
"all;g4run;libG4processes;G4OpticalParametersMessenger::~G4OpticalParametersMessenger",214157412,261587106,226552380,48431397,189217627,41799379
"all;g4run;libG4processes;0x000000000082fcc8",0,1203519,0,106688,824824,0
"all;g4run;libG4processes;0x000000000037bee0",6628937,2354533,2331686,614555,0,527040
"all;g4run;libG4processes;0x00000000009d3585",10838731,9548800,7163081,1630685,8730448,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::G4ElectroNuclearCrossSection",1071381,0,0,0,0,0
"all;g4run;libG4processes;0x00000000008aed83",20176071,16049141,13036791,1615268,7968556,10300842
"all;g4run;libG4processes;G4Evaporation::SetGEMVIChannel@plt",0,1260558,0,0,0,0
"all;g4run;libG4processes;G4LossTableManager::SetNIELCalculator",0,1930234,1143238,0,0,0
"all;g4run;libG4processes;0x0000000000833cb8",2053837,1326695,0,0,930411,0
"all;g4run;libG4processes;G4VXTRenergyLoss::BuildEnergyTable",17354882,13989871,10702935,1805979,14618419,2754916
"all;g4run;libG4processes;G4NeutronElasticXS::G4NeutronElasticXS",230271961,280995864,213675895,27205622,153184456,125163556
"all;g4run;libG4processes;G4BinaryCascade::DebugEpConservation",0,0,1328239,0,0,819689
"all;g4run;libG4processes;std::vector<G4VStatMFMacroCluster*, std::allocator<G4VStatMFMacroCluster*> >::_M_realloc_insert<G4VStatMFMacroCluster*>",0,0,0,155404,0,302188
"all;g4run;libG4processes;0x00000000008aed87",101820416,120455922,125798245,8611870,40497183,80806778
"all;g4run;libG4processes;G4EquilibriumEvaporator::deExcite",173153031,227498506,212565570,50783530,187678236,24582670
"all;g4run;libG4processes;G4LorentzConvertor::reflectionNeeded",94604060,106739668,91003060,23518082,83705432,8407159
"all;g4run;libG4processes;0x00000000009f2071",0,0,0,0,0,515566
"all;g4run;libG4processes;0x00000000008c4d8f",1046516,0,1200115,0,824426,603416
"all;g4run;libG4processes;G4GamP2NPipAngDst::G4GamP2NPipAngDst",1131192,3624950,1209447,316535,1833913,462846
"all;g4run;libG4processes;MCGIDI_reaction_getProjectileMass_MeV@plt",1212777,0,2422224,123366,1605851,631619
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorPionInelastic",9534334,7289964,8355173,663984,5066105,2488038
"all;g4run;libG4processes;G4BetheBlochModel::ComputeDEDXPerVolume@plt",0,0,1121198,0,0,0
"all;g4run;libG4processes;G4VTransitionRadiation::PostStepDoIt",82381196,91609782,61305171,15207670,89567902,15297211
"all;g4run;libG4processes;G4LundStringFragmentation::Quark_Diquark_lastSplitting",0,0,0,104598,0,0
"all;g4run;libG4processes;std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector",58813722,64637761,51201632,4136645,48043310,22211558
"all;g4run;libG4processes;G4Mg23GEMProbability::G4Mg23GEMProbability@plt",0,1274387,1134165,0,1810628,0
"all;g4run;libG4processes;0x0000000000b3f94a",1183191,0,0,0,0,895074
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::GetChipsCrossSection",147482254,158973885,146682971,15368579,89062381,72361851
"all;g4run;libG4processes;0x0000000000b3f90a",1146858,4958489,3835510,222374,0,2073650
"all;g4run;libG4processes;G4MuonMinusBoundDecay::GetMuonDecayRate",0,0,0,0,0,358223
"all;g4run;libG4processes;G4Integrator<G4InitXscPAI, double (G4InitXscPAI::*)(double)>::Legendre10",129753756,133073519,155171802,29469670,174094280,14368413
"all;g4run;libG4processes;std::vector<bool, std::allocator<bool> >::_M_insert_aux",1587705096,1945033463,1792884231,208740055,1334249031,566499861
"all;g4run;libG4processes;0x0000000000b3f94f",1061435,4500560,0,284182,0,7637616
"all;g4run;libG4processes;G4CollisionOutput::reset",5656789,0,3528883,979974,2654232,345699
"all;g4run;libG4processes;0x0000000000f18f23",9627776,11259995,10857245,1576135,8863127,6269825
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<15, 19>::GetCosTheta",11069033,8867150,21677277,4232865,7452754,1800621
"all;g4run;libG4processes;G4NucleiModel::passFermi",26975243,32761482,27500103,8210367,35634971,4255322
"all;g4run;libG4processes;0x00000000008b6ce8",1048503,2478837,3596941,510122,2696259,0
"all;g4run;libG4processes;G4StatMFParameters::GetKappaCoulomb",1113607,0,0,0,926476,0
"all;g4run;libG4processes;G4NucleiModel::passTrailing",4272147,5036714,2436700,1956535,1670061,806720
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaPlusNChannelData, G4KaonHypSampler>::getMultiplicity",35566647,39110428,31659552,2886677,9342224,32408038
"all;g4run;libG4processes;G4CascadeData<31, 6, 24, 4, 4, 4, 4, 0, 0>::print",10990713,9985013,13121834,2525064,18184061,481729
"all;g4run;libG4processes;G4CascadeParameters::DumpConfig",431646811,432349519,428001628,80141541,386824075,33967559
"all;g4run;libG4processes;G4ComponentAntiNuclNuclearXS::GetInelasticElementCrossSection",1101671871,1182838420,1169194217,245953794,1024248335,233437417
"all;g4run;libG4processes;G4AtimaEnergyLossModel::sezi_dedx_e",1114341,0,1219889,95112,899261,166416
"all;g4run;libG4processes;std::_Rb_tree<G4String, std::pair<G4String const, G4MicroElecCrossSectionDataSet*>, std::_Select1st<std::pair<G4String const, G4MicroElecCrossSectionDataSet*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4MicroElecCrossSectionDataSet*> > >::find@plt",1082501,0,0,139656,0,0
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::CalculateCrossSection",0,1198549,1269242,248703,1649362,602403
"all;g4run;libG4processes;G4BaryonWidth::G4BaryonWidth",0,0,1221355,0,0,0
"all;g4run;libG4processes;0x0000000000a49309",4477324,3708169,0,496874,766013,0
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorPionElastic",3301310,9926907,15177980,307442,9674723,4240622
"all;g4run;libG4processes;G4Channeling::GetEF@plt",16766217,26458381,7273548,1475723,6281812,1700641
"all;g4run;libG4processes;G4LundStringFragmentation::Sample4Momentum",0,0,0,0,890716,0
"all;g4run;libG4processes;G4LightTargetCollider::SingleNucleonScattering",87554161,97732228,92494519,22075292,85853969,11698119
"all;g4run;libG4processes;G4IonDEDXHandler::GetUpperEnergyEdge@plt",3277541,7805179,8529793,2213154,7716766,0
"all;g4run;libG4processes;0x0000000000f69a18",0,0,0,134558,0,0
"all;g4run;libG4processes;G4DNAMolecularReactionData::ComputeEffectiveRadius@plt",14358706,13847843,12094580,1197429,12006104,552789
"all;g4run;libG4processes;0x000000000037df70",1075642,0,0,0,803033,0
"all;g4run;libG4processes;0x0000000000add18c",1076929,0,1332352,0,0,486511
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::ProcessDescription",13139236,6198083,3440455,271140,0,9994224
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::Configure",7844191,6313601,9276900,1298981,3360122,1587143
"all;g4run;libG4processes;G4PhotoNuclearCrossSection::GetIsoCrossSection",20947714,21452980,6281305,3244100,15936893,2369057
"all;g4run;libG4processes;0x0000000000b3645e",994358,1155900,1037912,137946,858439,626722
"all;g4run;libG4processes;0x0000000000947aee",0,3364883,2209960,0,767214,318229
"all;g4run;libG4processes;G4SBBremTable::BuildSamplingTables",1196682059,1186284095,1280820412,95883115,781921226,372237286
"all;g4run;libG4processes;0x0000000000833cbc",23632604,26135493,23798616,2721810,12743687,8204741
"all;g4run;libG4processes;std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt",39833119,32737475,37253129,7128077,29606029,2949372
"all;g4run;libG4processes;0x00000000009d358e",2238209,6201344,1203283,1082298,3303807,1594187
"all;g4run;libG4processes;0x000000000085527f",5383739,2482229,11534229,1464959,6954897,0
"all;g4run;libG4processes;G4InitXscPAI::IntegralPAIdEdx",268309900,358934674,310842245,47455555,329477621,21979972
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton",41984452,50038486,69274926,13883012,46661235,6780293
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorNucleonElastic",0,1152462,2319423,128420,1684794,0
"all;g4run;libG4processes;G4VCrossSectionRatio::G4VCrossSectionRatio",5635218,2465004,4795536,587327,866093,1110515
"all;g4run;libG4processes;0x00000000008388fb",30344820,39733439,54044799,2897866,30978283,12673775
"all;g4run;libG4processes;G4Analyser::setWatchers",0,0,1160559,0,847950,0
"all;g4run;libG4processes;0x0000000000a516c6",3242625,0,0,316590,2386425,0
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::ComputeDXSectionPerAtom",3125218592,3491614943,3316414210,260159301,2535789443,985459829
"all;g4run;libG4processes;G4InitXscPAI::KillCloseIntervals",93587428,76666986,78318281,10621841,78363483,21614599
"all;g4run;libG4processes;0x0000000000839246",7455301,4958099,2298873,422006,2591777,842479
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXscPDG",674927997,718201875,683387520,118055818,613405000,90293393
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::Verbose",6497891138,7381492142,7023903130,731872145,4224560404,2893023570
"all;g4run;libG4processes;0x00000000008b6fbc",0,0,0,243752,0,587305
"all;g4run;libG4processes;G4PhotoElectricEffect::G4PhotoElectricEffect",329298034,356355333,376956691,23916237,259457397,117182602
"all;g4run;libG4processes;G4VEmAdjointModel::ComputeAdjointCrossSectionVectorPerAtomForSecond",3948724951,4720987518,4290775659,383898124,2941554146,1743369053
"all;g4run;libG4processes;0x00000000008af63b",1988427,4924986,2514955,394812,2012556,1823435
"all;g4run;libG4processes;G4NuclNucl3BodyMomDst::~G4NuclNucl3BodyMomDst",0,0,0,157588,0,382202
"all;g4run;libG4processes;G4RKPropagation::delete_EquationsAndMap",72760455,91413942,92090225,19134961,70385819,6832821
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",73966595,120113388,79639654,24190668,99974734,22584551
"all;g4run;libG4processes;G4hRDEnergyLoss::~G4hRDEnergyLoss@plt",0,1236470,0,0,0,0
"all;g4run;libG4processes;0x0000000000f18f2b",10963439,10639710,10266674,1109170,11118777,3304299
"all;g4run;libG4processes;G4DNAELSEPAElasticModel::LinLinInterpolate@plt",2094858,3633561,4671273,52913,904879,284726
"all;g4run;libG4processes;0x0000000000a59b4d",1122466,1339452,2427929,156442,2552494,579871
"all;g4run;libG4processes;0x0000000000f18f2d",4115573,5017176,7352670,300485,4142320,2661194
"all;g4run;libG4processes;G4XNNstarTable::G4XNNstarTable",0,1214322,0,0,0,0
"all;g4run;libG4processes;0x000000000037f8b0",2142749,4804795,5982405,1115511,7931101,297228
"all;g4run;libG4processes;std::vector<G4Material const*, std::allocator<G4Material const*> >::_M_realloc_insert<G4Material const*>",790064117,846687204,876206312,132825342,793400997,122291691
"all;g4run;libG4processes;0x000000000037c9d0",20926416,23173180,22345013,3272406,19077260,1750330
"all;g4run;libG4processes;G4WatcherGun::setWatchers",51048602,63023052,54801553,6489268,42942253,17908919
"all;g4run;libG4processes;0x00000000009d33e3",0,4850997,1233939,506489,3342422,0
"all;g4run;libG4processes;G4AntiProton::AntiProtonDefinition@plt",2120520,1186201,6037097,1163123,728134,556360
"all;g4run;libG4processes;CLHEP::HepStat::inverseErf@plt",14399030,5028719,7107247,3026111,12509904,1188376
"all;g4run;libG4processes;G4LundStringFragmentation::SplitEandP",0,0,0,152822,0,0
"all;g4run;libG4processes;0x00000000009edb09",1055259,6200043,0,607956,3407970,463341
"all;g4run;libG4processes;G4ExcitationHandler::SetParameters",73169000,61107491,71620476,4110562,32247197,32346309
"all;g4run;libG4processes;G4CascadeCheckBalance::momentumOkay",44292560,59001562,46415649,24767839,49092196,7506002
"all;g4run;libG4processes;std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::str@plt",0,0,1271442,148623,0,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::RatioMottRutherford",2054490,2472768,6323488,114676,747894,567764
"all;g4run;libG4processes;G4WeightCutOffConfigurator::G4WeightCutOffConfigurator@plt",0,0,3816603,167677,834929,803619
"all;g4run;libG4processes;G4fissionEvent::G4SmpWatt",1220964,1349700,1099790,323753,937440,953953
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getMultiplicity",166202776,248255124,193046124,70091650,199458184,19828627
"all;g4run;libG4processes;G4EmParametersMessenger::SetNewValue",35397080,67911722,37551101,21162860,43014390,13126288
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos",2272189,0,0,765963,0,0
"all;g4run;libG4processes;0x0000000000f69a1d",4316359,10803941,4823784,1192207,4980773,2691226
"all;g4run;libG4processes;G4LorentzConvertor::rotate",430232920,360062455,432484324,82010888,354281551,13141747
"all;g4run;libG4processes;G4Fissioner::~G4Fissioner",0,0,0,1544368,0,0
"all;g4run;libG4processes;G4Fancy3DNucleus::ReduceSum",127505691,144331326,149344764,33558969,127246982,31974922
"all;g4run;libG4processes;G4Clebsch::ClebschGordanCoeff",0,4882517,4798981,130601,0,1969922
"all;g4run;libG4processes;0x000000000037f590",2183001,1288994,1260396,151129,0,0
"all;g4run;libG4processes;G4PhotoElectricEffect::IsApplicable",104242141,103308151,110432209,5901931,90989906,34675593
"all;g4run;libG4processes;G4CrossSectionDataStore::HtmlFileName",1126633,2193229,2506967,637939,3110986,1520580
"all;g4run;libG4processes;G4INCL::ProjectileRemnant::computeExcitationEnergy@plt",2132483,1248196,1138334,0,821517,907884
"all;g4run;libG4processes;G4PAIySection::SumOverInterCerenkov",18280556,14533613,14443101,2454777,17608430,4714548
"all;g4run;libG4processes;G4HadronicException::Report",30613786,30825948,25710197,11035820,30578660,6056396
"all;g4run;libG4processes;G4ScreeningMottCrossSection::ComputeAngle",9570298,8578755,15580102,927249,12105839,2540099
"all;g4run;libG4processes;0x0000000000833d86",0,1194455,1175662,0,0,0
"all;g4run;libG4processes;std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base",6168003,10047975,4606679,1218964,3004516,3987146
"all;g4run;libG4processes;CLHEP::operator/@plt",0,0,0,0,851861,0
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::_M_realloc_insert<G4InuclElementaryParticle>",428518291,535947691,523200798,87317611,469516986,36723000
"all;g4run;libG4processes;G4OpMieHG::Initialise@plt",0,1200451,1147437,584034,0,510961
"all;g4run;libG4processes;G4PAIySection::NormShift",52994198,64978900,53558287,8390070,40488865,14066118
"all;g4run;libG4processes;G4UrbanAdjointMscModel::G4UrbanAdjointMscModel@plt",0,0,1008313,0,0,0
"all;g4run;libG4processes;0x0000000000a516cb",1127993,0,2563154,165476,846938,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::~G4CascadeFunctions",3354086,0,0,170366,0,0
"all;g4run;libG4processes;std::_Rb_tree<G4String, std::pair<G4String const, bool>, std::_Select1st<std::pair<G4String const, bool> >, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::_M_erase",278881544,350276283,291729652,58622634,303087554,39569447
"all;g4run;libG4processes;0x000000000083924b",9067732,4984305,1142035,406530,1690050,606439
"all;g4run;libG4processes;0x00000000005f4426",2230651,2690246,1091732,510240,0,1686244
"all;g4run;libG4processes;G4Bessel::K0",0,2561412,0,0,0,0
"all;g4run;libG4processes;std::_Rb_tree<G4Material const*, std::pair<G4Material const* const, G4PhysicsFreeVector*>, std::_Select1st<std::pair<G4Material const* const, G4PhysicsFreeVector*> >, std::less<G4Material const*>, std::allocator<std::pair<G4Material const* const, G4PhysicsFreeVector*> > >::_M_erase",7427139,11049115,9856925,1077999,6217840,2986974
"all;g4run;libG4processes;G4OpticalParameters::GetProcessActivation",142361120,158488383,121230539,20882771,154486834,11991733
"all;g4run;libG4processes;G4InuclElementaryParticle::makeDefinition",202770825,209158882,229307592,24495990,189150965,24784480
"all;g4run;libG4processes;G4Bessel::K1",2120144,3607943,3268961,355806,0,4462365
"all;g4run;libG4processes;G4VITStepModel::GetReactionProcess@plt",0,0,0,194747,737726,0
"all;g4run;libG4processes;0x00000000005f4429",23219742,26805567,38245190,4339902,21648027,14110310
"all;g4run;libG4processes;G4InuclNuclei::copy",0,0,0,325924,0,0
"all;g4run;libG4processes;G4CollisionOutput::getTotalStrangeness",1090330,0,1094904,157094,0,0
"all;g4run;libG4processes;0x00000000008b6af6",125247677,184259425,149871582,28666942,164943671,12598486
"all;g4run;libG4processes;G4StatMFMacroMultiNucleon::CalcEntropy",10983915,31912570,16055147,7471478,16414873,6953727
"all;g4run;libG4processes;G4PAIySection::SumOverBordPlasmon",328166647,405235135,345150209,67740144,379546879,27540754
"all;g4run;libG4processes;G4FTFAnnihilation::Annihilate",0,0,0,362604,760438,0
"all;g4run;libG4processes;G4IntraNucleiCascader::createTarget",170397493,179260009,160090223,33900516,143472231,20188784
"all;g4run;libG4processes;CLHEP::Hep3Vector::transform@plt",0,0,0,168287,0,0
"all;g4run;libG4processes;0x000000000096dba4",1074226,0,0,125107,0,0
"all;g4run;libG4processes;0x00000000008b6d39",3360471,3629297,5981852,256630,906497,408638
"all;g4run;libG4processes;G4DNAGenericIonsManager::G4DNAGenericIonsManager@plt",0,0,0,674135,896956,0
"all;g4run;libG4processes;0x0000000000f69b37",0,0,1084142,0,0,0
"all;g4run;libG4processes;G4FTFAnnihilation::UnpackBaryon",1160683,0,0,0,0,366570
"all;g4run;libG4processes;0x000000000096dba7",0,1200774,0,173438,0,0
"all;g4run;libG4processes;G4VEmProcess::PostStepDoIt",747712944,920709801,907054373,83100709,480619363,403997237
"all;g4run;libG4processes;G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::~G4CascadeData",0,0,1121748,285622,0,686251
"all;g4run;libG4processes;G4EquilibriumEvaporator::setVerboseLevel",0,1220349,0,0,0,0
"all;g4run;libG4processes;G4VUserTrackInformation::G4VUserTrackInformation@plt",0,0,1260350,156664,0,0
"all;g4run;libG4processes;G4FTFParticipants::GetList",1179654,1165572,0,101521,752271,0
"all;g4run;libG4processes;G4EmElementSelector::SelectRandomAtom",373946720,362401098,379029742,77809442,348994335,44881950
"all;g4run;libG4processes;G4ScreeningMottCrossSection::NuclearCrossSection",85980245,103568261,105278848,8581761,85198420,21568684
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::GetTabValues",2156603,1221567,1043611,626422,760205,0
"all;g4run;libG4processes;G4MolecularConfiguration::GetFakeParticleID@plt",5440490,5103598,0,535097,1776072,608771
"all;g4run;libG4processes;G4ITSafetyHelper::InitialiseHelper@plt",8603635,3371844,7337144,1081841,9202820,2146224
"all;g4run;libG4processes;0x0000000000a1a6d9",1164548,0,0,463849,0,0
"all;g4run;libG4processes;G4ParticleHPFissionBaseFS::SetNeutronRP@plt",729270,1195282,0,128007,761018,0
"all;g4run;libG4processes;G4EMDissociationSpectrum::GetClosestApproach",731107,2560746,1161299,345896,825431,447150
"all;g4run;libG4processes;0x000000000037e3b0",1110616,1291849,0,220876,0,0
"all;g4run;libG4processes;G4CascadeInterface::copyOutputToHadronicResult",43367308,48354670,41413220,11117202,29890543,4754017
"all;g4run;libG4processes;0x0000000000833d8c",0,0,1242454,0,0,0
"all;g4run;libG4processes;G4NuclearFermiDensity::GetDeriv",31793164,51907122,44048231,11367362,39629802,7358997
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::HadronNucleusQ2_2",59528113,64482869,38496472,5429335,49654361,2366431
"all;g4run;libG4processes;G4OpticalParameters::GetWLS2TimeProfile",0,0,0,134207,952153,0
"all;g4run;libG4processes;G4ParticleHPT2AInelasticFS::G4ParticleHPT2AInelasticFS@plt",0,0,1218896,0,0,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetVirtualFactor@plt",0,0,0,389632,780411,0
"all;g4run;libG4processes;0x0000000000e4d0bb",0,1246939,0,0,0,0
"all;g4run;libG4processes;G4C16GEMProbability::~G4C16GEMProbability@plt",2207118,2473751,2451113,886855,2472471,0
"all;g4run;libG4processes;G4FTFParameters::GetProcProb@plt",16715941,13916629,20128701,2477089,21409495,423063
"all;g4run;libG4processes;0x00000000005f442d",9009873,11446527,10404822,1045244,2600273,4539282
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::ThresholdMomentum",0,1153946,0,0,0,0
"all;g4run;libG4processes;G4RKPropagation::Init",663627153,758845990,795855165,147543081,704127158,93485178
"all;g4run;libG4processes;G4ElasticHNScattering::GaussianPt",0,0,0,245912,750366,577591
"all;g4run;libG4processes;0x00000000009d2e16",989607,1293733,0,0,0,0
"all;g4run;libG4processes;0x000000000037b9d0",5501973,5065385,1209923,1328349,824168,448845
"all;g4run;libG4processes;G4PAIySection::GetStepEnergyLoss",115450810,158133610,120704196,25970070,156804684,13065497
"all;g4run;libG4processes;G4ProductionCutsTable::StoreCutsInfo",496195443,507506510,446617358,27621622,198721002,273742916
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiZeroNChannelData, G4KaonHypSampler>::getMultiplicity",1045201,2444987,2283353,497931,1594417,1178473
"all;g4run;libG4processes;G4TouchableHistory::~G4TouchableHistory@plt",1171744,0,0,243877,0,0
"all;g4run;libG4processes;G4NucleiModel::generateModel",0,2582903,0,650550,808025,0
"all;g4run;libG4processes;G4IntraNucleiCascader::G4IntraNucleiCascader",37010400,39967747,47880264,13342942,35958718,6890235
"all;g4run;libG4processes;G4TransitionRadiation::IntegralOverAngle@plt",1268521,0,0,169675,0,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetElementCrossSection",123354013,174231197,156211532,20883848,109725727,50604252
"all;g4run;libG4processes;0x000000000037b6c0",0,0,0,179902,0,0
"all;g4run;libG4processes;G4LorentzConvertor::setBullet",0,1250364,0,0,726075,0
"all;g4run;libG4processes;G4SPBaryon::G4SPBaryon",0,0,0,0,0,695179
"all;g4run;libG4processes;0x000000000083809a",4138065,4905905,2427558,256615,1775987,359292
"all;g4run;libG4processes;G4ParticleHPFSFissionFS::G4ParticleHPFSFissionFS@plt",0,0,1087453,0,0,0
"all;g4run;libG4processes;0x0000000000f69b3a",0,1327572,1942143,275732,744216,0
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4InuclElementaryParticle>::G4ThreadLocalSingleton",4406185,5186412,9088865,4751758,15848614,3741564
"all;g4run;libG4processes;G4NuclearPolarization::operator==",124387054,145095409,112828844,21075703,111692097,12103397
"all;g4run;libG4processes;G4PAIySection::InitPAI",352586904,482849419,382259949,82839041,434230796,30858447
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getCrossSection",6700583,4617422,4357118,2087451,7388840,507698
"all;g4run;libG4processes;0x000000000083809e",0,1160615,1165315,235153,0,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::SolveTheEquation",2343969,8631730,6668963,568955,6784626,3220791
"all;g4run;libG4processes;std::__lower_bound<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",22406014,17581823,9599614,780970,10638793,3685173
"all;g4run;libG4processes;0x000000000083efbf",0,0,1200390,0,760328,0
"all;g4run;libG4processes;G4WaterStopping::G4WaterStopping@plt",0,2699694,3641359,292102,945845,1010137
"all;g4run;libG4processes;0x000000000037b940",1097187,0,0,0,580043,614399
"all;g4run;libG4processes;0x0000000000f69b7f",31865383,25763618,40230502,4447183,23607481,15986667
"all;g4run;libG4processes;0x00000000008e2f7a",0,0,759105,164755,0,0
"all;g4run;libG4processes;0x00000000008e1944",3321866,3756250,3616535,159546,0,1156371
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos",11012685,11661715,11516549,3263973,9149476,485296
"all;g4run;libG4processes;0x00000000003804c0",0,0,0,126740,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::getCrossSectionSum",0,0,0,165275,0,0
"all;g4run;libG4processes;G4CascadeRecoilMaker::~G4CascadeRecoilMaker",4406596,6349930,0,1637277,1557750,448802
"all;g4run;libG4processes;0x00000000008e1948",0,1197738,0,0,928733,483966
"all;g4run;libG4processes;0x00000000008e2f7e",0,1218384,0,0,1641396,409482
"all;g4run;libG4processes;G4CascadeCoalescence::reportArgs",4652022,4957773,6117756,1355454,4095570,991038
"all;g4run;libG4processes;0x0000000000770c89",0,0,1129715,0,1660896,431400
"all;g4run;libG4processes;std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_default_append@plt",1170808,1337536,0,418848,1690433,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetVirtualFactor",9462810,6172604,10268187,1635068,4855514,3705209
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity",16875312,38666294,20142787,7955078,21251234,5402343
"all;g4run;libG4processes;G4NIELCalculator::AddEmModel",179841183,230645964,192155235,28733079,198657223,35239471
"all;g4run;libG4processes;G4ProcessManager::AddProcess",2918046822,2920108724,3191137411,380686109,2044738357,979084723
"all;g4run;libG4processes;0x0000000000a0f31c",0,2632397,2443212,1545016,1723001,1531499
"all;g4run;libG4processes;G4CascadeSampler<30, 8>::findMultiplicity",3345390,4766772,6695317,447516,2606710,1467906
"all;g4run;libG4processes;G4ProductionCutsTable::UpdateCoupleTable",1066825,0,0,293611,0,0
"all;g4run;libG4processes;__cxa_rethrow@plt",6734874,12377132,8623302,2591768,7722638,443401
"all;g4run;libG4processes;0x00000000008082d8",0,1208316,0,0,0,137558
"all;g4run;libG4processes;0x000000000037f090",1055159,1251471,0,0,765673,0
"all;g4run;libG4processes;0x00000000008c4c3f",0,0,0,162264,0,0
"all;g4run;libG4processes;GIDI_settings_flux::operator[]@plt",13316662,14672533,14560044,2099517,12034513,1454549
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetPTables",108271402,119105065,92659598,29642780,94006233,17675008
"all;g4run;libG4processes;G4LossTableManager::PreparePhysicsTable",2215501,10098317,7514124,503436,6303582,581163
"all;g4run;libG4processes;0x000000000037bd00",0,2345732,0,0,0,0
"all;g4run;libG4processes;G4CollisionNNToNDeltastar::~G4CollisionNNToNDeltastar@plt",1279824,0,0,0,0,0
