id,instructions,L1_dcache_loads,L1_dcache_load_misses,L1_icache_load_misses
"all;g4run;libxerces-c-3;xercesc_3_2::IGXMLScanner::scanEndTag",6920440,2227464,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::IGXMLScanner::normalizeAttValue",64932372,41103204,169166,233892
"all;g4run;libxerces-c-3;0x0000000000183e1b",0,0,7226,0
"all;g4run;libxerces-c-3;0x000000000013c738",0,0,7476,4966
"all;g4run;libxerces-c-3;0x0000000000183ea9",0,0,8511,0
"all;g4run;libxerces-c-3;non-virtual thunk to xercesc_3_2::DOMElementImpl::getChildNodeImpl()",0,1121477,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::AbstractDOMParser::endElement",0,1091699,0,0
"all;g4run;libxerces-c-3;0x0000000000183d9d",0,1122998,0,9997
"all;g4run;libxerces-c-3;xercesc_3_2::AbstractDOMParser::docCharacters",6941873,4461035,33774,20060
"all;g4run;libxerces-c-3;0x000000000013c6fc",2295393,0,7206,9987
"all;g4run;libxerces-c-3;xercesc_3_2::ElemStack::mapPrefixToURI",4332112,0,7628,4879
"all;g4run;libxerces-c-3;0x00000000000e26d0",0,0,12849,8706
"all;g4run;libxerces-c-3;0x00000000001aba30",0,0,14898,0
"all;g4run;libxerces-c-3;xercesc_3_2::XMLPlatformUtils::unlockMutex",22946741,7449944,102341,114993
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrImpl::DOMAttrImpl",6815581,4433298,144425,14834
"all;g4run;libxerces-c-3;0x000000000013c6c2",0,1129789,9284,0
"all;g4run;libxerces-c-3;xercesc_3_2::QName::setNPrefix",13929772,4479859,22708,48414
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrMapImpl::setNamedItemNSFast",16206216,13403288,30542,46676
"all;g4run;libxerces-c-3;0x00000000000e26d4",0,0,13138,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMNodeListImpl::DOMNodeListImpl",0,1122971,36734,9953
"all;g4run;libxerces-c-3;xercesc_3_2::XMLMutexLock::XMLMutexLock",0,840429,26322,8082
"all;g4run;libxerces-c-3;0x00000000001904cf",0,1113897,8627,0
"all;g4run;libxerces-c-3;xercesc_3_2::DTDElementDecl::hasAttDefs",2333567,0,47851,5228
"all;g4run;libxerces-c-3;xercesc_3_2::ReaderMgr::skipPastSpaces",4611051,3336471,7274,0
"all;g4run;libxerces-c-3;0x0000000000197676",0,0,8247,0
"all;g4run;libxerces-c-3;0x00000000001aba36",4641538,0,23458,14120
"all;g4run;libxerces-c-3;xercesc_3_2::DOMElementImpl::getAttribute",0,0,12137,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMElementImpl::getNextSibling",1917200,0,56552,8909
"all;g4run;libxerces-c-3;xercesc_3_2::ElemStack::addLevel",9210539,3364635,21956,5165
"all;g4run;libxerces-c-3;non-virtual thunk to xercesc_3_2::DOMElementImpl::getNodeImpl()",13904939,6684838,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::IGXMLScanner::rawAttrScan",43935557,23523179,44744,55212
"all;g4run;libxerces-c-3;0x0000000000197691",0,0,8144,0
"all;g4run;libxerces-c-3;0x0000000000197678",2309671,0,0,0
"all;g4run;libxerces-c-3;0x0000000000183dab",0,1104946,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::XMLReader::skippedChar",6960843,2241198,14346,15168
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrImpl::getValue",17251333,10683623,144950,75860
"all;g4run;libxerces-c-3;xercesc_3_2::DOMNodeVector::insertElementAt",2313105,2221248,22748,4749
"all;g4run;libxerces-c-3;0x000000000013c6e4",0,1117902,24288,0
"all;g4run;libxerces-c-3;0x0000000000183daf",0,0,8930,0
"all;g4run;libxerces-c-3;xercesc_3_2::ReaderMgr::skipIfQuote",0,2215304,0,9107
"all;g4run;libxerces-c-3;0x000000000017b990",0,0,7326,0
"all;g4run;libxerces-c-3;0x000000000013c6e7",0,1122224,8021,0
"all;g4run;libxerces-c-3;0x000000000018443c",0,1131655,6852,13419
"all;g4run;libxerces-c-3;xercesc_3_2::XMLReader::handleEOL",30206052,7846446,30861,33970
"all;g4run;libxerces-c-3;xercesc_3_2::DOMNodeImpl::DOMNodeImpl",23109235,3333333,106866,32610
"all;g4run;libxerces-c-3;0x0000000000183e24",0,1103899,25502,0
"all;g4run;libxerces-c-3;0x000000000017b994",2332352,0,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::XMLUTF8Transcoder::transcodeFrom",90248529,12363947,420635,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrNSImpl::DOMAttrNSImpl",0,3349644,31221,4813
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrMapImpl::DOMAttrMapImpl",4657414,1132690,76798,5159
"all;g4run;libxerces-c-3;xercesc_3_2::XMLString::compareString",4601877,0,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::XMLScanner::senseNextToken",6971895,8928863,6879,0
"all;g4run;libxerces-c-3;xercesc_3_2::ElemStack::popTop",6985815,2258890,0,0
"all;g4run;libxerces-c-3;0x000000000013c67b",0,0,7327,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrMapImpl::getLength",1905490,825187,47347,51989
"all;g4run;libxerces-c-3;xercesc_3_2::DOMChildNode::getParentNode",4654289,2154791,0,5204
"all;g4run;libxerces-c-3;0x000000000018445e",0,0,7426,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrImpl::getName",3848163,3330260,30023,53838
"all;g4run;libxerces-c-3;0x0000000000183e9f",0,0,0,4842
"all;g4run;libxerces-c-3;xercesc_3_2::DOMElementImpl::getOwnerDocument",2318398,1116879,15873,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrImpl::getNodeName",16162002,2196015,32227,0
"all;g4run;libxerces-c-3;0x000000000018447b",0,1124145,0,10035
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrImpl::getNodeType",5732125,825827,12841,30112
"all;g4run;libxerces-c-3;0x000000000013c69b",4636668,0,0,0
"all;g4run;libxerces-c-3;non-virtual thunk to xercesc_3_2::DOMTextImpl::getChildNodeImpl()",17594570,10304324,43464,69642
"all;g4run;libxerces-c-3;0x0000000000184441",0,1124370,0,5296
"all;g4run;libxerces-c-3;0x00000000000e2904",2312890,0,0,4880
"all;g4run;libxerces-c-3;xercesc_3_2::DOMElementImpl::getNodeType",1914080,820402,32052,0
"all;g4run;libxerces-c-3;0x000000000013c69e",2286034,0,9471,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMDocumentImpl::deleteHeap",0,0,17919,0
"all;g4run;libxerces-c-3;xercesc_3_2::ArrayJanitor<char16_t>::ArrayJanitor",0,4955385,69305,42820
"all;g4run;libxerces-c-3;xercesc_3_2::XMLString::compareNString",4607196,2247481,16446,10054
"all;g4run;libxerces-c-3;0x000000000013c71f",9293734,5567055,45187,10429
"all;g4run;libxerces-c-3;xercesc_3_2::XMLScanner::resolveQNameWithColon",0,0,9031,0
"all;g4run;libxerces-c-3;0x0000000000111457",0,955287,0,0
"all;g4run;libxerces-c-3;0x0000000000183dd4",6954908,2236497,16301,4833
"all;g4run;libxerces-c-3;0x000000000017b7b0",0,0,7903,10051
"all;g4run;libxerces-c-3;0x0000000000183ead",0,0,8058,0
"all;g4run;libxerces-c-3;xercesc_3_2::RegxParser::parseFactor",0,0,12075,0
"all;g4run;libxerces-c-3;0x000000000013c73c",2330465,0,0,4714
"all;g4run;libxerces-c-3;xercesc_3_2::IGXMLScanner::scanRawAttrListforNameSpaces",13944972,4452518,34485,25116
"all;g4run;libxerces-c-3;0x000000000012884d",0,819739,0,0
"all;g4run;libxerces-c-3;0x0000000000184448",2345511,0,0,5084
"all;g4run;libxerces-c-3;0x000000000018854a",9154149,3369110,7065,27968
"all;g4run;libxerces-c-3;0x000000000013c73f",0,3364225,0,4842
"all;g4run;libxerces-c-3;0x000000000018854b",2301886,0,0,9732
"all;g4run;libxerces-c-3;0x000000000018854d",0,0,7280,5010
"all;g4run;libxerces-c-3;0x0000000000183df4",23158626,11171982,45775,24980
"all;g4run;libxerces-c-3;xercesc_3_2::XMLScanner::resolvePrefix",2318677,1109191,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::IGXMLScanner::scanStartTagNS",69649928,22383423,163055,210930
"all;g4run;libxerces-c-3;0x0000000000183df7",2305396,3378795,7497,14486
"all;g4run;libxerces-c-3;0x000000000013c707",13990904,2222844,51625,9747
"all;g4run;libxerces-c-3;xercesc_3_2::ICULCPTranscoder::transcode",0,832523,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::XMLReader::skippedStringLong",0,1123126,0,0
"all;g4run;libxerces-c-3;0x000000000013c75f",2334200,0,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::EncodingValidator::~EncodingValidator",0,0,29877,0
"all;g4run;libxerces-c-3;xercesc_3_2::XMLBufferMgr::releaseBuffer",9258802,1115304,24619,39797
"all;g4run;libxerces-c-3;xercesc_3_2::DOMElementImpl::setupDefaultAttributes",0,0,0,4905
"all;g4run;libxerces-c-3;xercesc_3_2::DOMParentNode::getContainingNode",2334598,2226258,15556,17558
"all;g4run;libxerces-c-3;non-virtual thunk to xercesc_3_2::DOMElementImpl::getParentNodeImpl()",6992041,3366044,7674,9936
"all;g4run;libxerces-c-3;0x00000000000e28b4",0,0,15963,8459
"all;g4run;libxerces-c-3;xercesc_3_2::DOMParentNode::getFirstChild",1945659,0,0,0
"all;g4run;libxerces-c-3;non-virtual thunk to xercesc_3_2::DOMTextImpl::getNodeImpl()",20849183,13412620,84065,90706
"all;g4run;libxerces-c-3;0x000000000013c6ce",2308306,0,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::XMLReader::skipSpaces",41679212,31218708,67897,72045
"all;g4run;libxerces-c-3;xercesc_3_2::DOMElementImpl::getParentNode",2317314,2229783,0,0
"all;g4run;libxerces-c-3;0x000000000013c741",0,1113234,0,0
"all;g4run;libxerces-c-3;0x0000000000183eb4",0,1105634,0,0
"all;g4run;libxerces-c-3;0x0000000000183e0d",4615373,4469313,8874,13026
"all;g4run;libxerces-c-3;0x0000000000188536",4654044,0,0,4516
"all;g4run;libxerces-c-3;xercesc_3_2::IGXMLScanner::scanContent",9242993,5589389,8290,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrNSImpl::getNamespaceURI",9203960,1108396,0,20198
"all;g4run;libxerces-c-3;xercesc_3_2::XMLReader::getQName",9212039,7819545,0,19058
"all;g4run;libxerces-c-3;0x0000000000188551",0,1097043,0,0
"all;g4run;libxerces-c-3;0x0000000000188538",2312663,1118878,16179,12856
"all;g4run;libxerces-c-3;xercesc_3_2::DOMTextImpl::getNodeType",3859047,820274,13230,0
"all;g4run;libxerces-c-3;0x000000000013c746",0,0,7265,0
"all;g4run;libxerces-c-3;xercesc_3_2::XMLScanner::scanEq",9234373,3348365,31577,19816
"all;g4run;libxerces-c-3;xercesc_3_2::QName::setNLocalPart",4606981,0,28648,37940
"all;g4run;libxerces-c-3;xercesc_3_2::XMLBufferMgr::bidOnBuffer",6978583,1110346,14594,20012
"all;g4run;libxerces-c-3;xercesc_3_2::XMLMutex::lock",3818659,0,15847,7398
"all;g4run;libxerces-c-3;xercesc_3_2::DOMElementNSImpl::DOMElementNSImpl",6958631,1121597,6842,10581
"all;g4run;libxerces-c-3;0x000000000013c6b6",0,1111998,0,0
"all;g4run;libxerces-c-3;0x00000000001904da",4650947,0,16567,9559
"all;g4run;libxerces-c-3;0x000000000013c6d0",0,1115711,7509,0
"all;g4run;libxerces-c-3;non-virtual thunk to xercesc_3_2::DOMElementImpl::getNodeImpl() const",0,2242850,0,0
"all;g4run;libxerces-c-3;0x0000000000183ed7",2267650,0,0,0
"all;g4run;libxerces-c-3;0x0000000000183ed8",0,1124797,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::ReaderMgr::skippedChar",2347941,4463577,7005,0
"all;g4run;libxerces-c-3;xercesc_3_2::QName::setName",11567240,8913124,91611,61248
"all;g4run;libxerces-c-3;0x00000000001904dd",4663548,0,0,4710
"all;g4run;libxerces-c-3;xercesc_3_2::XMLMutexLock::~XMLMutexLock",15469501,2472799,72057,24033
"all;g4run;libxerces-c-3;xercesc_3_2::XMLUniCharacter::getType",0,836275,0,0
"all;g4run;libxerces-c-3;0x000000000013c6d4",16160964,2243902,23748,15228
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrNSImpl::getLocalName",23246486,8927650,7415,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrMapImpl::getNamedItem",0,0,14172,0
"all;g4run;libxerces-c-3;0x00000000000e2a10",2312709,3346837,7210,14159
"all;g4run;libxerces-c-3;xercesc_3_2::DOMElementImpl::DOMElementImpl",6955585,5568562,62546,29894
"all;g4run;libpythia8",,,,
"all;g4run;libpythia8;Pythia8::SigmaCombined::sigmaPartial",0,0,7021,0
"all;g4run;libpythia8;Pythia8::Particle::iTopCopy",542743,500732,0,0
"all;g4run;libpythia8;Pythia8::BeamParticle::xfModPrep",16973907,6931988,257965,25771
"all;g4run;libpythia8;Pythia8::m2",1358992,1775533,62932,0
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::pT2nextQCD",24471365,6186245,537936,24646
"all;g4run;libpythia8;0x00000000001ad814",1738702,0,0,0
"all;g4run;libpythia8;Pythia8::m",5684752,5672531,164869,3347
"all;g4run;libpythia8;Pythia8::Rndm::phaseSpace2",1140827,266180,23299,1201
"all;g4run;libpythia8;Pythia8::LHAGrid1::LHAGrid1",0,0,0,828
"all;g4run;libpythia8;Pythia8::Sigma2ffbar2gammagamma::sigmaKin",0,0,0,1772
"all;g4run;libpythia8;Pythia8::ProcessContainer::init",0,0,21839,791
"all;g4run;libpythia8;Pythia8::Particle::daughterList",12912856,4978588,648630,991
"all;g4run;libpythia8;Pythia8::HadronLevel::HadronLevel",0,0,15444,0
"all;g4run;libpythia8;Pythia8::PhaseSpace::trialKin123",1664196,650936,65496,986
"all;g4run;libpythia8;Pythia8::Sigma2qq2qq::sigmaKin",7533729,2433788,41400,284
"all;g4run;libpythia8;Pythia8::StringFragmentation::setStartEnds",0,0,0,1077
"all;g4run;libpythia8;Pythia8::MultipartonInteractions::scatter",0,0,14422,0
"all;g4run;libpythia8;Pythia8::BeamParticle::xCompDist",640511,965410,16498,2564
"all;g4run;libpythia8;Pythia8::Sigma2qg2qg::sigmaHat",11235019,1807177,0,293
"all;g4run;libpythia8;Pythia8::ParticleDataEntry::mSel",702521213,399439759,19211314,176744
"all;g4run;libpythia8;std::_Rb_tree<std::pair<int, int>, std::pair<std::pair<int, int> const, Pythia8::HadronWidths::ResonanceDecayChannel>, std::_Select1st<std::pair<std::pair<int, int> const, Pythia8::HadronWidths::ResonanceDecayChannel> >, std::less<std::pair<int, int> >, std::allocator<std::pair<std::pair<int, int> const, Pythia8::HadronWidths::ResonanceDecayChannel> > >::_M_emplace_unique<std::pair<int, int>&, Pythia8::HadronWidths::ResonanceDecayChannel>",0,0,0,1870
"all;g4run;libpythia8;Pythia8::HadronWidths::pickDecay",822328,0,0,0
"all;g4run;libpythia8;Pythia8::StringFlav::pickGauss",1186575,682200,34225,0
"all;g4run;libpythia8;0x00000000001b2df0",3137457,641093,0,693
"all;g4run;libpythia8;Pythia8::SigmaProcess::SigmaProcess",3242194,1273649,76422,4242
"all;g4run;libpythia8;Pythia8::Sigma2qg2qgamma::sigmaHat",3738074,3082789,0,0
"all;g4run;libpythia8;Pythia8::Rndm::pick",0,538414,0,0
"all;g4run;libpythia8;Pythia8::MultipartonInteractions::overlapInit",0,586673,0,0
"all;g4run;libpythia8;Pythia8::intAttributeValue",1830915,0,10969,1851
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::pT2nextQED",2140000,1124330,18184,2400
"all;g4run;libpythia8;0x00000000001acc04",0,895695,0,0
"all;g4run;libpythia8;Pythia8::BeamParticle::xCompFrac",561938,886018,15297,5264
"all;g4run;libpythia8;0x00000000001b6664",1719161,0,0,0
"all;g4run;libpythia8;Pythia8::toLower",27450948,8149409,85406,20283
"all;g4run;libpythia8;Pythia8::ParticleDataEntry::resOpenFrac",0,0,0,282
"all;g4run;libpythia8;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=",0,0,0,1278
"all;g4run;libpythia8;Pythia8::Settings::boolVectorAttributeValue",0,0,8370,1197
"all;g4run;libpythia8;Pythia8::StringFragmentation::finalRegion",872965,552759,0,0
"all;g4run;libpythia8;std::vector<double, std::allocator<double> >::_M_default_append",1530605,793547,104588,4875
"all;g4run;libpythia8;Pythia8::Settings::doubleAttributeValue",3348404,605007,13657,12572
"all;g4run;libpythia8;0x00000000001ad850",3568368,577235,0,0
"all;g4run;libpythia8;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> > >::find",1342317,1135809,0,0
"all;g4run;libpythia8;Pythia8::Sigma2qqbar2QQbar::sigmaHat",0,0,25325,304
"all;g4run;libpythia8;Pythia8::StringPT::pxyGauss",0,800339,0,1742
"all;g4run;libpythia8;0x00000000001b27d4",0,889967,4359,419
"all;g4run;libpythia8;Pythia8::PDF::xf",535420971,156314853,15674497,49262
"all;g4run;libpythia8;Pythia8::SigmaProcess::initFlux",0,0,0,883
"all;g4run;libpythia8;std::vector<Pythia8::Particle, std::allocator<Pythia8::Particle> >::_M_realloc_insert<Pythia8::Particle const&>",0,1595294,137527,5634
"all;g4run;libpythia8;Pythia8::PhysicsBase::parm",1202145,0,0,282
"all;g4run;libpythia8;Pythia8::SigmaMultiparton::init",1562026,638104,0,6221
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::setupQCDdip",0,0,43578,504
"all;g4run;libpythia8;Pythia8::ColourTracing::setupColList",2075234,272847,71121,0
"all;g4run;libpythia8;0x00000000001b38b0",4831036,3556496,89530,880
"all;g4run;libpythia8;Pythia8::LHAGrid1::xfUpdate",35293743,13275927,585819,14074
"all;g4run;libpythia8;std::vector<Pythia8::NucleonExcitations::ExcitationChannel, std::allocator<Pythia8::NucleonExcitations::ExcitationChannel> >::_M_realloc_insert<Pythia8::NucleonExcitations::ExcitationChannel>",0,0,6085,0
"all;g4run;libpythia8;Pythia8::Settings::getPVecMap",0,0,14726,0
"all;g4run;libpythia8;0x00000000001b1a44",709573,0,0,0
"all;g4run;libpythia8;std::vector<Pythia8::Particle, std::allocator<Pythia8::Particle> >::_M_realloc_insert<Pythia8::Particle>",1317117,243992,15206,0
"all;g4run;libpythia8;Pythia8::ColourTracing::traceFromAcol",4754802,527754,0,0
"all;g4run;libpythia8;Pythia8::Sigma2Process::final2KinMPI",0,0,16722,0
"all;g4run;libpythia8;Pythia8::StringEnd::newHadron",2169714,1151978,0,759
"all;g4run;libpythia8;Pythia8::SigmaOniaSetup::initStates",1621847,1286799,16641,9072
"all;g4run;libpythia8;std::vector<bool, std::allocator<bool> >::vector",2966690,0,0,0
"all;g4run;libpythia8;Pythia8::completeTag",3658126,1639341,9667,3597
"all;g4run;libpythia8;0x00000000001b38b4",5491345,1807962,81518,1533
"all;g4run;libpythia8;Pythia8::BeamParticle::xMax",8749591,1174366,72504,11262
"all;g4run;libpythia8;Pythia8::StringFlav::combine",0,0,16469,904
"all;g4run;libpythia8;Pythia8::ResonanceWidths::init",5079791,1820431,51075,974
"all;g4run;libpythia8;Pythia8::Sigma2gg2QQbar3S11QQbar3S11::sigmaKin",83781966,73072973,609312,16619
"all;g4run;libpythia8;Pythia8::PhaseSpace::setupMass1",0,0,0,607
"all;g4run;libpythia8;Pythia8::Vec4::rotbst",0,573844,27692,469
"all;g4run;libpythia8;Pythia8::StringFragmentation::junctionRestFrame",2621430,556112,0,0
"all;g4run;libpythia8;Pythia8::Sigma2ffbar2gammagamma::sigmaHat",0,0,0,642
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::prepare",287754,0,10347,781
"all;g4run;libpythia8;Pythia8::PDF::xfVal",3060029,1528250,25599,408
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::findAsymPol",0,683556,0,0
"all;g4run;libpythia8;Pythia8::Sigma2qq2qq::sigmaHat",12611386,5725847,0,863
"all;g4run;libpythia8;Pythia8::Sigma2gg2QQbar::sigmaKin",14389295,13246499,2152629,42240
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::update",0,180224,96761,567
"all;g4run;libpythia8;0x00000000001ae950",0,648997,0,0
"all;g4run;libpythia8;Pythia8::Settings::hasHardProc",0,0,19146,0
"all;g4run;libpythia8;Pythia8::PhaseSpace::trialMass",0,0,29961,0
"all;g4run;libpythia8;Pythia8::Settings::fvec",1624454,0,0,0
"all;g4run;libpythia8;Pythia8::SigmaProcess::pickInState",32822431,16266873,1179254,8771
"all;g4run;libpythia8;Pythia8::Sigma2qqbar2QQbar::inFlux[abi:cxx11]",0,0,25382,0
"all;g4run;libpythia8;Pythia8::SLHAinterface::pythia2slha",1425045,0,0,10570
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::pT2nextQCD",74662352,39359459,560229,10513
"all;g4run;libpythia8;Pythia8::Sigma2gg2QQbar3DJ1g::sigmaKin",50562084,31494023,1271893,10471
"all;g4run;libpythia8;Pythia8::StringZ::init",0,0,0,306
"all;g4run;libpythia8;0x00000000001ae8a4",0,493836,0,0
"all;g4run;libpythia8;Pythia8::Sigma2qqbar2QQbarX8g::sigmaKin",7614086,2989879,238739,2505
"all;g4run;libpythia8;Pythia8::BeamParticle::remnantFlavours",0,0,0,652
"all;g4run;libpythia8;Pythia8::StringZ::zLund",1802969,615543,13546,0
"all;g4run;libpythia8;0x00000000001b1920",1967230,0,0,2545
"all;g4run;libpythia8;0x00000000001a9ed4",1332796,0,0,954
"all;g4run;libpythia8;0x00000000001acbd0",2416893,1201665,0,0
"all;g4run;libpythia8;Pythia8::ParticleDataEntry::setDefaults",7269665,638472,16960,13016
"all;g4run;libpythia8;0x00000000001aaf80",8081311,6103485,2345,4385
"all;g4run;libpythia8;Pythia8::Settings::parm",9308363,7981423,126224,2577
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::pTnext",615041,251252,33671,751
"all;g4run;libpythia8;Pythia8::ResonanceH::eta2gaZ",0,0,858,0
"all;g4run;libpythia8;Pythia8::MultipartonInteractions::fastPT2",395821,0,0,0
"all;g4run;libpythia8;Pythia8::Settings::init",74642934,37896991,131010,33517
