id,instructions,L1_dcache_loads,L1_dcache_load_misses,L1_icache_load_misses
"all;g4run;libm;__ieee754_acos_fma",5994221073,3592487201,73500962,65707676
"all;g4run;libm;0x000000000000e2e0",50523445,28813719,2143367,744871
"all;g4run;libm;0x000000000000e2e4",24707880,13234255,1104493,200315
"all;g4run;libm;__tan_fma",2379014400,933505650,21067682,219136
"all;g4run;libm;with_errno.constprop.0",6064865,2671686,836093,91772
"all;g4run;libm;hypot@@GLIBC_2.35",180874822,101158536,7897527,509239
"all;g4run;libm;pow@@GLIBC_2.29",1631537860,1176171854,41388715,3661343
"all;g4run;libm;log@@GLIBC_2.29",329426005,152362006,22105794,3605650
"all;g4run;libm;0x000000000000e300",71238478,39226640,2730221,211182
"all;g4run;libm;0x000000000000e304",35025268,24559074,560392,65628
"all;g4run;libm;__acos",796863537,365085514,14506523,16421641
"all;g4run;libm;__sqrt_finite@GLIBC_2.15",0,0,0,12967
"all;g4run;libm;xflow",14823915,7709308,1598894,323931
"all;g4run;libm;__expm1",9705455,444405,30442,8666
"all;g4run;libm;__ieee754_pow_fma",24910467446,11754785145,518174071,38017029
"all;g4run;libm;0x000000000000e2d0",0,556385,0,0
"all;g4run;libm;0x000000000000e380",19609338,7916996,1397217,159162
"all;g4run;libm;__cosh_finite@GLIBC_2.15",0,0,11496,0
"all;g4run;libm;0x000000000000e2d4",1030209,578842,96678,14082
"all;g4run;libm;0x000000000000e384",542481899,298040243,10734911,1149491
"all;g4run;libm;__ieee754_exp_fma",9652150846,4999908954,287089392,26674675
"all;g4run;libm;__ieee754_log_fma",6961784546,3219289891,324752840,62826874
"all;g4run;libm;0x000000000000e210",1784826383,1057451205,76270722,4608708
"all;g4run;libm;__atan_fma",5902304,2010492,209389,64088
"all;g4run;libm;0x000000000000e214",1846657233,1097128503,96861562,5389986
"all;g4run;libm;exp@@GLIBC_2.29",6714083194,3368886922,129966912,11811057
"all;g4run;libm;__atan2",29611492842,17298951039,1339304269,81338197
"all;g4run;libm;__math_uflow",11638229,10262443,3751081,267880
"all;g4run;libm;__math_check_uflow",783333,1655277,335070,58533
"all;g4run;libm;__cos_fma",223691835,77188496,13315,19977
"all;g4run;libm;__log10",0,0,0,1245
"all;g4run;libm;__fmod_finite@GLIBC_2.15",867576,1816499,180735,23179
"all;g4run;libm;__fmod",1041625,659787,36427,4278
"all;g4run;libm;__sqrt",2127937,0,0,26109
"all;g4run;libm;__cosh",1672907,0,12851,0
"all;g4run;libm;__sinh_finite@GLIBC_2.15",946613,545275,0,0
"all;g4run;libm;__sin_fma",3561334738,2507298769,304174165,30330096
"all;g4run;libm;__ieee754_atan2_fma",266964403884,156773665880,12057231481,846979851
"all;g4run;ld-linux-x86-64",,,,
"all;g4run;ld-linux-x86-64;_dl_relocate_object",15258289,7121310,62385,1533
"all;g4run;ld-linux-x86-64;_dl_lookup_symbol_x",21227345,8246591,180827,3590
"all;g4run;ld-linux-x86-64;strcmp",2280906,2031859,58660,0
"all;g4run;ld-linux-x86-64;_dl_map_object_from_fd",0,0,21001,0
"all;g4run;ld-linux-x86-64;do_lookup_x",40892205,27729742,574183,12520
"all;g4run;ld-linux-x86-64;_dl_map_object",871525,0,0,0
"all;g4run;ld-linux-x86-64;__GI___tunables_init",173678,0,0,0
"all;g4run;ld-linux-x86-64;_dl_check_map_versions",671946,0,0,3391
"all;g4run;ld-linux-x86-64;_dl_fixup",1615656,587706,92481,15244
"all;g4run;ld-linux-x86-64;fillin_rpath.isra.0",0,0,0,1533
"all;g4run;ld-linux-x86-64;_dl_runtime_resolve_xsavec",0,572335,34211,12831
"all;g4run;ld-linux-x86-64;memset",788260,0,66612,1481
"all;g4run;ld-linux-x86-64;check_match",3039310,0,50113,0
"all;g4run;libG4processes",,,,
"all;g4run;libG4processes;G4BGGPionElasticXS::GetIsoCrossSection",57046338,33908336,828066,28977
"all;g4run;libG4processes;G4BGGNucleonInelasticXS::G4BGGNucleonInelasticXS",0,703366,0,0
"all;g4run;libG4processes;0x00000000003cb3c4",14171283,4536889,348433,14364
"all;g4run;libG4processes;G4CascadeRecoilMaker::goodRecoil",176371591,113681281,1694636,1516655
"all;g4run;libG4processes;0x00000000003d3940",1028276,1191690,0,26700
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::getCrossSection",6503438,5624689,115026,79536
"all;g4run;libG4processes;0x00000000003b0a84",55970930,32303139,3510061,948590
"all;g4run;libG4processes;G4FTFModel::CheckKinematics",7234549,2283907,160072,10817
"all;g4run;libG4processes;0x00000000003d33b4",1006303,0,0,5089
"all;g4run;libG4processes;0x00000000003cbda0",3103457,5005390,48059,15851
"all;g4run;libG4processes;0x00000000003bb8f0",6006226,611877,0,16626
"all;g4run;libG4processes;std::__lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",1330864302,763083770,33639095,7718686
"all;g4run;libG4processes;0x00000000003d3984",0,0,29759,0
"all;g4run;libG4processes;G4VPartonStringModel::Scatter",20938483,15518947,537738,175156
"all;g4run;libG4processes;G4NeutronElasticXS::GetElementCrossSection",129543003917,74075572073,6478442928,96951494
"all;g4run;libG4processes;0x00000000003d3944",15125861,19265081,493706,139215
"all;g4run;libG4processes;G4UnboundPN::Definition",85133190,36381958,517510,376718
"all;g4run;libG4processes;0x00000000003cfad0",0,606208,0,3999
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiZeroNChannelData, G4PionNucSampler>::getMultiplicity",3178970,1872196,298131,22787
"all;g4run;libG4processes;0x00000000003bb8f4",19961870,11778214,344737,133358
"all;g4run;libG4processes;0x00000000003cbda4",82609871,33868392,250981,217377
"all;g4run;libG4processes;G4ComponentGGHadronNucleusXsc::ComputeCrossSections",1556798165,782265023,36880883,5475600
"all;g4run;libG4processes;G4HadronicProcessStore::RegisterParticle",0,222673,14809,0
"all;g4run;libG4processes;0x00000000003ad380",62930394,34042269,927441,753115
"all;g4run;libG4processes;G4ProcessTable::RegisterProcess",0,0,27896,0
"all;g4run;libG4processes;0x00000000003bac24",0,658238,0,3556
"all;g4run;libG4processes;G4Nucleus::SetParameters",3040488,1693444,97120,32149
"all;g4run;libG4processes;0x00000000003cfad4",38217065,16305195,2195581,156540
"all;g4run;libG4processes;G4PreCompoundAlpha::FactorialFactor",54691197,2302966,50928,10276
"all;g4run;libG4processes;G4HadronBuilder::BuildLowSpin",921619,0,0,0
"all;g4run;libG4processes;0x00000000003ad384",21928579,7686789,592867,219891
"all;g4run;libG4processes;G4BetheBlochModel::CrossSectionPerVolume",0,1535341,13683,0
"all;g4run;libG4processes;G4CompetitiveFission::GetEmissionProbability",2972375,3003700,207202,24432
"all;g4run;libG4processes;G4KineticTrack::Decay",12004867,5611862,424429,178598
"all;g4run;libG4processes;0x00000000003c24b4",0,610295,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKplusNChannelData, G4KaonSampler>::getCrossSection",6285883,3779653,7326,11048
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateSCMmuonAbsorption",908171,1023362,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",2095019,3116690,32529,37387
"all;g4run;libG4processes;0x00000000003d3050",14988721,9136076,551920,39193
"all;g4run;libG4processes;0x00000000003c2730",0,0,0,7670
"all;g4run;libG4processes;0x00000000003b4c70",1028916,4647356,49832,65874
"all;g4run;libG4processes;0x00000000003be470",1226497,0,0,0
"all;g4run;libG4processes;G4LundStringFragmentation::IsItFragmentable",1972216,0,101846,18241
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeCrossSectionPerAtom",5117593,3168797,4129,156
"all;g4run;libG4processes;0x00000000003b5ad4",22726413,16417408,541248,323368
"all;g4run;libG4processes;G4PreCompoundTriton::FactorialFactor",47294777,5299863,55762,3279
"all;g4run;libG4processes;G4UrbanMscModel::ComputeTruePathLengthLimit",72195350017,48377362254,6621608884,355101641
"all;g4run;libG4processes;G4KineticTrackVector::G4KineticTrackVector",2140161,1312673,103897,16485
"all;g4run;libG4processes;0x00000000003d3054",4859069,4649190,538319,75559
"all;g4run;libG4processes;G4CascadeInterpolator<30>::getBin",7735692340,5230918309,75196024,58989646
"all;g4run;libG4processes;non-virtual thunk to G4Scatterer::GetCollisions(G4KineticTrack*, std::vector<G4KineticTrack*, std::allocator<G4KineticTrack*> >&, double)",0,1146428,0,0
"all;g4run;libG4processes;0x00000000003be474",1089539,1101904,49558,0
"all;g4run;libG4processes;0x00000000003b4c74",5017922,4578478,51221,38155
"all;g4run;libG4processes;0x00000000003c2420",0,504034,46965,19138
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::Binom",1433000,0,11165,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetTabValues",8934959,2237831,59260,5457
"all;g4run;libG4processes;0x00000000003ada94",996602,0,0,0
"all;g4run;libG4processes;0x00000000003b5d54",2142734,0,0,503
"all;g4run;libG4processes;0x00000000003c3ce0",7059127,10075309,622193,143292
"all;g4run;libG4processes;0x00000000003ae3d0",287369734,148510520,4865398,2761804
"all;g4run;libG4processes;G4VProcess::ResetNumberOfInteractionLengthLeft",57303754281,36603396916,3377144988,413026278
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta",7832709445,4196329453,107312254,68398420
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroBarPChannelData, G4KaonSampler>::getMultiplicity",0,0,0,10237
"all;g4run;libG4processes;0x00000000003c2424",15019615,7972827,462287,128647
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getMultiplicity",5971674,4769464,488626,146534
"all;g4run;libG4processes;0x00000000003c6110",81650264,49115459,754511,511115
"all;g4run;libG4processes;G4NuclearRadii::Radius",1576412210,882080463,102199140,13046861
"all;g4run;libG4processes;G4VEnergyLossProcess::BuildLambdaTable",3641991,1653012,12554,5236
"all;g4run;libG4processes;G4Parton::G4Parton",4173319,0,0,34114
"all;g4run;libG4processes;0x00000000003c3ce4",60258646,46544907,2908994,672152
"all;g4run;libG4processes;0x00000000003c2e80",89445193,37212742,5597241,92072
"all;g4run;libG4processes;0x00000000003ae3d4",242085823,123371637,4725540,3487060
"all;g4run;libG4processes;0x00000000003b1a44",13879771,11950603,392099,204923
"all;g4run;libG4processes;G4VHadDecayAlgorithm::TwoBodyMomentum",2310353881,1155236537,28790142,28480551
"all;g4run;libG4processes;0x00000000003d43b4",890199,1124953,253384,59043
"all;g4run;libG4processes;G4IntraNucleiCascader::particleCanInteract",394123324,210098172,9708673,4506072
"all;g4run;libG4processes;G4ProcessTable::DeRegisterProcess",0,0,0,608
"all;g4run;libG4processes;0x00000000003c6114",110059394,63472106,2178844,1332713
"all;g4run;libG4processes;0x00000000003c2e84",1443182958,942342835,108547037,7294549
"all;g4run;libG4processes;0x00000000003b2994",1066420,0,0,0
"all;g4run;libG4processes;G4CollisionNNToDeltaNstar::G4CollisionNNToDeltaNstar",1855099,0,0,0
"all;g4run;libG4processes;G4HadFinalState::AddSecondaries",1940638,1088940,54291,52301
"all;g4run;libG4processes;G4Fancy3DNucleus::BindingEnergy",3042033,1715651,0,0
"all;g4run;libG4processes;0x00000000003b9520",3188172,609658,0,4548
"all;g4run;libG4processes;G4NeutronCaptureXS::IsIsoApplicable",6574693473,4107490817,446022832,42382454
"all;g4run;libG4processes;0x00000000003cc330",0,0,0,12864
"all;g4run;libG4processes;0x00000000003d00e4",0,645842,0,0
"all;g4run;libG4processes;0x00000000003c08e0",13557400,6125872,0,0
"all;g4run;libG4processes;0x00000000003c37c4",0,0,0,3580
"all;g4run;libG4processes;G4VEmModel::MinEnergyCut",5288934,3503757,200379,2805
"all;g4run;libG4processes;G4BinaryLightIonReaction::Interact",0,0,0,2803
"all;g4run;libG4processes;0x00000000003b9524",3247012,3083107,199997,6103
"all;g4run;libG4processes;G4CascadeColliderBase::useEPCollider",472882778,297911278,15397908,5766505
"all;g4run;libG4processes;0x00000000003cc334",0,545423,200707,14103
"all;g4run;libG4processes;0x00000000003c08e4",3234459,2294415,0,27624
"all;g4run;libG4processes;0x00000000003b9f80",0,0,0,5429
"all;g4run;libG4processes;G4BinaryCascade::FindFragments",0,1164463,155515,6003
"all;g4run;libG4processes;G4EmModelManager::Clear",2393300,0,2495,353
"all;g4run;libG4processes;G4EmCorrections::SetupKinematics",14971757,10809621,166833,686
"all;g4run;libG4processes;0x00000000003bf740",1361729063,884980483,67678781,10376043
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",283907849,153770651,15482146,2405440
"all;g4run;libG4processes;G4CascadeInterface::createBullet",49580996,46585787,6852435,1787082
"all;g4run;libG4processes;G4eeToTwoGammaModel::SampleSecondaries",1938267588,1379225315,125128936,26068891
"all;g4run;libG4processes;G4LivermoreRayleighModel::ComputeCrossSectionPerAtom",27276557,6826694,194920,828
"all;g4run;libG4processes;0x00000000003b9f84",1004985,1820430,349425,50084
"all;g4run;libG4processes;0x00000000003d4010",1993529,0,0,4739
"all;g4run;libG4processes;G4CascadParticle::propagateAlongThePath",5828254414,3447824175,48816510,25363374
"all;g4run;libG4processes;G4EmElementSelector::Initialise",23094837,11880894,224479,13478
"all;g4run;libG4processes;0x00000000003bf744",872888252,527106484,52452084,5625798
"all;g4run;libG4processes;std::vector<G4ProcessAttribute*, std::allocator<G4ProcessAttribute*> >::_M_realloc_insert<G4ProcessAttribute* const&>",0,0,27610,4101
"all;g4run;libG4processes;G4CrossSectionPatch::CrossSection",2069045,3534900,0,19002
"all;g4run;libG4processes;G4CascadeDeexciteBase::explosion",20284205,20814252,997153,454004
"all;g4run;libG4processes;0x00000000003bf430",116710720,71055410,3678777,819370
"all;g4run;libG4processes;G4InuclCollider::collide",444717120,245806891,27068997,5715312
"all;g4run;libG4processes;G4VLongitudinalStringDecay::SetMinimalStringMass2",0,0,44978,0
"all;g4run;libG4processes;G4WentzelVIModel::ComputeTransportXSectionPerVolume",5234594534,3380868018,473272260,38525631
"all;g4run;libG4processes;G4CompetitiveFission::FissionAtomicNumber",0,0,0,5273
"all;g4run;libG4processes;0x00000000003d4014",6588836,5110870,851748,78518
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getMultiplicity",8139749,1714075,264348,74108
"all;g4run;libG4processes;G4Transportation::StartTracking",12104064303,7439967344,903085069,87281837
"all;g4run;libG4processes;G4BinaryCascade::ApplyCollision",2040203,695007,0,12289
"all;g4run;libG4processes;0x00000000003d16c0",2587852,917675,0,16909
"all;g4run;libG4processes;0x00000000003c3420",0,2801142,0,0
"all;g4run;libG4processes;0x00000000003c7bc0",4194756,1232830,99640,40248
"all;g4run;libG4processes;0x00000000003bf434",98207559,58446787,5532332,467997
"all;g4run;libG4processes;G4FTFModel::FinalizeKinematics",0,0,0,11721
"all;g4run;libG4processes;0x00000000003b39a4",0,0,48706,13197
"all;g4run;libG4processes;G4ProcessVector::index",11181243,2302580,87941,14078
"all;g4run;libG4processes;0x00000000003d27a0",1082526,0,0,5010
"all;g4run;libG4processes;0x00000000003d16c4",2094830,642993,36997,50504
"all;g4run;libG4processes;G4Decay::PostStepDoIt",13485576,10673825,464481,209647
"all;g4run;libG4processes;0x00000000003af960",13562098,3569098,100954,63101
"all;g4run;libG4processes;0x00000000003c7bc4",17000515,5234606,461401,179765
"all;g4run;libG4processes;0x00000000003c3424",42022088,24494869,152550,269669
"all;g4run;libG4processes;G4LivermorePhotoElectricModel::SampleSecondaries",13946720624,9761829484,763763525,81256395
"all;g4run;libG4processes;0x00000000003c3110",1035638,0,0,3052
"all;g4run;libG4processes;G4HadronNucleonXsc::KaonNucleonXscGG",29323909,16551249,403274,156323
"all;g4run;libG4processes;G4NonEquilibriumEvaporator::getParLev",69062830,62288670,3957976,1463844
"all;g4run;libG4processes;std::vector<float, std::allocator<float> >::reserve",0,883255,10529,2276
"all;g4run;libG4processes;0x00000000003d27a4",874580,1733705,116555,25975
"all;g4run;libG4processes;G4LossTableBuilder::GetBaseMaterialFlag",375419,0,0,0
"all;g4run;libG4processes;0x00000000003c3154",1011090,650741,0,9206
"all;g4run;libG4processes;0x00000000003af964",57641695,38644308,2159518,596661
"all;g4run;libG4processes;G4FermiMomentum::GetMomentum",89026272,74399234,174941,26297
"all;g4run;libG4processes;0x00000000003c3114",0,0,0,13660
"all;g4run;libG4processes;0x00000000003d10a0",1093071,0,0,0
"all;g4run;libG4processes;G4CascadeDeexciteBase::validateOutput",107193088,50051047,4542053,984581
"all;g4run;libG4processes;0x00000000003bcc60",1061792,0,0,5264
"all;g4run;libG4processes;G4BetheBlochModel::SetupParameters",1203940,0,0,0
"all;g4run;libG4processes;0x00000000003caec0",1976856,1175576,0,4257
"all;g4run;libG4processes;G4VMscModel::GetDEDX",8268345353,5050091261,213605539,29453898
"all;g4run;libG4processes;G4PionZeroField::~G4PionZeroField",0,0,0,5288
"all;g4run;libG4processes;0x00000000003b04e4",1054291,0,0,0
"all;g4run;libG4processes;G4NucleiModel::generateNucleonMomentum",2704190425,1420314822,26863641,31807731
"all;g4run;libG4processes;0x00000000003d10a4",0,0,63424,2453
"all;g4run;libG4processes;G4Fancy3DNucleus::GetNuclearRadius",3070664,4134125,155609,29709
"all;g4run;libG4processes;0x00000000003bcc64",0,0,47862,8396
"all;g4run;libG4processes;0x00000000003b7da0",0,1228355,0,3520
"all;g4run;libG4processes;0x00000000003d1674",2319324,0,0,0
"all;g4run;libG4processes;0x00000000003caec4",24727824,11748682,955189,308615
"all;g4run;libG4processes;0x00000000003b0760",967658,0,0,0
"all;g4run;libG4processes;G4LossTableManager::BuildTables",1114493,0,0,445
"all;g4run;libG4processes;G4ProcessVector::G4ProcessVector",0,0,0,2342
"all;g4run;libG4processes;G4HadronBuilder::Build",1020746,590451,49606,11643
"all;g4run;libG4processes;0x00000000003cd020",1073863,0,0,9786
"all;g4run;libG4processes;G4LossTableBuilder::BuildRangeTable",1703766713,460212861,245786,47971
"all;g4run;libG4processes;0x00000000003b7da4",7964552,1824402,208900,66076
"all;g4run;libG4processes;G4EnergyRangeManager::GetHadronicInteraction",1129899293,610174836,42326790,11181988
"all;g4run;libG4processes;G4ModifiedTsai::SampleCosTheta",5056760990,3126970633,351051896,36177162
"all;g4run;libG4processes;G4FTFAnnihilation::Create1QuarkAntiQuarkString",0,0,0,2417
"all;g4run;libG4processes;G4XNNElasticLowE::CrossSection",0,0,47907,0
"all;g4run;libG4processes;G4PairProductionRelModel::GetLPMFunctions",82884887,47418473,41349,3030
"all;g4run;libG4processes;0x00000000003b3374",1010428,0,0,20736
"all;g4run;libG4processes;0x00000000003cd024",6866116,5398239,158219,73006
"all;g4run;libG4processes;G4NucleiModel::generateQuasiDeuteron",17036496,15700321,51228,136961
"all;g4run;libG4processes;G4CascadeCoalescence::allNucleons",479904159,258419873,350984,305135
"all;g4run;libG4processes;G4GammaNuclearXS::IsIsoApplicable",11180536194,7352030563,893836945,74852192
"all;g4run;libG4processes;G4CrossSectionDataStore::DumpPhysicsTable",0,0,12133,0
"all;g4run;libG4processes;0x00000000003b89e0",1657316,0,0,0
"all;g4run;libG4processes;G4WentzelVIModel::ComputeGeomPathLength",388386278,250482394,47137060,5058283
"all;g4run;libG4processes;0x00000000003ce104",0,579919,55114,4365
"all;g4run;libG4processes;0x00000000003d1d00",1061800,582143,50622,9237
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants",3079991,3350456,99136,55139
"all;g4run;libG4processes;G4Fancy3DNucleus::ChooseNucleons",34552600,19253794,87972,38643
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::GetNextAntiParton",0,610747,0,0
"all;g4run;libG4processes;0x00000000003b7024",0,732239,0,0
"all;g4run;libG4processes;0x00000000003b89e4",3425583,4665927,53034,9407
"all;g4run;libG4processes;G4EquilibriumEvaporator::explosion",64445630,28705695,1174828,814930
"all;g4run;libG4processes;G4CascadeCoalescence::fillCluster",32544313,14847378,387141,282605
"all;g4run;libG4processes;G4CollisionNNElastic::GetCrossSectionSource",1045011,0,0,0
"all;g4run;libG4processes;0x00000000003d1a30",6184514,2399889,84976,54866
"all;g4run;libG4processes;0x00000000003d1d04",15796048,7077709,780012,131300
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeMuMinusPChannelData, G4PionNucSampler>::getCrossSection",910629,0,0,5326
"all;g4run;libG4processes;G4TwoBodyAngularDist::passVerbose",6159375603,3482277146,27993890,16474633
"all;g4run;libG4processes;G4CollisionComposite::CrossSection",2911133,1200429,51907,15287
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSection",28235907,16769024,84184,136086
"all;g4run;libG4processes;0x00000000003d1a34",62051655,29717913,1350331,959266
"all;g4run;libG4processes;0x00000000003b43c0",2056603,568810,52766,5705
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::GenerateMultiBody",8833707,6627708,234851,56690
"all;g4run;libG4processes;0x00000000003b4950",4178806,2351051,142130,27045
"all;g4run;libG4processes;0x00000000003b54e0",6255822,3025973,148381,23450
"all;g4run;libG4processes;G4BinaryLightIonReaction::SortResult",0,0,0,4451
"all;g4run;libG4processes;0x00000000003c9f60",0,651186,39609,4602
"all;g4run;libG4processes;0x00000000003d34d4",0,0,0,4771
"all;g4run;libG4processes;0x00000000003b43c4",27839899,16352945,394971,0
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeXSectionPerAtom",51806384,32811789,19634,1254
"all;g4run;libG4processes;G4Evaporation::BreakFragment",400400370,200125851,11529730,673217
"all;g4run;libG4processes;G4NuclearShellModelDensity::GetRelativeDensity",11121825,6058982,46528,0
"all;g4run;libG4processes;0x00000000003b4954",30671281,14574336,2324713,627121
"all;g4run;libG4processes;0x00000000003b54e4",191870752,74099320,8268097,1532013
"all;g4run;libG4processes;G4NeutronCaptureXS::GetIsoCrossSection",7708751346,4836501370,384581981,62395980
"all;g4run;libG4processes;0x00000000003c9f64",1070785,0,0,3196
"all;g4run;libG4processes;G4CascadeInterface::retryInelasticNucleus",132830100,74560138,3286945,1206905
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiZeroPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",1013010,0,44496,0
"all;g4run;libG4processes;0x00000000003bad00",7987572,6407245,215643,21733
"all;g4run;libG4processes;0x00000000003bad84",998549,0,0,4056
"all;g4run;libG4processes;G4Clebsch::TriangleCoeff",4981167,4048339,122137,0
"all;g4run;libG4processes;G4VEmFluctuationModel::G4VEmFluctuationModel",0,0,0,1259
"all;g4run;libG4processes;0x00000000003c68a4",0,0,0,11756
"all;g4run;libG4processes;0x00000000003c9c94",2931746,0,0,5230
"all;g4run;libG4processes;0x00000000003ad420",403022750,223728805,5681623,3924714
"all;g4run;libG4processes;0x00000000003b4330",34465082,14734259,606389,89587
"all;g4run;libG4processes;0x00000000003bad04",44819593,22454066,1693885,169838
"all;g4run;libG4processes;G4PreCompoundTransitions::PerformTransition",9390039,5636189,69502,0
"all;g4run;libG4processes;G4LevelManager::~G4LevelManager",3795059,3003420,49502,149
"all;g4run;libG4processes;0x00000000003ad190",24533911,10544838,1705572,149297
"all;g4run;libG4processes;G4Transportation::AlongStepGetPhysicalInteractionLength",131029698086,79324255195,8274558543,431999415
"all;g4run;libG4processes;G4Scatterer::FindCollision",0,0,51426,4857
"all;g4run;libG4processes;0x00000000003c65d4",969785,0,0,0
"all;g4run;libG4processes;0x00000000003ad424",36143693,35599027,2485298,715336
"all;g4run;libG4processes;G4ProcessManager::~G4ProcessManager",0,1365715,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",5653454,2412500,21295,24366
"all;g4run;libG4processes;0x00000000003b4334",26526543,20983269,3856277,553342
"all;g4run;libG4processes;G4MultiBodyMomentumDist::ChooseDist",835929036,364251909,17880232,13543657
"all;g4run;libG4processes;G4VSplitableHadron::~G4VSplitableHadron",0,616813,47260,3976
"all;g4run;libG4processes;G4IntraNucleiCascader::finalize",145608407,56905114,2113063,1198399
"all;g4run;libG4processes;0x00000000003ad194",27786111,25526593,1510177,202920
"all;g4run;libG4processes;G4KineticTrack::G4KineticTrack",7336472,5459183,36503,13721
"all;g4run;libG4processes;0x00000000003c6810",0,538772,0,19182
"all;g4run;libG4processes;0x00000000003b5140",0,1295773,0,6948
"all;g4run;libG4processes;0x00000000003becf0",6816647,2396437,101747,17744
"all;g4run;libG4processes;G4Fancy3DNucleus::ChoosePositions",1053533130,586286717,869088,98768
"all;g4run;libG4processes;G4CollisionOutput::setRemainingExitationEnergy",358284240,212746596,6406228,3024651
"all;g4run;libG4processes;G4CascadeChannelTables::FindTable",9766706025,5579765127,172362706,81585198
"all;g4run;libG4processes;0x00000000003bb0a0",8065547,1196317,0,30151
"all;g4run;libG4processes;G4IntraNucleiCascader::~G4IntraNucleiCascader",0,334935,0,0
"all;g4run;libG4processes;G4VEnergyLossProcess::~G4VEnergyLossProcess",865659,1642022,38239,507
"all;g4run;libG4processes;G4LevelManager::G4LevelManager",4416308,2668076,58027,20397
"all;g4run;libG4processes;G4FTFParameters::InitForInteraction",11999578,11800043,209142,88534
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeXSectionPerAtom",1697428911,796257758,2216487,34049
"all;g4run;libG4processes;G4MuPairProductionModel::ComputeMicroscopicCrossSection",178378726,101083205,13763,4128
"all;g4run;libG4processes;G4NeutronElasticXS::IsIsoApplicable",8918535043,5015944031,459864589,7174258
"all;g4run;libG4processes;0x00000000003adb30",0,0,47381,0
"all;g4run;libG4processes;0x00000000003b5144",1008841,626838,163287,15946
"all;g4run;libG4processes;0x00000000003becf4",19236690,15923976,1532962,423412
"all;g4run;libG4processes;0x00000000003c6814",28261058,19101619,283434,319667
"all;g4run;libG4processes;G4IntraNucleiCascader::processTrappedParticle",452942934,351742609,10827610,4590750
"all;g4run;libG4processes;0x00000000003bb0a4",6854256,3858473,52346,55446
"all;g4run;libG4processes;G4VCrossSectionDataSet::SelectIsotope",9279287,7253567,732150,91586
"all;g4run;libG4processes;G4InuclNuclei::getNucleiMass",2218814600,1325828566,33410400,15698660
"all;g4run;libG4processes;0x00000000003b1e74",0,0,0,10886
"all;g4run;libG4processes;G4BGGNucleonInelasticXS::GetIsoCrossSection",136624595,49589402,1455875,261788
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXsc",83668235,54901152,2249296,297422
"all;g4run;libG4processes;G4ModifiedTsai::SampleDirection",1676357771,976335982,103899233,10040106
"all;g4run;libG4processes;0x00000000003bb320",0,554353,0,0
"all;g4run;libG4processes;0x00000000003adb34",1948056,536841,139530,13584
"all;g4run;libG4processes;G4EvaporationDefaultGEMFactory::GetChannel",0,0,0,2401
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::SampleInvariantT",5044332,2314346,756068,91799
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiZeroNChannelData, G4KaonHypSampler>::getCrossSection",0,0,0,4366
"all;g4run;libG4processes;0x00000000003bb364",0,585694,0,0
"all;g4run;libG4processes;0x00000000003bef34",0,0,0,3756
"all;g4run;libG4processes;G4VParticipants::SetProjectileNucleus",0,0,0,3848
"all;g4run;libG4processes;aRPAllocator",4752668,3142590,668771,67525
"all;g4run;libG4processes;G4VEnergyLossProcess::PostStepDoIt",22426936319,11995288582,426006689,103836619
"all;g4run;libG4processes;0x00000000003cc450",0,0,36670,3636
