id,cycles,ex_div_busy,ex_div_count
"all;g4run;libG4processes;0x0000000000a49309",1396019,0,0
"all;g4run;libG4processes;0x00000000009f3032",698425,0,0
"all;g4run;libG4processes;G4Channeling::GetEF@plt",10470726,0,20
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorPionElastic",23730109,974,171
"all;g4run;libG4processes;G4LundStringFragmentation::Sample4Momentum",698309,0,61
"all;g4run;libG4processes;G4LightTargetCollider::SingleNucleonScattering",179389602,7799,560
"all;g4run;libG4processes;G4INCL::NNToMultiPionsChannel::inter2Part@plt",698077,0,0
"all;g4run;libG4processes;G4IonDEDXHandler::GetUpperEnergyEdge@plt",17450557,1802,142
"all;g4run;libG4processes;G4DNAMolecularReactionData::ComputeEffectiveRadius@plt",18838384,1408,0
"all;g4run;libG4processes;0x000000000037df70",1396678,0,0
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::ProcessDescription",9774597,311,44
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::Configure",11865643,0,0
"all;g4run;libG4processes;G4PhotoNuclearCrossSection::GetIsoCrossSection",36992550,127,21
"all;g4run;libG4processes;0x0000000000b3645e",2792757,0,0
"all;g4run;libG4processes;G4SBBremTable::BuildSamplingTables",235929170,11984,1053
"all;g4run;libG4processes;0x0000000000833cbc",11859069,316,39
"all;g4run;libG4processes;std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt",78179696,5160,243
"all;g4run;libG4processes;0x00000000009d358e",15352167,167,18
"all;g4run;libG4processes;0x000000000085527f",1396878,0,0
"all;g4run;libG4processes;G4InitXscPAI::IntegralPAIdEdx",78183939,354,73
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton",120762441,4648,844
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorNucleonElastic",2793029,0,17
"all;g4run;libG4processes;G4VCrossSectionRatio::G4VCrossSectionRatio",5581088,1788,33
"all;g4run;libG4processes;0x00000000008388fb",20243785,1453,72
"all;g4run;libG4processes;0x0000000000a516c6",1396662,0,0
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::ComputeDXSectionPerAtom",2186326278,73215,9741
"all;g4run;libG4processes;G4InitXscPAI::KillCloseIntervals",32801035,1387,56
"all;g4run;libG4processes;0x0000000000839246",2791195,0,58
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXscPDG",1389687223,40408,3743
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::Verbose",3516622070,143476,14733
"all;g4run;libG4processes;0x00000000008b6fbc",698385,0,0
"all;g4run;libG4processes;G4PhotoElectricEffect::G4PhotoElectricEffect",93528398,4253,576
"all;g4run;libG4processes;G4VEmAdjointModel::ComputeAdjointCrossSectionVectorPerAtomForSecond",1529130176,51969,4913
"all;g4run;libG4processes;0x00000000008af63b",698106,0,0
"all;g4run;libG4processes;G4NuclNucl3BodyMomDst::~G4NuclNucl3BodyMomDst",1396734,339,0
"all;g4run;libG4processes;G4RKPropagation::delete_EquationsAndMap",175890647,6032,1156
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",202425631,3478,615
"all;g4run;libG4processes;0x0000000000f18f2b",24432235,222,49
"all;g4run;libG4processes;G4DNAELSEPAElasticModel::LinLinInterpolate@plt",2790905,169,0
"all;g4run;libG4processes;0x0000000000a59b4d",5583401,0,0
"all;g4run;libG4processes;0x0000000000f18f2d",13259073,155,189
"all;g4run;libG4processes;0x000000000037f8b0",8376684,124,35
"all;g4run;libG4processes;std::vector<G4Material const*, std::allocator<G4Material const*> >::_M_realloc_insert<G4Material const*>",498388297,23332,3832
"all;g4run;libG4processes;G4WatcherGun::setWatchers",114486335,4193,479
"all;g4run;libG4processes;0x000000000037c9d0",44666900,319,16
"all;g4run;libG4processes;0x00000000009d33e3",2092314,0,0
"all;g4run;libG4processes;G4AntiProton::AntiProtonDefinition@plt",6283843,482,18
"all;g4run;libG4processes;CLHEP::HepStat::inverseErf@plt",20941106,1201,93
"all;g4run;libG4processes;G4LowEPPolarizedComptonModel::SetNewPolarization@plt",698439,0,0
"all;g4run;libG4processes;G4LundStringFragmentation::SplitEandP",2093358,0,0
"all;g4run;libG4processes;0x00000000009edb09",8373526,2568,0
"all;g4run;libG4processes;G4ExcitationHandler::SetParameters",104697947,1907,268
"all;g4run;libG4processes;G4CascadeCheckBalance::momentumOkay",157735412,6311,361
"all;g4run;libG4processes;std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::str@plt",1396775,0,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::RatioMottRutherford",2791838,0,0
"all;g4run;libG4processes;G4WeightCutOffConfigurator::G4WeightCutOffConfigurator@plt",698382,0,0
"all;g4run;libG4processes;G4fissionEvent::G4SmpWatt",3489518,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getMultiplicity",509632450,19490,2209
"all;g4run;libG4processes;G4EmParametersMessenger::SetNewValue",110288175,8496,769
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos",4182954,3347,0
"all;g4run;libG4processes;0x0000000000f69a1d",2791084,0,0
"all;g4run;libG4processes;G4LorentzConvertor::rotate",911573794,33765,7432
"all;g4run;libG4processes;G4INCL::ParticleSpecies::ParticleSpecies@plt",698453,0,0
"all;g4run;libG4processes;G4Fissioner::~G4Fissioner",1395648,0,17
"all;g4run;libG4processes;G4Fancy3DNucleus::ReduceSum",295955513,14977,1281
"all;g4run;libG4processes;G4Clebsch::ClebschGordanCoeff",1396876,0,0
"all;g4run;libG4processes;0x000000000037f590",4882935,0,72
"all;g4run;libG4processes;G4PhotoElectricEffect::IsApplicable",23035817,1032,83
"all;g4run;libG4processes;G4INCL::ProjectileRemnant::computeExcitationEnergy@plt",698356,528,0
"all;g4run;libG4processes;G4CrossSectionDataStore::HtmlFileName",698430,0,0
"all;g4run;libG4processes;G4PAIySection::SumOverInterCerenkov",4882545,0,16
"all;g4run;libG4processes;G4HadronicException::Report",78231898,2005,426
"all;g4run;libG4processes;G4ScreeningMottCrossSection::ComputeAngle",9069450,290,17
"all;g4run;libG4processes;0x0000000000833d86",1396411,0,0
"all;g4run;libG4processes;std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base",11172376,94,17
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::_M_realloc_insert<G4InuclElementaryParticle>",934238292,26493,3208
"all;g4run;libG4processes;G4OpMieHG::Initialise@plt",1396744,0,0
"all;g4run;libG4processes;G4PAIySection::NormShift",6283498,0,36
"all;g4run;libG4processes;G4AutoDelete::Register<G4InuclElementaryParticle>",698328,0,0
"all;g4run;libG4processes;0x0000000000a516cb",697251,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::~G4CascadeFunctions",2095432,47,0
"all;g4run;libG4processes;std::_Rb_tree<G4String, std::pair<G4String const, bool>, std::_Select1st<std::pair<G4String const, bool> >, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::_M_erase",173078398,7070,727
"all;g4run;libG4processes;0x00000000005f4426",2095201,0,0
"all;g4run;libG4processes;G4INCL::NNOmegaToMultiPionsChannel::nn_nnPipPim@plt",696190,0,0
"all;g4run;libG4processes;G4Bessel::K0",698395,0,0
"all;g4run;libG4processes;std::_Rb_tree<G4Material const*, std::pair<G4Material const* const, G4PhysicsFreeVector*>, std::_Select1st<std::pair<G4Material const* const, G4PhysicsFreeVector*> >, std::less<G4Material const*>, std::allocator<std::pair<G4Material const* const, G4PhysicsFreeVector*> > >::_M_erase",15350457,512,16
"all;g4run;libG4processes;G4OpticalParameters::GetProcessActivation",79575872,1374,272
"all;g4run;libG4processes;G4InuclElementaryParticle::makeDefinition",356010631,14698,1721
"all;g4run;libG4processes;G4Bessel::K1",6981936,0,0
"all;g4run;libG4processes;0x00000000005f4429",9070328,87,90
"all;g4run;libG4processes;G4CollisionOutput::getTotalStrangeness",2094762,0,0
"all;g4run;libG4processes;G4Analyser::printResults",697903,0,0
"all;g4run;libG4processes;0x00000000008b6af6",64914142,1374,160
"all;g4run;libG4processes;G4PAIySection::SumOverBordPlasmon",195443533,4913,968
"all;g4run;libG4processes;G4StatMFMacroMultiNucleon::CalcEntropy",39088949,841,54
"all;g4run;libG4processes;G4FTFAnnihilation::Annihilate",1396704,100,584
"all;g4run;libG4processes;G4IntraNucleiCascader::createTarget",349686716,9278,2066
"all;g4run;libG4processes;0x00000000008e2f71",1396293,0,0
"all;g4run;libG4processes;G4FTFAnnihilation::UnpackBaryon",698105,0,0
"all;g4run;libG4processes;G4DNAGenericIonsManager::G4DNAGenericIonsManager@plt",1396543,0,0
"all;g4run;libG4processes;G4VEmProcess::PostStepDoIt",355263120,9758,1639
"all;g4run;libG4processes;G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::~G4CascadeData",1394216,94,0
"all;g4run;libG4processes;G4FissionProductYieldDist::MakeDirectoryName",0,909,214
"all;g4run;libG4processes;G4FTFParticipants::GetList",698352,407,0
"all;g4run;libG4processes;G4ITTransportation::G4ITTransportation@plt",698380,0,0
"all;g4run;libG4processes;G4EmElementSelector::SelectRandomAtom",306435533,8979,1314
"all;g4run;libG4processes;G4ScreeningMottCrossSection::NuclearCrossSection",67684012,1420,193
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::GetTabValues",6969685,192,0
"all;g4run;libG4processes;G4ITSafetyHelper::InitialiseHelper@plt",10469324,364,0
"all;g4run;libG4processes;0x0000000000a1a6d9",2093026,0,0
"all;g4run;libG4processes;0x000000000037e3b0",1396409,0,0
"all;g4run;libG4processes;G4ParticleHPFissionBaseFS::SetNeutronRP@plt",2788995,0,0
"all;g4run;libG4processes;G4EMDissociationSpectrum::GetClosestApproach",8380890,58,91
"all;g4run;libG4processes;G4CascadeInterface::copyOutputToHadronicResult",110289289,4457,292
"all;g4run;libG4processes;G4NuclearFermiDensity::GetDeriv",106797027,2977,432
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::HadronNucleusQ2_2",109595635,4693,384
"all;g4run;libG4processes;G4QGSParticipants::GenerateDeltaIsobar@plt",698385,0,0
"all;g4run;libG4processes;G4OpticalParameters::GetWLS2TimeProfile",2094493,0,0
"all;g4run;libG4processes;G4ParticleHPT2AInelasticFS::G4ParticleHPT2AInelasticFS@plt",2095209,0,0
"all;g4run;libG4processes;0x0000000000e4d0bb",698452,0,0
"all;g4run;libG4processes;G4C16GEMProbability::~G4C16GEMProbability@plt",4184175,0,44
"all;g4run;libG4processes;G4FTFParameters::GetProcProb@plt",36303244,970,61
"all;g4run;libG4processes;0x00000000005f442d",3489007,0,0
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::ThresholdMomentum",1394151,0,0
"all;g4run;libG4processes;G4AngularDistribution::Cross@plt",1394903,0,0
"all;g4run;libG4processes;G4RKPropagation::Init",1620723130,60004,5794
"all;g4run;libG4processes;G4ElasticHNScattering::GaussianPt",698222,0,0
"all;g4run;libG4processes;G4Parton::G4Parton@plt",697394,0,0
"all;g4run;libG4processes;0x00000000009d2e16",698229,0,0
"all;g4run;libG4processes;0x000000000037b9d0",18844227,371,90
"all;g4run;libG4processes;G4PAIySection::GetStepEnergyLoss",71197987,2750,621
"all;g4run;libG4processes;G4ProductionCutsTable::StoreCutsInfo",782007924,20988,2208
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiZeroNChannelData, G4KaonHypSampler>::getMultiplicity",5580481,49,0
"all;g4run;libG4processes;G4NucleiModel::generateModel",1396759,0,0
"all;g4run;libG4processes;G4IntraNucleiCascader::G4IntraNucleiCascader",103295902,1813,256
"all;g4run;libG4processes;G4TransitionRadiation::IntegralOverAngle@plt",698286,0,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetElementCrossSection",340142122,8830,1478
"all;g4run;libG4processes;G4LorentzConvertor::setBullet",2791311,386,42
"all;g4run;libG4processes;G4SPBaryon::G4SPBaryon",697294,0,0
"all;g4run;libG4processes;0x000000000083809a",698154,0,0
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4InuclElementaryParticle>::G4ThreadLocalSingleton",27922679,4917,276
"all;g4run;libG4processes;G4NuclearPolarization::operator==",257551435,11284,7549
"all;g4run;libG4processes;G4PAIySection::InitPAI",242921630,5751,903
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getCrossSection",13960862,1117,40
"all;g4run;libG4processes;G4Fancy3DNucleus::DoLorentzContraction",698459,0,0
"all;g4run;libG4processes;std::__lower_bound<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",6280900,394,32
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::SolveTheEquation",8373402,61,19
"all;g4run;libG4processes;0x0000000000f69b7f",19531325,697,0
"all;g4run;libG4processes;0x00000000008e1944",2095206,0,0
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos",30011329,441,61
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::getCrossSectionSum",698299,0,0
"all;g4run;libG4processes;G4CascadeRecoilMaker::~G4CascadeRecoilMaker",9771331,750,0
"all;g4run;libG4processes;0x00000000008e1948",1396038,177,181
"all;g4run;libG4processes;0x00000000008e2f7e",3490820,0,0
"all;g4run;libG4processes;G4CascadeCoalescence::reportArgs",11867052,936,148
"all;g4run;libG4processes;std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_default_append@plt",696368,200,362
"all;g4run;libG4processes;0x0000000000770c89",2094562,57,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetVirtualFactor",17451736,46,314
"all;g4run;libG4processes;G4NIELCalculator::AddEmModel",92829446,2712,324
"all;g4run;libG4processes;G4ProcessManager::AddProcess",2613282156,116182,14820
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity",69112049,2596,32
"all;g4run;libG4processes;G4CascadeSampler<30, 8>::findMultiplicity",9066003,187,0
"all;g4run;libG4processes;0x0000000000a0f31c",9068386,141,17
"all;g4run;libG4processes;G4ProductionCutsTable::UpdateCoupleTable",697771,0,32
"all;g4run;libG4processes;__cxa_rethrow@plt",23734783,2692,23
"all;g4run;libG4processes;0x000000000037f090",1396252,169,0
"all;g4run;libG4processes;GIDI_settings_flux::operator[]@plt",8377878,281,16
"all;g4run;libG4processes;0x0000000000f15d3c",0,0,16
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetPTables",256836681,8698,574
"all;g4run;libG4processes;G4LossTableManager::PreparePhysicsTable",2095282,45,64
"all;g4run;libG4processes;0x000000000037bd00",1396636,0,0
"all;g4run;libG4processes;G4VRangeToEnergyConverter::ConvertForElectron@plt",15354858,954,32
"all;g4run;libG4processes;G4OpticalParameters::GetScintStackPhotons",2092265,96,118
"all;g4run;libG4processes;0x0000000000380120",1396304,0,0
"all;g4run;libG4processes;G4LinLogInterpolation::Calculate",3488694,0,0
"all;g4run;libG4processes;G4StatMFFragment::GetFragment",697926,0,0
"all;g4run;libG4processes;G4IntraNucleiCascader::collide",768871678,75919,9857
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeOmegaMinusNChannelData, G4KaonHypSampler>::~G4CascadeFunctions",698392,0,0
"all;g4run;libG4processes;G4StatMFParameters::GetMaxAverageMultiplicity",2793559,0,0
"all;g4run;libG4processes;0x0000000000838ef4",2793659,0,0
"all;g4run;libG4processes;G4OpticalParameters::GetScintByParticleType",44676476,949,152
"all;g4run;libG4processes;G4PEEffectFluoModel::G4PEEffectFluoModel",302956763,11478,842
"all;g4run;libG4processes;G4Bessel::pI0",697531,0,0
"all;g4run;libG4processes;0x00000000009d2e1b",1394207,0,0
"all;g4run;libG4processes;0x00000000008c521d",4888474,56,37
"all;g4run;libG4processes;G4fissionEvent::G4fissionerr",698390,0,0
"all;g4run;libG4processes;0x00000000008b6e57",3491499,0,0
"all;g4run;libG4processes;G4PairProductionRelModel::SampleSecondaries",1667897180,65857,8456
"all;g4run;libG4processes;G4UrbanMscModel::SimpleScattering",698186,0,0
"all;g4run;libG4processes;G4eeToHadronsModel::ComputeCMCrossSectionPerElectron@plt",698436,0,0
"all;g4run;libG4processes;G4FTFAnnihilation::Create3QuarkAntiQuarkStrings",1396818,0,17
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle*, std::allocator<G4InuclElementaryParticle*> >::_M_fill_insert",51641908,14038,1987
"all;g4run;libG4processes;G4HadronicParameters::SetEnableHyperNuclei",698471,0,0
"all;g4run;libG4processes;G4NeutronElasticXS::BuildPhysicsTable",168872455,5961,405
"all;g4run;libG4processes;G4ThreadLocalSingleton<void>::GetCallbacks@plt",698371,0,0
"all;g4run;libG4processes;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>",698237,0,0
"all;g4run;libG4processes;G4LinLogLogInterpolation::Calculate",73277195,1839,37
"all;g4run;libG4processes;G4IntraNucleiCascader::rescatter",746052091,57031,6345
"all;g4run;libG4processes;G4CollisionOutput::selectPairToTune",4887714,10890,848
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillUsingKopylov",87263171,5963,157
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::ThresholdEnergy",6977639,0,21
"all;g4run;libG4processes;MCGIDI_reaction_parseFromTOM@plt",8373519,278,39
"all;g4run;libG4processes;G4NeutronCaptureXS::SelectIsotope",23031620,94,30
"all;g4run;libG4processes;G4EmCalculator::PrintDEDXTable",82367977,4722,96
"all;g4run;libG4processes;G4O19GEMProbability::G4O19GEMProbability",19541462,189,0
"all;g4run;libG4processes;0x00000000006c9043",39789913,1973,37
"all;g4run;libG4processes;G4CascadeRecoilMaker::fillRecoil",17448302,766,0
"all;g4run;libG4processes;G4ChipsKaonMinusElasticXS::GetPTables",337126988,19950,1219
"all;g4run;libG4processes;G4FPYSamplingOps::CheckAndSetParameters",696267,0,0
"all;g4run;libG4processes;G4PhysicsTableHelper::RetrievePhysicsTable",60725138,2227,126
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::~G4ParallelWorldScoringProcess",10472245,0,0
"all;g4run;libG4processes;0x00000000006c9047",27921561,448,55
"all;g4run;libG4processes;G4CascadeSampler<31, 6>::findMultiplicity",1396577,0,0
"all;g4run;libG4processes;G4StatMFMacroNucleon::~G4StatMFMacroNucleon",698368,127,0
"all;g4run;libG4processes;0x00000000008082dd",698371,0,0
"all;g4run;libG4processes;std::_Function_handler<void (), G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager",4884768,0,0
"all;g4run;libG4processes;G4CollisionOutput::printCollisionOutput",6273131,10967,908
"all;g4run;libG4processes;G4RToEConvForGamma::ComputeValue",146566812,6773,528
"all;g4run;libG4processes;G4VXTRenergyLoss::AngleXTRdEdx",90058431,6268,552
"all;g4run;libG4processes;G4FTFModel::ReggeonCascade",698239,1563,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillDirThreeBody",5583365,0,73
"all;g4run;libG4processes;G4NuElNucleusNcModel::~G4NuElNucleusNcModel@plt",3491200,416,0
"all;g4run;libG4processes;G4LorentzConvertor::fillKinematics",62120763,899,276
"all;g4run;libG4processes;G4PairProductionRelModel::LPMFuncs::~LPMFuncs",54442774,1633,443
"all;g4run;libG4processes;0x0000000000a0cc68",17446435,0,180
"all;g4run;libG4processes;0x0000000000b3f918",698114,0,0
"all;g4run;libG4processes;G4N13GEMChannel::~G4N13GEMChannel",698454,0,0
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::~G4MuonMinusAtomicCapture",2791806,0,0
"all;g4run;libG4processes;std::_Rb_tree<G4MoleculeDefinition const*, std::pair<G4MoleculeDefinition const* const, double>, std::_Select1st<std::pair<G4MoleculeDefinition const* const, double> >, std::less<G4MoleculeDefinition const*>, std::allocator<std::pair<G4MoleculeDefinition const* const, double> > >::_M_erase",387370449,8466,1840
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getMultiplicity",4883399,0,0
"all;g4run;libG4processes;G4MuonMinusCapture::G4MuonMinusCapture",48861491,986,866
"all;g4run;libG4processes;G4NeutronElectronElXsc::IsElementApplicable",34203001,1711,105
"all;g4run;libG4processes;G4IntraNucleiCascader::initialize",356928910,17185,1795
"all;g4run;libG4processes;G4ParticleInelasticXS::Initialise",86541282,4303,963
"all;g4run;libG4processes;G4LossTableBuilder::InitialiseBaseMaterials",1396466,0,0
"all;g4run;libG4processes;G4CascadeCoalescence::selectCandidates",37695109,754,98
"all;g4run;libG4processes;G4CollisionOutput::getTotalBaryonNumber",126331142,65674,11629
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::getMultiplicity",769903237,26365,3133
"all;g4run;libG4processes;G4VEmProcess::StreamInfo",1862181621,66782,10138
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants_doChargeExchange",9773428,762,0
"all;g4run;libG4processes;G4NucleiModel::printModel",459431863,20565,1473
"all;g4run;libG4processes;0x0000000000937b2f",3490620,0,0
"all;g4run;libG4processes;G4Scatterer::GetTimeToInteraction",698030,0,0
"all;g4run;libG4processes;0x0000000000e4d10b",1396867,0,0
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::SampleMSC",8378661,228,0
"all;g4run;libG4processes;0x00000000008b6e5e",2090799,0,0
"all;g4run;libG4processes;G4Fissioner::deExcite",57934150,12564,827
"all;g4run;libG4processes;G4CrossSectionDataStore::GetCrossSection",38368252,249,376
"all;g4run;libG4processes;G4ScreeningMottCrossSection::FormFactor2Gauss",155650945,4367,501
"all;g4run;libG4processes;G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::print",109589017,1646,417
"all;g4run;libG4processes;G4HadronicParameters::SetApplyFactorXS",698401,0,0
"all;g4run;libG4processes;G4AutoDelete::Register<G4CascadeParameters>",64922745,2839,73
"all;g4run;libG4processes;0x0000000000a1bbf1",0,89,66
"all;g4run;libG4processes;std::vector<int, std::allocator<int> >::_M_range_insert<int const*>",1396068,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getMultiplicity",5585936,1986,0
"all;g4run;libG4processes;G4EquilibriumEvaporator::goodRemnant",44668049,2348,43
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::GenerateCosTheta",532524754,22138,2737
"all;g4run;libG4processes;std::vector<unsigned long, std::allocator<unsigned long> >::operator=",277241891,8247,1347
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeDXSectionPerAtom",18845967,139,110
"all;g4run;libG4processes;G4PEEffectFluoModel::CrossSectionPerVolume",104860943,882,688
"all;g4run;libG4processes;0x0000000000a1bbf7",0,76,23
"all;g4run;libG4processes;0x0000000000a63153",1396896,0,19
"all;g4run;libG4processes;0x0000000000b3f9aa",2095230,0,59
"all;g4run;libG4processes;G4ScreeningMottCrossSection::FormFactor2ExpHof",6279985,0,0
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetCrossSectionForProjectile",20228621,259,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getMultiplicity",26522012,678,77
"all;g4run;libG4processes;G4OpticalParameters::StreamInfo",448145004,20073,2163
"all;g4run;libG4processes;0x0000000000f182d7",696665,0,0
"all;g4run;libG4processes;G4CrossSectionDataStore::ComputeCrossSection",2093478,61,0
"all;g4run;libG4processes;0x0000000000b3f9af",4187282,51,31
"all;g4run;libG4processes;G4WeightCutOffConfigurator::~G4WeightCutOffConfigurator@plt",8379289,684,119
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::~G4GoudsmitSaundersonTable@plt",10466898,552,210
"all;g4run;libG4processes;G4CacheReference<CLHEP::Hep3Vector*>::Destroy",5582776,0,69
"all;g4run;libG4processes;0x00000000008b8fcf",696936,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum",104699049,11556,834
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::FillEnergySteps",697180,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusNChannelData, G4KaonHypSampler>::getMultiplicity",3490658,105,0
"all;g4run;libG4processes;G4VCrossSectionDataSet::G4VCrossSectionDataSet",12565155,65,0
"all;g4run;libG4processes;G4CollisionOutput::G4CollisionOutput",25124960,41787,2088
"all;g4run;libG4processes;G4CascadeDeexciteBase::getTargetData",136934709,5354,504
"all;g4run;libG4processes;0x00000000008e44dd",698197,0,0
"all;g4run;libG4processes;G4CrossSectionDataSetRegistry::G4CrossSectionDataSetRegistry",6980476,0,0
"all;g4run;libG4processes;G4StatMFParameters::Getr0",696856,0,0
"all;g4run;libG4processes;G4FissionFragmentGenerator::G4SetIsotope",697413,0,0
"all;g4run;libG4processes;0x0000000000a0cc6c",698349,0,0
"all;g4run;libG4processes;0x0000000000a16ca5",2092384,0,0
"all;g4run;libG4processes;G4ChipsPionMinusInelasticXS::G4ChipsPionMinusInelasticXS@plt",2093567,80,136
"all;g4run;libG4processes;0x0000000000a0cc6d",9078330,0,101
"all;g4run;libG4processes;std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4MultiBodyMomentumDist>::G4ThreadLocalSingleton()::{lambda()#1}>",0,187,0
"all;g4run;libG4processes;G4LundStringFragmentation::SplitLast",698125,231,0
"all;g4run;libG4processes;G4FTFModel::AdjustNucleonsAlgorithm_Sampling",1394137,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaZeroNChannelData, G4KaonHypSampler>::getMultiplicity",698098,0,0
"all;g4run;libG4processes;0x00000000008b6cf6",698471,0,0
"all;g4run;libG4processes;std::vector<G4RadioactivityTable*, std::allocator<G4RadioactivityTable*> >::_M_realloc_insert<G4RadioactivityTable* const&>",10466655,110,200
"all;g4run;libG4processes;G4CascadeData<31, 1, 6, 20, 42, 25, 17, 0, 0>::print",20932973,178,135
"all;g4run;libG4processes;G4CollisionOutput::getRecoilFragment",1396534,0,0
"all;g4run;libG4processes;G4PEEffectFluoModel::SampleSecondaries",1688114239,66073,8286
"all;g4run;libG4processes;G4XAqmElastic::CrossSection@plt",6980617,0,36
"all;g4run;libG4processes;G4StatMFParameters::Beta",20237276,1137,0
"all;g4run;libG4processes;G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print",8375166,3729,248
"all;g4run;libG4processes;MCGIDI_angularEnergy_new@plt",0,68,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::getMultiplicity",28622888,0,51
"all;g4run;libG4processes;G4ParallelWorldProcess::~G4ParallelWorldProcess",1396556,0,0
"all;g4run;libG4processes;G4DNAMoleculeEncounterStepper::G4DNAMoleculeEncounterStepper@plt",698234,0,0
"all;g4run;libG4processes;G4MultiBodyMomentumDist::GetInstance",28622248,1744,32
"all;g4run;libG4processes;G4FissionProductYieldDist::SampleGammaEnergies",0,0,501
