cycles,instructions,ic_fetch_stall_ic_stall_any,ic_fetch_stall_ic_stall_dq_empty,ic_fetch_stall_ic_stall_back_pressure,ic_cache_fill_sys,comm,dso,symbol
694152,1057509,0,0,186498,29246,"g4run","libG4processes.so","std::_Rb_tree<G4LogicalVolume*, std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector>, std::_Select1st<std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector> >, std::less<G4LogicalVolume*>, std::allocator<std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector> > >::_M_get_insert_hint_unique_pos@plt"
694075,4038178,365343,113056,0,8948,"g4run","libG4processes.so","std::vector<G4CascadeParameters*, std::allocator<G4CascadeParameters*> >::_M_fill_insert"
694050,1084644,0,0,0,0,"g4run","libG4processes.so","G4DNAELSEPAElasticModel::LinLinInterpolate@plt"
693968,0,349884,13022,261576,0,"g4run","libG4geometry.so","CLHEP::Hep3Vector::operator*=@plt"
693786,0,0,0,0,0,"g4run","libG4geometry.so","0x000000000026fe6d"
693211,0,371547,0,135459,0,"g4run","libG4processes.so","G4InuclParticle::setMomentum"
692753,0,0,0,556437,4095,"g4run","libG4processes.so","G4ExcitationHandler::SetDeexChannelsType"
692250,0,0,0,0,7056,"g4run","libG4error_propagation.so","std::vector<int, std::allocator<int> >::_M_default_append"
691503,993167,1163974,19095,486365,34679,"g4run","libc.so.6","malloc_consolidate"
690682,0,0,0,0,4118,"g4run","libG4processes.so","G4VAtomDeexcitation::InitialiseAtomicDeexcitation@plt"
0,7411448,382124,44156,526340,0,"g4run","libG4processes.so","0x0000000000e969e8"
0,5451545,0,43902,603196,0,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::GenerateMultiBody"
0,5275985,2237689,0,679591,7365,"g4run","libG4processes.so","0x00000000008e1944"
0,5157050,729738,0,114636,0,"g4run","libG4processes.so","G4Bessel::K0"
0,4979785,743208,0,162955,0,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetNuElTotCsArray"
0,4530794,0,0,0,3414,"g4run","libG4event.so","0x0000000000068ea0"
0,4016737,1562216,108483,0,99254,"g4run","libG4processes.so","G4LundStringFragmentation::Quark_AntiQuark_lastSplitting"
0,3964145,0,31533,0,9459,"g4run","libG4processes.so","std::ostream::write@plt"
0,3384757,1606041,28533,685602,0,"g4run","libG4processes.so","G4StatMFParameters::GetEpsilon0"
0,3359006,699088,45349,0,8978,"g4run","libG4geometry.so","0x00000000001fe9bf"
0,3305561,1097390,0,119843,46199,"g4run","libG4processes.so","0x00000000009319dc"
0,3295369,1466993,24819,162441,0,"g4run","libG4processes.so","G4GammaNuclearXS::SelectIsotope"
0,3266674,714489,20218,126316,28807,"g4run","libG4processes.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<double, std::allocator<double> >*>, std::_Select1st<std::pair<G4String const, std::vector<double, std::allocator<double> >*> >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<double, std::allocator<double> >*> > >::_M_get_insert_hint_unique_pos@plt"
0,3231677,0,0,0,16891,"g4run","libG4processes.so","0x0000000000a31fb8"
0,3224537,368309,227810,237224,47083,"g4run","libG4particles.so","G4PhaseSpaceDecayChannel::DecayIt"
0,3147196,0,0,110807,25772,"g4run","libG4processes.so","0x000000000037e660"
0,3100795,0,38163,545719,4223,"g4run","libG4processes.so","0x000000000083e82c"
0,3100229,1495751,26733,314455,0,"g4run","libG4processes.so","0x000000000083d212"
0,2635033,0,10953,0,0,"g4run","libG4geometry.so","0x0000000000193f6e"
0,2615592,371283,22070,0,32505,"g4run","libG4processes.so","0x0000000000b3645e"
0,2444019,753072,0,221848,8960,"g4run","libG4geometry.so","G4Trap::CheckParameters"
0,2433544,808329,0,1117882,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,2309035,1109526,52362,0,17027,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorNucleonElastic"
0,2262874,338843,0,0,0,"g4run","libG4processes.so","std::vector<G4StatMFMicroManager*, std::allocator<G4StatMFMicroManager*> >::_M_realloc_insert<G4StatMFMicroManager* const&>@plt"
0,2237728,0,18585,653476,0,"g4run","libG4track.so","0x000000000000c61e"
0,2228332,381752,28815,138703,46320,"g4run","libG4processes.so","0x000000000037bb60"
0,2166054,0,14745,0,0,"g4run","libG4processes.so","G4Analyser::printResults"
0,2165569,331515,65100,425673,30666,"g4run","libG4processes.so","0x0000000000a3f6af"
0,2153659,366308,43068,0,14692,"g4run","libG4processes.so","CLHEP::HepLorentzVector::boost@plt"
0,2150050,365950,0,0,5615,"g4run","libG4processes.so","std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, long, std::pair<G4InuclElementaryParticle, double>, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >@plt"
0,2150002,0,33766,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::~G4CascadeFunctions"
0,2140055,730977,0,0,4915,"g4run","libG4processes.so","G4IonParametrisedLossModel::BuildRangeVector@plt"
0,2130963,0,0,606049,20628,"g4run","libG4processes.so","0x0000000000833d86"
0,2120518,371325,124048,316647,47519,"g4run","libG4processes.so","G4StatMFMacroNucleon::CalcEnergy"
0,2113478,353046,0,361475,5569,"g4run","libG4geometry.so","0x00000000001823df"
0,2110724,0,85544,0,9307,"g4run","libG4processes.so","0x000000000037e2e0"
0,2103540,0,0,180179,0,"g4run","libG4processes.so","G4ScreeningMottCrossSection::McFcorrection"
0,2091513,347849,0,0,0,"g4run","libG4event.so","0x000000000006a427"
0,2087738,0,19431,284238,18243,"g4run","libG4processes.so","G4WilsonAbrasionModel::ApplyYourself"
0,2072347,365523,0,0,0,"g4run","libG4processes.so","G4CascadeSampler<31, 6>::findFinalStateIndex"
0,2068552,400553,0,0,0,"g4run","libG4geometry.so","G4CutTubs::IsCrossingCutPlanes"
0,2057011,1096713,0,773195,8399,"g4run","libG4processes.so","G4ASTARStopping::Initialise"
0,2051341,0,13566,0,11743,"g4run","libG4processes.so","G4INCL::NNToNNOmegaChannel::NNToNNOmegaChannel@plt"
0,2044255,0,31254,0,0,"g4run","libG4particles.so","G4IonConstructor::ConstructLightIons"
0,2039186,351681,13848,287044,13291,"g4run","libG4particles.so","std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_M_erase"
0,2035667,0,0,461498,7704,"g4run","libG4processes.so","0x000000000037d970"
0,2031935,0,13336,0,0,"g4run","libG4processes.so","G4FissionProductYieldDist::MakeDirectoryName"
0,2030537,742747,0,417644,0,"g4run","libG4processes.so","0x0000000000e4d0bb"
0,2029942,0,19556,130613,0,"g4run","libG4processes.so","G4PAIxSection::ComputeLowEnergyCof@plt"
0,2025776,1097080,13116,1168101,14173,"g4run","libG4processes.so","G4ExcitationHandler::G4ExcitationHandler@plt"
0,2014325,364821,13581,103166,6286,"g4run","libG4processes.so","0x00000000008b6cfe"
0,2013844,364953,19497,0,28928,"g4run","libG4processes.so","0x00000000009d2e16"
0,2006065,349383,25707,0,21650,"g4run","libG4processes.so","std::vector<G4VSplitableHadron*, std::allocator<G4VSplitableHadron*> >::_M_realloc_insert<G4VSplitableHadron* const&>"
0,1995767,379592,21509,0,0,"g4run","libG4processes.so","G4MuonMinusAtomicCapture::ProcessDescription"
0,1987908,0,0,0,17436,"g4run","libG4processes.so","G4ElasticHNScattering::G4ElasticHNScattering"
0,1975125,1085907,42036,424486,6092,"g4run","libG4processes.so","0x00000000006c9fe9"
0,1974283,0,0,0,3498,"g4run","libG4processes.so","0x0000000000b3818c"
0,1967984,365731,103862,419034,11544,"g4run","libG4processes.so","G4FTFModel::ReggeonCascade"
0,1952542,733034,16382,164779,49776,"g4run","libG4event.so","0x0000000000069d48"
0,1916749,736161,12624,264839,20678,"g4run","libG4processes.so","0x00000000008c2946"
0,1652666,755476,18112,123016,4133,"g4run","libG4geometry.so","0x0000000000193f0e"
0,1613279,0,0,0,0,"g4run","libG4processes.so","itoa[abi:cxx11]"
0,1548481,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroNChannelData, G4KaonHypSampler>::getMultiplicity"
0,1384167,0,0,0,0,"g4run","libG4processes.so","G4BaryonWidth::~G4BaryonWidth"
0,1289170,1111388,22091,0,0,"g4run","libG4processes.so","G4BinaryCascade::Propagate"
0,1247829,366622,0,0,16669,"g4run","libG4processes.so","0x0000000000b3f9aa"
0,1228247,361780,0,0,0,"g4run","libG4processes.so","G4PhysicsVector::Value"
0,1228225,0,0,0,0,"g4run","libG4processes.so","0x0000000000e98bde"
0,1221365,0,0,0,0,"g4run","libCLHEP-2.4.5.3.so","CLHEP::Hep3Vector::operator/="
0,1206962,0,0,0,12109,"g4run","libG4processes.so","0x00000000009d26ca"
0,1196877,735666,0,138589,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,1178481,0,0,0,0,"g4run","libG4processes.so","0x0000000000e96c73"
0,1175103,0,21755,0,15880,"g4run","libG4processes.so","0x0000000000f1ffea"
0,1169539,716669,0,0,0,"g4run","libG4particles.so","G4AntiNeutrinoMu::Definition"
0,1167854,0,0,0,0,"g4run","libG4processes.so","0x0000000000ab29cc"
0,1167210,0,0,0,26617,"g4run","libG4processes.so","G4CascadeData<31, 3, 12, 33, 59, 30, 20, 0, 0>::printXsec"
0,1166643,0,0,0,0,"g4run","libG4processes.so","MCGIDI_POP_release@plt"
0,1164571,0,81137,0,86424,"g4run","libG4processes.so","0x000000000037b500"
0,1156704,0,0,0,0,"g4run","libG4processes.so","0x000000000037fa80"
0,1151943,0,42765,0,0,"g4run","libG4processes.so","0x0000000000380410"
0,1151065,0,0,0,0,"g4run","libG4processes.so","G4INCL::SigmaZeroDecayChannel::operator delete@plt"
0,1148870,0,0,0,0,"g4run","libG4geometry.so","G4MultiUnion::DistanceToInCandidates"
0,1148185,0,22969,0,22501,"g4run","libG4particles.so","G4NeutrinoMu::Definition"
0,1135768,316671,0,0,0,"g4run","libG4processes.so","G4INCL::NNOmegaToMultiPionsChannel::nn_pnPipPimPim@plt"
0,1134203,0,0,0,0,"g4run","libG4processes.so","std::ctype<char>::_M_widen_init@plt"
0,1126998,0,49602,0,24260,"g4run","libG4processes.so","G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::initialize"
0,1126890,362459,14324,0,0,"g4run","libG4geometry.so","std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> >::_M_erase"
0,1124594,0,0,119020,0,"g4run","libG4processes.so","G4EmBiasingManager::ApplyDirectionalSplitting@plt"
0,1120955,0,0,0,0,"g4run","libG4processes.so","0x000000000083e1e4"
0,1119691,0,13306,177171,13942,"g4run","libG4processes.so","G4RToEConvForPositron::~G4RToEConvForPositron"
0,1112820,0,0,0,11455,"g4run","libG4processes.so","G4DNARuddIonisationModel::S_2p@plt"
0,1108938,724888,56715,66369,10122,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
0,1105242,0,0,0,0,"g4run","libG4processes.so","G4EMDissociationCrossSection::G4EMDissociationCrossSection"
0,1104295,0,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4CascadeChannel*>, std::_Select1st<std::pair<int const, G4CascadeChannel*> >, std::less<int>, std::allocator<std::pair<int const, G4CascadeChannel*> > >::_M_get_insert_unique_pos"
0,1102678,0,0,0,0,"g4run","libG4geometry.so","0x00000000001daa9d"
0,1099809,0,0,0,19687,"g4run","libG4processes.so","G4ChipsPionMinusInelasticXS::G4ChipsPionMinusInelasticXS"
0,1097069,0,18665,0,5864,"g4run","libG4processes.so","G4StatMFMacroNucleon::~G4StatMFMacroNucleon"
0,1095528,1861514,123403,1058930,35070,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzVector::operator*="
0,1093261,0,0,0,0,"g4run","libm.so.6","@plt"
0,1093203,0,0,0,0,"g4run","libG4processes.so","G4VStatMFMacroCluster::CalcInvLevelDensity"
0,1092554,0,0,0,0,"g4run","libG4processes.so","0x0000000000a1bbf7"
0,1092374,0,67487,0,4460,"g4run","libG4particles.so","G4IonTable::Contains"
0,1091474,359895,0,0,0,"g4run","libG4processes.so","0x0000000000a4923d"
0,1090863,0,0,114864,15528,"g4run","libG4processes.so","G4CollisionOutput::getTotalStrangeness"
0,1085275,0,0,0,26140,"g4run","libG4processes.so","G4LorentzConvertor::backToTheLab"
0,1084906,0,0,115611,0,"g4run","libG4geometry.so","0x00000000001925fe"
0,1080385,0,0,0,0,"g4run","libG4processes.so","0x000000000083e5ee"
0,1078715,0,0,0,0,"g4run","libG4geometry.so","G4PolyconeSide::DistanceAway@plt"
0,1074098,0,13182,0,0,"g4run","libG4processes.so","G4N13GEMChannel::~G4N13GEMChannel"
0,1074079,766814,0,157219,0,"g4run","libG4geometry.so","std::vector<Intersection, std::allocator<Intersection> >::_M_erase@plt"
0,1073885,0,0,0,0,"g4run","libG4processes.so","G4BinaryLightIonReaction::Interact"
0,1071402,712621,48429,209521,3768,"g4run","libG4particles.so","0x000000000005b2cd"
0,1067888,0,0,0,0,"g4run","libG4particles.so","0x0000000000081559"
0,1067883,0,0,0,5729,"g4run","libG4processes.so","G4CoulombBarrier::G4CoulombBarrier@plt"
0,1066472,0,16699,0,0,"g4run","libG4processes.so","0x0000000000ab2a52"
0,1065889,0,0,0,0,"g4run","libG4geometry.so","G4VPhysicalVolume::SetRotation@plt"
0,1065756,0,13133,0,0,"g4run","libG4geometry.so","G4Cons::GetPointOnSurface"
0,1064512,0,0,0,0,"g4run","libG4geometry.so","0x0000000000212269"
0,1059542,0,0,0,0,"g4run","libG4processes.so","G4mplIonisation::~G4mplIonisation@plt"
0,1055331,0,0,0,15367,"g4run","libG4processes.so","0x00000000008e2f7a"
0,1054439,1088354,0,184065,0,"g4run","libG4processes.so","G4BaryonWidth::MassDependentWidth"
0,1054365,0,0,203449,4378,"g4run","libG4processes.so","0x0000000000f182d7"
0,1054049,0,0,0,0,"g4run","libG4processes.so","G4PhotoElectricAngularGeneratorPolarized::CrossSectionMajorantFunction@plt"
0,1052709,368825,42345,0,30141,"g4run","libG4particles.so","G4NeutrinoTau::Definition"
0,1050670,367805,12672,308585,3775,"g4run","libG4processes.so","G4FPYNormalFragmentDist::G4FPYNormalFragmentDist@plt"
0,1048617,0,35049,0,0,"g4run","libG4processes.so","0x00000000009e3cb1"
0,1047905,0,0,120346,14858,"g4run","libG4processes.so","0x000000000096dba4"
0,1046692,365368,0,0,0,"g4run","libG4processes.so","G4HadronicParameters::SetEnableIntegralElasticXS"
0,1046069,0,0,123039,0,"g4run","libG4processes.so","0x0000000000ab2a0d"
0,1044884,0,0,251369,3429,"g4run","libG4processes.so","G4VXTRenergyLoss::OneInterfaceXTRdEdx"
0,1044699,1089311,0,0,8080,"g4run","libG4tracking.so","0x000000000002f7cd"
0,1043372,1118427,0,0,23503,"g4run","libG4processes.so","G4FissionFragmentGenerator::G4SetIsotope"
0,1043255,432380,0,0,0,"g4run","libstdc++.so.6.0.30","operator delete[]"
0,1043129,0,75659,0,0,"g4run","libG4processes.so","G4InuclNuclei::fill"
0,1042450,352541,0,0,0,"g4run","libG4processes.so","0x00000000008aeceb"
0,1039783,351519,0,0,0,"g4run","libG4processes.so","0x00000000009f3d53"
0,1039283,0,48477,0,13689,"g4run","libG4processes.so","0x000000000095fa5e"
0,1036143,0,0,0,0,"g4run","libG4processes.so","0x0000000000a4614d"
0,1036011,371952,0,144286,9412,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,1035257,0,36261,0,14598,"g4run","libG4processes.so","0x00000000008b60a9"
0,1034507,370920,0,113713,18848,"g4run","libG4processes.so","G4UCNMaterialPropertiesTable::GetMRProbability@plt"
0,1034414,354129,0,0,1003,"g4run","libG4processes.so","G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::printXsec"
0,1033848,374334,6738,0,0,"g4run","libG4processes.so","0x000000000037c570"
0,1033592,0,28208,0,19861,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::SaveKinematics"
0,1033063,345480,0,0,0,"g4run","libG4geometry.so","0x00000000001fe2cd"
0,1031791,0,0,0,0,"g4run","libG4processes.so","G4InuclParticleNames::nameLong"
0,1030047,718280,106012,127413,43349,"g4run","libG4particles.so","G4PhaseSpaceDecayChannel::TwoBodyDecayIt"
0,1028703,0,18951,59786,0,"g4run","libG4processes.so","G4EmParameters::MscSkin@plt"
0,1028524,0,0,0,3770,"g4run","libG4particles.so","0x0000000000081554"
0,1027910,365825,0,0,0,"g4run","libG4processes.so","0x000000000083fd1b"
0,1027089,1818609,107159,110390,0,"g4run","libG4processes.so","G4ThreadLocalSingleton<void>::Insert<G4ThreadLocalSingleton<G4CascadeParameters>::Insert()::{lambda()#1}>"
0,1026841,0,253201,557674,10157,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_insert_and_rebalance"
0,1025073,0,0,130166,3464,"g4run","libG4geometry.so","0x000000000027056d"
0,1025072,1452568,0,0,0,"g4run","libG4processes.so","0x0000000000833dba"
0,1024813,0,21768,183371,0,"g4run","libG4processes.so","0x000000000095fb17"
0,1024007,0,0,0,5604,"g4run","libG4geometry.so","G4LogicalVolume::GetFieldManager@plt"
0,1023989,754101,0,136067,12499,"g4run","libG4processes.so","G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::print"
0,1023530,0,32881,0,13462,"g4run","libG4processes.so","G4CascadeData<30, 2, 8, 20, 34, 48, 62, 45, 50>::print"
0,1023149,0,0,0,11930,"g4run","libG4processes.so","0x000000000087169c"
0,1022473,0,0,0,17052,"g4run","libG4processes.so","0x0000000000a2a7fc"
0,1022090,382036,0,246202,0,"g4run","libG4processes.so","G4INCL::Config::getVersionHash[abi:cxx11]@plt"
0,1021632,368277,0,0,0,"g4run","libG4geometry.so","0x000000000019402f"
0,1019713,736811,57800,0,0,"g4run","libG4processes.so","0x000000000037b260"
0,1018404,0,0,135209,15338,"g4run","libG4processes.so","G4InuclNuclei::copy"
0,1017554,0,0,0,0,"g4run","libG4processes.so","0x0000000000948449"
0,1016525,0,0,0,0,"g4run","libG4processes.so","0x0000000000a494dc"
0,1015691,0,0,0,4791,"g4run","libG4digits_hits.so","G4PSStepChecker::~G4PSStepChecker@plt"
0,1015510,0,0,0,0,"g4run","libG4processes.so","G4InuclSpecialFunctions::randomInuclPowers"
0,1014025,0,0,0,5273,"g4run","libG4processes.so","0x0000000000f1ffe6"
0,1013684,365024,43850,0,0,"g4run","libG4processes.so","non-virtual thunk to G4CascadeFunctions<G4CascadePiZeroPChannelData, G4PionNucSampler>::~G4CascadeFunctions()"
0,1010314,0,17197,138119,0,"g4run","libG4processes.so","0x000000000037e9b0"
0,1010164,366283,0,126532,0,"g4run","libG4processes.so","G4GSMottCorrection::ClearMCDataPerMaterial@plt"
0,1010060,0,12593,160529,2816,"g4run","libG4processes.so","G4FTFParticipants::Clean"
0,1007563,0,0,0,5861,"g4run","libG4processes.so","G4TransitionRadiation::IntegralOverAngle@plt"
0,1006982,364016,13510,0,0,"g4run","libG4processes.so","std::__pop_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >@plt"
0,1006684,741292,0,80502,8435,"g4run","libG4particles.so","std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_M_copy<false, std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_Alloc_node>"
0,1006631,0,0,0,16265,"g4run","libG4processes.so","0x00000000009ed5c4"
0,1006295,377323,16226,246425,0,"g4run","libG4geometry.so","G4Trap::MakePlanes"
0,1004469,0,31721,0,8405,"g4run","libG4processes.so","G4EmBiasingManager::G4EmBiasingManager"
0,1002331,1069191,48703,0,53384,"g4run","libG4processes.so","std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, G4InuclElementaryParticle, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
0,999993,0,0,129214,0,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::G4DiffractiveSplitableHadron"
0,998813,0,9530,0,0,"g4run","libG4processes.so","G4EMDissociationCrossSection::GetWilsonProbabilityForProtonDissociation"
0,995166,0,0,0,0,"g4run","libG4processes.so","0x0000000000a0d401"
0,993892,359222,0,0,0,"g4run","libG4processes.so","CLHEP::operator/@plt"
0,992981,373687,0,211881,0,"g4run","libG4particles.so","std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::find"
0,992636,0,0,0,8644,"g4run","libG4digits_hits.so","G4SDParticleFilter::G4SDParticleFilter@plt"
0,992122,735875,39342,0,4527,"g4run","libG4event.so","0x0000000000069d4c"
0,991015,0,0,0,0,"g4run","libG4geometry.so","G4CutTubs::DistanceToIn"
0,990557,721067,147421,168466,48276,"g4run","libG4processes.so","G4Clebsch::Wigner9J"
0,987582,731631,82922,479120,17697,"g4run","libG4processes.so","G4LundStringFragmentation::Splitup"
0,987252,0,26189,0,0,"g4run","libG4processes.so","0x00000000008b6d3c"
0,986414,1460624,123308,528309,13396,"g4run","libc.so.6","unlink_chunk.constprop.0"
0,986068,0,39778,0,26376,"g4run","libG4processes.so","0x000000000037d4f0"
0,982101,0,0,617876,0,"g4run","libG4processes.so","0x000000000083918f"
0,981944,0,0,0,0,"g4run","libG4processes.so","G4ITReactionSet::CleanAllReaction@plt"
0,981863,0,0,0,15880,"g4run","libG4processes.so","0x0000000000936c12"
0,981345,366897,12992,0,0,"g4run","libG4processes.so","G4BigBanger::generateBangInSCM"
0,978437,346791,69710,382408,46633,"g4run","libG4event.so","0x000000000006a404"
0,977515,0,0,0,11469,"g4run","libG4event.so","0x0000000000069d63"
0,972961,0,0,0,0,"g4run","libG4processes.so","G4MuonMinusBoundDecay::GetMuonDecayRate"
0,970489,367034,13173,450977,8974,"g4run","libG4processes.so","0x00000000008af3e5"
0,969312,0,13213,346878,10818,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzVector::rapidity"
0,968769,0,0,0,8316,"g4run","libG4processes.so","G4Evaporation::SetGEMVIChannel@plt"
0,967342,0,0,0,0,"g4run","libG4global.so","G4JTPolynomialSolver::ComputeNewEstimate"
0,944053,368463,35906,0,0,"g4run","libG4geometry.so","0x00000000000d815d"
0,913257,0,18459,159703,0,"g4run","libG4processes.so","std::vector<double*, std::allocator<double*> >::_M_fill_insert@plt"
0,0,1508796,17974,147905,0,"g4run","libG4processes.so","G4BaryonWidth::G4BaryonWidth"
0,0,1154974,0,0,0,"g4run","libG4geometry.so","G4ConstRK4::DistChord"
0,0,1146403,0,415843,0,"g4run","libG4processes.so","MCGIDI_POPs_initial@plt"
0,0,1107202,14309,252751,0,"g4run","libG4processes.so","G4FPYSamplingOps::EvaluateWattConstants"
0,0,1094037,0,1025033,0,"g4run","libG4processes.so","G4RKFieldIntegrator::GetPionPotential"
0,0,1084966,84049,0,47408,"g4run","libG4processes.so","G4ChipsPionMinusInelasticXS::CalculateCrossSection"
0,0,898372,0,1360954,0,"g4run","libG4processes.so","G4BinaryLightIonReaction::EnergyAndMomentumCorrector"
0,0,780108,160378,0,0,"g4run","libG4particles.so","G4IonTable::GetParticle"
0,0,775546,30096,0,12784,"g4run","libG4global.so","G4JTPolynomialSolver::ComputeFixedShiftPolynomial"
0,0,747251,94312,258500,20311,"g4run","libc.so.6","__memset_avx2_unaligned_erms"
0,0,745960,0,395676,0,"g4run","libG4processes.so","G4BetheBlochModel::SetupParameters"
0,0,744368,0,127190,0,"g4run","libG4processes.so","xDataTOME_getInterpolation@plt"
0,0,736819,0,0,0,"g4run","libG4geometry.so","0x00000000000f76cd"
0,0,735841,0,0,0,"g4run","libG4processes.so","0x00000000008e52b7"
0,0,735140,75619,164737,19815,"g4run","libG4particles.so","G4NuclideTable::~G4NuclideTable"
0,0,735066,53212,0,22548,"g4run","libG4processes.so","0x0000000000a1b3ea"
0,0,733935,27192,0,0,"g4run","libG4particles.so","G4KaonZero::Definition"
0,0,731744,0,0,15252,"g4run","libG4processes.so","G4hRDEnergyLoss::~G4hRDEnergyLoss@plt"
0,0,730752,0,111972,0,"g4run","libG4geometry.so","0x00000000001ca1ae"
0,0,730741,0,0,20203,"g4run","libG4particles.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
0,0,728866,0,118969,42533,"g4run","libG4processes.so","G4DiffuseElasticV2::IsApplicable"
0,0,727975,0,0,7433,"g4run","libG4processes.so","G4PenelopeComptonModel::~G4PenelopeComptonModel@plt"
0,0,719769,0,153684,0,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_decrement"
0,0,718404,55311,268862,22355,"g4run","libG4processes.so","G4FTFModel::AdjustNucleons"
0,0,718014,106074,124492,0,"g4run","libG4processes.so","0x0000000000380920"
0,0,707411,31792,0,20989,"g4run","libG4event.so","G4SPSRandomGenerator::GenRandPosTheta@plt"
0,0,704196,0,0,6667,"g4run","libG4event.so","0x0000000000068e46"
0,0,660803,12181,0,16391,"g4run","libG4processes.so","G4DNAMesh::GetBoundingBox@plt"
0,0,445468,0,346176,0,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::~G4ElNeutrinoNucleusTotXsc"
0,0,431792,0,125343,0,"g4run","libG4processes.so","0x00000000009475de"
0,0,417725,0,0,0,"g4run","libG4particles.so","G4ExcitedMesonConstructor::Add2KPiMode@plt"
0,0,413739,0,0,0,"g4run","libG4processes.so","G4FTFAnnihilation::UnpackBaryon"
0,0,410147,0,0,0,"g4run","libG4processes.so","G4HadProjectile::Initialise"
0,0,408188,35221,0,0,"g4run","libG4processes.so","G4HadronicDeveloperParameters::get"
0,0,405921,37066,0,0,"g4run","libc.so.6","__mpn_extract_double"
0,0,402780,0,0,0,"g4run","libG4processes.so","G4XAqmElastic::~G4XAqmElastic"
0,0,401345,0,451700,0,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::GetIsoCrossSection"
0,0,399926,139984,0,4354,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::ComputeWeight"
0,0,398614,0,0,13211,"g4run","libG4processes.so","G4INCL::Particle::getTotalBias@plt"
0,0,397797,13433,0,0,"g4run","libG4processes.so","G4INCL::NNToMultiPionsChannel::inter2Part@plt"
0,0,396582,48482,171588,5661,"g4run","libG4global.so","G4JTPolynomialSolver::QuadraticPolynomialIteration"
0,0,395597,13218,0,0,"g4run","libc.so.6","__mpn_mul_1"
0,0,394187,0,0,0,"g4run","libG4processes.so","0x000000000037d660"
0,0,392977,0,0,7533,"g4run","libG4processes.so","G4InuclParamMomDst::~G4InuclParamMomDst"
0,0,392718,18431,248006,7216,"g4run","libG4processes.so","0x000000000092d202"
