cycles,ex_ret_brn,ex_ret_brn_misp,ex_ret_brn_tkn,ex_ret_brn_tkn_misp,ex_ret_brn_far,comm,dso,symbol
694735,162714,0,99111,2237,0,"g4run","libG4processes.so","0x00000000008c294d"
694702,162139,4047,87986,2896,0,"g4run","libG4processes.so","0x0000000000836084"
694691,167139,7725,0,5924,38,"g4run","libG4processes.so","G4FTFAnnihilation::Create2QuarkAntiQuarkStrings"
694535,0,0,0,0,19,"g4run","libG4processes.so","G4hRDEnergyLoss::~G4hRDEnergyLoss@plt"
694502,195222,5206,108246,0,0,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::TestAngleTable"
694493,0,0,131296,1025,19,"g4run","libG4geometry.so","G4LogicalSkinSurface::GetSurface"
694276,0,1508,0,0,0,"g4run","libG4processes.so","G4EMDissociationCrossSection::G4EMDissociationCrossSection"
694009,193436,0,120017,0,0,"g4run","libG4processes.so","0x0000000000e969e8"
693945,0,0,0,0,0,"g4run","libG4particles.so","std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_M_copy<false, std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_Alloc_node>"
693924,0,0,0,2434,0,"g4run","libG4processes.so","G4PenelopeComptonModel::~G4PenelopeComptonModel@plt"
693914,0,3825,126623,0,19,"g4run","libG4processes.so","0x00000000004ba7dc"
693864,196074,0,0,0,0,"g4run","libG4geometry.so","0x00000000001ca1ae"
693767,488146,5258,0,2084,38,"g4run","libG4processes.so","0x00000000004ba7d9"
693650,0,0,0,0,0,"g4run","libG4processes.so","0x0000000000b3f906"
693649,197643,0,0,1419,38,"g4run","libG4processes.so","G4WilsonAblationModel::G4WilsonAblationModel"
693547,0,0,0,0,0,"g4run","libstdc++.so.6.0.30","std::ostream::sentry::sentry"
693360,0,0,0,0,0,"g4run","libG4global.so","operator<<"
692841,176766,2498,228008,1703,20,"g4run","libG4processes.so","0x0000000000a2a783"
692153,371870,9797,128824,4703,38,"g4run","libstdc++.so.6.0.30","strcmp@plt"
691019,0,0,0,1599,19,"g4run","libG4processes.so","std::vector<G4VStatMFMacroCluster*, std::allocator<G4VStatMFMacroCluster*> >::_M_realloc_insert<G4VStatMFMacroCluster*>"
690530,0,0,0,1671,0,"g4run","libG4processes.so","G4MuonMinusAtomicCapture::PreparePhysicsTable"
689720,0,0,0,4370,0,"g4run","libG4processes.so","0x00000000009f4299"
689115,0,2484,0,0,0,"g4run","libG4processes.so","0x0000000000f1ffbe"
0,1086074,11549,127102,6294,0,"g4run","libG4processes.so","std::__final_insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
0,898762,5466,0,0,0,"g4run","libG4geometry.so","0x0000000000163039"
0,709462,1924,229016,3307,38,"g4run","libG4processes.so","0x0000000000e4d10b"
0,702055,15961,124839,943,19,"g4run","libG4processes.so","G4LundStringFragmentation::Quark_AntiQuark_lastSplitting"
0,644808,6017,170865,5337,38,"g4run","libG4processes.so","G4LegendrePolynomial::BuildUpToOrder"
0,580083,2262,220811,1210,41,"g4run","libG4processes.so","G4ThreadLocalSingleton<void>::Insert<G4ThreadLocalSingleton<G4CascadeParameters>::Insert()::{lambda()#1}>"
0,579754,2523,129080,9158,20,"g4run","libG4processes.so","G4ProcessTableMessenger::~G4ProcessTableMessenger@plt"
0,570651,0,237533,955,19,"g4run","libG4particles.so","G4UnknownParticle::Definition"
0,570408,7471,0,1090,0,"g4run","libG4processes.so","std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>"
0,566588,3483,121578,0,0,"g4run","libG4processes.so","G4RKPropagation::Transport"
0,550783,0,0,1470,0,"g4run","libG4processes.so","G4DNAEventSet::CreateEvent@plt"
0,528811,4301,0,14533,79,"g4run","libG4processes.so","0x0000000000a0fedb"
0,527159,2395,0,2472,18,"g4run","libG4global.so","G4ProfilerConfig<4ul>::GetPersistentFallback<0>@plt"
0,492708,7276,0,4154,20,"g4run","libG4track.so","0x000000000000f483"
0,486907,0,227479,0,19,"g4run","libG4global.so","G4PhysicsVector::Store@plt"
0,476039,10363,101671,2971,59,"g4run","libG4processes.so","0x000000000083484d"
0,420463,5087,128321,0,19,"g4run","libG4particles.so","std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_M_erase"
0,408156,0,116739,1790,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,394036,2424,0,1566,19,"g4run","libG4processes.so","G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::~G4CascadeData"
0,384976,8544,0,5827,38,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzRotation::set"
0,378391,6313,220218,3850,38,"g4run","libG4processes.so","0x00000000008e196b"
0,378097,0,343618,2446,39,"g4run","libG4processes.so","G4INCL::ProjectileRemnant::computeExcitationEnergy@plt"
0,376690,2767,107883,1607,0,"g4run","libG4processes.so","0x0000000000a0cc66"
0,372132,18889,319177,2865,38,"g4run","libG4processes.so","G4UrbanMscModel::InitialiseModelCache"
0,371274,0,0,1186,0,"g4run","libG4processes.so","G4INCL::Random::sphereVector@plt"
0,365173,1902,117200,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,363873,0,0,1509,19,"g4run","libG4processes.so","G4B10GEMProbability::G4B10GEMProbability@plt"
0,360602,4120,0,0,21,"g4run","libG4particles.so","0x000000000005b2cd"
0,357743,17896,228948,5290,0,"g4run","libG4processes.so","0x0000000000380630"
0,353532,0,133150,0,57,"g4run","libG4particles.so","0x00000000000737ef"
0,353213,1919,0,2266,0,"g4run","libG4particles.so","G4PhaseSpaceDecayChannel::DecayIt"
0,352792,0,58863,922,0,"g4run","libG4processes.so","G4eeToHadronsModel::ComputeCMCrossSectionPerElectron@plt"
0,349930,0,0,0,0,"g4run","libG4event.so","0x0000000000068d76"
0,348522,0,0,0,19,"g4run","libG4particles.so","0x0000000000081551"
0,342170,1925,99602,2587,19,"g4run","libG4processes.so","G4HadronicParameters::SetMaxEnergy"
0,337052,3745,0,0,0,"g4run","libG4processes.so","G4ENDFTapeRead::G4GetNumberOfEnergyGroups@plt"
0,334845,0,0,0,0,"g4run","libG4processes.so","0x00000000009f3d53"
0,333081,4182,0,2306,19,"g4run","libG4processes.so","0x0000000000ef7772"
0,332886,0,0,0,0,"g4run","libG4processes.so","G4MuonMinusBoundDecay::GetMuonCaptureRate"
0,329310,2285,0,0,19,"g4run","libG4event.so","0x0000000000068d2b"
0,326006,0,0,0,0,"g4run","libCLHEP-2.4.5.3.so","CLHEP::RandFlat::shootArray"
0,309812,0,0,0,0,"g4run","libG4processes.so","0x00000000009f3d58"
0,254298,0,0,0,0,"g4run","libG4particles.so","G4AntiKaonZero::Definition"
0,214505,0,0,1202,20,"g4run","libG4physicslists.so","G4PrecoProtonBuilder::G4PrecoProtonBuilder"
0,213223,0,0,0,0,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
0,212530,0,0,0,0,"g4run","libG4processes.so","G4BaryonWidth::G4BaryonWidth"
0,210826,2265,0,0,19,"g4run","libG4processes.so","0x00000000008b6fae"
0,209886,0,0,0,0,"g4run","libG4processes.so","G4HadronicDeveloperParameters::get"
0,208605,0,337117,2773,39,"g4run","libG4geometry.so","0x00000000001925fa"
0,207147,0,0,0,21,"g4run","libG4event.so","G4SPSRandomGenerator::GenRandPosTheta@plt"
0,205891,4639,198678,1258,0,"g4run","libG4geometry.so","G4VIntersectionLocator::ReportReversedPoints"
0,204559,2353,0,0,38,"g4run","libG4geometry.so","0x00000000001fe2cd"
0,202295,6343,304740,1044,58,"g4run","libG4processes.so","0x0000000000ef7c5a"
0,202243,5943,99311,1211,20,"g4run","libG4processes.so","G4StatMFFragment::GetCoulombEnergy"
0,202062,1838,0,1147,0,"g4run","libG4processes.so","G4ParticleHPT2AInelasticFS::G4ParticleHPT2AInelasticFS@plt"
0,201782,0,0,0,0,"g4run","libG4processes.so","G4ParticleHPList::Check@plt"
0,201533,0,0,1867,19,"g4run","libG4processes.so","G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::~G4CascadeData"
0,199824,7395,113535,3872,0,"g4run","libG4processes.so","CLHEP::HepLorentzVector::boost@plt"
0,199764,0,110171,4084,0,"g4run","libG4processes.so","0x0000000000a1ce57"
0,199684,4529,0,0,0,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::SetSecondParton"
0,199200,0,0,1559,19,"g4run","libG4processes.so","0x0000000000a0d401"
0,199128,2398,0,0,0,"g4run","libG4processes.so","0x0000000000380f10"
0,199108,0,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4CascadeChannel*>, std::_Select1st<std::pair<int const, G4CascadeChannel*> >, std::less<int>, std::allocator<std::pair<int const, G4CascadeChannel*> > >::_M_get_insert_hint_unique_pos"
0,197064,0,113202,0,0,"g4run","libG4processes.so","MCGIDI_POP_release@plt"
0,197026,1778,0,0,0,"g4run","libG4processes.so","0x0000000000a49489"
0,196639,4408,215385,3416,40,"g4run","libG4processes.so","G4NucleiModel::generateModel"
0,196484,0,0,0,0,"g4run","libG4processes.so","G4AblaDataFile::readData"
0,194982,0,0,1395,0,"g4run","libG4processes.so","G4InuclParticle::setMomentum"
0,194288,0,122778,0,0,"g4run","libG4processes.so","G4ScreeningMottCrossSection::McFcorrection"
0,193985,0,0,0,0,"g4run","libG4processes.so","G4CollisionNStarNToNN::G4CollisionNStarNToNN"
0,192913,0,0,0,0,"g4run","libG4processes.so","non-virtual thunk to G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::~G4CascadeFunctions()"
0,192472,0,0,0,0,"g4run","libG4processes.so","G4BinaryCascade::Propagate"
0,192448,2638,0,0,0,"g4run","libG4processes.so","0x00000000009d333d"
0,192368,0,0,0,0,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::InitDynParameters@plt"
0,192138,0,0,1089,0,"g4run","libG4geometry.so","0x000000000025531b"
0,190365,3880,114961,3497,19,"g4run","libG4processes.so","G4ChipsAntiBaryonElasticXS::G4ChipsAntiBaryonElasticXS@plt"
0,190044,4030,84801,4737,0,"g4run","libc.so.6","unlink_chunk.constprop.0"
0,189995,0,0,0,0,"g4run","libG4processes.so","0x00000000008388a5"
0,188635,8467,219308,0,38,"g4run","libG4processes.so","G4HadronicDeveloperParameters::DeveloperGet"
0,188303,1693,0,2415,19,"g4run","libG4processes.so","G4FissionFragmentGenerator::G4SetIsotope"
0,187889,0,0,0,0,"g4run","libG4processes.so","G4LossTableManager::BuildPhysicsTable@plt"
0,187331,2528,105742,0,0,"g4run","libG4processes.so","0x0000000000a52bbd"
0,187000,7163,0,0,0,"g4run","libG4processes.so","G4N13GEMChannel::~G4N13GEMChannel"
0,186617,0,0,0,0,"g4run","libG4processes.so","G4Scatterer::GetTimeToInteraction"
0,186324,5468,0,2746,0,"g4run","libG4geometry.so","0x000000000014aa0f"
0,185393,0,107362,0,0,"g4run","libG4processes.so","G4InuclNuclei::copy"
0,184878,0,0,0,0,"g4run","libG4processes.so","G4HadProjectile::G4HadProjectile"
0,184787,0,0,2603,0,"g4run","libG4processes.so","G4FissionProductYieldDist::MakeDirectoryName"
0,184345,0,0,0,0,"g4run","libG4geometry.so","std::vector<G4LocatorChangeRecord, std::allocator<G4LocatorChangeRecord> >::_M_realloc_insert<G4LocatorChangeRecord>"
0,184166,0,0,0,0,"g4run","libG4processes.so","G4GammaNuclearXS::G4GammaNuclearXS"
0,183936,1912,0,2235,21,"g4run","libG4processes.so","G4LossTableManager::SetNIELCalculator"
0,183848,0,0,0,0,"g4run","libG4processes.so","G4HadronicException::G4HadronicException"
0,183395,0,0,0,0,"g4run","libG4processes.so","0x0000000000f1ffb6"
0,183166,0,0,0,0,"g4run","libG4processes.so","G4ParticleHPProduct::G4ParticleHPProduct@plt"
0,182742,0,0,0,0,"g4run","libG4processes.so","0x0000000000f1ffe6"
0,182530,6491,129905,12067,58,"g4run","libc.so.6","@plt"
0,182221,0,0,5570,38,"g4run","libG4processes.so","0x0000000000a2a78a"
0,181956,2285,0,0,19,"g4run","libG4processes.so","G4RKFieldIntegrator::GetAntiprotonPotential"
0,181137,0,98058,1596,20,"g4run","libG4processes.so","G4ProductionCutsTable::UpdateCoupleTable"
0,180069,0,0,0,0,"g4run","libG4processes.so","G4PairProductionRelModel::InitialiseElementData@plt"
0,179960,4322,0,1345,0,"g4run","libG4processes.so","G4PenelopeOscillatorManager::GetOscillatorManager@plt"
0,178700,8690,518485,4997,76,"g4run","libG4processes.so","0x000000000083608c"
0,178276,4571,0,1605,19,"g4run","libG4processes.so","0x00000000009f87fd"
0,177997,0,0,0,0,"g4run","libG4particles.so","G4IonTable::GetIon"
0,177890,0,0,2859,0,"g4run","libG4processes.so","std::vector<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*, std::allocator<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*> >::_M_fill_insert@plt"
0,177752,2254,0,0,0,"g4run","libG4processes.so","G4FTFParamCollMesonProj::G4FTFParamCollMesonProj"
0,177252,0,0,0,0,"g4run","libG4global.so","std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::~_Vector_base@plt"
0,176461,0,0,1374,0,"g4run","libG4processes.so","0x0000000000aa3498"
0,175913,2422,0,0,19,"g4run","libG4processes.so","G4CascadeRecoilMaker::goodFragment"
0,175687,0,98916,0,0,"g4run","g4run","CLHEP::MixMaxRng::iterate@plt"
0,175373,1650,0,0,0,"g4run","libG4processes.so","0x0000000000ef7c5e"
0,175222,2533,72775,1426,19,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<15, 19>::~G4NumIntTwoBodyAngDst"
0,174998,1978,0,0,0,"g4run","libG4processes.so","G4ElasticData::DefineNucleusParameters"
0,174200,4400,0,0,0,"g4run","libG4processes.so","std::vector<G4VFastSimulationModel*, std::allocator<G4VFastSimulationModel*> >::_M_realloc_insert<G4VFastSimulationModel*>@plt"
0,173827,0,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4VNuclearField*>, std::_Select1st<std::pair<int const, G4VNuclearField*> >, std::less<int>, std::allocator<std::pair<int const, G4VNuclearField*> > >::_M_get_insert_hint_unique_pos"
0,172924,0,0,0,0,"g4run","libG4processes.so","0x000000000084196c"
0,172203,0,0,0,0,"g4run","libG4processes.so","G4ITReactionPerTrack::RemoveThisReaction@plt"
0,172194,2067,0,1443,0,"g4run","libG4particles.so","0x00000000000631ac"
0,172089,2026,0,0,0,"g4run","libG4processes.so","0x0000000000a0d405"
0,171885,0,0,0,0,"g4run","libG4particles.so","0x00000000000631a6"
0,171829,4466,0,0,0,"g4run","libG4particles.so","G4TauMinus::Definition"
0,171246,0,0,0,0,"g4run","libG4processes.so","std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, G4InuclElementaryParticle, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
0,170762,4156,0,2627,0,"g4run","libG4processes.so","G4AutoDelete::Register<G4InuclElementaryParticle>"
0,169752,0,0,0,0,"g4run","libG4processes.so","G4BinaryLightIonReaction::ApplyYourself"
0,168406,0,0,0,0,"g4run","libG4processes.so","G4FTFParticipants::~G4FTFParticipants"
0,168118,5378,0,3133,0,"g4run","libG4processes.so","G4CollisionOutput::getTotalStrangeness"
0,167816,0,102956,1223,0,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
0,167367,0,0,0,0,"g4run","libG4processes.so","G4AngularDistribution::Cross@plt"
0,167264,2473,126337,0,19,"g4run","libG4processes.so","G4CascadeChannelTables::instance"
0,166594,0,0,0,0,"g4run","libG4processes.so","0x00000000008aeceb"
0,165670,0,233518,1729,0,"g4run","libG4processes.so","MCGIDI_reaction_getProjectileMass_MeV@plt"
0,165169,1872,330392,6052,39,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
0,165111,5018,112498,0,0,"g4run","libG4processes.so","0x00000000008e1948"
0,164990,6500,92118,6236,41,"g4run","libG4geometry.so","0x00000000001818be"
0,164820,2353,0,0,38,"g4run","libG4processes.so","G4ExcitationHandler::SetDeexChannelsType"
0,164453,0,0,0,19,"g4run","libG4processes.so","G4INCLXXInterfaceStore::~G4INCLXXInterfaceStore@plt"
0,163729,1954,115501,1344,56,"g4run","libG4geometry.so","aTouchableHistoryAllocator@plt"
0,163420,0,100298,929,0,"g4run","libG4processes.so","0x0000000000f69a18"
0,163166,0,106492,0,0,"g4run","libG4processes.so","G4HadProjectile::Initialise"
0,162410,2114,0,0,19,"g4run","libG4processes.so","G4BetheBlochModel::ComputeDEDXPerVolume@plt"
0,162189,3250,0,1213,0,"g4run","libG4particles.so","G4VDecayChannel::IsOKWithParentMass"
0,161979,0,0,0,0,"g4run","libG4geometry.so","0x00000000000f76cd"
0,161934,3301,104249,1156,0,"g4run","libG4processes.so","G4OpticalParameters::GetScintStackPhotons"
0,161467,0,200737,0,0,"g4run","libG4processes.so","0x000000000083924b"
0,161387,3731,105436,639,21,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeScreeningFunctions@plt"
0,161221,0,0,0,0,"g4run","libG4processes.so","G4CollisionOutput::addOutgoingParticle"
0,161059,0,0,0,0,"g4run","libG4geometry.so","0x00000000001498d8"
0,160528,0,0,1620,0,"g4run","libG4processes.so","0x0000000000838c16"
0,160292,3982,0,2729,19,"g4run","libG4particles.so","G4DecayProducts::operator="
0,159615,0,0,0,0,"g4run","libG4processes.so","G4UPiNuclearCrossSection::LoadData@plt"
0,158723,2252,0,0,0,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::SplitUp"
0,158658,0,0,0,0,"g4run","libG4particles.so","0x0000000000064d0b"
0,158575,0,0,2687,0,"g4run","libG4geometry.so","G4ElectroMagneticField::G4ElectroMagneticField@plt"
0,158566,0,0,0,0,"g4run","libG4processes.so","0x000000000037b260"
0,158494,0,0,0,0,"g4run","libG4processes.so","0x00000000008b60a8"
0,157923,3389,103854,1071,0,"g4run","libG4event.so","G4AdjointStackingAction::ClassifyNewTrack"
0,157882,0,0,912,0,"g4run","libG4particles.so","G4ExcitedBaryonConstructor::ConstructAntiParticle"
0,157418,0,0,0,0,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetANuElTotCsArray"
0,157313,0,0,0,0,"g4run","libG4processes.so","0x00000000006ce62c"
0,157293,0,0,1221,19,"g4run","libG4processes.so","G4HadronElastic::G4HadronElastic@plt"
0,155635,0,0,0,0,"g4run","libG4geometry.so","G4TwistTubsHypeSide::SetCorners@plt"
0,155086,0,0,0,0,"g4run","libG4processes.so","std::vector<G4VSplitableHadron*, std::allocator<G4VSplitableHadron*> >::_M_realloc_insert<G4VSplitableHadron* const&>"
0,154076,2133,0,0,0,"g4run","libG4processes.so","G4RKFieldIntegrator::GetPionPotential"
0,153258,0,0,0,19,"g4run","libG4processes.so","0x00000000009d33ef"
0,153227,0,0,0,0,"g4run","libG4processes.so","0x00000000008b8fcd"
0,153118,1674,0,5345,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateMultiplicity"
0,152883,0,109343,0,0,"g4run","libG4processes.so","G4DNARuddIonisationModel::G4DNARuddIonisationModel@plt"
0,152845,3108,0,0,0,"g4run","libG4geometry.so","0x0000000000124fc1"
0,152826,4148,0,0,0,"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetAtomicMass"
0,152301,0,0,0,0,"g4run","libG4processes.so","0x00000000009475de"
0,149992,1985,0,3512,0,"g4run","libG4processes.so","G4FTFModel::GetStrings"
0,148985,0,0,0,21,"g4run","libG4particles.so","0x0000000000080eee"
0,148773,2178,326982,0,0,"g4run","libG4processes.so","0x00000000008b6cfe"
0,147809,0,89957,0,0,"g4run","libG4error_propagation.so","G4ErrorTrackLengthTarget::GetMeanFreePath"
0,146456,0,0,1389,0,"g4run","libG4processes.so","std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::str@plt"
0,146215,2423,0,0,0,"g4run","libG4geometry.so","G4ReflectedSolid::GetReflectedSolidPtr"
0,144116,1886,0,1035,0,"g4run","libG4processes.so","G4CrossSectionDataStore::HtmlFileName"
0,143182,2409,0,0,0,"g4run","libG4processes.so","G4HadProjectile::G4HadProjectile"
0,142941,8988,181729,0,19,"g4run","libG4geometry.so","0x00000000001c23ba"
0,142076,0,0,0,0,"g4run","libG4processes.so","G4BetheBlochIonGasModel::G4BetheBlochIonGasModel"
0,140415,2106,0,0,0,"g4run","libG4processes.so","G4Fancy3DNucleus::SortNucleonsDecZ"
0,140111,0,0,0,0,"g4run","libG4processes.so","0x0000000000948a9b"
0,136648,3716,0,2765,96,"g4run","libG4processes.so","0x00000000008b6e67"
0,127709,0,191453,0,0,"g4run","libG4processes.so","0x00000000008e42ed"
0,112286,0,0,0,0,"g4run","libG4processes.so","G4VStatMFMacroCluster::CalcInvLevelDensity"
0,90119,2363,0,0,0,"g4run","libG4geometry.so","G4Box::ComputeDimensions"
0,0,18781,111723,6162,0,"g4run","libm.so.6","__math_uflow"
0,0,17127,215453,7939,0,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append"
0,0,14834,108190,9739,19,"g4run","libG4processes.so","G4MuonicAtomDecay::DumpState"
0,0,13873,465211,7089,95,"g4run","libG4processes.so","G4GammaNuclAngDst::G4GammaNuclAngDst"
0,0,11220,0,4481,39,"g4run","libG4processes.so","G4CollisionOutput::getRecoilFragment"
0,0,10150,236819,8793,58,"g4run","libG4processes.so","0x000000000096ef25"
0,0,9965,378731,3142,19,"g4run","libG4geometry.so","0x000000000021242e"
0,0,9871,107622,846,20,"g4run","libG4processes.so","G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::print"
0,0,9192,228401,12243,19,"g4run","libG4processes.so","0x000000000037e2e0"
0,0,8789,98905,0,0,"g4run","libG4processes.so","G4StatMFMacroNucleon::~G4StatMFMacroNucleon"
0,0,8276,0,3665,0,"g4run","libG4processes.so","G4WilsonAblationModel::SelectSecondariesByEvaporation"
0,0,7102,0,0,20,"g4run","libG4geometry.so","0x000000000018353b"
0,0,6980,94615,0,0,"g4run","libG4geometry.so","G4Trd::CheckParameters"
0,0,6901,0,3160,0,"g4run","libG4processes.so","G4CrossSectionDataStore::DumpHtml@plt"
0,0,6899,68569,0,0,"g4run","libG4global.so","G4SimpleIntegration::Gauss"
0,0,6523,221877,4284,38,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_insert_and_rebalance"
0,0,6477,0,1439,19,"g4run","libG4processes.so","G4BinaryCascade::FillVoidNucleusProducts"
0,0,6438,0,2886,20,"g4run","libG4processes.so","0x0000000000f18e32"
0,0,6322,338404,2714,0,"g4run","libG4particles.so","G4ExcitedMesonConstructor::GetQuarkContents@plt"
0,0,6024,0,2680,0,"g4run","libG4processes.so","G4DiffuseElasticV2::InitialiseOnFly"
0,0,5988,100688,0,0,"g4run","libG4processes.so","0x000000000083944e"
0,0,5935,0,1413,0,"g4run","libG4processes.so","G4DiffuseElasticV2::CalculateNuclearRad"
0,0,5779,104446,2493,0,"g4run","libm.so.6","__tan_fma"
0,0,5652,0,0,0,"g4run","libG4processes.so","0x0000000000f1ffb8"
0,0,5632,96724,0,0,"g4run","libG4geometry.so","0x0000000000207b0e"
0,0,5229,0,0,39,"g4run","libG4processes.so","G4NuclNucl3BodyMomDst::~G4NuclNucl3BodyMomDst"
0,0,4979,0,0,0,"g4run","libG4processes.so","0x0000000000f182d7"
0,0,4977,0,0,0,"g4run","libG4particles.so","G4NeutrinoTau::Definition"
0,0,4816,0,3950,0,"g4run","libG4track.so","G4ParticleChangeForGamma::CheckIt"
0,0,4713,0,1714,0,"g4run","libG4global.so","G4SimpleIntegration::MidPoint"
0,0,4582,102816,1329,0,"g4run","libG4geometry.so","0x00000000001c1d7b"
0,0,4553,0,0,0,"g4run","libG4processes.so","G4DiffractiveExcitation::NewNucleonId"
0,0,4407,0,0,0,"g4run","libG4processes.so","G4StatMFFragment::operator!="
0,0,4383,0,0,20,"g4run","libG4processes.so","G4Abla::idint@plt"
0,0,4381,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4CascadeChannel*>, std::_Select1st<std::pair<int const, G4CascadeChannel*> >, std::less<int>, std::allocator<std::pair<int const, G4CascadeChannel*> > >::_M_erase"
0,0,4284,0,1373,0,"g4run","libG4processes.so","G4PSTARStopping::~G4PSTARStopping"
0,0,4209,0,0,0,"g4run","libG4processes.so","0x0000000000f19082"
0,0,4131,0,0,0,"g4run","libG4processes.so","0x00000000009f4534"
0,0,4016,105279,7912,38,"g4run","libG4processes.so","G4StatMFMacroNucleon::CalcEnergy"
0,0,3996,0,0,19,"g4run","libG4processes.so","G4HadronicParameters::SetEnableIntegralInelasticXS"
0,0,3991,0,0,0,"g4run","libc.so.6","malloc_consolidate"
0,0,3822,0,0,0,"g4run","libc.so.6","pthread_mutex_unlock@@GLIBC_2.2.5"
0,0,3814,0,0,22,"g4run","libG4processes.so","G4FPYSamplingOps::EvaluateWattConstants"
0,0,3747,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::printTable"
0,0,3627,0,3145,0,"g4run","libG4processes.so","G4Reggeons::Chi_pomeron"
0,0,3592,385553,4034,0,"g4run","libG4processes.so","0x0000000000f69b3a"
0,0,3539,0,1343,19,"g4run","libG4processes.so","0x000000000037ebd0"
0,0,3537,97562,0,0,"g4run","libG4processes.so","G4FPYNormalFragmentDist::G4FPYNormalFragmentDist@plt"
0,0,3493,0,2360,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusNChannelData, G4KaonSampler>::printTable"
0,0,3464,0,0,20,"g4run","libG4processes.so","0x00000000009d3334"
0,0,3334,0,1248,19,"g4run","libG4processes.so","G4LundStringFragmentation::Splitup"
0,0,3181,0,2943,19,"g4run","libG4particles.so","G4DecayProducts::Boost"
0,0,3005,0,0,0,"g4run","libG4processes.so","G4CollisionNNToDeltaDelta::G4CollisionNNToDeltaDelta"
0,0,2864,101336,0,0,"g4run","libG4processes.so","0x0000000000ef7c9a"
0,0,2784,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<G4String, std::pair<G4String const, double*>, std::_Select1st<std::pair<G4String const, double*> >, std::less<G4String>, std::allocator<std::pair<G4String const, double*> > >::_M_erase"
0,0,2763,0,0,0,"g4run","libG4processes.so","G4Absorber::FindAbsorbers"
0,0,2744,0,0,0,"g4run","libG4processes.so","G4Na23GEMChannel::~G4Na23GEMChannel"
0,0,2717,0,1054,21,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepRotation::rotate"
0,0,2682,0,1753,0,"g4run","libG4processes.so","G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::initialize"
