id,cycles,ex_ret_brn,ex_ret_brn_misp,ex_ret_brn_tkn,ex_ret_brn_tkn_misp,ex_ret_brn_far
"all;g4run;libG4processes;std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >",19540741,5817004,85720,4181490,19341,326
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",71162939,19260439,224359,14488356,151149,1079
"all;g4run;libG4processes;G4Nucleus::AtomicMass",0,0,0,98033,0,0
"all;g4run;libG4processes;G4CascadeInterface::checkFinalResult",8370236,1032896,59027,527789,34308,96
"all;g4run;libG4processes;G4BGGPionElasticXS::IsElementApplicable",4186875,1061865,15281,490566,17415,38
"all;g4run;libG4processes;G4ExcitedString::GetDirection",0,0,1610,0,0,0
"all;g4run;libG4processes;G4LundStringFragmentation::SplitEandP",695517,0,5731,0,2352,0
"all;g4run;libG4processes;G4CascadeCheckBalance::momentumOkay",30699351,3996646,124012,1911306,107938,333
"all;g4run;libG4processes;G4NuclearLevelData::GetLevelDensity",42564905,9965486,57394,6471842,39654,557
"all;g4run;libG4processes;G4ComponentGGHadronNucleusXsc::GetTotalIsotopeCrossSection",0,0,0,0,1215,0
"all;g4run;libG4processes;G4MultiBodyMomentumDist::GetInstance@plt",1390247,1038872,10325,555035,5543,40
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getMultiplicity",320269444,100697352,1344472,64038302,545174,5524
"all;g4run;libG4processes;G4LorentzConvertor::reflectionNeeded@plt",0,0,0,0,1497,38
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos",0,0,0,0,1617,0
"all;g4run;libG4processes;G4Poisson",1118805829,197023708,3382526,125316880,1959386,15419
"all;g4run;libG4processes;G4LorentzConvertor::rotate",696567,708402,15484,198683,6470,0
"all;g4run;libG4processes;G4Fancy3DNucleus::ReduceSum",1396835,390424,28504,333981,13844,19
"all;g4run;libG4processes;G4BGGPionElasticXS::GetElementCrossSection",16037990,5261609,63155,2408956,38907,136
"all;g4run;libG4processes;G4HadronElastic::SampleInvariantT",697700,174998,11327,0,1413,58
"all;g4run;libG4processes;G4EvaporationChannel::EmittedFragment",4886081,1622561,5349,648814,4368,39
"all;g4run;libG4processes;G4InuclParticle::G4InuclParticle",55804476,12162198,164493,7764907,107808,657
"all;g4run;libG4processes;__tls_get_addr@plt",34174686,6781565,92099,3985860,43792,347
"all;g4run;libG4processes;G4IonFluctuations::Dispersion",3488196,664012,21385,207829,20091,57
"all;g4run;libG4processes;G4NucleiModel::fillBindingEnergies",9754984,2076507,41143,1163891,22875,135
"all;g4run;libG4processes;G4UnboundPN::Definition@plt",1394015,0,0,0,2963,19
"all;g4run;libG4processes;CLHEP::operator/@plt",0,0,2047,0,0,0
"all;g4run;libG4processes;G4IonFluctuations::RelativisticFactor",5576897,802200,43739,729648,27751,136
"all;g4run;libG4processes;G4PiData::TotalXSection",145849888,56060274,931252,34259484,471174,3211
"all;g4run;libG4processes;G4NeutronCaptureXS::IsoCrossSection@plt",0,0,0,0,1172,0
"all;g4run;libG4processes;G4NucleonNuclearCrossSection::GetElementCrossSection",4885279,1364154,11474,650817,15180,19
"all;g4run;libG4processes;G4CascadeInterpolator<5>::getBin",15354702,3435423,128983,1855678,104078,364
"all;g4run;libG4processes;G4BraggIonModel::SampleSecondaries",0,0,0,129298,1278,0
"all;g4run;libG4processes;G4InuclElementaryParticle::getParticleMass@plt",2095263,562522,0,117618,1058,38
"all;g4run;libG4processes;G4VEmModel::SelectRandomAtom",123483778,25290557,418546,18603528,260180,1958
"all;g4run;libG4processes;G4LivermorePhotoElectricModel::ComputeCrossSectionPerAtom",1878086755,437813542,4067159,285836250,2750549,30722
"all;g4run;libG4processes;G4NeutronInelasticXS::IsIsoApplicable",491841231,116674502,868214,71232336,537970,6206
"all;g4run;libG4processes;G4LevelManager::NearestLevelIndex",35582085,4886981,202480,2041338,140017,616
"all;g4run;libG4processes;G4BGGNucleonInelasticXS::IsIsoApplicable",17449621,3399389,88033,1798882,68708,268
"all;g4run;libG4processes;G4InuclElementaryParticle::makeDefinition",376678891,108415071,1371233,69693326,897252,7008
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::Interpolate@plt",0,0,0,0,1234,0
"all;g4run;libG4processes;G4Fancy3DNucleus::GetMass",696156,0,0,0,0,19
"all;g4run;libG4processes;G4ComponentGGNuclNuclXsc::GetElasticElementCrossSection",1396475,0,7312,0,6981,0
"all;g4run;libG4processes;G4HadSecondary::G4HadSecondary",25122384,2800542,173111,1933042,108182,306
"all;g4run;libG4processes;G4CollisionOutput::getTotalStrangeness",99751147,21490020,321191,10972509,237963,1435
"all;g4run;libG4processes;G4CascadeCoalescence::maxDeltaP",20929308,12320425,108394,8355161,64229,636
"all;g4run;libG4processes;G4MollerBhabhaModel::MaxSecondaryEnergy",35590973,7767267,91105,4896826,54504,429
"all;g4run;libG4processes;G4WentzelOKandVIxSection::ComputeTransportCrossSectionPerAtom@plt",0,352792,0,58863,922,0
"all;g4run;libG4processes;G4CascadeSampler<30, 8>::findFinalStateIndex",6967612,988098,37222,205143,30250,172
"all;g4run;libG4processes;G4HadProjectile::G4HadProjectile",113743242,32123091,220460,17071073,129046,1129
"all;g4run;libG4processes;G4WentzelOKandVIxSection::SetupTarget",229505731,53556406,599018,29960679,312718,3146
"all;g4run;libG4processes;G4NucleiModel::generateParticleFate",390032339,84036761,1270992,61816363,810514,5634
"all;g4run;libG4processes;G4VHadDecayAlgorithm::Generate",31567349,6474421,132322,5128279,119130,383
"all;g4run;libG4processes;G4NucleiModel::generateInteractionPartners",674063325,177629313,2132579,108603860,1261155,10048
"all;g4run;libG4processes;G4HadronicInteraction::GetMinEnergy",11851615,2161768,36908,1394424,30531,115
"all;g4run;libG4processes;G4GEMChannel::GetEmissionProbability",24400081,9333445,117292,4019661,79833,571
"all;g4run;libG4processes;G4InuclSpecialFunctions::randomCOS_SIN@plt",0,0,0,0,1479,0
"all;g4run;libG4processes;G4InuclSpecialFunctions::bindingEnergy",22322203,4240539,96948,1603904,81507,346
"all;g4run;libG4processes;G4VEmProcess::PostStepDoIt",1948853554,461331376,6561725,286839396,4211318,31427
"all;g4run;libG4processes;std::__introsort_loop<__gnu_cxx::__normal_iterator<G4Fancy3DNucleusHelper*, std::vector<G4Fancy3DNucleusHelper, std::allocator<G4Fancy3DNucleusHelper> > >, long, __gnu_cxx::__ops::_Iter_less_iter>",6266529,371783,59210,389920,30595,194
"all;g4run;libG4processes;G4FTFParticipants::GetList",2089966,1410501,8282,967934,6624,38
"all;g4run;libG4processes;G4XNNTotalLowE::CrossSection",0,0,0,0,1403,0
"all;g4run;libG4processes;G4EmElementSelector::SelectRandomAtom",131151258,36882066,470748,18960020,320271,2086
"all;g4run;libG4processes;G4WentzelOKandVIxSection::ComputeMaxElectronScattering@plt",5581778,663799,6282,731111,4471,41
"all;g4run;libG4processes;G4VParticleChange::AddSecondary@plt",6277841,1261614,17709,1311658,16442,195
"all;g4run;libG4processes;G4PreCompoundTriton::CoalescenceFactor",0,0,0,248964,1553,38
"all;g4run;libG4processes;G4NuclearRadii::ParticleRadius@plt",0,152883,0,109343,0,0
"all;g4run;libG4processes;G4CollisionOutput::removeOutgoingParticle",0,0,1853,0,0,0
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::Interpolate",41147176,11959463,216920,7559560,86538,766
"all;g4run;libG4processes;G4HadronBuilder::Meson",1395234,0,0,0,0,0
"all;g4run;libG4processes;std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos",698330,0,2153,0,1427,0
"all;g4run;libG4processes;G4CascadeInterface::copyOutputToHadronicResult",35597272,7504558,246302,3129989,177987,659
"all;g4run;libG4processes;G4InuclSpecialFunctions::paraMaker::getTruncated",25807569,3478274,162718,2714968,152646,464
"all;g4run;libG4processes;G4NuclearFermiDensity::GetDeriv",2091328,360004,0,259445,0,19
"all;g4run;libG4processes;G4eplusAnnihilation::AtRestGetPhysicalInteractionLength",19532481,2367015,29499,2607630,25835,396
"all;g4run;libG4processes;G4HadSecondary::~G4HadSecondary",4883408,756764,30084,828892,26412,76
"all;g4run;libG4processes;G4PhotonEvaporation::GetEmissionProbability",25115015,3491253,125080,1807083,129485,425
"all;g4run;libG4processes;G4EquilibriumEvaporator::getE0",2094222,0,2246,119649,1523,19
"all;g4run;libG4processes;std::vector<G4Parton*, std::allocator<G4Parton*> >::_M_realloc_insert<G4Parton* const&>",697818,0,0,0,0,0
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::HadronNucleusQ2_2",698126,0,5470,0,0,0
"all;g4run;libG4processes;G4VEnergyLossProcess::AlongStepGetPhysicalInteractionLength",83013676,16344560,296112,13834119,167989,1336
"all;g4run;libG4processes;G4CascadeInterpolator<9>::getBin",698219,179851,0,110245,1411,19
"all;g4run;libG4processes;aCountedObjectAllocator@plt",1394594,367892,1870,201391,1715,0
"all;g4run;libG4processes;G4NuclearRadii::CoulombFactor",13962662,3703115,84848,2036315,39785,366
"all;g4run;libG4processes;G4CollisionNN::CrossSection",698299,0,2426,0,0,0
"all;g4run;libG4processes;G4CascadePPChannel::findCrossSection",53727530,14557335,106816,10225139,70679,868
"all;g4run;libG4processes;G4CascadeCoalescence::selectCandidates@plt",0,0,0,0,1322,0
"all;g4run;libG4processes;operator delete[]@plt",698197,0,0,0,0,0
"all;g4run;libG4processes;G4PhysicsVector::Value@plt",2093747,475852,1194,255133,1061,19
"all;g4run;libG4processes;G4InuclElementaryParticle::getStrangeness@plt",14659103,3260498,67933,2531988,29027,382
"all;g4run;libG4processes;G4InuclElementaryParticle::getStrangeness",108818596,27000076,433075,16356866,330060,1862
"all;g4run;libG4processes;G4FTFParticipants::Clean",0,0,1985,0,3512,0
"all;g4run;libG4processes;G4RKPropagation::Init",0,169752,2146,97477,0,20
"all;g4run;libG4processes;G4eeToTwoGammaModel::CrossSectionPerVolume",32099776,5268540,155379,6187312,95506,571
"all;g4run;libG4processes;G4ElasticHNScattering::GaussianPt",0,0,3644,0,0,22
"all;g4run;libG4processes;G4FermiFragmentsPoolVI::HasChannels",698346,0,0,124609,3126,19
"all;g4run;libG4processes;G4VHadDecayAlgorithm::UniformPhi",43266323,5762754,72374,4682302,75840,525
"all;g4run;libG4processes;G4VEmModel::CrossSectionPerVolume",365385617,85503109,996127,54662733,623634,6141
"all;g4run;libG4processes;G4NuclearLevelData::GetLevelManager",12547472,3439909,52194,2231136,55577,235
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateSCMpionAbsorption",0,580083,2262,220811,2864,41
"all;g4run;libG4processes;G4NucleiModel::generateModel",20224545,2372556,76571,1978498,71647,426
"all;g4run;libG4processes;G4Decay::DecayIt",4179773,1085150,10662,0,16105,20
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetElementCrossSection",1948727883,431749051,7263976,290109942,4373592,33287
"all;g4run;libG4processes;G4ChipsNeutronElasticXS::GetExchangeT",266520435,61684613,557552,38478182,399216,3846
"all;g4run;libG4processes;G4LorentzConvertor::setBullet",887571455,239789428,2464224,163700717,1670846,16004
"all;g4run;libG4processes;G4SPBaryon::G4SPBaryon",0,0,0,0,1363,0
"all;g4run;libG4processes;G4EquilibriumEvaporator::getQF",8368048,1065605,41167,255969,33191,133
"all;g4run;libG4processes;G4MuPairProductionModel::SampleSecondaries",0,0,1998,0,0,0
"all;g4run;libG4processes;G4VLongitudinalStringDecay::ProduceOneHadron",0,0,0,0,943,19
"all;g4run;libG4processes;G4BGGPionInelasticXS::CoulombFactorPiPlus",0,0,0,0,0,19
"all;g4run;libG4processes;G4EmParameters::Instance",48851420,9048896,202312,6863843,124331,860
"all;g4run;libG4processes;G4EquilibriumEvaporator::getAF",0,0,2682,0,1753,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKplusNChannelData, G4KaonSampler>::getMultiplicity",698472,0,0,0,0,0
"all;g4run;libG4processes;memcpy@plt",698222,0,0,0,0,19
"all;g4run;libG4processes;G4LivermorePhotoElectricModel::CrossSectionPerVolume",245549930,51101501,606425,31924469,392185,3867
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getCrossSection",0,0,0,104556,0,0
"all;g4run;libG4processes;G4PreCompoundAlpha::CoalescenceFactor",694009,416003,0,245709,0,0
"all;g4run;libG4processes;G4PreCompoundFragment::IntegrateEmissionProbability",18128990,5478480,12437,2909799,15393,230
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",698433,0,1886,0,3753,0
"all;g4run;libG4processes;G4CascadParticle::propagateAlongThePath@plt",3491382,561668,1594,342620,4216,0
"all;g4run;libG4processes;G4CascadeSampler<30, 8>::findMultiplicity",2789749,727004,12018,209090,16542,20
"all;g4run;libG4processes;G4VSplitableHadron::G4VSplitableHadron",0,0,2487,0,0,0
"all;g4run;libG4processes;G4CrossSectionInelastic::IsElementApplicable",27920071,2671944,138299,2552060,103567,347
"all;g4run;libG4processes;G4AntiTriton::Definition@plt",0,0,2204,0,0,0
"all;g4run;libG4processes;G4HadFinalState::GetSecondary@plt",698467,170863,4536,111794,5785,57
"all;g4run;libG4processes;G4NucleiProperties::GetNuclearMass@plt",21628939,5869718,67430,3231583,47282,311
"all;g4run;libG4processes;std::__insertion_sort<__gnu_cxx::__normal_iterator<G4Fancy3DNucleusHelper*, std::vector<G4Fancy3DNucleusHelper, std::allocator<G4Fancy3DNucleusHelper> > >, __gnu_cxx::__ops::_Iter_less_iter>",0,0,1842,0,4106,20
"all;g4run;libG4processes;std::_Rb_tree<unsigned long, unsigned long, std::_Identity<unsigned long>, std::less<unsigned long>, std::allocator<unsigned long> >::_M_get_insert_hint_unique_pos",0,0,1719,0,0,0
"all;g4run;libG4processes;G4IntraNucleiCascader::collide",25813669,6737389,121571,4307993,100607,812
"all;g4run;libG4processes;G4Nucleon::G4Nucleon@plt",0,197064,0,113202,0,0
"all;g4run;libG4processes;G4WentzelVIModel::ComputeTrueStepLength",47445180,11419985,125816,7147097,77156,937
"all;g4run;libG4processes;std::vector<G4ReactionProduct*, std::allocator<G4ReactionProduct*> >::_M_range_insert<__gnu_cxx::__normal_iterator<G4ReactionProduct**, std::vector<G4ReactionProduct*, std::allocator<G4ReactionProduct*> > > >",0,0,1967,0,1049,38
"all;g4run;libG4processes;G4eCoulombScatteringModel::SampleSecondaries",697833,372132,18889,319177,6696,38
"all;g4run;libG4processes;G4ChipsNeutronElasticXS::CalculateCrossSection@plt",698422,178365,0,0,0,0
"all;g4run;libG4processes;G4NeutronInelasticXS::SelectIsotope",11853610,5381832,84483,2897936,53671,153
"all;g4run;libG4processes;G4InuclElementaryParticle::operator=@plt",5578311,1913663,22340,841350,24530,114
"all;g4run;libG4processes;G4LorentzConvertor::getKinEnergyInTheTRS",681653467,186309428,1750978,122755740,1206530,10287
"all;g4run;libG4processes;G4Fancy3DNucleus::CenterNucleons",0,0,1895,0,0,0
"all;g4run;libG4processes;G4InuclSpecialFunctions::paraMaker::getParams",48840995,9569952,263070,7111174,231501,1038
"all;g4run;libG4processes;G4IonTable::GetIon@plt",697985,121912,1606,424147,1282,19
"all;g4run;libG4processes;G4PreCompoundModel::DeExcite",4887383,658345,25403,539319,17755,77
"all;g4run;libG4processes;G4PairProductionRelModel::SampleSecondaries",236522290,53647438,1338976,29517717,837609,4600
"all;g4run;libG4processes;G4FTFAnnihilation::Create3QuarkAntiQuarkStrings",0,0,0,106214,0,0
"all;g4run;libG4processes;G4UrbanMscModel::SimpleScattering",505310392,101291273,484874,66460044,309187,6989
"all;g4run;libG4processes;G4FragmentingString::DecayIsQuark@plt",0,0,1697,0,0,0
"all;g4run;libG4processes;G4CrossSectionElastic::IsElementApplicable",2793099,500633,10414,314338,5354,0
"all;g4run;libG4processes;G4PreCompoundIon::ProbabilityDistributionFunction",46732763,12836969,13681,7393835,18883,425
"all;g4run;libG4processes;G4BGGNucleonElasticXS::IsElementApplicable",9767610,2254920,32211,1998467,14739,155
"all;g4run;libG4processes;G4Fragment::operator=",12555335,894300,48640,1188414,46072,95
"all;g4run;libG4processes;G4eeToTwoGammaModel::ComputeCrossSectionPerElectron",249070176,47095840,974338,33407014,665685,3901
"all;g4run;libG4processes;G4CollisionOutput::selectPairToTune",7673596,1836412,26957,1084986,34296,97
"all;g4run;libG4processes;G4NucleiModel::totalCrossSection",64153232,13846594,188401,10245494,99959,992
"all;g4run;libG4processes;G4NeutronCaptureXS::SelectIsotope",5583769,2279066,27215,912537,6213,75
"all;g4run;libG4processes;G4Scatterer::Scatter",0,0,0,0,0,20
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::_M_default_append",47348382,14174656,147315,10783322,127834,651
"all;g4run;libG4processes;G4VEmProcess::StartTracking",1019839088,233386680,1908923,156598440,1341125,12566
"all;g4run;libG4processes;G4ElementSelector::SelectZandA",0,0,0,0,1349,0
"all;g4run;libG4processes;G4BGGNucleonInelasticXS::IsElementApplicable",7676156,3388095,30960,1310170,35639,76
"all;g4run;libG4processes;G4CascadeRecoilMaker::fillRecoil",219746699,46401264,759157,34395946,449863,3173
"all;g4run;libG4processes;G4InuclSpecialFunctions::randomPHI",46733712,10198420,133809,5515780,117865,652
"all;g4run;libG4processes;memmove@plt",2094316,1504418,19787,534410,14167,78
"all;g4run;libG4processes;G4InuclElementaryParticle::getParticleMass",173726989,41328384,433152,27920381,178444,2883
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",695733,0,0,0,0,0
"all;g4run;libG4processes;G4CascadeSampler<31, 6>::findMultiplicity",3491273,214362,4488,246493,1074,19
"all;g4run;libG4processes;G4GeneralPhaseSpaceDecay::DecayIt",694453,186250,0,0,0,0
"all;g4run;libG4processes;G4VEmissionProbability::IntegrateProbability",35590456,10611206,114399,6202371,85052,620
"all;g4run;libG4processes;G4InuclSpecialFunctions::inuclRndm",385961776,101102225,855455,68498796,660318,5676
"all;g4run;libG4processes;G4FTFModel::ReggeonCascade",4881232,1737951,13781,1522314,6980,155
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillDirThreeBody",0,0,15196,107622,846,20
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getCrossSection",1396922,0,10135,212953,12094,40
"all;g4run;libG4processes;std::vector<G4ReactionProduct*, std::allocator<G4ReactionProduct*> >::_M_realloc_insert<G4ReactionProduct* const&>",698357,0,7753,0,0,0
"all;g4run;libG4processes;G4LorentzConvertor::fillKinematics",1098795967,308140610,2928171,197665876,2031880,17267
"all;g4run;libG4processes;G4ParamExpTwoBodyAngDst<9>::GetCosTheta",4184528,2750305,6380,1440366,4886,95
"all;g4run;libG4processes;G4VEmModel::SelectRandomAtom@plt",698243,0,2003,225617,2805,19
"all;g4run;libG4processes;G4InteractionContent::GetStatus",0,179599,2311,0,0,0
"all;g4run;libG4processes;G4FissionBarrier::BarashenkovFissionBarrier",0,187000,12694,0,6644,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getMultiplicity",1396327,196657,0,0,0,19
"all;g4run;libG4processes;std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >",36281529,12922500,181571,10214160,102092,850
"all;g4run;libG4processes;G4IntraNucleiCascader::initialize",26506728,6298738,123547,2650245,132421,539
"all;g4run;libG4processes;G4PhotonEvaporation::EmittedFragment",0,181365,0,0,0,0
"all;g4run;libG4processes;G4NucleonNuclearCrossSection::ComputeCrossSections",25806712,7599093,159310,5846364,99539,424
"all;g4run;libG4processes;G4KaonPlus::Definition@plt",0,202062,1838,0,1147,0
"all;g4run;libG4processes;std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > >::emplace_back<std::pair<G4InuclElementaryParticle, double> >",92100764,23822064,286171,15619585,156306,1341
"all;g4run;libG4processes;G4CascadeCoalescence::selectCandidates",36274073,10456014,100650,5470734,46729,639
"all;g4run;libG4processes;G4CollisionOutput::getTotalBaryonNumber",48840266,8053917,228598,7170086,150596,662
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants_doChargeExchange",0,0,3639,0,6076,0
"all;g4run;libG4processes;G4HadProjectile::G4HadProjectile@plt",0,378097,0,343618,2446,39
"all;g4run;libG4processes;G4CascadeCheckBalance::baryonOkay@plt",698016,145932,0,107708,1416,0
"all;g4run;libG4processes;G4Scatterer::GetTimeToInteraction",4181424,1466687,11359,568083,6269,40
"all;g4run;libG4processes;G4KaonMinus::Definition@plt",698112,560875,2547,241773,0,59
"all;g4run;libG4processes;G4MultiBodyMomentumDist::setVerboseLevel",25807390,6055972,88089,4695144,50961,270
"all;g4run;libG4processes;G4GeneralPhaseSpaceDecay::TwoBodyDecayIt",0,0,0,0,2169,19
"all;g4run;libG4processes;G4Fissioner::deExcite",698484,0,0,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiPlusNChannelData, G4PionNucSampler>::getCrossSection",3480182,0,16290,460990,2814,38
"all;g4run;libG4processes;G4CrossSectionDataStore::GetCrossSection",13655479490,3425644332,33590492,2139408311,20513903,189151
"all;g4run;libG4processes;G4CollisionOutput::reset@plt",4189828,932793,25798,806543,9941,95
"all;g4run;libG4processes;G4DiffractiveExcitation::UnpackMeson",0,184787,0,0,1117,0
"all;g4run;libG4processes;std::vector<int, std::allocator<int> >::_M_range_insert<int const*>",0,566588,3483,121578,0,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::GenerateCosTheta",1396102,176810,9041,0,4954,19
"all;g4run;libG4processes;G4EquilibriumEvaporator::goodRemnant",12555189,2696959,54240,1100980,38443,213
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeDXSectionPerAtom",1391400,0,1966,0,0,0
"all;g4run;libG4processes;G4SampleResonance::GetMinimumMass",698440,147736,3843,0,6718,20
"all;g4run;libG4processes;G4VMscModel::GetRange",149995568,36593811,466231,27490977,253963,2245
"all;g4run;libG4processes;G4NucleiModel::useQuasiDeuteron",110250875,28262734,485915,16818003,232396,1689
"all;g4run;libG4processes;G4LundStringFragmentation::FragmentString",0,0,3440,0,0,0
"all;g4run;libG4processes;G4CascadeCoalescence::getClusterMomentum",25116298,10776683,49012,4627351,47654,309
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getMultiplicity",295814315,71692570,1036874,44631714,483695,4172
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::IsElementApplicable",654771131,159015516,1546278,111728905,924300,9043
"all;g4run;libG4processes;G4GEMProbability::CalcProbability",1678096621,445522192,1044062,261162201,632251,18037
"all;g4run;libG4processes;G4CrossSectionDataStore::ComputeCrossSection",4507784651,1145758384,11216551,736835907,6852642,64322
"all;g4run;libG4processes;G4BGGNucleonElasticXS::GetElementCrossSection",43962158,16442864,206207,8203180,108482,789
"all;g4run;libG4processes;G4CascadeRecoilMaker::makeRecoilFragment",34174928,11864082,121793,5926328,111794,732
"all;g4run;libG4processes;G4BGGPionElasticXS::CoulombFactorPiPlus",0,0,0,99929,1202,0
"all;g4run;libG4processes;G4VEmModel::CrossSectionPerVolume@plt",6977672,1014539,6338,847972,10374,99
"all;g4run;libG4processes;G4CascadeDeexciteBase::getTargetData",19528695,5103911,116838,2254305,83559,390
"all;g4run;libG4processes;G4FissionProbability::EmissionProbability",0,0,4551,0,0,0
"all;g4run;libG4processes;pDynamicParticleAllocator@plt",4885927,739317,44265,908396,14929,77
"all;g4run;libG4processes;G4HadronElastic::ApplyYourself",1068813993,284856219,1944842,175881701,1300857,14363
"all;g4run;libG4processes;G4CascadeRecoilMaker::wholeEvent@plt",0,183166,0,0,0,0
"all;g4run;libG4processes;G4NucleiModel::getRatio",57900120,11712992,122441,6234289,68468,541
"all;g4run;libG4processes;G4LundStringFragmentation::SplitLast",1395856,147308,1829,0,3869,19
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaZeroNChannelData, G4KaonHypSampler>::getMultiplicity",0,199108,0,0,0,0
"all;g4run;libG4processes;G4VMscModel::GetTransportMeanFreePath@plt",0,0,0,298388,1102,21
"all;g4run;libG4processes;G4AntiNuclElastic::BesselJzero",698384,0,0,0,1485,0
"all;g4run;libG4processes;G4PreCompoundTransitions::CalculateProbability",3490031,514332,19044,362411,10879,98
"all;g4run;libG4processes;std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Val_comp_iter<G4ParticleLargerBeta> >",27901621,5604286,183761,4033384,91499,305
"all;g4run;libG4processes;G4ReactionProduct::operator=",0,0,2053,0,0,0
"all;g4run;libG4processes;G4CascadeCoalescence::makeLightIon",696758,0,1853,0,0,0
"all;g4run;libG4processes;std::__insertion_sort<__gnu_cxx::__normal_iterator<G4Nucleon*, std::vector<G4Nucleon, std::allocator<G4Nucleon> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(G4Nucleon const&, G4Nucleon const&)> >",696991,0,0,0,3037,0
"all;g4run;libG4processes;G4eplusAnnihilation::AtRestDoIt",113052119,23179167,523607,13355727,381029,2181
"all;g4run;libG4processes;G4PiData::ReactionXSection",214825050,85682871,1376021,46891368,757609,4772
"all;g4run;libG4processes;G4ComponentAntiNuclNuclearXS::GetAntiHadronNucleonElCrSc",698206,0,0,100768,0,0
"all;g4run;libG4processes;G4SafetyHelper::ReLocateWithinVolume@plt",3491415,157574,3281,0,4772,0
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::SampleSecondaries",20236434,1942575,78950,3309277,46735,336
"all;g4run;libG4processes;G4InuclSpecialFunctions::generateWithRandomAngles@plt",1396348,0,0,0,0,0
"all;g4run;libG4processes;G4CascadeRecoilMaker::wholeEvent",16742329,2475756,63178,1636946,46151,345
"all;g4run;libG4processes;G4WentzelVIModel::StartTracking",122819784,32187854,308938,20126287,226507,1987
"all;g4run;libG4processes;G4NeutronElasticXS::SelectIsotope",133997574,40497685,401345,25961257,257358,2197
"all;g4run;libG4processes;G4HadronicInteraction::GetFatalEnergyCheckLevels",2792937,927113,14074,467488,7336,77
"all;g4run;libG4processes;G4LowEGammaNuclearModel::ApplyYourself",2789790,364012,27000,0,16222,41
"all;g4run;libG4processes;G4CollisionOutput::getRecoilFragment",10467736,4565081,58161,3185399,38734,194
"all;g4run;libG4processes;G4NucleiModel::reset@plt",0,0,2657,0,3397,0
