id,cycles,instructions,ic_fetch_stall_ic_stall_any,ic_fetch_stall_ic_stall_dq_empty,ic_fetch_stall_ic_stall_back_pressure,ic_cache_fill_sys
"all;g4run;libG4processes;G4ChargeExchangeProcess::GetElementCrossSection",2094148,0,0,27671,118301,6601
"all;g4run;libG4processes;G4CascadeRecoilMaker::fillRecoil",18142453,25522761,11737569,1217543,2070927,66457
"all;g4run;libG4processes;G4ChipsKaonMinusElasticXS::GetPTables",138157479,133682861,67031641,4208109,15124106,3870629
"all;g4run;libG4processes;G4ScreeningMottCrossSection::McFcorrection",0,2103540,0,0,180179,0
"all;g4run;libG4processes;G4FPYSamplingOps::CheckAndSetParameters",697815,0,0,0,126763,0
"all;g4run;libG4processes;G4PhysicsTableHelper::RetrievePhysicsTable",36263176,46738558,21767694,1349941,6365580,862976
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::~G4ParallelWorldScoringProcess",23026634,49625855,16316198,572171,7267691,72757
"all;g4run;libG4processes;0x00000000006c9047",5585011,11870936,3375814,94772,2521916,13407
"all;g4run;libG4processes;G4CascadeSampler<31, 6>::findMultiplicity",2788959,1069574,1160871,62173,0,51406
"all;g4run;libG4processes;G4StatMFMacroNucleon::~G4StatMFMacroNucleon",0,1097069,0,18665,0,5864
"all;g4run;libG4processes;0x00000000008082dd",1396479,986892,1114527,13266,0,4389
"all;g4run;libG4processes;G4CollisionOutput::printCollisionOutput",6974017,11546279,3672610,53699,409350,50796
"all;g4run;libG4processes;std::_Function_handler<void (), G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager",6979504,6262763,1817655,222947,290214,85647
"all;g4run;libG4processes;0x000000000084196e",0,0,0,28489,0,0
"all;g4run;libG4processes;G4RToEConvForGamma::ComputeValue",66996397,124512170,37501497,2249743,19764854,368259
"all;g4run;libG4processes;G4VXTRenergyLoss::AngleXTRdEdx",46031305,50720853,22391999,1839275,6725825,484058
"all;g4run;libG4processes;G4FTFModel::ReggeonCascade",0,1967984,365731,103862,419034,11544
"all;g4run;libG4processes;0x0000000000a0cc66",1396867,2183689,1112063,116333,0,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillDirThreeBody",5576812,11394810,2207824,350461,1131687,8975
"all;g4run;libG4processes;G4NuElNucleusNcModel::~G4NuElNucleusNcModel@plt",2792631,1034343,1815973,26921,125949,28653
"all;g4run;libG4processes;G4LorentzConvertor::fillKinematics",63517710,85216183,35025151,3667682,14897218,3844786
"all;g4run;libG4processes;G4PairProductionRelModel::LPMFuncs::~LPMFuncs",132574284,133338557,79902138,4451657,39161860,506573
"all;g4run;libG4processes;0x0000000000a41d7d",0,0,0,0,0,6748
"all;g4run;libG4processes;G4DiffuseElasticV2::IsApplicable",0,0,728866,0,118969,42533
"all;g4run;libG4processes;0x0000000000a0cc68",26520130,23768930,10593962,1776703,627991,87759
"all;g4run;libG4processes;G4BetheBlochIonGasModel::G4BetheBlochIonGasModel",0,0,0,27876,0,9489
"all;g4run;libG4processes;0x0000000000b3f918",698459,0,0,74728,499898,38849
"all;g4run;libG4processes;G4N13GEMChannel::~G4N13GEMChannel",0,1074098,0,13182,0,0
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::~G4MuonMinusAtomicCapture",9075345,15165554,4753944,109381,1965302,15926
"all;g4run;libG4processes;std::_Rb_tree<G4MoleculeDefinition const*, std::pair<G4MoleculeDefinition const* const, double>, std::_Select1st<std::pair<G4MoleculeDefinition const* const, double> >, std::less<G4MoleculeDefinition const*>, std::allocator<std::pair<G4MoleculeDefinition const* const, double> > >::_M_erase",335621870,451436417,198971673,6537837,58422026,3594154
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getMultiplicity",20233628,65198681,9333626,201499,2120466,14106
"all;g4run;libG4processes;G4MuonMinusCapture::G4MuonMinusCapture",87228032,157093028,37128885,838777,26155214,16712
"all;g4run;libG4processes;G4NeutronElectronElXsc::IsElementApplicable",20229848,26469438,9243539,411334,2375852,205206
"all;g4run;libG4processes;0x0000000000ef7772",4183484,2028677,1081589,0,506274,0
"all;g4run;libG4processes;G4IntraNucleiCascader::initialize",518395541,748624705,242485313,23164350,64390181,3818484
"all;g4run;libG4processes;G4ParticleInelasticXS::Initialise",70473235,98977082,26675285,1589174,11667071,1171739
"all;g4run;libG4processes;G4LossTableBuilder::InitialiseBaseMaterials",698399,3091946,1103252,0,245877,25750
"all;g4run;libG4processes;G4CascadeCoalescence::selectCandidates",29319474,46279019,19046702,1503271,4191084,1386992
"all;g4run;libG4processes;G4CollisionOutput::getTotalBaryonNumber",193270206,310714215,86050462,4741306,24797579,3294657
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::getMultiplicity",1029537107,1407713457,552853771,92302208,103855746,6148140
"all;g4run;libG4processes;G4VEmProcess::StreamInfo",3037641347,3940827532,1521175026,61825474,439835578,19441836
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants_doChargeExchange",28605710,53773962,16077414,688136,13909494,67258
"all;g4run;libG4processes;G4NucleiModel::printModel",510766645,724037010,306474874,34626616,80294840,4395885
"all;g4run;libG4processes;0x0000000000937b2f",2092524,2068304,1146816,0,572496,0
"all;g4run;libG4processes;G4Scatterer::GetTimeToInteraction",1396874,0,730752,53035,176406,0
"all;g4run;libG4processes;std::vector<G4VFastSimulationModel*, std::allocator<G4VFastSimulationModel*> >::_M_realloc_insert<G4VFastSimulationModel*>@plt",0,0,363919,0,0,0
"all;g4run;libG4processes;0x0000000000e4d10b",2090890,12308860,1095621,26291,1712735,9544
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::SampleMSC",7676813,7403646,1836273,59693,885236,56719
"all;g4run;libG4processes;0x0000000000a4923d",0,1091474,359895,0,0,0
"all;g4run;libG4processes;std::ostream::write@plt",0,3964145,0,31533,0,9459
"all;g4run;libG4processes;0x00000000008b6e5e",4188885,4113751,2221009,57830,255250,91489
"all;g4run;libG4processes;G4Fissioner::deExcite",43265326,45517796,28144933,2039185,2797245,2756735
"all;g4run;libG4processes;G4EMDissociationCrossSection::G4EMDissociationCrossSection",0,1105242,0,0,0,0
"all;g4run;libG4processes;G4CrossSectionDataStore::GetCrossSection",16747487,25836912,8151520,372655,4587560,67587
"all;g4run;libG4processes;G4ScreeningMottCrossSection::FormFactor2Gauss",146527195,207670115,71597492,4194442,31153316,531613
"all;g4run;libG4processes;0x0000000000e61e44",0,0,0,12166,0,0
"all;g4run;libG4processes;G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::print",136045490,205312221,57862005,4047120,14513041,3056751
"all;g4run;libG4processes;0x0000000000b36466",0,0,383355,0,0,0
"all;g4run;libG4processes;0x0000000000e42a21",0,0,0,0,163917,0
"all;g4run;libG4processes;G4AutoDelete::Register<G4CascadeParameters>",82312828,83781211,30398559,4458383,5427706,291615
"all;g4run;libG4processes;0x0000000000a1bbf1",0,0,0,0,0,9609
"all;g4run;libG4processes;G4MolecularConfiguration::G4MolecularConfigurationManager::GetMolecularConfiguration@plt",698447,1143880,0,0,202581,0
"all;g4run;libG4processes;std::vector<int, std::allocator<int> >::_M_range_insert<int const*>",6979165,5803620,3912812,52304,0,3718
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getMultiplicity",11165089,16789051,5447034,233422,639427,9024
"all;g4run;libG4processes;G4EquilibriumEvaporator::goodRemnant",64198815,78464310,36010165,2294345,13760007,1007331
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::GenerateCosTheta",640626073,921041220,293677216,20837527,91847978,2566558
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::ComputeWeight",0,0,399926,139984,0,4354
"all;g4run;libG4processes;std::vector<unsigned long, std::allocator<unsigned long> >::operator=",604215554,1127638128,329707347,3490822,206275401,2438886
"all;g4run;libG4processes;G4ParticleHPProduct::G4ParticleHPProduct@plt",0,0,374372,0,0,0
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeDXSectionPerAtom",27218679,40247801,17103369,293403,6145504,227977
"all;g4run;libG4processes;0x00000000009d28ba",0,0,356656,0,235412,0
"all;g4run;libG4processes;G4PEEffectFluoModel::CrossSectionPerVolume",219817130,357299340,108866799,2542182,55029715,1700040
"all;g4run;libG4processes;0x000000000082839a",0,0,0,0,123257,0
"all;g4run;libG4processes;0x0000000000a63153",0,0,355397,0,120043,14754
"all;g4run;libG4processes;0x0000000000a1bbf7",0,1092554,0,0,0,0
"all;g4run;libG4processes;0x0000000000b3f9aa",0,1247829,366622,0,0,16669
"all;g4run;libG4processes;G4ScreeningMottCrossSection::FormFactor2ExpHof",7671665,10019860,3216963,166115,1041084,20689
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetCrossSectionForProjectile",8375314,10433493,8116578,380624,2004415,56204
"all;g4run;libG4processes;0x000000000037bba0",0,0,0,0,111295,0
"all;g4run;libG4processes;G4VCrossSectionRatio::~G4VCrossSectionRatio@plt",0,0,361867,44005,0,0
"all;g4run;libG4processes;G4LundStringFragmentation::FragmentString",1396903,0,713277,0,253739,0
"all;g4run;libG4processes;G4OpticalParameters::StreamInfo",508014208,646319686,263616859,11995798,56470672,6615423
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getMultiplicity",36992963,40046743,16128596,1110469,2625501,1432868
"all;g4run;libG4processes;0x00000000008c4d5e",697909,1110053,403148,52736,114694,49856
"all;g4run;libG4processes;std::vector<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*, std::allocator<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*> >::_M_fill_insert@plt",2094436,0,0,0,0,8508
"all;g4run;libG4processes;G4CrossSectionDataStore::ComputeCrossSection",0,0,365870,41068,0,4292
"all;g4run;libG4processes;0x0000000000f182d7",0,1054365,0,0,203449,4378
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::~G4GoudsmitSaundersonTable@plt",9077307,14606693,3704168,356278,990292,77400
"all;g4run;libG4processes;0x0000000000b3f9af",11867049,16430916,4605162,127889,3778084,8510
"all;g4run;libG4processes;G4WeightCutOffConfigurator::~G4WeightCutOffConfigurator@plt",14652630,20224929,4738618,436268,1237199,52650
"all;g4run;libG4processes;G4CacheReference<CLHEP::Hep3Vector*>::Destroy",7671305,18385519,3950261,462382,124934,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum",129088198,155301639,75638261,7887523,11712899,1144912
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::FillEnergySteps",3487238,7837307,2206421,76750,2092526,3904
"all;g4run;libG4processes;G4FissionProductYieldDist::FindParticleInterpolation@plt",697402,0,0,0,0,0
"all;g4run;libG4processes;G4N15GEMChannel::~G4N15GEMChannel",0,0,0,0,0,3336
"all;g4run;libG4processes;G4VCrossSectionDataSet::G4VCrossSectionDataSet",4182606,11983931,6231192,676150,887664,520143
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusNChannelData, G4KaonHypSampler>::getMultiplicity",11858904,25710563,4295806,159699,1983332,13248
"all;g4run;libG4processes;G4CollisionOutput::G4CollisionOutput",18134828,16473339,11629627,867641,1479996,702829
"all;g4run;libG4processes;G4CascadeDeexciteBase::getTargetData",161178798,304044073,92039018,5053746,19551490,439682
"all;g4run;libG4processes;0x0000000000a0cc6a",697142,0,727422,0,0,0
"all;g4run;libG4processes;0x00000000008e44dd",698353,0,0,0,0,9212
"all;g4run;libG4processes;G4CrossSectionDataSetRegistry::G4CrossSectionDataSetRegistry",21629987,18739698,10458887,474426,2634744,192713
"all;g4run;libG4processes;G4INCLXXInterfaceStore::~G4INCLXXInterfaceStore@plt",0,0,365733,22838,0,8599
"all;g4run;libG4processes;G4FissionFragmentGenerator::G4SetIsotope",0,1043372,1118427,0,0,23503
"all;g4run;libG4processes;0x0000000000a0cc6c",1396849,2202154,0,27474,0,0
"all;g4run;libG4processes;G4StatMFParameters::Getr0",4185821,0,773401,104317,1112787,47613
"all;g4run;libG4processes;0x000000000083944e",695629,0,0,0,408489,0
"all;g4run;libG4processes;G4ChipsPionMinusInelasticXS::G4ChipsPionMinusInelasticXS@plt",1396742,0,364985,0,115994,0
"all;g4run;libG4processes;0x0000000000a16ca5",6277385,5171991,1849615,185464,272329,235902
"all;g4run;libG4processes;0x0000000000a0cc6d",9772694,7448342,4797513,526199,780156,80274
"all;g4run;libG4processes;G4LundStringFragmentation::SplitLast",1396719,1047112,367035,46240,438796,8826
"all;g4run;libG4processes;G4FTFModel::AdjustNucleonsAlgorithm_Sampling",2094168,2056940,365384,174536,236728,14348
"all;g4run;libG4processes;0x000000000083f3af",0,0,0,28400,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaZeroNChannelData, G4KaonHypSampler>::getMultiplicity",0,1548481,0,0,0,0
"all;g4run;libG4processes;G4BinaryCascade::ApplyYourself",698356,1035182,0,0,459708,6234
"all;g4run;libG4processes;G4MoleculeCounter::GetRecordedMolecules@plt",0,0,369656,0,0,0
"all;g4run;libG4processes;0x00000000008b6cf6",1395363,970401,0,0,0,0
"all;g4run;libG4processes;std::vector<G4RadioactivityTable*, std::allocator<G4RadioactivityTable*> >::_M_realloc_insert<G4RadioactivityTable* const&>",2792759,2202198,1473609,126805,364256,57548
"all;g4run;libG4processes;G4HadPhaseSpaceNBodyAsai::~G4HadPhaseSpaceNBodyAsai",0,0,0,0,0,12645
"all;g4run;libG4processes;0x0000000000e5213d",0,0,0,0,171044,0
"all;g4run;libG4processes;0x0000000000a16ca9",0,0,0,28609,0,30128
"all;g4run;libG4processes;G4CascadeData<31, 1, 6, 20, 42, 25, 17, 0, 0>::print",6274231,4297099,5144557,747326,1844838,867329
"all;g4run;libG4processes;0x0000000000b364fc",0,0,0,16429,0,0
"all;g4run;libG4processes;G4VLEPTSModel::Init@plt",0,0,0,30633,0,0
"all;g4run;libG4processes;G4EmParameters::SetIntegral@plt",0,0,0,0,128001,0
"all;g4run;libG4processes;G4InuclParticle::print",698363,0,0,0,0,0
"all;g4run;libG4processes;G4CollisionOutput::getRecoilFragment",2793420,1126684,730770,0,166719,5587
"all;g4run;libG4processes;G4PEEffectFluoModel::SampleSecondaries",3520572403,4522361672,1874726719,40284104,944021664,21368637
"all;g4run;libG4processes;0x000000000095fb47",1396797,4061886,0,28426,123020,0
"all;g4run;libG4processes;G4XAqmElastic::CrossSection@plt",2092278,0,750812,35077,270400,44412
"all;g4run;libG4processes;G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print",3488778,6573900,4021959,218085,1102052,214320
"all;g4run;libG4processes;G4StatMFParameters::Beta",58632400,98457759,29356274,336450,31040681,27393
"all;g4run;libG4processes;G4PhotoElectricAngularGeneratorPolarized::PhotoElectronGetMajorantSurfaceAandCParameters@plt",698311,0,0,0,0,0
"all;g4run;libG4processes;MCGIDI_angularEnergy_new@plt",1395285,1126826,1073190,28255,118493,9040
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::getMultiplicity",43263036,91283597,23970963,1337643,7899613,38893
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::ChooseStringEnds",698410,0,0,30552,0,12526
"all;g4run;libG4processes;G4ParallelWorldProcess::~G4ParallelWorldProcess",392803857,593900974,213811147,10003607,71147137,4043879
"all;g4run;libG4processes;0x0000000000a223fe",0,0,0,29068,0,0
"all;g4run;libG4processes;0x0000000000b3646a",697864,1134314,732976,52603,309850,32152
"all;g4run;libG4processes;G4MultiBodyMomentumDist::GetInstance",25824740,64102460,19379055,1564908,1654708,72039
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > > >, std::_Select1st<std::pair<int const, std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > > > >, std::less<int>, std::allocator<std::pair<int const, std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > > > > >::_M_get_insert_unique_pos",0,0,0,0,0,6821
"all;g4run;libG4processes;G4FissionProductYieldDist::SampleGammaEnergies",0,0,364466,42065,0,10376
"all;g4run;libG4processes;G4NeutronCaptureXS::GetElementCrossSection",41868800,45621434,20557430,781929,5300144,187132
"all;g4run;libG4processes;0x0000000000838c37",0,0,0,0,212289,3329
"all;g4run;libG4processes;G4GammaNuclAngDst::G4GammaNuclAngDst",2790349,994998,1095941,258923,230302,57168
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeScreeningFunctions@plt",3490990,4030011,1447730,25637,690031,0
"all;g4run;libG4processes;0x00000000008395b4",8374287,12116166,5106623,57011,2971298,21497
"all;g4run;libG4processes;G4ITMultiNavigator::GetGlobalExitNormal",984109558,1487194380,481369562,21187725,279857286,4173075
"all;g4run;libG4processes;G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::initialize",0,1126998,0,49602,0,24260
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadePiZeroNChannelData, G4PionNucSampler>::~G4CascadeFunctions()",3486963,2257206,1820248,34005,291812,0
"all;g4run;libG4processes;G4InuclNuclei::makeDefinition",698299,1120322,0,19947,0,0
"all;g4run;libG4processes;0x00000000008395b8",698413,3062599,2177758,28370,1173019,15912
"all;g4run;libG4processes;0x00000000009d26c4",3483359,4225335,1095094,72331,0,0
"all;g4run;libG4processes;0x0000000000a1bbfd",698030,0,0,30853,108742,0
"all;g4run;libG4processes;0x00000000009d26c8",1396859,3100745,364496,154840,469899,16866
"all;g4run;libG4processes;G4PenelopeRayleighModelMI::InitializeSamplingAlgorithm",1555529856,2086298424,867503499,17968044,386619579,10997838
"all;g4run;libG4processes;G4VCrossSectionDataSet::GetIsoCrossSection",115839688,174546788,49870895,4200079,17802155,3349376
"all;g4run;libG4processes;0x000000000037e2e0",0,2110724,0,85544,0,9307
"all;g4run;libG4processes;G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::initialize",21630101,31567913,11690711,904795,3110577,657744
"all;g4run;libG4processes;0x00000000008e42e4",2095093,3171567,796592,16480,117357,9070
"all;g4run;libG4processes;G4UrbanMscModel::ComputeGeomPathLength",0,0,0,0,0,4153
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_hint_unique_pos",17451068,30854478,8358545,760456,2691264,329964
"all;g4run;libG4processes;G4RKFieldIntegrator::GetKaonPotential",697103,0,0,0,0,0
"all;g4run;libG4processes;0x0000000000e6a9e5",0,0,0,0,132077,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::getMultiplicity",11860772,13099150,5297571,0,1762685,47048
"all;g4run;libG4processes;0x0000000000b6ed68",0,0,357707,31661,0,0
"all;g4run;libG4processes;std::__find_if<__gnu_cxx::__normal_iterator<G4VSplitableHadron**, std::vector<G4VSplitableHadron*, std::allocator<G4VSplitableHadron*> > >, __gnu_cxx::__ops::_Iter_equals_val<G4VSplitableHadron* const> >",0,0,370863,0,0,0
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::G4GoudsmitSaundersonMscModel",9069618,10311673,2605389,211072,2009811,76149
"all;g4run;libG4processes;G4INCL::NNToNLK2piChannel::operator delete@plt",1392540,3259632,759154,0,0,0
"all;g4run;libG4processes;G4OpticalParameters::GetMieVerboseLevel",2793425,6983236,2863566,108365,960771,78244
"all;g4run;libG4processes;G4CascadeData<30, 2, 8, 20, 34, 48, 62, 45, 50>::print",0,1023530,0,32881,0,13462
"all;g4run;libG4processes;G4CrossSectionDataStore::GetIsoCrossSection",51637653,74611839,22604662,1694392,12258396,1018538
"all;g4run;libG4processes;0x0000000000a16cac",5579986,6447312,1454009,129441,569370,16157
"all;g4run;libG4processes;G4ForwardXrayTR::EnergyInterval@plt",12560259,16956649,3678960,661098,673954,66126
"all;g4run;libG4processes;G4FissionProductYieldDist::MakeFileName",0,0,0,0,0,3180
"all;g4run;libG4processes;G4MesonAbsorption::GetCollisions",698455,0,371159,0,0,0
"all;g4run;libG4processes;0x000000000037e250",2094820,4212230,1775950,60001,768097,8531
"all;g4run;libG4processes;0x00000000008b6cfe",0,2014325,364821,13581,103166,6286
"all;g4run;libG4processes;G4HadronicParameters::SetVerboseLevel",4884568,5290980,2232438,163748,419611,51738
"all;g4run;libG4processes;0x000000000083887d",14654954,12348240,7655216,416264,4964465,66091
"all;g4run;libG4processes;G4ExcitationHandler::BreakItUp",102572186,145554249,64984328,1909929,41832796,649166
"all;g4run;libG4processes;G4INCL::NNOmegaToMultiPionsChannel::pp_ppPipPimPi0@plt",0,0,350106,0,136696,23992
"all;g4run;libG4processes;G4KineticTrackVector::Boost",694600,2223393,345061,84509,119246,39078
"all;g4run;libG4processes;G4CacheReference<G4NuclearPolarizationStore*>::Destroy",2715467177,3838128092,1417420804,49123848,387895786,30739374
"all;g4run;libG4processes;std::vector<G4LossTableManager*, std::allocator<G4LossTableManager*> >::_M_fill_insert",9977227992,14065085480,5214759088,244735557,1615621847,61538026
"all;g4run;libG4processes;G4LossTableManager::EmSaturation",0,0,0,13616,0,0
"all;g4run;libG4processes;G4INCL::NNToMultiPionsChannel::pn_pnPipPi0Pi0Pim@plt",0,0,0,0,147793,0
"all;g4run;libG4processes;0x000000000037ec70",13954610,16907848,5530027,405160,1051416,48537
"all;g4run;libG4processes;operator<<",0,0,0,0,0,4472
"all;g4run;libG4processes;G4BinaryCascade::FillVoidNucleusProducts",0,0,385795,29530,0,19845
"all;g4run;libG4processes;G4INCL::Particle::getTotalBias@plt",0,0,398614,0,0,13211
"all;g4run;libG4processes;G4TypeMutex<G4Cache<CLHEP::HepLorentzVector*> >",698459,2251009,717546,61719,0,0
"all;g4run;libG4processes;G4SingleDiffractiveExcitation::~G4SingleDiffractiveExcitation",2094101,1075876,769747,48048,275002,10459
"all;g4run;libG4processes;G4F19GEMProbability::G4F19GEMProbability",192592256,270295126,118494941,1268440,107695094,3519
"all;g4run;libG4processes;G4FPYSamplingOps::EvaluateWattConstants",0,0,1107202,14309,252751,0
"all;g4run;libG4processes;G4BinaryLightIonReaction::ApplyYourself",1395629,0,1201577,40260,183185,8387
"all;g4run;libG4processes;G4FTFParamCollMesonProj::G4FTFParamCollMesonProj",698369,0,366032,67526,139801,0
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*>, std::_Select1st<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >, std::less<int>, std::allocator<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> > >::_M_emplace_unique<std::pair<int, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >@plt",2094262,4271126,723105,198810,0,0
"all;g4run;libG4processes;G4PAIxSection::GetStepEnergyLoss",35579618,40823052,17553935,624801,10101133,89886
"all;g4run;libG4processes;0x000000000095fb4f",0,0,0,33101,0,0
"all;g4run;libG4processes;0x0000000000b77375",0,0,364631,0,0,0
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::IsApplicable",0,0,366760,47534,180960,0
"all;g4run;libG4processes;G4VTransitionRadiation::GetMeanFreePath",0,0,366116,23411,0,0
"all;g4run;libG4processes;0x000000000037f2a0",1396466,2047476,1094418,15775,230041,48075
"all;g4run;libG4processes;G4SauterGavrilaAngularDistribution::G4SauterGavrilaAngularDistribution",27910400,63430397,12561504,616462,9010783,193999
"all;g4run;libG4processes;G4NucleiModel::fillZoneRadii",0,0,0,0,0,35976
"all;g4run;libG4processes;0x0000000000838c3c",11167539,4861580,5809168,327554,2247646,9330
"all;g4run;libG4processes;G4SBBremTable::LoadSamplingTables",396453515,641549752,239936361,5421317,122460402,896117
"all;g4run;libG4processes;epsilon@plt",698431,2071982,0,22857,0,67529
"all;g4run;libG4processes;G4FPYNormalFragmentDist::G4FPYNormalFragmentDist",0,0,369113,0,0,0
"all;g4run;libG4processes;G4UrbanMscModel::ComputeTheta0",11172750,15196542,6877723,338554,933870,98672
"all;g4run;libG4processes;G4UCNBoundaryProcess::BoundaryProcessVerbose",0,0,0,0,161582,0
"all;g4run;libG4processes;0x00000000008395bd",5580959,7988431,5382924,65850,2230561,19642
"all;g4run;libG4processes;0x00000000009d26ca",0,1206962,0,0,0,12109
"all;g4run;libG4processes;0x0000000000f183b4",3489265,0,1516004,80556,241679,65497
"all;g4run;libG4processes;std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>",1396623,0,734559,0,110881,30835
"all;g4run;libG4processes;0x00000000009d26cd",2791892,1016799,366649,19697,0,16073
"all;g4run;libG4processes;G4EmBiasingManager::ApplyDirectionalSplitting@plt",0,1124594,0,0,119020,0
"all;g4run;libG4processes;0x0000000000f183b8",4884528,2416713,2236047,118658,1387940,68938
"all;g4run;libG4processes;G4Pow::powA",3995244255,5974981916,2196624642,88824608,881822305,27967771
"all;g4run;libG4processes;G4RKPropagation::GetSphereIntersectionTimes",218302108,298619768,115036921,11691076,15967351,1819851
"all;g4run;libG4processes;G4FPYNormalFragmentDist::GetFissionProduct",0,0,0,57042,0,17127
"all;g4run;libG4processes;0x0000000000380630",1395469,3066958,1882648,154289,0,125500
"all;g4run;libG4processes;0x0000000000806bad",6973779,9765675,5006884,156214,1767045,77830
"all;g4run;libG4processes;G4FTFModel::Init",16741841,30549030,6154575,255934,1651503,33359
"all;g4run;libG4processes;G4CrossSectionDataStore::GetCrossSection@plt",0,0,0,24999,0,0
"all;g4run;libG4processes;std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::_M_fill_insert",1532225183,1941108223,912307041,62686881,403652931,6366315
"all;g4run;libG4processes;G4InuclParamMomDst::GetMomentum",698472,0,0,35544,0,26695
"all;g4run;libG4processes;0x000000000083a0e8",13262290,14164458,3950923,108546,2437772,68185
"all;g4run;libG4processes;G4He6GEMChannel::~G4He6GEMChannel",697081,0,0,0,0,0
"all;g4run;libG4processes;G4NuclWatcher::G4NuclWatcher",698419,0,358374,31769,128267,0
"all;g4run;libG4processes;G4CollisionOutput::setOnShell",10469464,21013933,5870770,842898,982769,707758
"all;g4run;libG4processes;G4VXTRenergyLoss::GetAngleXTR",11869604,19162587,9262584,629996,1801451,185076
"all;g4run;libG4processes;G4INCL::NNToNLK2piChannel::~NNToNLK2piChannel@plt",73272449,98662467,32623328,1824138,15373395,334383
"all;g4run;libG4processes;0x00000000008af1d6",0,0,0,20391,253526,0
"all;g4run;libG4processes;0x00000000008b60a4",96310109,129574861,45671971,2300471,16230195,452783
"all;g4run;libG4processes;0x00000000008e42ed",697943,0,0,0,0,0
"all;g4run;libG4processes;G4NIELCalculator::ComputeNIEL",65581193,80803583,40376659,1327812,18086647,922952
"all;g4run;libG4processes;G4RKPropagation::~G4RKPropagation",216303174,300903402,89791600,5461171,19860813,1417144
"all;g4run;libG4processes;0x0000000000f67e5a",6978504,5202616,3257505,104894,801248,28042
"all;g4run;libG4processes;G4SeltzerBergerModel::G4SeltzerBergerModel",32792131,58843317,15119746,187962,8990741,246079
