id,cycles,instructions,ic_fetch_stall_ic_stall_any,ic_fetch_stall_ic_stall_dq_empty,ic_fetch_stall_ic_stall_back_pressure,ic_cache_fill_sys
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",0,0,0,0,146261,0
"all;g4run;libG4processes;G4PairProductionRelModel::Initialise",358406901,352459348,162691690,8820845,79645440,1965835
"all;g4run;libG4processes;G4CacheReference<G4MultiBodyMomentumDist*>::Destroy",678208564,1164468780,367696796,30442105,59632671,1914439
"all;g4run;libG4processes;G4ExcitationHandler::G4ExcitationHandler@plt",0,2025776,1097080,13116,1168101,14173
"all;g4run;libG4processes;G4TritonGEMProbability::G4TritonGEMProbability@plt",697754,1704785,332108,21821,245121,0
"all;g4run;libG4processes;0x000000000037d810",0,0,365706,0,130216,0
"all;g4run;libG4processes;G4PEEffectFluoModel::ComputeCrossSectionPerAtom",29309891,43559775,17095909,408216,8747961,251907
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetANuElTotCsArray",698458,0,0,0,142781,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetTabValues",52331930,87455114,36339003,1185692,17129514,328677
"all;g4run;libG4processes;G4GammaTransition::SampleDirection",83038268,139969080,52876162,1220551,37675663,276693
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta",39774915,49942856,20133325,1044096,8904114,1061899
"all;g4run;libG4processes;0x00000000009f3d53",0,1039783,351519,0,0,0
"all;g4run;libG4processes;0x0000000000a1ce57",697936,0,365093,0,0,9389
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getMultiplicity",18845891,22919318,10275162,761527,3721963,709188
"all;g4run;libG4processes;0x0000000000838c16",698255,0,0,13679,0,4384
"all;g4run;libG4processes;0x00000000009f3d56",0,0,0,0,156561,0
"all;g4run;libG4processes;G4MultiBodyMomentumDist::~G4MultiBodyMomentumDist",1180680399,1845098975,590492338,45776824,72081489,1902744
"all;g4run;libG4processes;G4IntraNucleiCascader::particleCanInteract",696964,2046232,365213,62355,0,6119
"all;g4run;libG4processes;0x00000000009e3cb1",0,1048617,0,35049,0,0
"all;g4run;libG4processes;G4BinaryCascade::DebugFinalEpConservation",0,0,0,20881,0,0
"all;g4run;libG4processes;G4ExcitationHandler::SetFermiModel@plt",698055,0,1468671,73212,324951,0
"all;g4run;libG4processes;G4HadPhaseSpaceKopylov::GenerateMultiBody",10461658,20147368,5176865,766254,2555983,113957
"all;g4run;libG4processes;G4StatMFChannel::CreateFragment",16745366,9555516,7281091,506848,2024448,367968
"all;g4run;libG4processes;0x000000000083e107",697476,1981764,0,0,0,0
"all;g4run;libG4processes;0x00000000008363e3",4885987,2141232,2892276,174084,354798,3608
"all;g4run;libG4processes;G4BinaryLightIonReaction::Interact",0,1073885,0,0,0,0
"all;g4run;libG4processes;G4OpticalParameters::SetWLS2TimeProfile@plt",698496,2233480,381974,0,0,0
"all;g4run;libG4processes;G4Reggeons::GetProbabilities",5586036,18830263,4521574,16633,3550674,0
"all;g4run;libG4processes;G4BinaryCascade::FindFragments",0,0,369043,19704,299575,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable",95608292,129719469,39020043,2612893,10473204,1411145
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::TestAngleTable",1396992,6473546,1587074,193899,379774,60028
"all;g4run;libG4processes;0x00000000008363e9",21663801,20231324,5834231,438479,1610186,37889
"all;g4run;libG4processes;G4eIonisationParameters::~G4eIonisationParameters@plt",22336089,29160663,10629200,502348,6615493,97502
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",264466261,346415723,129901305,18356343,25892455,2824783
"all;g4run;libG4processes;G4ResonanceNames::~G4ResonanceNames",698394,2105977,359204,0,200461,0
"all;g4run;libG4processes;G4VXTRenergyLoss::AngleSpectralXTRdEdx",694238,0,0,0,0,0
"all;g4run;libG4processes;0x0000000000aa3498",694334,1053856,0,68819,244172,7336
"all;g4run;libG4processes;G4CascadParticle::propagateAlongThePath",2094563,4448658,2575164,124500,520465,90700
"all;g4run;libG4processes;G4TransitionRadiation::EnergyIntegralDistribution",3487255,7303488,2595639,24787,1227669,24777
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeLPMGsPhis",27906388,37912951,17426483,123523,7053675,175677
"all;g4run;libG4processes;0x0000000000b39256",0,0,0,0,0,9156
"all;g4run;libG4processes;G4PenelopeOscillator::G4PenelopeOscillator@plt",0,0,0,18633,0,13383
"all;g4run;libG4processes;G4VXTRenergyLoss::XTRNSpectralDensity",0,0,0,29162,0,0
"all;g4run;libG4processes;0x0000000000a1a595",696122,0,0,0,0,0
"all;g4run;libG4processes;std::vector<G4InteractionContent*, std::allocator<G4InteractionContent*> >::_M_realloc_insert<G4InteractionContent* const&>",698393,0,0,0,0,0
"all;g4run;libG4processes;G4InuclCollider::collide",3758217056,6428377150,1907659566,238891711,440950204,14364722
"all;g4run;libG4processes;0x0000000000e96c73",0,1178481,0,0,0,0
"all;g4run;libG4processes;G4GamP2NPipAngDst::~G4GamP2NPipAngDst",698406,0,756186,62412,415662,158551
"all;g4run;libG4processes;G4EvaporationInuclCollider::deExcite",4879328,5382648,1820940,170910,226783,228204
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getMultiplicity",6283569,14664576,1846151,232650,1229437,0
"all;g4run;libG4processes;0x00000000009f2d9e",0,0,362368,0,0,0
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection",69776815,88884949,34056298,2110289,16601272,311793
"all;g4run;libG4processes;G4StatMFMacroMultiplicity::CalcMeanA",0,0,363841,0,0,4202
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::SampleSecondaries",191865982,241628189,109485138,5252051,46584813,726407
"all;g4run;libG4processes;G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::print",50232749,48003145,17188933,903419,2694122,1313471
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetChargeExchangeCrossSection",595844395,824550957,308820341,13112761,110679749,4120118
"all;g4run;libG4processes;G4RKFieldIntegrator::GetProtonPotential",698058,0,0,0,287975,0
"all;g4run;libG4processes;0x0000000000836084",1396243,2173107,0,0,457884,18885
"all;g4run;libG4processes;0x00000000008b6fae",698354,989986,342606,14796,772370,3578
"all;g4run;libG4processes;G4ElectronIonPair::Initialise",1396842,1340736,0,31587,0,10517
"all;g4run;libG4processes;0x00000000008b6cdb",0,0,0,0,116235,0
"all;g4run;libG4processes;G4PenelopeRayleighModelMI::ReadDataFile",428433532,589167682,211662289,13377607,110327115,1915757
"all;g4run;libG4processes;G4PairProductionRelModel::InitialiseElementData@plt",0,0,0,0,0,9788
"all;g4run;libG4processes;G4DiffuseElasticV2::InitialiseOnFly",0,0,366316,80692,0,56930
"all;g4run;libG4processes;0x00000000009319da",2088937,2074598,3756975,144548,1205758,107785
"all;g4run;libG4processes;G4VTransitionRadiation::Clear",2791749,19448255,3023752,93986,1798266,11717
"all;g4run;libG4processes;0x0000000000836088",0,0,362629,0,0,0
"all;g4run;libG4processes;0x00000000009319dc",0,3305561,1097390,0,119843,46199
"all;g4run;libG4processes;G4LossTableBuilder::GetBaseMaterialFlag",65577099,76220405,36882843,1963141,20714026,496257
"all;g4run;libG4processes;G4PhotoElectricEffect::InitialiseProcess",447253675,733709874,266490762,4782073,142489871,2433594
"all;g4run;libG4processes;std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4Nucleon*, std::vector<G4Nucleon, std::allocator<G4Nucleon> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(G4Nucleon const&, G4Nucleon const&)> >@plt",698424,0,392019,26488,0,10277
"all;g4run;libG4processes;0x0000000000b362a3",1389656,998321,0,96738,144855,26366
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::Initialise",273551819,371859130,165308218,5971335,107282195,1420982
"all;g4run;libG4processes;G4CascadeDeexciteBase::validateOutput",12562818,25629429,6178550,818469,1903959,119618
"all;g4run;libG4processes;G4BetheBlochModel::SetupParameters",0,0,745960,0,395676,0
"all;g4run;libG4processes;std::vector<G4CascadeParameters*, std::allocator<G4CascadeParameters*> >::_M_fill_insert",694075,4038178,365343,113056,0,8948
"all;g4run;libG4processes;G4VEmModel::GetCurrentIsotope@plt",6280173,9297251,4271808,499868,351708,13604
"all;g4run;libG4processes;G4NucleiModel::generateNucleonMomentum",32791983,49657496,13547936,1492198,5403397,205953
"all;g4run;libG4processes;G4Fancy3DNucleus::GetNuclearRadius",0,0,0,0,0,4573
"all;g4run;libG4processes;G4RKFieldIntegrator::GetAntiprotonPotential",2091340,2149534,1483162,29791,508457,13338
"all;g4run;libG4processes;G4Reggeons::ncPomerons",23031809,36695319,12387166,43971,12792407,20467
"all;g4run;libG4processes;G4LossTableManager::BuildTables",2322242105,3249420748,1219561873,60673211,360588578,13689316
"all;g4run;libG4processes;G4INCL::Config::getVersionHash[abi:cxx11]@plt",0,1022090,382036,0,246202,0
"all;g4run;libG4processes;G4LossTableBuilder::BuildRangeTable",9750161,6523080,6240761,860762,1736655,1125822
"all;g4run;libG4processes;0x00000000008b09fc",15347252,24316148,6977899,348888,2095582,77471
"all;g4run;libG4processes;G4LightTargetCollider::AbsorptionOnDeuteron",1479336208,2464129778,685395748,70654698,143097360,7321969
"all;g4run;libG4processes;G4ProductionCutsTable::DumpCouples@plt",697902,0,0,0,0,0
"all;g4run;libG4processes;G4NeutronElasticXS::Initialise",204442528,329795080,92181936,3837500,30705085,1584194
"all;g4run;libG4processes;std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>@plt",2793593,2171329,1441166,120893,182353,9434
"all;g4run;libG4processes;G4PairProductionRelModel::GetLPMFunctions",32089941,44792525,17421090,1187317,6952451,892249
"all;g4run;libG4processes;0x0000000000a4614d",0,1036143,0,0,0,0
"all;g4run;libG4processes;0x0000000000a1ce5c",696743,1073279,2224316,19330,122671,46092
"all;g4run;libG4processes;G4DiffuseElasticV2::SampleTableThetaCMS",1395825,0,390131,47758,0,28772
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::~G4CascadeFunctions",2093003,1195724,1078712,0,0,0
"all;g4run;libG4processes;G4NucleiModel::generateQuasiDeuteron",32093669,49851525,17146615,1693135,1679539,321218
"all;g4run;libG4processes;G4CollisionOutput::removeOutgoingParticle@plt",4186700,10539563,3282583,167373,462679,44121
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::~G4CascadeFunctions",0,0,368338,29421,0,0
"all;g4run;libG4processes;0x0000000000838c1b",4882986,12374539,5843098,270298,1936201,26121
"all;g4run;libG4processes;G4CrossSectionDataStore::DumpPhysicsTable",6734118567,9296979552,3547947748,160382737,1366931208,54925234
"all;g4run;libG4processes;itoa[abi:cxx11]",0,1613279,0,0,0,0
"all;g4run;libG4processes;G4ASTARStopping::FindData",6283856,9502792,5397003,434390,1025242,780792
"all;g4run;libG4processes;G4OpticalParameters::~G4OpticalParameters",39768282,62083931,20828363,1034123,5528591,796689
"all;g4run;libG4processes;0x00000000009f3d5c",1394838,1257738,1029176,0,412749,0
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants",2788507,6085289,359059,66381,997356,11841
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetInelasticIsotopeCrossSection",418668840,628479232,246007138,10664518,106197774,2407647
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::GetNextAntiParton",2094859,3057455,349559,0,569757,0
"all;g4run;libG4processes;0x000000000037b500",0,1164571,0,81137,0,86424
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::~G4CascadeFunctions()",1391411,1079353,363862,72280,141669,0
"all;g4run;libG4processes;MCGIDI_sampling_pdfsOfXGivenW_initialize@plt",3487225,5387380,1840662,39456,564477,38874
"all;g4run;libG4processes;G4LatticeReader::G4LatticeReader@plt",0,0,364629,0,0,0
"all;g4run;libG4processes;0x0000000000380920",0,0,718014,106074,124492,0
"all;g4run;libG4processes;G4Ne20GEMProbability::~G4Ne20GEMProbability@plt",2095122,5142952,729806,267686,263723,9828
"all;g4run;libG4processes;0x000000000083d846",697691,2507692,1148560,13858,452661,4369
"all;g4run;libG4processes;G4TwoBodyAngularDist::passVerbose",2792150,963618,0,0,177928,0
"all;g4run;libG4processes;G4StatMFMacroChemicalPotential::CalcChemicalPotentialNu",30003165,25548948,10046725,1353420,5350031,888182
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetNuElTotCsXsc",698183,0,0,24554,116288,0
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetCrossSectionForTarget",698465,0,0,0,0,0
"all;g4run;libG4processes;std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert",66286457,81016108,37562097,818819,16640863,457313
"all;g4run;libG4processes;G4BinaryCascade::GetIonMass",0,0,0,0,0,9596
"all;g4run;libG4processes;G4C10GEMProbability::~G4C10GEMProbability@plt",0,0,365790,0,0,10268
"all;g4run;libG4processes;0x00000000008363ee",4182762,6994337,2574225,123787,294765,40277
"all;g4run;libG4processes;0x0000000000aa349c",2094859,1009366,0,13256,528398,7929
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::GetExchangeT",698422,0,360162,0,0,11789
"all;g4run;libG4processes;G4NeutronCaptureXS::GetIsoCrossSection",47432996,56122492,30732053,1485167,9040523,492256
"all;g4run;libG4processes;0x000000000037d9c0",698290,3266544,731954,144505,250810,82719
"all;g4run;libG4processes;0x000000000083e8d3",1396685,5935669,370410,34245,659055,0
"all;g4run;libG4processes;G4Clebsch::TriangleCoeff",697773,2158635,362753,0,120874,0
"all;g4run;libG4processes;G4EmParameters::SetLPM@plt",6282053,13301453,4371941,273884,607495,40784
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::G4ParallelWorldScoringProcess",744526140,964335492,401855812,12132573,198097868,4686981
"all;g4run;libG4processes;G4Clebsch::Wigner6J",114493441,134574473,56533285,3358244,11131496,3391241
"all;g4run;libG4processes;G4StatMFMicroPartition::CoulombFreeEnergy",136767510,230479253,97385111,1426862,88223027,99944
"all;g4run;libG4processes;G4CoulombBarrier::G4CoulombBarrier@plt",0,1067883,0,0,0,5729
"all;g4run;libG4processes;G4HadronicException::G4HadronicException",0,0,379800,31423,120486,16462
"all;g4run;libG4processes;0x000000000083608c",2791635,2147915,2613013,160705,1131359,60008
"all;g4run;libG4processes;G4MultiBodyMomentumDist::ChooseDist",66978946,115313075,36307707,1814323,4228027,180263
"all;g4run;libG4processes;G4Na25GEMChannel::~G4Na25GEMChannel",697764,0,0,0,327037,16280
"all;g4run;libG4processes;0x0000000000a2a7f5",1396816,976711,1855032,54806,0,100092
"all;g4run;libG4processes;G4IntraNucleiCascader::finalize",567983987,952007798,303774247,32178314,66144153,4585992
"all;g4run;libG4processes;0x000000000037d970",0,2035667,0,0,461498,7704
"all;g4run;libG4processes;0x00000000008e2ff6",2787464,3385349,1495639,45961,356763,10116
"all;g4run;libG4processes;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_of@plt",4884865,2078675,1467027,0,815653,5708
"all;g4run;libG4processes;G4CollisionOutput::setRemainingExitationEnergy",17447073,21301072,4775270,294460,1882043,209225
"all;g4run;libG4processes;G4Fancy3DNucleus::ChoosePositions",113740793,154260570,56966905,4725262,17387436,418519
"all;g4run;libG4processes;0x000000000037d0d0",0,0,358310,0,0,4291
"all;g4run;libG4processes;G4FTFParameters::InitForInteraction",9753529,8309631,4761213,489255,1887970,94445
"all;g4run;libG4processes;0x0000000000b362aa",0,0,366405,0,0,0
"all;g4run;libG4processes;0x000000000037d660",0,0,394187,0,0,0
"all;g4run;libG4processes;0x00000000008b6d26",3491180,1960375,2513823,99952,663941,89283
"all;g4run;libG4processes;0x00000000008b6d67",11861818,15067341,3628108,246834,1976680,108481
"all;g4run;libG4processes;0x0000000000f69b64",20237580,31192017,14937572,326511,8993070,142902
"all;g4run;libG4processes;G4ITReactionSet::CleanAllReaction@plt",0,981944,0,0,0,0
"all;g4run;libG4processes;0x0000000000e969e8",0,7411448,382124,44156,526340,0
"all;g4run;libG4processes;G4PenelopeComptonModel::~G4PenelopeComptonModel@plt",0,0,727975,0,0,7433
"all;g4run;libG4processes;0x0000000000ab29cc",0,1167854,0,0,0,0
"all;g4run;libG4processes;0x0000000000b362af",698453,0,0,51063,0,0
"all;g4run;libG4processes;G4RToEConvForElectron::G4RToEConvForElectron@plt",1392611,2014810,1460399,48697,134207,8586
"all;g4run;libG4processes;G4ITStepProcessor::SetTrack@plt",27207932,50924645,12996620,852260,11163720,148769
"all;g4run;libG4processes;G4EvaporationDefaultGEMFactory::GetChannel",697507,0,0,280669,260478,56802
"all;g4run;libG4processes;0x0000000000f69b69",3491421,4309438,365891,90722,682641,81261
"all;g4run;libG4processes;0x0000000000f087a4",2093585,0,0,0,150992,0
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeNear",37672056,44900571,13023043,1344528,6941780,356367
"all;g4run;libG4processes;std::__insertion_sort<__gnu_cxx::__normal_iterator<G4InteractionContent**, std::vector<G4InteractionContent*, std::allocator<G4InteractionContent*> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(G4InteractionContent const*, G4InteractionContent const*)> >",0,0,0,45561,0,0
"all;g4run;libG4processes;0x00000000006c9fe9",0,1975125,1085907,42036,424486,6092
"all;g4run;libG4processes;0x0000000000b3629a",698304,3113061,1148016,111538,856129,49031
"all;g4run;libG4processes;G4TwoBodyAngularDist::GetInstance@plt",3490594,10282857,1837704,294996,361389,25449
"all;g4run;libG4processes;G4PhotoElectricAngularGeneratorPolarized::CrossSectionMajorantFunction@plt",0,1054049,0,0,0,0
"all;g4run;libG4processes;G4VXTRenergyLoss::SpectralXTRdEdx",697783,0,0,0,0,0
"all;g4run;libG4processes;G4DNAMillerGreenExcitationModel::S_2p@plt",0,0,0,0,0,8680
"all;g4run;libG4processes;G4EmParameters::MscSkin@plt",0,1028703,0,18951,59786,0
"all;g4run;libG4processes;G4NeutronKiller::SetKinEnergyLimit@plt",698410,1051896,1097699,45507,0,49687
"all;g4run;libG4processes;0x00000000008b0734",88587700,102073010,39637795,1468674,10678817,453095
"all;g4run;libG4processes;0x0000000000b3f8f8",3491690,1304905,776082,32186,1132827,0
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetElementCrossSection",9070011,14560990,6739712,266667,4760591,104301
"all;g4run;libG4processes;G4INCL::CoulombNonRelativistic::getCoulombRadius@plt",2095130,0,1792142,77362,118370,16252
"all;g4run;libG4processes;0x000000000083d84a",4881360,7442263,1494888,43468,968969,12134
"all;g4run;libG4processes;G4ProcessTableMessenger::~G4ProcessTableMessenger@plt",6976959,3108462,1085171,62729,638312,19807
"all;g4run;libG4processes;G4ChipsProtonInelasticXS::CalculateCrossSection",12893289753,18300608235,7029890647,285046423,2729236691,83164748
"all;g4run;libG4processes;G4CollisionComposite::BufferedCrossSection",0,0,363365,23339,0,0
"all;g4run;libG4processes;G4FTFParamCollPionProj::G4FTFParamCollPionProj",2793038,1984337,2591869,252705,1394459,80851
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorNucleonInelastic",3489436,4240088,1147975,184968,378489,23924
"all;g4run;libG4processes;G4SBBremTable::SampleEnergyTransfer",845812197,1230307889,460639808,11685228,214824543,4662487
"all;g4run;libG4processes;0x0000000000ef79e4",11169559,12221456,3713584,58390,2115822,9796
"all;g4run;libG4processes;G4RKPropagation::G4RKPropagation",13955365,12375263,7771512,424897,2560822,356327
